For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,1,17,1,5.9,0.06,1.0,18.8,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,5,4,1,20.0,0,2.4,-1.6,0,0,0,0,1.0,2.0,50.0,26.0,6.0,7.7,26.8,6.0,0.0,32.2,9.0,0.0,0.0,0.0,10.8,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,529.0,634.0,83.4,9803.0,3827.0,231.0,259.0,89.2,220.0,251.0,87.6,70.0,104.0,67.3,1,1.3,0.7,13.0,57.0,12.0,1.0,58.0,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,634.0,571.0,63.0,12.0,0.0,6.0,36,34.0,6.0,5.0,0.0,0.0,529.0,0.0,5.0,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,30.0,15.0,5.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,15.0,11,12.0,2.0,1.0,7.0,15.0,46.7,8.0,8.0,1.0,7.0,7,22,7.0,0.0,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,59.0,744.0,47.0,195.0,355.0,202.0,24.0,744.0,21.0,13.0,61.9,8.0,38.1,505.0,2767.0,1303.0,19.0,18.0,1.0,28.0,12.0,525.0,57.0,Match Report,2020-11-21,17:00 (08:00),Ligue 1,Matchweek 11,Sat,Away,L,1.0,4.0,Brest,1,0,0,10,12,0,36,7,11,0.0,0.0,0,52.0,19.0,21.0,47.5,Match Report
2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,1,6,4,66.7,0.0,0.0,27.5,0.0,1,1,1.0,0.2,0.04,0.0,-0.2,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,9.0,24.0,37.5,26.0,2.0,69.2,46.8,6.0,100.0,64.8,16.0,1.0,6.3,0.0,11.7,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,269.0,384.0,70.1,5069.0,2219.0,119.0,149.0,79.9,113.0,142.0,79.6,31.0,77.0,40.3,0,0.2,0.1,5.0,19.0,1.0,0.0,23.0,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,384.0,345.0,38.0,13.0,1.0,4.0,10,14.0,3.0,3.0,0.0,0.0,269.0,1.0,7.0,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,13.0,9.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,23.0,13,11.0,8.0,4.0,15.0,31.0,48.4,16.0,15.0,2.0,13.0,12,35,24.0,0.0,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,38.0,521.0,59.0,235.0,213.0,77.0,9.0,520.0,22.0,10.0,45.5,12.0,54.5,196.0,1038.0,385.0,5.0,3.0,4.0,12.0,15.0,264.0,22.0,Match Report,2020-11-29,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,D,1.0,1.0,Lille,4,0,0,15,13,1,10,12,13,1.0,0.0,0,59.0,18.0,17.0,51.4,Match Report
2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,0,7,2,28.6,0.0,0.0,18.7,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,1,0,1,100.0,1,0.2,0.2,0,0,0,0,1.0,5.0,20.0,25.0,4.0,16.0,27.0,5.0,20.0,33.0,13.0,2.0,15.4,0.0,11.6,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,454.0,597.0,76.0,7690.0,2988.0,208.0,248.0,83.9,175.0,215.0,81.4,44.0,88.0,50.0,0,0.7,0.8,6.0,36.0,6.0,2.0,47.0,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,597.0,538.0,57.0,14.0,0.0,6.0,30,33.0,4.0,2.0,2.0,0.0,454.0,2.0,8.0,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,12.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,17.0,9,9.0,5.0,3.0,10.0,20.0,50.0,10.0,15.0,1.0,14.0,22,39,17.0,0.0,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,59.0,722.0,54.0,232.0,330.0,163.0,10.0,722.0,11.0,6.0,54.5,5.0,45.5,386.0,1827.0,858.0,15.0,9.0,2.0,23.0,11.0,452.0,47.0,Match Report,2020-12-06,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Away,D,0.0,0.0,Dijon,1,0,0,13,13,2,30,22,9,0.0,0.0,0,58.0,32.0,31.0,50.8,Match Report
2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,0,14,3,21.4,0.0,0.0,17.0,0.0,0,0,1.3,1.3,0.1,-1.3,-1.3,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,3,0,3,100.0,1,0.8,0.8,0,0,0,0,1.0,5.0,20.0,24.0,9.0,20.8,29.0,3.0,0.0,26.3,15.0,0.0,0.0,0.0,19.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,571.0,684.0,83.5,9245.0,2785.0,262.0,291.0,90.0,247.0,271.0,91.1,39.0,74.0,52.7,0,1.1,1.0,11.0,34.0,4.0,1.0,52.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,684.0,635.0,47.0,16.0,0.0,2.0,22,22.0,5.0,2.0,3.0,0.0,571.0,2.0,12.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,23.0,12.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,18.0,10,9.0,7.0,2.0,4.0,10.0,40.0,6.0,7.0,3.0,4.0,9,27,12.0,0.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,62.0,784.0,51.0,177.0,467.0,149.0,20.0,784.0,30.0,23.0,76.7,7.0,23.3,546.0,3341.0,1805.0,30.0,18.0,4.0,14.0,7.0,568.0,51.0,Match Report,2020-12-11,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Home,D,0.0,0.0,Angers,3,0,0,16,11,2,22,9,10,0.0,0.0,0,62.0,17.0,7.0,70.8,Match Report
2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,2,19,8,42.1,0.11,0.25,23.4,2.0,0,0,2.3,2.3,0.12,-0.3,-0.3,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,3,1,2,66.7,0,0.3,-0.7,0,0,0,0,2.0,9.0,22.2,24.0,4.0,25.0,33.7,4.0,75.0,55.8,11.0,1.0,9.1,1.0,25.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,388.0,475.0,81.7,6364.0,2244.0,205.0,219.0,93.6,139.0,165.0,84.2,33.0,68.0,48.5,1,2.1,1.0,15.0,24.0,4.0,1.0,33.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,475.0,434.0,41.0,12.0,1.0,2.0,13,19.0,4.0,3.0,0.0,0.0,388.0,0.0,10.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,36.0,23.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,18.0,10,11.0,7.0,0.0,7.0,13.0,53.8,6.0,13.0,4.0,9.0,12,30,16.0,0.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,48.0,601.0,52.0,199.0,286.0,121.0,19.0,601.0,26.0,15.0,57.7,11.0,42.3,325.0,1872.0,908.0,23.0,18.0,6.0,15.0,9.0,381.0,33.0,Match Report,2020-12-16,21:00 (12:00),Ligue 1,Matchweek 15,Wed,Away,W,2.0,1.0,Bordeaux,2,0,0,14,12,0,13,12,10,0.0,0.0,0,63.0,10.0,14.0,41.7,Match Report
2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,2,17,8,47.1,0.12,0.25,19.8,0.0,0,1,2.9,2.1,0.13,-0.9,-0.1,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,4,2,2,75.0,0,1.5,-0.5,1,1,0,0,2.0,4.0,50.0,17.0,4.0,17.6,27.8,4.0,25.0,33.5,9.0,0.0,0.0,0.0,17.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,444.0,536.0,82.8,7999.0,3082.0,193.0,217.0,88.9,185.0,214.0,86.4,50.0,75.0,66.7,2,1.5,0.9,15.0,43.0,11.0,6.0,58.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,536.0,488.0,46.0,8.0,0.0,4.0,26,25.0,6.0,4.0,2.0,0.0,444.0,2.0,5.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,34.0,25.0,3.0,0.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,21.0,11,13.0,8.0,0.0,11.0,19.0,57.9,8.0,7.0,2.0,5.0,11,32,13.0,0.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,59.0,651.0,42.0,179.0,296.0,182.0,30.0,650.0,18.0,7.0,38.9,11.0,61.1,440.0,2125.0,1157.0,25.0,18.0,8.0,17.0,4.0,442.0,58.0,Match Report,2020-12-20,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,2.0,2.0,Nîmes,2,0,0,15,8,2,26,11,11,1.0,1.0,0,59.0,12.0,17.0,41.4,Match Report
2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,2,17,5,29.4,0.06,0.2,18.8,0.0,1,1,1.7,0.9,0.06,0.3,0.1,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,2,2,0,0.0,0,1.3,-0.7,0,0,0,0,2.0,5.0,40.0,12.0,3.0,33.3,31.8,1.0,100.0,62.0,6.0,1.0,16.7,0.0,13.3,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,422.0,546.0,77.3,7090.0,2391.0,204.0,240.0,85.0,178.0,209.0,85.2,31.0,66.0,47.0,1,0.8,1.2,15.0,36.0,8.0,5.0,52.0,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,546.0,488.0,56.0,11.0,0.0,1.0,36,31.0,10.0,2.0,6.0,0.0,422.0,2.0,18.0,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,34.0,27.0,4.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,9.0,6,2.0,5.0,2.0,5.0,14.0,35.7,9.0,2.0,0.0,2.0,8,17,6.0,0.0,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,60.0,635.0,23.0,122.0,302.0,216.0,19.0,634.0,15.0,4.0,26.7,11.0,73.3,300.0,1814.0,1037.0,19.0,21.0,0.0,17.0,9.0,417.0,52.0,Match Report,2020-12-23,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Away,D,2.0,2.0,Monaco,2,0,0,13,11,2,36,8,6,1.0,0.0,0,62.0,24.0,18.0,57.1,Match Report
2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,1,11,5,45.5,0.09,0.2,13.4,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,10.0,18.0,55.6,21.0,4.0,42.9,37.0,10.0,90.0,55.3,23.0,0.0,0.0,1.0,20.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,258.0,364.0,70.9,4445.0,2129.0,130.0,157.0,82.8,86.0,103.0,83.5,32.0,76.0,42.1,1,1.1,1.2,8.0,13.0,8.0,2.0,24.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,364.0,313.0,50.0,13.0,0.0,1.0,25,16.0,9.0,3.0,5.0,0.0,258.0,1.0,8.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,20.0,16.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,14.0,10,11.0,3.0,0.0,10.0,16.0,62.5,6.0,6.0,1.0,5.0,10,24,28.0,1.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,32.0,473.0,71.0,219.0,155.0,104.0,24.0,473.0,19.0,8.0,42.1,11.0,57.9,202.0,1287.0,672.0,13.0,10.0,3.0,10.0,9.0,256.0,24.0,Match Report,2021-01-06,21:00 (12:00),Ligue 1,Matchweek 18,Wed,Home,D,1.0,1.0,Paris S-G,1,0,0,13,12,1,25,10,10,0.0,0.0,0,67.0,12.0,13.0,48.0,Match Report
2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,1,14,6,42.9,0.07,0.17,15.2,0.0,0,0,1.5,1.5,0.11,-0.5,-0.5,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,3,3,0,33.3,0,1.8,-1.2,1,1,0,0,1.0,3.0,33.3,19.0,4.0,10.5,24.2,4.0,25.0,34.3,5.0,0.0,0.0,0.0,7.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,500.0,610.0,82.0,8505.0,2983.0,240.0,270.0,88.9,206.0,240.0,85.8,41.0,71.0,57.7,1,1.3,0.9,11.0,42.0,9.0,4.0,46.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,610.0,563.0,45.0,19.0,1.0,5.0,21,15.0,3.0,0.0,2.0,0.0,500.0,2.0,7.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,23.0,14.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,19.0,11,9.0,8.0,2.0,13.0,17.0,76.5,4.0,3.0,0.0,3.0,10,29,5.0,0.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,64.0,718.0,38.0,202.0,364.0,157.0,27.0,718.0,18.0,9.0,50.0,9.0,50.0,467.0,2736.0,1365.0,21.0,18.0,5.0,30.0,12.0,498.0,45.0,Match Report,2021-01-09,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Away,L,1.0,3.0,Reims,4,0,0,17,17,2,21,10,11,0.0,1.0,0,64.0,18.0,15.0,54.5,Match Report
2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,0,7,3,42.9,0.0,0.0,14.9,0.0,0,1,1.5,0.7,0.1,-1.5,-0.7,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,2,1,1,50.0,0,1.5,0.5,0,0,0,0,1.0,2.0,50.0,12.0,3.0,0.0,24.6,11.0,18.2,27.5,16.0,0.0,0.0,0.0,7.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,430.0,527.0,81.6,7049.0,2513.0,199.0,220.0,90.5,170.0,200.0,85.0,37.0,58.0,63.8,0,0.7,0.7,6.0,30.0,7.0,1.0,37.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,527.0,479.0,47.0,22.0,0.0,3.0,24,9.0,3.0,3.0,0.0,0.0,430.0,1.0,9.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,13.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,22.0,16,12.0,6.0,4.0,11.0,19.0,57.9,8.0,20.0,5.0,15.0,9,31,19.0,1.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,58.0,653.0,53.0,175.0,355.0,128.0,19.0,652.0,21.0,10.0,47.6,11.0,52.4,396.0,2213.0,1157.0,16.0,13.0,1.0,15.0,9.0,426.0,36.0,Match Report,2021-01-17,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Away,L,0.0,1.0,Strasbourg,2,0,0,9,21,1,24,9,16,1.0,0.0,0,58.0,12.0,20.0,37.5,Match Report
2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,0,3,0,0.0,0.0,,16.1,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,11,5,7,54.5,0,2.7,-1.3,0,0,0,0,2.0,14.0,14.3,30.0,6.0,36.7,36.1,7.0,42.9,39.7,19.0,0.0,0.0,0.0,16.5,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,281.0,387.0,72.6,4643.0,1622.0,124.0,154.0,80.5,128.0,156.0,82.1,17.0,49.0,34.7,0,0.2,0.0,2.0,8.0,2.0,0.0,15.0,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,387.0,337.0,48.0,10.0,0.0,2.0,7,24.0,1.0,0.0,1.0,0.0,281.0,2.0,6.0,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,14.0,9,8.0,6.0,0.0,5.0,17.0,29.4,12.0,12.0,4.0,8.0,10,24,13.0,0.0,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,40.0,481.0,73.0,242.0,197.0,49.0,6.0,481.0,12.0,6.0,50.0,6.0,50.0,216.0,1254.0,719.0,15.0,10.0,3.0,11.0,2.0,280.0,15.0,Match Report,2021-01-24,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,0.0,5.0,Lyon,3,0,0,13,9,2,7,10,9,0.0,0.0,1,47.0,9.0,14.0,39.1,Match Report
