For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,0,9,2,22.2,0.00,0.00,15.8,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,6,1,5,83.3,0,2.1,+1.1,0,0,0,0,8,14,57.1,27,10,37.0,30.8,8,50.0,42.5,22,0,0.0,3,24.8,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,349,480,72.7,6884,2900,143,174,82.2,151,191,79.1,52,88,59.1,0,0.3,0.6,5,29,6,1,47,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,480,428,50,9,2,7,14,28,3,1,1,0,349,2,18,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,18,13,1,3,0,1,0,0,0,0,0,0,0,0,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,13,6,4,9,0,7,16,43.8,9,12,4,8,10,23,28,0,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,47,616,83,216,293,112,19,616,23,11,47.8,12,52.2,283,1573,854,15,13,3,16,9,344,47,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,1,0,0,7,6,2,14,10,6,0,0,0,67,17,15,53.1,Match Report
2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,1,10,2,20.0,0.10,0.50,13.6,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,7,12,58.3,31,6,35.5,33.7,9,11.1,21.4,15,2,13.3,1,12.6,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,425,547,77.7,7629,2752,199,225,88.4,181,211,85.8,40,81,49.4,1,0.8,0.6,8,25,9,0,50,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,547,487,58,17,0,2,12,27,3,1,1,0,425,2,11,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,17,12,2,0,2,1,0,2,2,0,0,0,0,0,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,20,10,9,5,6,7,19,36.8,12,12,0,12,16,36,14,0,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,55,674,66,230,296,153,34,674,14,11,78.6,3,21.4,363,1964,994,17,11,3,27,17,421,49,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,3,0,0,11,13,2,12,16,10,0,0,0,61,18,16,52.9,Match Report
2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,1,21,8,38.1,0.05,0.13,19.4,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,3,3,1,0.0,0,1.0,-1.0,0,0,0,0,3,3,100.0,33,4,9.1,24.9,6,0.0,21.2,6,1,16.7,0,9.1,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,511,628,81.4,10033,2925,177,206,85.9,269,306,87.9,64,92,69.6,0,0.9,0.6,13,33,7,1,69,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,628,565,62,11,2,5,23,33,8,4,3,0,511,1,16,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,34,28,1,1,2,1,1,2,1,0,1,0,0,0,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,16,9,10,5,1,6,10,60.0,4,14,4,10,6,22,15,1,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,66,749,64,242,336,176,18,749,18,14,77.8,4,22.2,433,2454,1403,22,20,0,24,6,510,69,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,1,0,0,12,8,1,23,6,9,0,0,1,61,18,18,50.0,Match Report
2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,2,19,6,31.6,0.11,0.33,17.7,2,0,0,1.9,1.9,0.10,+0.1,+0.1,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,6,3,3,50.0,0,0.4,-2.6,0,0,0,0,3,14,21.4,34,10,23.5,28.8,8,75.0,50.3,20,1,5.0,0,5.5,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,545,662,82.3,10002,3490,210,241,87.1,255,284,89.8,63,102,61.8,1,1.5,1.0,12,47,14,5,62,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,662,615,46,8,1,3,24,20,6,3,2,0,545,1,4,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,35,29,1,1,2,2,0,2,2,0,0,0,0,0,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,19,8,9,9,1,10,22,45.5,12,7,3,4,12,31,12,0,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,65,767,64,206,405,166,25,767,16,7,43.8,9,56.3,453,2594,1263,18,14,3,11,14,542,62,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,1,0,0,9,6,1,24,12,8,0,0,0,50,28,28,50.0,Match Report
2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,0,10,2,20.0,0.00,0.00,15.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,2,1,1,50.0,0,0.7,-0.3,0,0,0,0,8,14,57.1,45,9,22.2,27.0,5,80.0,53.6,4,0,0.0,1,38.0,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,536,664,80.7,10225,3467,202,242,83.5,268,312,85.9,60,91,65.9,0,0.5,0.8,5,49,12,3,62,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,664,616,46,14,1,6,28,22,3,3,0,0,536,2,4,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,20,17,1,1,1,0,0,0,0,0,0,0,0,0,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,13,8,5,6,2,1,7,14.3,6,4,1,3,11,24,9,0,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,66,767,55,205,339,228,26,767,15,5,33.3,10,66.7,433,2613,1313,24,30,4,17,15,534,62,Match Report,2020-02-08,17:30 (09:30),Premier League,Matchweek 26,Sat,Home,D,1,1,Watford,2,0,0,9,12,2,28,11,8,0,0,0,52,35,19,64.8,Match Report
2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,1,9,2,22.2,0.11,0.50,16.3,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,8,15,53.3,24,8,33.3,33.0,9,77.8,50.7,37,0,0.0,0,4.5,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,222,333,66.7,4292,1945,89,122,73.0,104,132,78.8,28,59,47.5,1,1.1,0.4,8,15,1,0,14,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,333,279,52,7,0,1,6,32,2,1,1,0,222,2,5,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,12,5,3,0,3,1,0,2,1,1,0,0,0,0,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,15,8,9,4,2,6,22,27.3,16,14,4,10,12,27,63,0,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,35,496,94,230,188,86,11,496,15,9,60.0,6,40.0,188,1277,576,7,14,0,24,9,221,14,Match Report,2020-02-22,15:00 (07:00),Premier League,Matchweek 27,Sat,Away,D,1,1,Sheffield Utd,2,0,0,6,4,2,6,12,8,0,0,0,43,23,22,51.1,Match Report
2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,0,23,8,34.8,0.00,0.00,17.8,0,0,0,2.2,2.2,0.09,-2.2,-2.2,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,3,1,2,66.7,0,1.2,+0.2,0,0,0,0,3,6,50.0,23,6,26.1,27.7,3,0.0,21.7,10,1,10.0,0,14.0,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,483,604,80.0,9030,2965,196,240,81.7,223,251,88.8,54,83,65.1,0,1.7,1.0,18,43,10,2,68,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,604,552,51,12,0,6,33,26,8,6,2,0,483,1,9,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,42,35,4,3,0,0,0,0,0,0,0,0,0,0,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,26,15,16,8,2,6,11,54.5,5,12,3,9,10,36,15,1,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,65,732,52,185,340,214,32,732,17,12,70.6,5,29.4,419,2415,1259,27,14,5,14,18,483,68,Match Report,2020-02-29,12:30 (04:30),Premier League,Matchweek 28,Sat,Home,L,0,1,Crystal Palace,2,0,0,8,9,1,33,10,15,0,0,0,57,30,18,62.5,Match Report
2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,0,7,1,14.3,0.00,0.00,23.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,1,0,1,100.0,1,0.0,0.0,0,0,0,0,9,15,60.0,27,5,29.6,28.8,9,77.8,47.1,12,1,8.3,4,17.8,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,539,662,81.4,9499,3064,256,288,88.9,226,249,90.8,53,97,54.6,0,0.3,0.5,6,37,4,1,53,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,662,615,47,4,1,5,18,33,0,0,0,0,539,0,15,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,12,11,0,1,0,0,0,0,0,0,0,0,0,0,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,23,13,10,9,4,12,28,42.9,16,13,3,10,11,34,22,0,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,57,791,59,204,427,168,12,791,23,10,43.5,13,56.5,438,2345,1113,18,11,6,13,9,537,52,Match Report,2020-03-07,15:00 (07:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Wolves,3,0,0,7,4,0,18,11,13,0,0,0,65,20,20,50.0,Match Report
2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,2,9,5,55.6,0.22,0.40,16.2,0,0,0,1.0,1.0,0.12,+1.0,+1.0,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,6,1,5,83.3,0,1.3,+0.3,0,0,0,0,2,9,22.2,25,5,36.0,31.8,5,0.0,14.6,18,0,0.0,0,,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,282,370,76.2,4674,1576,134,151,88.7,125,149,83.9,18,53,34.0,1,0.5,0.6,6,18,8,1,35,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,370,326,44,12,2,5,25,15,10,3,5,0,282,0,9,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,14,12,1,0,0,0,1,4,3,1,0,0,0,0,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,22,15,14,5,3,12,20,60.0,8,12,4,8,8,30,25,1,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,41,469,77,187,152,134,17,469,9,6,66.7,3,33.3,238,1353,792,19,14,4,11,5,282,35,Match Report,2020-06-20,15:00 (07:00),Premier League,Matchweek 30,Sat,Home,W,2,1,Arsenal,2,0,0,13,8,0,25,8,15,0,0,0,39,7,10,41.2,Match Report
2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,0,9,1,11.1,0.00,0.00,27.6,1,0,1,1.1,0.3,0.03,-1.1,-0.3,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,2,0,2,100.0,1,0.5,+0.5,0,0,0,0,11,22,50.0,23,2,56.5,38.6,11,81.8,52.7,19,0,0.0,0,13.0,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,226,332,68.1,4165,1713,108,131,82.4,85,112,75.9,26,70,37.1,0,0.2,0.2,6,17,1,0,20,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,332,285,47,8,0,3,16,20,7,3,4,0,226,0,7,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,15,8,1,1,2,2,1,0,0,0,0,0,0,0,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,21,14,8,8,5,6,14,42.9,8,11,2,9,10,31,28,0,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,34,452,68,172,182,103,7,451,16,11,68.8,5,31.3,173,1024,544,11,5,2,17,11,223,19,Match Report,2020-06-23,18:00 (10:00),Premier League,Matchweek 31,Tue,Away,D,0,0,Leicester City,2,0,0,13,10,0,16,10,14,1,0,0,51,20,18,52.6,Match Report
2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,0,8,2,25.0,0.00,0.00,17.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,6,3,3,50.0,0,1.2,-1.8,0,0,0,0,3,8,37.5,30,3,16.7,26.5,6,50.0,40.2,7,0,0.0,1,28.0,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,323,411,78.6,5767,1968,134,154,87.0,149,176,84.7,28,53,52.8,0,0.2,0.3,4,20,3,1,31,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,411,370,39,11,1,3,17,14,4,2,2,0,323,2,9,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,12,9,2,0,0,1,0,0,0,0,0,0,0,0,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,13,9,6,7,0,6,14,42.9,8,12,2,10,10,23,16,0,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,38,495,57,195,204,99,12,495,14,7,50.0,7,50.0,256,1364,554,9,10,1,9,9,323,31,Match Report,2020-06-30,20:15 (12:15),Premier League,Matchweek 32,Tue,Home,L,0,3,Manchester Utd,0,0,0,10,9,2,17,10,9,0,0,0,48,6,5,54.5,Match Report
For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,For Brighton & Hove Albion,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
