For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,2,10,6,60.0,0.20,0.33,14.7,1,0,0,2.6,2.6,0.26,-0.6,-0.6,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,7,1,6,85.7,0,1.4,+0.4,0,0,0,0,5,14,35.7,23,4,30.4,30.2,15,46.7,40.8,33,0,0.0,1,12.0,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,301,412,73.1,5659,2364,113,147,76.9,158,187,84.5,30,66,45.5,2,2.4,1.9,7,16,4,2,24,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,412,351,57,15,1,1,9,25,0,0,0,0,301,4,8,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,17,12,0,2,2,1,0,4,3,0,1,0,0,0,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,25,14,20,5,0,15,41,36.6,26,14,4,10,15,40,43,1,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,40,563,99,276,210,81,16,563,17,9,52.9,8,47.1,244,1182,597,12,9,5,13,15,298,24,Match Report,2019-11-02,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,W,2,1,Leverkusen,1,0,0,9,13,4,9,15,14,0,0,0,53,16,24,40.0,Match Report
2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,1,12,4,33.3,0.08,0.25,21.7,1,0,0,1.2,1.2,0.10,-0.2,-0.2,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,4,1,3,75.0,0,1.2,+0.2,0,0,0,0,10,18,55.6,63,5,23.8,26.8,11,27.3,30.5,11,0,0.0,2,20.3,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,493,611,80.7,8672,3308,214,240,89.2,224,266,84.2,44,75,58.7,1,0.5,0.6,6,29,5,1,41,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,611,557,53,11,3,1,24,25,4,2,2,0,493,1,9,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,20,13,1,0,2,2,2,2,2,0,0,0,0,0,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,16,9,11,5,0,6,27,22.2,21,14,2,12,15,31,14,0,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,59,720,99,298,285,144,23,720,15,8,53.3,7,46.7,318,1721,935,20,13,6,13,9,491,41,Match Report,2019-11-07,21:00 (12:00),Europa Lg,Group stage,Thu,Home,W,2,1,it Roma,5,0,0,13,10,1,24,15,9,0,0,0,66,7,16,30.4,Match Report
2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,3,17,7,41.2,0.18,0.43,19.1,1,0,0,1.9,1.9,0.11,+1.1,+1.1,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,7,1,5,85.7,0,2.5,+1.5,1,0,1,0,8,15,53.3,35,3,34.3,32.5,4,75.0,51.0,11,1,9.1,0,14.7,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,382,485,78.8,6292,2334,184,215,85.6,135,172,78.5,39,59,66.1,3,1.7,0.7,12,28,6,1,36,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,485,452,29,12,2,2,13,9,3,0,1,0,382,4,4,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,27,22,1,2,0,1,1,6,4,1,0,0,1,0,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,16,6,1,14,1,6,15,40.0,9,12,4,8,21,37,24,0,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,53,619,64,185,315,131,17,619,22,13,59.1,9,40.9,410,2365,1375,28,15,5,8,5,380,36,Match Report,2019-11-10,13:30 (04:30),Bundesliga,Matchweek 11,Sun,Home,W,3,1,Werder Bremen,5,1,1,18,10,4,13,21,6,0,1,0,56,25,8,75.8,Match Report
2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,0,13,2,15.4,0.00,0.00,20.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,6,2,4,66.7,0,2.2,+0.2,0,0,0,0,9,17,52.9,60,11,26.7,30.3,4,25.0,31.5,13,1,7.7,0,11.0,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,536,693,77.3,9903,3502,203,244,83.2,235,284,82.7,79,122,64.8,0,1.2,0.8,13,29,9,1,45,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,693,623,68,13,0,3,26,42,6,1,4,0,536,2,11,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,25,22,1,1,0,1,0,0,0,0,0,0,0,0,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,11,9,6,5,0,5,9,55.6,4,10,2,8,11,22,12,0,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,63,791,65,262,368,165,24,791,16,12,75.0,4,25.0,412,2395,1300,25,12,5,19,15,533,45,Match Report,2019-11-23,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,2,Union Berlin,1,0,0,7,12,2,26,11,9,0,0,0,62,30,33,47.6,Match Report
2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,1,14,6,42.9,0.07,0.17,16.4,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,3,0,3,100.0,1,0.9,+0.9,0,0,0,0,12,25,48.0,42,9,47.6,39.8,14,35.7,36.1,16,2,12.5,0,9.8,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,352,477,73.8,6547,3179,164,188,87.2,138,172,80.2,46,88,52.3,1,1.4,0.9,11,25,9,2,43,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,477,399,75,12,1,7,19,43,5,3,1,0,352,3,8,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,26,21,1,1,2,1,0,2,2,0,0,0,0,0,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,18,11,10,8,0,9,15,60.0,6,8,6,2,13,31,24,1,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,55,610,89,251,229,136,22,610,24,13,54.2,11,45.8,233,1566,729,14,9,5,20,4,351,43,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Away,W,1,0,at Wolfsberger AC,0,0,0,13,12,3,19,13,11,0,0,0,51,17,11,60.7,Match Report
2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,4,22,13,59.1,0.18,0.31,15.5,1,0,1,5.0,4.1,0.19,-1.0,-0.1,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,4,2,2,50.0,0,0.9,-1.1,0,0,0,0,4,16,25.0,34,3,29.4,30.6,9,66.7,51.3,17,0,0.0,0,,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,387,486,79.6,6996,2707,152,180,84.4,175,198,88.4,46,78,59.0,3,3.5,3.0,18,23,17,0,42,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,486,430,55,14,4,3,12,27,2,1,1,0,387,1,8,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,38,25,3,4,3,3,0,6,5,0,0,1,0,0,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,14,9,8,5,1,7,12,58.3,5,8,2,6,9,23,29,1,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,51,609,63,192,269,152,40,608,12,9,75.0,3,25.0,337,1774,974,19,16,7,9,9,381,42,Match Report,2019-12-01,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,W,4,2,Freiburg,3,0,0,15,15,1,12,9,9,1,0,0,48,14,11,56.0,Match Report
2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,2,6,2,33.3,0.17,0.50,16.5,0,1,1,1.2,0.5,0.08,+0.8,+0.5,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,5,1,4,80.0,0,1.2,+0.2,0,0,0,0,5,20,25.0,34,7,41.2,35.7,11,54.5,42.6,18,0,0.0,0,5.3,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,260,362,71.8,4964,2129,115,137,83.9,103,127,81.1,37,74,50.0,1,0.5,0.4,6,16,3,0,22,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,362,305,52,18,0,1,8,19,2,0,2,0,260,5,5,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,14,5,4,1,0,4,0,4,1,1,1,0,1,0,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,19,13,10,5,4,9,31,29.0,22,13,4,9,23,42,27,1,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,38,490,87,228,190,91,10,489,27,20,74.1,7,25.9,219,1420,727,14,13,3,17,6,259,22,Match Report,2019-12-07,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,W,2,1,Bayern Munich,3,0,0,14,17,5,8,23,13,1,0,0,59,14,14,50.0,Match Report
2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,1,19,5,26.3,0.05,0.20,15.3,0,0,0,3.2,3.2,0.17,-2.2,-2.2,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,5,2,3,60.0,0,1.4,-0.6,0,0,0,0,3,12,25.0,30,3,30.0,30.9,8,37.5,40.3,11,0,0.0,1,14.7,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,559,678,82.4,10135,3119,248,286,86.7,241,268,89.9,62,100,62.0,1,2.9,2.3,14,59,15,5,74,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,678,627,50,10,1,4,38,23,6,1,5,0,559,1,6,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,34,26,1,3,3,0,1,2,2,0,0,0,0,0,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,17,12,3,12,2,10,19,52.6,9,12,2,10,9,26,15,1,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,63,806,49,163,404,248,37,806,19,13,68.4,6,31.6,371,2696,1532,35,26,8,20,7,556,74,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,1,2,tr Başakşehir,0,0,0,11,8,1,38,9,12,0,0,0,62,22,16,57.9,Match Report
2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,1,6,6,100.0,0.17,0.17,19.3,1,0,0,0.8,0.8,0.13,+0.2,+0.2,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,7,2,5,71.4,0,1.2,-0.8,0,0,0,0,5,14,35.7,36,5,33.3,30.4,11,18.2,30.3,15,0,0.0,0,13.0,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,398,502,79.3,7132,2588,164,183,89.6,178,206,86.4,43,79,54.4,1,0.7,0.4,4,23,4,1,26,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,502,442,60,21,2,7,15,23,2,0,2,0,398,0,14,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,12,8,2,0,0,2,0,2,2,0,0,0,0,0,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,12,6,7,4,1,4,22,18.2,18,9,2,7,12,24,23,0,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,51,618,83,242,284,99,8,618,28,14,50.0,14,50.0,430,2207,1063,17,18,2,12,8,393,26,Match Report,2019-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1,2,Wolfsburg,3,0,0,15,20,0,15,12,6,0,0,0,48,11,22,33.3,Match Report
2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,2,16,5,31.3,0.06,0.20,15.1,0,1,1,2.8,2.1,0.13,-0.8,-1.1,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,2,0,2,100.0,1,0.4,+0.4,0,0,0,0,3,10,30.0,44,3,20.5,28.0,7,14.3,30.4,11,1,9.1,3,19.4,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,483,602,80.2,8459,3288,194,234,82.9,196,225,87.1,58,83,69.9,1,2.1,1.6,15,23,9,3,41,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,602,533,64,16,1,2,21,32,8,3,3,0,483,5,11,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,30,19,4,1,2,3,1,4,3,0,0,0,1,0,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,27,15,10,12,5,7,20,35.0,13,8,3,5,13,40,10,0,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,59,717,56,218,322,183,33,716,29,14,48.3,15,51.7,525,2415,973,18,13,7,7,13,480,41,Match Report,2019-12-18,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,W,2,0,Paderborn 07,2,0,0,6,15,5,21,13,15,1,0,0,68,17,17,50.0,Match Report
2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,0,11,5,45.5,0.00,0.00,17.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,0,0,0,,1,0.0,0.0,0,0,0,0,1,1,100.0,17,3,5.9,20.3,8,0.0,22.0,7,1,14.3,4,21.2,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,450,564,79.8,7663,2553,194,223,87.0,212,258,82.2,30,51,58.8,0,0.7,0.7,8,41,8,1,63,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,564,512,46,13,0,0,20,17,7,2,5,0,450,6,7,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,20,17,1,1,0,1,0,0,0,0,0,0,0,0,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,10,5,4,5,1,4,11,36.4,7,8,1,7,8,18,11,0,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,59,655,36,141,379,147,26,655,12,6,50.0,6,50.0,443,2553,1408,22,15,8,14,8,443,63,Match Report,2019-12-21,18:30 (09:30),Bundesliga,Matchweek 17,Sat,Away,D,0,0,Hertha BSC,2,0,0,11,11,6,20,8,5,0,0,0,52,18,18,50.0,Match Report
2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,0,14,4,28.6,0.00,0.00,21.5,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,7,2,5,71.4,0,2.5,+0.5,0,0,0,0,4,10,40.0,24,3,16.7,28.1,12,50.0,41.5,19,0,0.0,2,20.8,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,359,469,76.5,6636,2573,157,184,85.3,133,166,80.1,53,86,61.6,0,1.0,0.8,13,29,5,2,24,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,469,417,51,14,3,2,22,14,8,7,0,0,359,1,10,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,28,20,3,3,1,1,0,0,0,0,0,0,0,0,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,21,12,16,4,1,13,31,41.9,18,13,2,11,10,31,21,0,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,54,609,69,215,259,145,12,609,28,17,60.7,11,39.3,401,1999,1032,21,17,0,17,9,358,24,Match Report,2020-01-17,20:30 (11:30),Bundesliga,Matchweek 18,Fri,Away,L,0,2,Schalke 04,4,0,0,18,12,1,22,10,12,0,0,0,58,16,27,37.2,Match Report
2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,3,15,5,33.3,0.20,0.60,15.8,0,0,0,2.6,2.6,0.17,+0.4,+0.4,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,9,1,8,88.9,0,1.8,+0.8,0,0,0,0,7,11,63.6,41,8,26.8,29.5,7,0.0,17.9,16,2,12.5,0,14.7,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,555,697,79.6,9209,3652,254,294,86.4,231,270,85.6,42,75,56.0,2,2.3,2.6,12,42,15,2,52,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,697,626,66,17,2,2,25,34,6,4,0,0,555,5,13,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,28,23,3,0,0,1,1,5,2,2,0,0,1,0,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,15,11,6,5,4,6,18,33.3,12,9,2,7,7,22,11,0,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,71,785,60,203,378,212,28,785,25,17,68.0,8,32.0,456,2562,1548,21,15,4,11,16,554,52,Match Report,2020-01-25,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,3,1,Mainz 05,1,0,0,7,14,5,25,7,11,0,0,0,62,15,19,44.1,Match Report
2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,2,7,4,57.1,0.29,0.50,16.7,0,0,0,0.9,0.9,0.13,+1.1,+1.1,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,8,2,6,75.0,0,2.1,+0.1,0,0,0,0,11,22,50.0,39,3,41.0,36.7,10,60.0,52.2,21,0,0.0,0,15.0,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,278,388,71.6,5146,2198,131,155,84.5,104,135,77.0,37,73,50.7,2,0.9,0.6,6,17,2,0,22,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,388,329,56,14,1,4,12,25,4,3,0,0,278,3,10,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,13,10,1,1,1,0,0,4,3,0,1,0,0,0,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,10,7,5,4,1,5,15,33.3,10,17,6,11,17,27,21,1,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,37,498,88,226,196,85,14,498,20,15,75.0,5,25.0,281,1388,630,15,11,8,19,7,275,22,Match Report,2020-02-01,18:30 (09:30),Bundesliga,Matchweek 20,Sat,Away,D,2,2,RB Leipzig,5,1,1,15,12,3,12,17,7,0,0,0,59,10,13,43.5,Match Report
