For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,1,7,3,42.9,0.14,0.33,,,0,0,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,8,0,8,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,,,,,,,10,,,,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,,,,,,,,,,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,,6,,,,,,,,,,,6,0,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,50,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-08-09,20:45 (11:45),DFB-Pokal,First round,Fri,Away,W,1,0,Sandhausen,1,0,0,17,18,3,10,6,6,,,0,,,,,Match Report
2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,0,16,4,25.0,0.00,0.00,18.9,1,0,0,1.5,1.5,0.09,-1.5,-1.5,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,1,0,1,100.0,1,0.0,0.0,0,0,0,0,0,4,0.0,48,7,6.3,23.4,6,16.7,22.0,7,1,14.3,1,15.5,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,450,574,78.4,7839,2698,169,204,82.8,231,277,83.4,32,59,54.2,0,1.2,0.9,10,25,7,2,34,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,574,516,57,12,0,3,17,30,8,3,4,0,450,1,9,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,24,18,2,0,2,2,0,0,0,0,0,0,0,0,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,20,13,7,9,4,8,15,53.3,7,14,2,12,14,34,13,0,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,60,688,57,261,275,161,22,688,27,15,55.6,12,44.4,478,2654,1367,24,25,4,12,11,444,34,Match Report,2019-08-17,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,D,0,0,Schalke 04,3,0,0,10,10,1,17,14,13,0,0,0,60,12,23,34.3,Match Report
2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,3,15,6,40.0,0.20,0.50,14.6,1,0,0,1.9,1.9,0.13,+1.1,+1.1,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,4,1,3,75.0,0,1.2,+0.2,0,0,0,0,8,20,40.0,28,5,42.9,36.7,14,57.1,44.1,19,0,0.0,0,16.0,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,358,461,77.7,6466,2562,145,170,85.3,142,167,85.0,51,87,58.6,2,1.5,1.3,13,18,12,2,38,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,461,406,55,13,0,6,13,21,5,3,0,0,358,0,7,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,28,18,3,2,3,2,0,5,2,1,0,1,1,0,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,18,9,12,5,1,6,11,54.5,5,9,6,3,9,27,18,0,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,52,584,65,222,235,131,29,584,20,7,35.0,13,65.0,336,1629,916,22,13,7,17,9,357,38,Match Report,2019-08-24,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,W,3,1,Mainz 05,2,0,0,15,12,0,13,9,9,0,0,0,47,21,26,44.7,Match Report
2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,1,12,3,25.0,0.08,0.33,17.0,2,0,0,1.6,1.6,0.13,-0.6,-0.6,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,6,3,3,50.0,0,3.7,+0.7,0,0,0,0,3,4,75.0,34,2,11.8,24.9,10,0.0,19.9,14,0,0.0,3,20.9,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,407,516,78.9,7714,2665,157,183,85.8,195,235,83.0,54,77,70.1,1,1.2,1.1,8,31,5,1,45,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,516,455,57,21,1,6,27,14,9,4,3,0,407,4,13,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,22,13,4,1,0,4,0,2,0,1,0,0,1,0,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,12,7,6,5,1,5,19,26.3,14,19,3,16,13,25,14,1,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,49,616,58,220,275,130,12,616,19,17,89.5,2,10.5,358,1907,1110,17,16,3,13,16,403,45,Match Report,2019-08-30,20:30 (11:30),Bundesliga,Matchweek 3,Fri,Home,L,1,3,RB Leipzig,3,0,0,18,19,4,27,13,7,0,0,0,57,13,10,56.5,Match Report
2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,1,15,3,20.0,0.07,0.33,19.8,1,0,0,1.4,1.4,0.09,-0.4,-0.4,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,7,0,7,100.0,1,1.2,+1.2,0,0,0,0,8,20,40.0,34,9,47.1,38.0,9,44.4,44.3,10,2,20.0,1,9.8,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,309,422,73.2,5600,2738,138,159,86.8,127,155,81.9,37,82,45.1,0,0.9,1.2,11,27,8,2,39,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,422,365,53,23,2,2,18,13,7,2,2,1,309,4,8,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,28,18,2,4,0,3,1,0,0,0,0,0,0,0,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,16,8,3,11,2,8,15,53.3,7,12,4,8,13,29,15,0,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,49,550,57,185,226,151,27,550,30,24,80.0,6,20.0,275,1731,876,22,21,7,17,8,306,39,Match Report,2019-09-14,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,1,0,Köln,2,0,0,21,22,4,18,13,8,0,0,0,62,24,28,46.2,Match Report
2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,0,15,4,26.7,0.00,0.00,19.7,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,7,4,3,42.9,0,3.8,-0.2,0,0,0,0,7,15,46.7,51,3,25.5,32.6,3,66.7,46.7,5,0,0.0,2,28.5,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,568,709,80.1,10665,3926,237,281,84.3,253,290,87.2,68,103,66.0,0,1.6,1.8,10,40,12,3,61,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,709,634,69,19,0,6,30,35,7,5,0,0,568,6,12,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,28,23,1,2,1,1,0,0,0,0,0,0,0,0,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,8,5,6,2,0,1,9,11.1,8,13,2,11,14,22,10,0,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,69,832,54,243,397,200,34,832,26,15,57.7,11,42.3,369,2101,1045,24,16,6,24,10,562,60,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Home,L,0,4,at Wolfsberger AC,4,0,0,10,18,6,30,14,5,0,0,0,66,22,10,68.8,Match Report
2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,2,23,11,47.8,0.09,0.18,14.4,2,0,0,3.5,3.5,0.19,-1.5,-1.5,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,4,1,3,75.0,0,1.2,+0.2,0,0,0,0,2,3,66.7,15,4,13.3,21.2,12,8.3,30.3,15,0,0.0,3,26.0,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,429,531,80.8,7126,2979,210,237,88.6,170,193,88.1,35,63,55.6,1,2.1,2.0,14,36,10,4,56,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,531,476,50,9,3,1,29,17,10,9,0,1,429,5,7,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,37,23,2,3,7,2,0,3,2,0,0,1,0,0,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,13,10,9,1,3,5,14,35.7,9,15,6,9,5,18,26,0,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,58,653,58,180,296,182,35,653,23,16,69.6,7,30.4,364,2038,1330,30,12,4,14,8,425,53,Match Report,2019-09-22,15:30 (06:30),Bundesliga,Matchweek 5,Sun,Home,W,2,1,Düsseldorf,2,0,0,15,11,5,29,5,10,0,0,0,51,18,12,60.0,Match Report
2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,3,12,5,41.7,0.25,0.60,14.8,1,0,0,2.8,2.8,0.23,+0.2,+0.2,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,4,0,4,100.0,1,0.3,+0.3,0,0,0,0,6,14,42.9,41,6,17.1,27.5,14,50.0,41.6,15,0,0.0,1,13.8,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,375,481,78.0,6759,2738,156,175,89.1,161,192,83.9,43,76,56.6,3,2.6,1.5,11,23,11,5,33,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,481,430,50,10,4,2,18,20,5,5,0,0,375,1,12,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,22,17,1,2,1,1,0,6,5,0,1,0,0,0,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,16,7,5,5,6,2,11,18.2,9,10,4,6,13,29,13,1,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,48,581,60,232,243,111,23,581,16,8,50.0,8,50.0,393,2285,1304,21,15,5,17,8,374,32,Match Report,2019-09-28,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,W,3,0,Hoffenheim,2,0,0,13,10,1,18,13,7,0,0,0,57,20,11,64.5,Match Report
2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,1,13,4,30.8,0.08,0.25,19.6,1,0,0,1.2,1.2,0.10,-0.2,-0.2,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,5,1,4,80.0,0,1.8,+0.8,0,0,0,0,2,10,20.0,30,5,30.0,28.8,9,11.1,25.0,8,0,0.0,1,13.8,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,390,509,76.6,7064,2682,172,198,86.9,185,217,85.3,32,79,40.5,1,0.3,0.5,5,42,9,2,57,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,509,441,67,14,2,6,29,32,10,6,3,0,390,1,7,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,17,11,1,1,2,2,0,1,0,0,0,1,0,0,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,19,14,7,7,5,6,10,60.0,4,6,0,6,9,28,10,0,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,56,605,51,161,287,160,24,605,13,8,61.5,5,38.5,283,1934,1237,17,13,4,17,11,388,57,Match Report,2019-10-03,19:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,4,0,0,16,14,1,29,9,14,0,0,0,52,6,23,20.7,Match Report
2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,5,12,8,66.7,0.42,0.63,13.4,1,0,0,3.0,3.0,0.25,+2.0,+2.0,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,3,1,2,66.7,0,1.8,+0.8,0,0,0,0,6,9,66.7,41,3,19.5,29.3,4,25.0,28.3,12,1,8.3,2,15.2,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,528,616,85.7,10131,3213,174,193,90.2,277,296,93.6,63,87,72.4,4,2.0,1.2,9,45,6,0,52,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,616,569,43,9,0,2,11,26,2,1,1,0,528,4,13,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,22,15,1,3,1,1,1,8,7,0,1,0,0,0,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,14,9,3,5,6,7,15,46.7,8,17,6,11,14,28,11,0,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,63,717,50,203,386,131,29,717,26,16,61.5,10,38.5,413,1962,1119,18,8,5,13,7,526,52,Match Report,2019-10-06,13:30 (04:30),Bundesliga,Matchweek 7,Sun,Home,W,5,1,Augsburg,1,0,0,9,9,4,11,14,9,0,0,0,46,8,4,66.7,Match Report
2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,0,14,2,14.3,0.00,0.00,11.7,0,0,0,2.6,2.6,0.19,-2.6,-2.6,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,7,1,6,85.7,0,1.6,+0.6,0,0,0,0,6,12,50.0,39,4,28.2,32.3,7,14.3,22.3,11,0,0.0,1,18.5,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,338,451,74.9,6183,2575,144,171,84.2,138,170,81.2,48,79,60.8,0,1.7,2.4,10,35,8,1,41,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,451,388,62,17,2,3,15,28,8,5,3,0,338,1,12,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,21,12,5,0,2,2,0,0,0,0,0,0,0,0,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,20,10,11,7,2,8,19,42.1,11,19,5,14,11,31,8,0,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,46,573,68,199,211,167,30,573,15,5,33.3,10,66.7,300,1523,747,13,8,6,14,14,335,41,Match Report,2019-10-19,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Away,L,0,1,Dortmund,2,0,0,16,13,1,15,11,10,0,0,0,47,14,16,46.7,Match Report
2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,1,14,2,14.3,0.00,0.00,19.1,1,1,1,2.5,1.7,0.12,-1.5,-1.7,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,7,14,50.0,48,1,27.1,28.1,5,20.0,36.6,8,1,12.5,0,9.3,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,440,548,80.3,8105,2990,180,204,88.2,217,249,87.1,42,72,58.3,0,1.5,0.8,11,32,6,2,46,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,548,486,55,20,1,5,19,24,4,3,1,0,440,7,8,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,26,16,2,4,1,3,0,1,0,0,0,1,0,0,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,26,14,11,12,3,13,22,59.1,9,15,6,9,6,32,18,1,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,56,666,46,223,318,131,15,665,22,16,72.7,6,27.3,273,1640,917,16,14,3,21,11,434,46,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Away,D,1,1,it Roma,2,0,0,14,18,7,19,6,14,0,0,0,70,8,22,26.7,Match Report
2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,4,13,6,46.2,0.31,0.67,15.0,1,0,0,1.7,1.7,0.13,+2.3,+2.3,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,3,2,1,33.3,0,1.9,-0.1,0,0,0,0,13,28,46.4,48,4,45.8,36.7,10,60.0,45.7,30,1,3.3,1,11.0,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,339,463,73.2,6158,2788,151,184,82.1,134,171,78.4,39,75,52.0,4,1.6,1.5,10,22,6,3,29,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,463,401,61,18,0,3,15,25,5,1,1,0,339,1,10,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,21,14,3,3,0,1,0,7,5,1,1,0,0,0,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,19,11,11,8,0,5,12,41.7,7,20,6,14,14,33,19,0,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,49,593,76,237,260,103,23,593,17,8,47.1,9,52.9,378,1911,923,15,12,7,20,13,337,29,Match Report,2019-10-27,18:00 (10:00),Bundesliga,Matchweek 9,Sun,Home,W,4,2,Eint Frankfurt,1,0,0,13,11,1,15,14,11,0,0,0,59,24,19,55.8,Match Report
2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,1,6,5,83.3,0.17,0.20,,,0,0,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,5,2,3,60.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,,,,,,,21,,,,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,,,,,,,,,,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,,19,,,,,,,,,,,20,0,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,48,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-10-30,20:45 (12:45),DFB-Pokal,Second round,Wed,Away,L,1,2,Dortmund,2,0,0,6,5,1,21,20,19,,,0,,,,,Match Report
