For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,1,13,3,23.1,0.08,0.33,17.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,5,3,2,60.0,0,1.7,-1.3,1,1,0,0,3,7,42.9,46,7,15.2,23.3,0,,,5,0,0.0,0,,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,444,552,80.4,8314,2595,177,206,85.9,201,231,87.0,53,84,63.1,1,1.0,0.9,10,30,7,3,36,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,552,504,48,16,1,12,14,24,4,3,0,0,444,0,7,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,24,20,2,1,1,0,0,2,2,0,0,0,0,0,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,17,11,3,9,5,7,12,58.3,5,8,3,5,15,32,10,0,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,52,648,66,225,271,157,14,648,16,8,50.0,8,50.0,364,1979,937,16,21,4,9,8,440,36,Match Report,2020-09-14,20:15 (12:15),Premier League,Matchweek 1,Mon,Home,L,1,3,Chelsea,1,0,0,8,11,0,14,15,11,0,1,0,54,10,13,43.5,Match Report
2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,4,23,10,43.5,0.17,0.40,,,0,0,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,2,0,2,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,,,,,,,,,,,,,,,4,,,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,,,,,,,14,,,,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,,,,,,,,,,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,,10,,,,,,,,,,,3,0,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,62,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-09-17,19:45 (11:45),EFL Cup,Second round,Thu,Home,W,4,0,Portsmouth,1,0,0,8,8,1,14,3,10,,,0,,,,,Match Report
2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,3,12,5,41.7,0.17,0.40,22.5,0,1,1,1.8,1.0,0.08,+1.2,+1.0,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,0,0,0,,1,0.0,0.0,0,0,0,0,3,13,23.1,35,7,28.6,31.0,6,50.0,40.3,17,2,11.8,0,9.4,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,379,479,79.1,6750,2193,162,184,88.0,157,184,85.3,47,85,55.3,2,0.9,0.5,8,34,4,1,29,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,479,436,41,16,0,5,9,17,1,1,0,0,379,2,2,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,20,18,0,0,0,2,0,6,5,0,0,0,1,0,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,8,3,4,3,1,2,4,50.0,2,12,2,10,11,19,21,0,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,53,567,67,208,251,116,12,566,7,2,28.6,5,71.4,285,1501,744,12,11,1,11,5,374,29,Match Report,2020-09-20,14:00 (06:00),Premier League,Matchweek 2,Sun,Away,W,3,0,Newcastle Utd,0,1,0,15,15,2,9,11,3,1,0,0,45,15,20,42.9,Match Report
2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,2,11,5,45.5,0.18,0.40,,,0,0,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,1,0,1,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,,,,,,,23,,,,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,,,,,,,,,,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,,8,,,,,,,,,,,5,0,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,53,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-09-23,19:00 (11:00),EFL Cup,Third round,Wed,Away,W,2,0,Preston,0,0,0,8,9,3,23,5,8,,,0,,,,,Match Report
2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,2,17,4,23.5,0.06,0.25,16.5,0,1,1,2.5,1.7,0.10,-0.5,-0.7,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,3,3,1,33.3,0,2.1,+0.1,1,1,0,0,3,10,30.0,37,2,27.0,32.4,3,0.0,18.3,6,0,0.0,0,,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,439,538,81.6,8398,2718,154,171,90.1,225,251,89.6,49,87,56.3,1,1.6,1.2,14,31,15,4,49,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,538,487,50,19,0,3,29,18,7,4,2,0,439,1,16,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,33,27,0,2,2,2,0,4,3,0,0,0,1,0,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,12,7,5,3,4,8,22,36.4,14,10,2,8,14,26,4,1,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,53,628,61,222,228,190,28,627,26,20,76.9,6,23.1,449,2123,922,16,11,3,12,9,435,49,Match Report,2020-09-26,12:30 (04:30),Premier League,Matchweek 3,Sat,Home,L,2,3,Manchester Utd,4,0,0,18,16,1,29,14,7,1,1,1,55,10,10,50.0,Match Report
2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,0,12,2,16.7,0.00,0.00,,,0,0,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,6,3,3,50.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,,,,,,,13,,,,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,,,,,,,,,,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,,8,,,,,,,,,,,7,0,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,51,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Home,L,0,3,Manchester Utd,2,0,0,12,8,4,13,7,8,,,0,,,,,Match Report
2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,2,11,3,27.3,0.18,0.67,18.7,1,0,0,1.3,1.3,0.13,+0.7,+0.7,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,6,4,2,33.3,0,2.5,-1.5,0,0,0,0,3,4,75.0,23,5,17.4,25.6,3,0.0,19.0,9,0,0.0,0,,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,546,657,83.1,8984,2096,249,279,89.2,245,268,91.4,30,61,49.2,1,0.3,0.6,6,38,10,1,50,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,657,609,46,12,0,4,16,16,10,3,0,0,546,2,10,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,15,13,0,0,1,0,1,2,1,0,0,1,0,0,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,20,13,10,8,2,6,15,40.0,9,11,3,8,9,29,14,1,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,57,754,49,197,344,221,23,754,22,16,72.7,6,27.3,432,2530,1246,18,21,5,10,14,541,49,Match Report,2020-10-03,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Everton,1,0,0,14,12,2,16,9,13,0,0,0,53,4,9,30.8,Match Report
2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,1,20,3,15.0,0.05,0.33,16.0,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,1,1,0,100.0,0,1.0,0.0,1,1,0,0,1,3,33.3,28,4,3.6,21.0,3,66.7,44.0,6,0,0.0,1,29.0,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,491,601,81.7,9253,2519,167,188,88.8,247,275,89.8,57,94,60.6,1,0.8,1.1,14,44,10,4,57,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,601,541,58,14,0,8,17,34,5,2,3,0,491,2,11,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,38,30,4,1,1,2,0,2,2,0,0,0,0,0,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,15,9,7,5,3,4,10,40.0,6,8,0,8,7,22,12,0,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,66,711,41,164,355,195,33,711,14,10,71.4,4,28.6,389,2361,1349,21,17,6,18,15,488,56,Match Report,2020-10-18,14:00 (06:00),Premier League,Matchweek 5,Sun,Away,D,1,1,Crystal Palace,2,1,0,13,12,2,17,7,9,0,1,0,49,18,20,47.4,Match Report
2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,0,5,3,60.0,0.00,0.00,18.4,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,3,1,2,66.7,0,0.2,-0.8,0,0,0,0,9,18,50.0,30,3,40.0,33.2,8,75.0,50.4,13,1,7.7,0,8.3,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,408,515,79.2,7270,2682,168,192,87.5,172,193,89.1,45,85,52.9,0,0.4,0.5,4,29,6,2,36,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,515,468,45,8,0,5,16,21,6,6,0,0,408,2,7,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,9,8,0,1,0,0,0,0,0,0,0,0,0,0,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,20,10,9,8,3,10,15,66.7,5,4,1,3,13,33,22,0,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,50,621,66,218,277,131,14,621,18,7,38.9,11,61.1,331,2002,989,22,11,3,13,11,405,35,Match Report,2020-10-26,17:30 (10:30),Premier League,Matchweek 6,Mon,Home,D,1,1,West Brom,2,0,0,14,7,2,16,13,10,0,0,0,56,21,16,56.8,Match Report
2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,1,6,2,33.3,0.17,0.50,16.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,3,2,1,66.7,0,1.7,-0.3,1,1,0,0,5,11,45.5,19,2,52.6,39.3,5,20.0,22.2,8,0,0.0,1,22.3,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,432,550,78.5,7515,2046,172,201,85.6,192,222,86.5,45,79,57.0,1,0.3,0.6,6,24,8,3,32,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,550,495,51,14,0,3,17,24,5,0,4,0,432,4,7,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,11,7,3,0,0,0,1,2,2,0,0,0,0,0,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,13,8,9,2,2,4,6,66.7,2,7,0,7,7,20,13,0,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,56,647,55,177,347,128,25,647,14,6,42.9,8,57.1,343,2205,1079,19,10,6,18,8,426,32,Match Report,2020-11-01,19:15 (11:15),Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,1,0,0,13,13,4,17,7,8,0,1,0,53,12,17,41.4,Match Report
