For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,0,19,3,15.8,0.00,0.00,17.1,1,0,0,1.5,1.5,0.08,-1.5,-1.5,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,3,8,37.5,34,6,14.7,25.5,5,60.0,44.0,12,1,8.3,1,11.3,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,474,595,79.7,7592,2719,214,237,90.3,197,232,84.9,30,71,42.3,0,1.2,1.1,14,40,17,8,59,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,595,555,39,5,2,4,35,23,5,0,0,0,474,1,7,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,35,30,1,0,2,1,1,0,0,0,0,0,0,0,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,11,7,3,7,1,5,10,50.0,5,4,0,4,9,20,10,0,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,59,673,47,176,293,211,46,673,21,12,57.1,8,38.1,399,2372,1193,27,14,11,8,6,473,59,Match Report,2020-11-06,17:30 (09:30),Premier League,Matchweek 8,Fri,Home,D,0,0,Burnley,1,0,0,11,3,1,35,9,7,0,0,0,58,13,25,34.2,Match Report
2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,2,7,3,42.9,0.29,0.67,13.3,0,0,0,1.4,1.4,0.20,+0.6,+0.6,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,4,1,3,75.0,0,1.4,+0.4,0,0,0,0,5,9,55.6,28,7,25.0,29.6,12,16.7,23.1,32,2,6.3,0,5.0,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,332,422,78.7,5875,1958,156,168,92.9,133,161,82.6,34,72,47.2,2,1.2,0.7,6,15,9,2,24,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,422,384,38,7,2,9,16,14,3,1,2,0,332,0,5,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,11,10,0,0,1,0,0,4,4,0,0,0,0,0,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,18,8,9,7,2,5,13,38.5,8,15,5,10,9,27,47,1,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,44,557,121,273,211,80,21,557,6,2,33.3,4,66.7,288,1637,1050,19,16,2,12,3,327,24,Match Report,2020-11-21,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,2,1,Aston Villa,3,1,1,18,5,0,16,9,8,0,0,0,44,12,11,52.2,Match Report
2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,1,9,2,22.2,0.00,0.00,20.9,1,1,2,2.3,0.7,0.08,-1.3,-0.7,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,4,17,23.5,33,5,45.5,34.9,2,100.0,55.5,9,0,0.0,2,25.0,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,296,392,75.5,5549,2136,98,117,83.8,144,172,83.7,37,79,46.8,0,0.6,0.5,6,19,6,2,36,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,392,350,40,12,1,2,13,20,4,2,2,0,296,2,3,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,21,10,1,6,1,3,0,2,1,0,0,0,1,0,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,22,11,12,8,2,10,17,58.8,7,12,3,9,14,36,14,0,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,40,502,53,202,202,107,15,500,20,13,65.0,7,35.0,281,1508,730,15,10,5,18,6,295,36,Match Report,2020-11-28,12:30 (04:30),Premier League,Matchweek 10,Sat,Home,D,1,1,Liverpool,2,0,0,9,13,2,13,14,11,2,0,0,58,12,18,40.0,Match Report
2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,1,11,3,27.3,0.00,0.00,15.8,0,1,1,1.9,1.1,0.10,-0.9,-1.1,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,3,2,1,66.7,0,1.4,-0.6,1,1,0,0,4,15,26.7,26,7,50.0,36.7,6,33.3,26.7,13,0,0.0,0,7.7,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,304,433,70.2,5266,1906,133,160,83.1,128,165,77.6,33,73,45.2,0,1.0,0.8,8,19,6,1,35,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,433,374,57,14,0,2,17,30,4,2,1,0,304,2,11,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,22,15,3,0,1,2,1,1,1,0,0,0,0,0,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,21,11,9,9,3,9,20,45.0,11,10,3,7,10,31,18,0,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,48,542,66,198,230,121,27,541,20,15,75.0,5,25.0,277,1488,774,22,13,6,19,10,302,35,Match Report,2020-12-07,20:00 (12:00),Premier League,Matchweek 11,Mon,Home,L,1,2,Southampton,3,0,0,12,11,2,17,10,11,0,1,0,54,13,21,38.2,Match Report
2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,0,12,4,33.3,0.00,0.00,20.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,6,3,3,50.0,0,1.7,-1.3,0,0,0,0,4,7,57.1,35,8,17.1,25.8,8,12.5,21.9,14,0,0.0,0,9.7,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,391,491,79.6,7319,2424,159,184,86.4,176,204,86.3,53,84,63.1,0,0.8,0.7,9,35,5,1,38,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,491,447,43,13,1,5,14,13,5,3,1,0,391,1,8,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,20,11,3,0,2,3,1,0,0,0,0,0,0,0,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,25,14,17,8,0,10,19,52.6,9,13,4,9,15,40,12,0,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,46,594,76,251,233,114,11,594,15,10,66.7,5,33.3,291,1731,1034,20,8,3,6,7,389,38,Match Report,2020-12-13,19:15 (11:15),Premier League,Matchweek 12,Sun,Away,L,0,3,Leicester City,1,0,0,10,8,1,14,15,14,0,0,0,46,10,14,41.7,Match Report
2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,0,9,4,44.4,0.00,0.00,23.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,4,0,4,100.0,1,1.0,+1.0,0,0,0,0,8,23,34.8,35,4,51.4,42.5,6,83.3,59.7,4,0,0.0,0,7.3,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,383,542,70.7,7654,2571,142,183,77.6,170,203,83.7,60,123,48.8,0,0.4,0.6,6,25,6,1,27,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,542,479,61,14,0,6,23,32,8,0,7,0,383,2,10,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,16,9,3,0,2,1,1,0,0,0,0,0,0,0,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,16,5,13,2,1,7,20,35.0,13,11,2,9,11,27,6,0,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,54,646,61,221,288,147,17,646,15,9,60.0,6,40.0,385,1829,762,19,9,1,19,10,379,27,Match Report,2020-12-16,20:00 (12:00),Premier League,Matchweek 13,Wed,Away,D,0,0,Fulham,0,0,0,11,14,2,23,11,5,0,0,0,67,14,13,51.9,Match Report
2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,1,21,4,19.0,0.05,0.25,14.0,0,0,0,2.8,2.8,0.14,-1.8,-1.8,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,4,12,33.3,34,8,35.3,32.3,6,0.0,23.7,9,2,22.2,1,11.0,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,505,615,82.1,9668,2496,181,208,87.0,230,266,86.5,75,106,70.8,0,1.6,2.0,18,30,15,4,62,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,615,555,59,13,0,4,37,24,14,3,8,1,505,1,7,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,39,28,8,1,2,0,0,2,1,1,0,0,0,0,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,12,3,8,3,1,4,9,44.4,5,4,0,4,1,13,6,0,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,73,693,50,176,283,238,36,693,13,9,69.2,4,30.8,380,2565,1537,28,16,3,15,8,497,61,Match Report,2020-12-20,12:00 (04:00),Premier League,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,1,0,0,9,11,1,37,1,3,0,0,0,41,22,26,45.8,Match Report
2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,2,13,4,30.8,0.15,0.50,16.2,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,4,2,2,50.0,0,1.9,-0.1,0,0,0,0,7,21,33.3,41,5,43.9,35.0,7,42.9,33.4,22,0,0.0,0,8.3,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,494,613,80.6,8668,2476,232,259,89.6,195,217,89.9,53,101,52.5,0,0.4,0.5,10,31,7,1,31,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,613,570,42,8,0,9,13,20,4,0,3,0,494,1,8,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,22,19,2,0,1,0,0,1,0,1,0,0,0,0,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,11,7,5,5,1,2,8,25.0,6,13,5,8,12,23,19,0,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,56,715,81,215,351,157,19,715,15,10,66.7,5,33.3,371,2576,1256,22,18,2,12,9,489,28,Match Report,2020-12-27,14:15 (06:15),Premier League,Matchweek 15,Sun,Away,D,2,2,West Ham,0,0,0,8,5,1,13,12,7,0,0,0,53,16,23,41.0,Match Report
2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,0,13,2,15.4,0.00,0.00,13.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,10,20,50.0,33,7,45.5,35.1,8,62.5,43.1,11,2,18.2,1,13.3,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,441,549,80.3,7747,2752,194,213,91.1,171,205,83.4,52,85,61.2,0,0.7,1.4,10,36,10,4,39,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,549,507,42,4,1,2,27,23,5,0,4,0,441,0,12,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,22,17,2,0,3,0,0,0,0,0,0,0,0,0,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,17,10,9,6,2,6,11,54.5,5,10,2,8,7,24,8,0,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,50,624,64,207,266,157,22,624,17,13,76.5,4,23.5,410,2174,1007,14,10,0,4,6,439,39,Match Report,2020-12-29,18:00 (10:00),Premier League,Matchweek 16,Tue,Home,L,0,1,Arsenal,2,0,0,11,4,0,27,7,10,0,0,0,55,24,11,68.6,Match Report
2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,3,12,3,25.0,0.17,0.67,16.7,0,1,1,2.2,1.4,0.12,+0.8,+0.6,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,4,3,2,50.0,0,1.8,-0.2,1,1,0,0,1,2,50.0,32,4,6.3,24.8,4,0.0,19.5,10,1,10.0,3,19.3,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,501,589,85.1,9394,2971,195,216,90.3,243,269,90.3,57,85,67.1,2,1.0,1.4,10,38,13,4,57,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,589,551,37,7,0,4,19,17,5,0,5,0,501,1,6,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,22,17,2,1,1,1,0,5,3,1,0,0,1,0,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,21,9,11,7,3,7,23,30.4,16,13,3,10,15,36,13,0,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,54,694,44,182,369,144,27,693,12,7,58.3,5,41.7,516,2855,1427,20,13,2,15,8,497,57,Match Report,2021-01-02,17:30 (09:30),Premier League,Matchweek 17,Sat,Home,D,3,3,Wolves,2,0,0,13,7,1,19,15,9,1,1,1,53,19,9,67.9,Match Report
2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,1,20,7,35.0,0.05,0.14,,,0,0,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,2,1,1,50.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,,,,,,,38,,,,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,,,,,,,,,,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,,9,,,,,,,,,,,10,0,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,72,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-10,19:45 (11:45),FA Cup,Third round proper,Sun,Away,D,1 (4),1 (3),Newport County,0,0,0,14,8,2,38,10,9,,,1,,,,,Match Report
2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,0,5,1,20.0,0.00,0.00,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,6,1,5,83.3,0,0.9,-0.1,1,0,0,1,3,17,17.6,29,3,48.3,33.3,12,25.0,26.6,15,0,0.0,1,23.0,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,314,416,75.5,5396,1954,133,164,81.1,138,155,89.0,29,62,46.8,0,0.2,0.2,4,17,4,0,27,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,416,378,36,6,0,2,15,12,4,1,3,0,314,2,13,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,10,9,0,1,0,0,0,0,0,0,0,0,0,0,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,21,15,12,6,3,13,31,41.9,18,13,6,7,11,32,18,0,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,35,510,101,225,188,103,12,510,17,11,64.7,6,35.3,318,1559,871,13,7,5,6,10,311,27,Match Report,2021-01-13,18:00 (10:00),Premier League,Matchweek 18,Wed,Away,L,0,1,Manchester City,2,0,0,12,4,2,15,11,15,0,1,0,58,10,16,38.5,Match Report
2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,1,7,2,28.6,0.14,0.50,15.1,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,13,30,43.3,26,2,76.9,49.7,11,90.9,62.5,23,2,8.7,2,18.3,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,230,348,66.1,4188,2169,107,126,84.9,80,118,67.8,30,76,39.5,1,1.3,1.4,6,17,7,0,22,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,348,296,52,11,1,1,14,27,2,1,1,0,230,0,8,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,13,10,0,2,0,1,0,2,2,0,0,0,0,0,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,10,3,4,4,2,2,20,10.0,18,12,2,10,13,23,26,0,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,34,445,73,168,168,122,17,445,14,9,64.3,5,35.7,193,1621,889,16,16,4,14,8,225,21,Match Report,2021-01-16,15:00 (07:00),Premier League,Matchweek 19,Sat,Away,W,1,0,Leeds United,1,0,0,9,8,0,14,13,3,0,0,0,60,13,14,48.1,Match Report
2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,2,21,5,23.8,0.10,0.40,,,0,0,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,2,1,1,50.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,,,,,,,21,,,,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,,,,,,,,,,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,,3,,,,,,,,,,,14,0,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,65,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-23,15:00 (07:00),FA Cup,Fourth round proper,Sat,Home,W,2,1,Blackpool,0,0,0,11,5,5,21,14,3,,,0,,,,,Match Report
