For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,1,17,3,17.6,0.06,0.33,19.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,7,2,5,71.4,0,2.1,+0.1,0,0,0,0,6,20,30.0,18,3,72.2,47.8,10,70.0,54.1,12,1,8.3,0,10.4,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,385,512,75.2,7485,3074,156,195,80.0,158,188,84.0,59,101,58.4,1,1.3,1.1,14,48,11,2,58,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,512,457,55,13,0,4,20,25,4,3,1,0,385,0,14,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,29,22,2,1,3,1,0,2,2,0,0,0,0,0,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,19,18,13,3,3,14,28,50.0,14,11,4,7,14,33,20,0,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,55,630,57,167,296,176,25,630,18,8,44.4,10,55.6,255,1701,844,19,14,5,14,8,380,57,Match Report,2017-10-13,20:30 (11:30),Bundesliga,Matchweek 8,Fri,Away,L,1,2,Stuttgart,3,0,0,13,12,0,20,14,18,0,0,0,52,18,16,52.9,Match Report
2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,0,16,8,50.0,0.00,0.00,21.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,3,1,2,66.7,0,1.0,0.0,0,0,0,0,3,14,21.4,31,4,32.3,32.1,6,66.7,48.0,8,0,0.0,2,16.3,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,595,733,81.2,11386,4013,231,262,88.2,286,325,88.0,74,120,61.7,0,0.9,1.2,15,56,7,2,64,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,733,676,56,12,0,10,27,31,5,4,1,0,595,1,14,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,30,25,1,3,0,1,0,0,0,0,0,0,0,0,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,15,10,7,5,3,5,11,45.5,6,13,3,10,12,27,13,1,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,61,821,50,194,446,186,20,821,13,8,61.5,5,38.5,432,2403,1323,20,27,4,15,12,592,63,Match Report,2017-10-19,20:00 (10:00),Europa Lg,Group stage,Thu,Away,L,0,1,by BATE Borisov,1,0,0,9,9,1,27,12,10,0,0,0,66,14,23,37.8,Match Report
2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,0,19,8,42.1,0.00,0.00,20.5,1,0,0,2.0,2.0,0.11,-2.0,-2.0,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,1,0,1,100.0,1,0.0,0.0,0,0,0,0,12,24,50.0,21,2,76.2,50.5,8,100.0,62.6,23,3,13.0,0,9.0,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,296,440,67.3,5677,2833,127,166,76.5,122,157,77.7,44,102,43.1,0,1.8,2.0,12,28,9,3,32,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,440,380,58,21,0,2,22,25,3,0,3,0,296,2,7,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,30,23,2,2,2,1,0,0,0,0,0,0,0,0,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,15,11,10,4,1,6,14,42.9,8,15,3,12,11,26,24,0,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,48,537,57,182,207,161,20,537,7,2,28.6,5,71.4,189,1351,711,15,12,2,9,7,289,32,Match Report,2017-10-22,13:30 (04:30),Bundesliga,Matchweek 9,Sun,Home,D,0,0,Werder Bremen,3,0,0,18,20,2,22,11,11,0,0,0,53,38,25,60.3,Match Report
2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,3,12,7,58.3,0.25,0.43,,,0,0,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,5,1,4,80.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,,,,,,,15,,,,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,,,,,,,,,,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,,14,,,,,,,,,,,22,0,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,44,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-10-25,18:30 (09:30),DFB-Pokal,Second round,Wed,Away,W,3,1,Hertha BSC,1,0,0,11,14,2,15,22,14,,,0,,,,,Match Report
2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,1,9,2,22.2,0.11,0.50,19.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,5,2,3,60.0,0,1.9,-0.1,0,0,0,0,13,26,50.0,17,0,88.2,56.1,11,100.0,69.7,23,1,4.3,4,19.8,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,183,306,59.8,4158,2367,70,100,70.0,61,91,67.0,47,96,49.0,1,0.6,0.4,4,25,4,0,23,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,306,250,56,17,0,1,18,15,10,5,5,0,183,0,13,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,10,5,2,0,2,1,0,2,1,1,0,0,0,0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,24,20,14,7,3,11,25,44.0,14,15,5,10,17,41,35,0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,32,437,62,198,140,108,15,437,12,2,16.7,10,83.3,155,892,350,11,7,5,12,6,181,22,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Leverkusen,2,0,0,13,14,0,18,17,20,0,0,0,42,29,22,56.9,Match Report
2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,5,20,8,40.0,0.25,0.63,21.3,2,0,0,2.3,2.3,0.12,+2.7,+2.7,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,5,2,3,60.0,0,1.6,-0.4,0,0,0,0,6,22,27.3,19,1,63.2,47.7,10,100.0,67.1,14,0,0.0,0,,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,416,534,77.9,8329,3104,144,179,80.4,205,230,89.1,59,104,56.7,4,1.3,1.7,13,36,7,3,41,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,534,477,55,17,1,2,22,19,6,5,1,0,416,2,12,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,36,27,1,4,1,3,0,10,6,0,3,0,1,0,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,16,10,3,10,3,3,8,37.5,5,4,0,4,10,26,15,0,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,55,628,49,138,319,177,21,628,14,8,57.1,6,42.9,303,1588,848,20,19,7,18,8,413,41,Match Report,2017-11-02,21:05 (13:05),Europa Lg,Group stage,Thu,Home,W,5,2,by BATE Borisov,2,0,0,10,17,2,22,10,10,0,0,0,59,16,12,57.1,Match Report
2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,0,12,4,33.3,0.00,0.00,20.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,8,3,5,75.0,0,3.0,0.0,1,1,0,0,10,21,47.6,19,1,68.4,45.1,9,88.9,56.1,12,0,0.0,3,21.5,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,276,367,75.2,5016,2278,117,135,86.7,99,128,77.3,39,70,55.7,0,1.1,0.8,12,22,4,1,29,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,367,310,55,19,0,1,25,16,7,3,4,0,276,2,10,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,21,16,2,0,1,1,1,0,0,0,0,0,0,0,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,16,10,3,11,2,12,16,75.0,4,17,5,12,9,25,22,0,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,38,470,54,137,217,118,16,470,14,3,21.4,11,78.6,217,1333,763,18,10,3,14,4,273,29,Match Report,2017-11-05,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Home,L,0,3,Hoffenheim,4,0,0,16,14,2,25,9,10,0,1,0,43,16,9,64.0,Match Report
2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,0,11,0,0.0,0.00,,24.0,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,3,1,2,100.0,0,1.0,0.0,1,1,0,0,11,28,39.3,24,1,79.2,52.2,13,69.2,55.9,10,1,10.0,2,17.8,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,396,532,74.4,7742,3876,156,191,81.7,169,217,77.9,60,104,57.7,0,0.3,0.7,8,52,9,0,46,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,532,467,64,14,0,2,21,32,3,0,3,0,396,1,12,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,18,14,0,1,1,1,1,0,0,0,0,0,0,0,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,26,16,12,12,2,13,18,72.2,5,9,1,8,9,35,13,0,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,51,631,49,151,330,153,13,631,15,6,40.0,9,60.0,240,1260,611,11,11,3,19,9,392,45,Match Report,2017-11-18,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,0,1,Mainz 05,2,0,0,15,13,1,21,9,16,0,1,0,42,21,22,48.8,Match Report
2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,1,3,2,66.7,0.00,0.00,28.9,0,1,1,0.9,0.1,0.05,+0.1,-0.1,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,7,0,7,100.0,1,1.4,+1.4,0,0,0,0,10,29,34.5,22,2,86.4,51.8,10,100.0,63.7,22,2,9.1,0,7.0,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,263,362,72.7,5389,2044,93,99,93.9,127,151,84.1,41,101,40.6,0,0.1,0.1,3,15,2,0,18,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,362,318,43,18,2,2,6,13,1,1,0,0,263,1,5,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,8,7,0,0,0,1,0,2,1,0,0,0,1,0,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,19,14,12,4,3,7,35,20.0,28,13,3,10,17,36,33,0,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,31,461,84,207,208,55,5,460,3,2,66.7,1,33.3,185,1174,586,12,7,3,10,11,262,18,Match Report,2017-11-23,19:00 (10:00),Europa Lg,Group stage,Thu,Home,W,1,0,eng Arsenal,2,0,0,13,17,1,6,17,14,1,0,0,60,10,21,32.3,Match Report
2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,0,15,2,13.3,0.00,0.00,21.8,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,7,2,5,85.7,0,2.2,+0.2,1,1,0,0,8,17,47.1,22,1,63.6,41.0,3,100.0,58.7,16,0,0.0,0,,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,486,595,81.7,9519,3077,188,216,87.0,226,259,87.3,67,101,66.3,0,0.7,0.8,12,44,7,2,53,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,595,550,42,9,1,3,16,24,3,1,2,0,486,3,8,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,26,20,0,2,2,0,2,0,0,0,0,0,0,0,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,17,12,8,9,0,16,23,69.6,7,11,2,9,10,27,22,0,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,54,696,55,138,433,130,17,696,19,9,47.4,10,52.6,406,1914,1019,17,7,3,9,9,482,53,Match Report,2017-11-26,18:00 (09:00),Bundesliga,Matchweek 13,Sun,Home,L,0,2,Hertha BSC,2,0,0,15,8,3,16,10,12,0,1,0,41,20,22,47.6,Match Report
2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,2,6,2,33.3,0.17,0.50,17.6,1,1,1,1.8,1.1,0.19,+0.2,-0.1,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,10,2,8,80.0,0,2.0,0.0,0,0,0,0,19,34,55.9,24,1,91.7,53.9,12,100.0,65.4,24,1,4.2,0,12.7,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,197,311,63.3,4243,2398,77,104,74.0,80,108,74.1,35,76,46.1,1,1.0,0.8,4,22,2,1,21,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,311,259,51,17,1,1,16,15,4,2,2,0,197,1,15,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,13,7,2,2,1,1,0,3,1,1,0,1,0,0,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,23,20,13,10,0,11,22,50.0,11,12,2,10,15,38,25,0,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,36,423,65,153,199,80,14,422,16,7,43.8,9,56.3,176,897,362,8,8,2,9,15,194,21,Match Report,2017-12-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,D,2,2,Schalke 04,2,1,1,20,14,1,16,15,20,0,0,0,37,13,20,39.4,Match Report
2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,0,13,4,30.8,0.00,0.00,20.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,3,1,2,66.7,0,1.0,0.0,0,0,0,0,7,21,33.3,30,4,43.3,40.0,10,80.0,52.5,4,0,0.0,3,22.3,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,422,584,72.3,7744,2890,170,203,83.7,189,242,78.1,50,101,49.5,0,0.4,0.9,9,28,4,0,54,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,584,508,73,21,0,7,19,33,7,4,3,0,422,3,19,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,22,16,3,2,0,1,0,0,0,0,0,0,0,0,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,22,15,9,11,2,6,14,42.9,8,14,0,14,15,37,7,0,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,59,684,40,165,398,126,11,684,13,5,38.5,8,61.5,283,1597,864,17,10,2,13,7,418,53,Match Report,2017-12-07,21:05 (12:05),Europa Lg,Group stage,Thu,Away,L,0,1,rs Red Star,3,0,0,15,16,3,19,15,15,0,0,0,55,14,26,35.0,Match Report
2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,2,5,2,40.0,0.20,0.50,23.0,1,1,1,1.6,0.8,0.16,+0.4,+0.2,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,11,4,7,81.8,0,3.4,-0.6,2,2,0,0,7,22,31.8,21,3,76.2,50.7,7,85.7,59.1,30,1,3.3,0,4.5,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,147,284,51.8,3283,1814,59,76,77.6,53,87,60.9,33,101,32.7,1,0.5,0.3,2,18,0,0,21,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,284,232,49,14,1,6,16,20,4,1,3,0,147,3,13,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,10,5,1,2,0,2,0,4,2,1,0,0,1,0,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,27,20,15,11,1,9,27,33.3,18,22,5,17,12,39,35,0,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,35,413,74,169,177,73,9,412,16,6,37.5,10,62.5,160,862,456,10,5,5,12,5,144,19,Match Report,2017-12-10,13:30 (04:30),Bundesliga,Matchweek 15,Sun,Home,L,3,4,Freiburg,3,0,0,21,14,3,16,12,20,1,2,0,46,20,25,44.4,Match Report
2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,0,7,1,14.3,0.00,0.00,28.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,8,1,7,87.5,0,1.9,+0.9,0,0,0,0,10,30,33.3,17,1,76.5,49.5,17,100.0,62.8,44,2,4.5,0,8.7,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,113,190,59.5,2195,1390,55,68,80.9,37,55,67.3,15,57,26.3,0,0.3,0.2,6,7,1,1,7,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,190,149,41,10,0,2,4,11,1,0,0,0,113,0,5,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,14,10,0,2,0,1,1,0,0,0,0,0,0,0,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,21,14,18,3,0,16,23,69.6,7,14,4,10,16,37,51,0,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,17,329,90,203,98,37,5,329,28,13,46.4,15,53.6,127,834,544,11,7,3,13,5,111,7,Match Report,2017-12-13,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,0,0,0,13,7,0,4,16,14,0,0,0,43,17,10,63.0,Match Report
2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,1,18,7,38.9,0.06,0.14,15.0,0,0,0,2.5,2.5,0.14,-1.5,-1.5,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,5,0,5,100.0,1,1.6,+1.6,0,0,0,0,4,19,21.1,22,5,63.6,46.5,5,100.0,57.6,22,1,4.5,1,12.2,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,317,414,76.6,5753,2250,146,168,86.9,107,125,85.6,49,88,55.7,1,2.0,1.3,13,32,7,1,52,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,414,376,36,14,2,10,16,11,5,1,1,2,317,2,14,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,31,19,3,3,2,2,2,2,2,0,0,0,0,0,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,23,20,13,7,3,9,18,50.0,9,12,2,10,10,33,17,1,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,38,524,51,154,250,134,23,524,22,11,50.0,11,50.0,264,2400,1453,30,16,10,10,6,315,52,Match Report,2017-12-16,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,W,1,0,Wolfsburg,2,0,0,8,13,2,16,10,20,0,0,0,57,14,19,42.4,Match Report
