For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,1,12,2,16.7,0.08,0.5,,,0,0,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,2,0,2,100.0,1,,,1,0,0,1,,,,,,,,,,,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,,,,,,,10,,,,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,,,,,,,,,,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,,18,,,,,,,,,,,10,0,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,58.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-10-24,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,1.0,0.0,Düsseldorf,1,0,0,12,8,2,10,10,18,,,0,,,,,Match Report
2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,3,16,6,37.5,0.19,0.5,16.7,1.0,0,0,1.7,1.7,0.11,1.3,1.3,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,5,1,4,80.0,0,0.9,-0.1,0,0,0,0,6.0,14.0,42.9,27.0,7.0,37.0,37.3,14.0,28.6,34.1,24.0,1.0,4.2,0.0,11.7,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,358.0,459.0,78.0,6262.0,2825.0,165.0,190.0,86.8,152.0,181.0,84.0,34.0,63.0,54.0,3,1.5,0.9,12.0,22.0,7.0,1.0,44.0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,459.0,400.0,57.0,15.0,0.0,1.0,15,21.0,5.0,0.0,4.0,0.0,358.0,2.0,14.0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,30.0,22.0,3.0,1.0,3.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,20.0,15,9.0,9.0,2.0,9.0,18.0,50.0,9.0,14.0,3.0,11.0,15,35,28.0,0.0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,46.0,571.0,76.0,180.0,283.0,112.0,25.0,571.0,17.0,6.0,35.3,11.0,64.7,271.0,1535.0,841.0,17.0,15.0,5.0,5.0,14.0,349.0,44.0,Match Report,2017-10-28,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,W,3.0,1.0,Hoffenheim,1,0,0,13,14,2,15,15,15,0.0,0.0,0,36.0,17.0,12.0,58.6,Match Report
2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,1,9,3,33.3,0.11,0.33,15.9,0.0,0,0,0.8,0.8,0.09,0.2,0.2,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,7,1,6,85.7,0,1.4,0.4,0,0,0,0,8.0,16.0,50.0,39.0,5.0,28.2,30.0,12.0,41.7,39.9,19.0,1.0,5.3,1.0,9.4,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,522.0,645.0,80.9,9402.0,3365.0,224.0,255.0,87.8,236.0,270.0,87.4,53.0,86.0,61.6,1,0.7,0.9,7.0,38.0,14.0,3.0,52.0,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,645.0,585.0,58.0,15.0,1.0,2.0,25,20.0,9.0,3.0,5.0,0.0,522.0,2.0,17.0,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,15.0,11.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,20.0,14,8.0,11.0,1.0,12.0,20.0,60.0,8.0,18.0,3.0,15.0,8,28,19.0,3.0,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,62.0,740.0,74.0,196.0,386.0,160.0,25.0,740.0,21.0,12.0,57.1,9.0,42.9,373.0,2031.0,1074.0,20.0,13.0,4.0,11.0,6.0,521.0,52.0,Match Report,2017-11-04,15:30 (07:30),Bundesliga,Matchweek 11,Sat,Home,D,1.0,1.0,Mainz 05,1,0,0,5,14,2,25,8,14,0.0,0.0,0,50.0,12.0,13.0,48.0,Match Report
2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,4,7,4,57.1,0.43,0.75,17.9,0.0,1,1,2.0,1.3,0.18,2.0,1.7,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,8,2,6,75.0,0,2.2,0.2,0,0,0,0,7.0,20.0,35.0,27.0,4.0,48.1,35.0,8.0,87.5,52.3,22.0,1.0,4.5,0.0,5.5,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,371.0,468.0,79.3,5656.0,2330.0,198.0,221.0,89.6,131.0,164.0,79.9,25.0,50.0,50.0,1,0.8,0.4,4.0,15.0,3.0,1.0,19.0,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,468.0,408.0,57.0,18.0,0.0,2.0,7,26.0,2.0,0.0,2.0,0.0,371.0,3.0,11.0,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,15.0,11.0,1.0,0.0,1.0,1.0,1.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,20.0,15,11.0,8.0,1.0,8.0,14.0,57.1,6.0,16.0,3.0,13.0,14,34,28.0,0.0,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,42.0,583.0,65.0,201.0,310.0,79.0,13.0,582.0,20.0,6.0,30.0,14.0,70.0,313.0,1269.0,684.0,11.0,8.0,6.0,10.0,10.0,368.0,19.0,Match Report,2017-11-18,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Away,W,4.0,2.0,Hertha BSC,1,0,0,12,15,3,7,14,15,0.0,0.0,0,44.0,11.0,11.0,50.0,Match Report
2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,2,6,1,16.7,0.17,1.0,18.2,0.0,1,1,2.1,1.4,0.24,-0.1,-0.4,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,7,1,6,85.7,0,1.0,0.0,0,0,0,0,7.0,24.0,29.2,28.0,4.0,60.7,45.8,11.0,63.6,41.1,40.0,3.0,7.5,0.0,5.8,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,218.0,318.0,68.6,4072.0,1865.0,97.0,118.0,82.2,87.0,117.0,74.4,30.0,69.0,43.5,1,0.7,0.2,3.0,17.0,2.0,0.0,17.0,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,318.0,272.0,45.0,9.0,0.0,0.0,6,21.0,2.0,0.0,2.0,0.0,218.0,1.0,11.0,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,7.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,28.0,22,12.0,12.0,4.0,19.0,22.0,86.4,3.0,19.0,7.0,12.0,12,40,47.0,0.0,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,29.0,445.0,91.0,192.0,185.0,73.0,10.0,444.0,9.0,3.0,33.3,6.0,66.7,157.0,928.0,478.0,15.0,5.0,5.0,6.0,15.0,212.0,17.0,Match Report,2017-11-25,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Bayern Munich,1,0,0,13,9,1,6,12,22,0.0,0.0,0,31.0,17.0,26.0,39.5,Match Report
2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,0,17,9,52.9,0.0,0.0,19.3,1.0,0,0,1.5,1.5,0.09,-1.5,-1.5,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,6,3,3,50.0,0,2.2,-0.8,0,0,0,0,6.0,6.0,100.0,28.0,3.0,14.3,23.5,7.0,28.6,30.1,13.0,0.0,0.0,0.0,5.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,516.0,603.0,85.6,9871.0,3676.0,205.0,231.0,88.7,237.0,265.0,89.4,70.0,84.0,83.3,0,1.3,1.1,12.0,58.0,14.0,4.0,68.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,603.0,560.0,38.0,7.0,0.0,4.0,20,15.0,5.0,0.0,5.0,0.0,516.0,5.0,13.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,30.0,24.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,16.0,15,6.0,6.0,4.0,8.0,12.0,66.7,4.0,8.0,2.0,6.0,7,23,14.0,0.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,58.0,694.0,44.0,175.0,335.0,189.0,26.0,694.0,17.0,6.0,35.3,11.0,64.7,478.0,2357.0,1211.0,24.0,13.0,9.0,12.0,7.0,514.0,68.0,Match Report,2017-12-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,0.0,3.0,Wolfsburg,2,0,0,15,7,5,20,7,15,0.0,0.0,0,39.0,10.0,7.0,58.8,Match Report
2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,1,13,4,30.8,0.08,0.25,14.9,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,5,1,5,80.0,0,0.9,0.9,0,0,0,0,1.0,8.0,12.5,33.0,8.0,21.2,28.6,4.0,25.0,33.3,19.0,2.0,10.5,0.0,8.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,477.0,558.0,85.5,8559.0,2855.0,179.0,198.0,90.4,239.0,257.0,93.0,44.0,69.0,63.8,1,1.2,0.9,10.0,36.0,9.0,2.0,48.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,558.0,512.0,44.0,12.0,1.0,2.0,16,18.0,8.0,0.0,7.0,0.0,477.0,2.0,18.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,21.0,11.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,23.0,17,13.0,7.0,3.0,12.0,31.0,38.7,19.0,9.0,3.0,6.0,14,37,19.0,0.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,53.0,679.0,71.0,193.0,314.0,176.0,33.0,679.0,39.0,16.0,41.0,23.0,59.0,438.0,2108.0,1179.0,20.0,18.0,7.0,13.0,7.0,475.0,48.0,Match Report,2017-12-09,18:30 (09:30),Bundesliga,Matchweek 15,Sat,Home,D,1.0,1.0,Schalke 04,1,0,0,13,9,2,16,14,17,0.0,0.0,1,43.0,11.0,8.0,57.9,Match Report
2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,0,5,3,60.0,0.0,0.0,22.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,5,1,4,100.0,0,1.3,0.3,1,1,0,0,12.0,25.0,48.0,44.0,2.0,38.6,32.9,12.0,66.7,45.6,18.0,0.0,0.0,1.0,19.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,492.0,609.0,80.8,9841.0,3165.0,187.0,215.0,87.0,232.0,259.0,89.6,67.0,109.0,61.5,0,0.2,0.8,4.0,31.0,9.0,3.0,38.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,609.0,556.0,51.0,8.0,0.0,7.0,12,26.0,3.0,0.0,3.0,0.0,492.0,2.0,15.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,14.0,8,5.0,9.0,0.0,6.0,14.0,42.9,8.0,15.0,6.0,9.0,6,20,35.0,2.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,56.0,717.0,77.0,230.0,370.0,120.0,17.0,717.0,14.0,4.0,28.6,10.0,71.4,376.0,1895.0,966.0,10.0,6.0,4.0,13.0,16.0,485.0,37.0,Match Report,2017-12-12,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,L,0.0,1.0,Freiburg,2,0,0,16,7,2,12,6,8,0.0,1.0,0,46.0,27.0,19.0,58.7,Match Report
2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,3,13,5,38.5,0.23,0.6,16.5,1.0,0,0,2.6,2.6,0.2,0.4,0.4,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,6.0,20.0,30.0,42.0,3.0,31.0,34.1,8.0,87.5,55.3,14.0,2.0,14.3,2.0,11.2,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,419.0,531.0,78.9,7512.0,2376.0,180.0,208.0,86.5,183.0,207.0,88.4,49.0,88.0,55.7,3,2.4,1.3,9.0,22.0,8.0,1.0,33.0,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,531.0,477.0,54.0,17.0,2.0,2.0,16,18.0,9.0,0.0,6.0,0.0,419.0,0.0,19.0,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,24.0,19.0,1.0,2.0,1.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,26.0,20,7.0,15.0,4.0,14.0,18.0,77.8,4.0,12.0,3.0,9.0,12,38,28.0,1.0,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,54.0,655.0,68.0,193.0,328.0,139.0,22.0,655.0,24.0,13.0,54.2,11.0,45.8,340.0,1827.0,921.0,18.0,14.0,6.0,15.0,12.0,413.0,32.0,Match Report,2017-12-15,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Home,W,3.0,1.0,Hamburger SV,0,0,0,7,15,0,16,12,20,0.0,0.0,0,46.0,16.0,19.0,45.7,Match Report
2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,0,23,5,21.7,0.0,0.0,,,0,0,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,,,,,,,26,,,,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,,,,,,,,,,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,,16,,,,,,,,,,,26,0,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,49.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-12-20,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Home,L,0.0,1.0,Leverkusen,0,0,0,8,13,2,26,26,16,,,0,,,,,Match Report
2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,1,16,5,31.3,0.06,0.2,12.6,0.0,0,0,2.0,2.0,0.14,-1.0,-1.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,5.0,15.0,33.3,41.0,5.0,22.0,28.2,8.0,75.0,50.4,14.0,1.0,7.1,0.0,6.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,487.0,604.0,80.6,8818.0,2818.0,202.0,235.0,86.0,222.0,253.0,87.7,49.0,88.0,55.7,0,2.0,1.9,13.0,26.0,9.0,1.0,49.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,604.0,550.0,53.0,20.0,4.0,3.0,14,19.0,3.0,0.0,3.0,0.0,487.0,1.0,9.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,26.0,20.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,15.0,11,7.0,8.0,0.0,11.0,19.0,57.9,8.0,14.0,2.0,12.0,14,29,23.0,0.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,59.0,710.0,41.0,186.0,363.0,174.0,25.0,710.0,27.0,16.0,59.3,11.0,40.7,414.0,2472.0,1357.0,23.0,20.0,7.0,7.0,8.0,481.0,48.0,Match Report,2018-01-14,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,L,1.0,2.0,Köln,3,0,0,14,17,1,14,14,11,0.0,0.0,0,50.0,19.0,18.0,51.4,Match Report
2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,2,16,6,37.5,0.13,0.33,19.9,2.0,0,0,1.0,1.0,0.06,1.0,1.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,3,0,3,100.0,1,0.6,0.6,0,0,0,0,9.0,28.0,32.1,38.0,5.0,47.4,40.2,12.0,83.3,54.5,29.0,6.0,20.7,1.0,9.4,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,295.0,419.0,70.4,5527.0,2648.0,129.0,154.0,83.8,115.0,147.0,78.2,42.0,88.0,47.7,2,0.8,0.6,14.0,21.0,7.0,1.0,41.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,419.0,364.0,54.0,10.0,0.0,0.0,17,23.0,8.0,1.0,7.0,0.0,295.0,1.0,15.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,29.0,14.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,28.0,20,16.0,10.0,2.0,13.0,22.0,59.1,9.0,13.0,6.0,7.0,12,40,26.0,0.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,45.0,541.0,66.0,187.0,231.0,132.0,21.0,541.0,28.0,13.0,46.4,15.0,53.6,275.0,1362.0,769.0,15.0,18.0,5.0,11.0,6.0,290.0,41.0,Match Report,2018-01-20,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,0,0,0,9,11,1,17,12,20,0.0,0.0,0,54.0,17.0,24.0,41.5,Match Report
