For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,2,20,7,35.0,0.1,0.29,,,0,0,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,5,0,5,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,,,,,,,14,,,,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,,,,,,,,,,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,,22,,,,,,,,,,,22,0,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,56.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-08-14,18:30 (09:30),DFB-Pokal,First round,Mon,Away,W,2.0,0.0,BFC Dynamo,0,0,0,17,8,2,14,22,22,,,0,,,,,Match Report
2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,2,10,4,40.0,0.1,0.25,23.0,0.0,1,1,1.8,1.1,0.11,0.2,-0.1,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,3,0,3,100.0,1,0.9,0.9,0,0,0,0,5.0,14.0,35.7,17.0,3.0,58.8,43.8,7.0,57.1,43.7,16.0,0.0,0.0,0.0,6.3,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,242.0,358.0,67.6,4976.0,2395.0,88.0,106.0,83.0,113.0,147.0,76.9,37.0,85.0,43.5,1,1.0,0.7,7.0,18.0,3.0,0.0,21.0,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,358.0,305.0,49.0,21.0,4.0,4.0,13,16.0,4.0,0.0,4.0,0.0,242.0,4.0,12.0,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,20.0,13.0,1.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,37.0,25,24.0,13.0,0.0,12.0,27.0,44.4,15.0,16.0,2.0,14.0,23,60,42.0,0.0,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,36.0,512.0,70.0,250.0,214.0,55.0,10.0,511.0,22.0,9.0,40.9,13.0,59.1,236.0,962.0,460.0,11.0,4.0,3.0,11.0,12.0,237.0,21.0,Match Report,2017-08-19,18:30 (09:30),Bundesliga,Matchweek 1,Sat,Home,W,2.0,0.0,RB Leipzig,2,0,0,22,16,4,13,23,25,1.0,0.0,0,59.0,12.0,20.0,37.5,Match Report
2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,0,8,1,12.5,0.0,0.0,17.4,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,3,1,2,66.7,0,0.8,-0.2,0,0,0,0,6.0,15.0,40.0,36.0,4.0,36.1,32.7,8.0,25.0,29.6,8.0,0.0,0.0,2.0,15.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,403.0,515.0,78.3,7814.0,2762.0,148.0,169.0,87.6,206.0,239.0,86.2,46.0,98.0,46.9,0,0.4,0.9,7.0,29.0,9.0,4.0,36.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,515.0,458.0,57.0,17.0,0.0,3.0,23,24.0,6.0,2.0,3.0,0.0,403.0,0.0,3.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,14.0,10,8.0,5.0,1.0,5.0,9.0,55.6,4.0,16.0,4.0,12.0,15,29,15.0,1.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,52.0,621.0,66.0,208.0,293.0,123.0,17.0,621.0,14.0,5.0,35.7,9.0,64.3,308.0,1655.0,766.0,18.0,10.0,4.0,12.0,12.0,398.0,36.0,Match Report,2017-08-27,18:00 (09:00),Bundesliga,Matchweek 2,Sun,Away,L,0.0,1.0,Hannover 96,2,0,0,17,17,0,23,15,10,0.0,0.0,0,47.0,9.0,18.0,33.3,Match Report
2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,3,11,3,27.3,0.18,0.67,19.0,1.0,1,1,2.0,1.3,0.12,1.0,0.7,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,8.0,13.0,61.5,23.0,5.0,34.8,35.1,8.0,62.5,45.1,16.0,3.0,18.8,0.0,8.8,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,342.0,450.0,76.0,6618.0,2681.0,134.0,158.0,84.8,161.0,200.0,80.5,41.0,75.0,54.7,2,1.1,1.0,9.0,19.0,3.0,1.0,29.0,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,450.0,401.0,47.0,21.0,1.0,1.0,13,14.0,2.0,0.0,2.0,0.0,342.0,2.0,12.0,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,23.0,15.0,4.0,0.0,1.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,20.0,12,10.0,9.0,1.0,10.0,18.0,55.6,8.0,15.0,3.0,12.0,13,33,15.0,1.0,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,38.0,536.0,47.0,179.0,281.0,85.0,14.0,535.0,8.0,3.0,37.5,4.0,50.0,243.0,1373.0,627.0,16.0,8.0,3.0,6.0,9.0,339.0,28.0,Match Report,2017-09-10,18:00 (09:00),Bundesliga,Matchweek 3,Sun,Home,W,3.0,1.0,Stuttgart,1,0,0,15,19,2,13,13,12,1.0,0.0,0,48.0,26.0,10.0,72.2,Match Report
2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,1,11,4,36.4,0.09,0.25,19.0,0.0,0,0,0.9,0.9,0.09,0.1,0.1,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,2,1,1,50.0,0,0.2,-0.8,0,0,0,0,9.0,23.0,39.1,22.0,1.0,59.1,43.2,10.0,100.0,59.9,17.0,1.0,5.9,1.0,13.9,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,366.0,475.0,77.1,7257.0,2837.0,126.0,150.0,84.0,187.0,227.0,82.4,50.0,89.0,56.2,1,0.9,0.6,10.0,26.0,4.0,0.0,35.0,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,475.0,422.0,51.0,15.0,0.0,0.0,19,19.0,5.0,3.0,2.0,0.0,366.0,2.0,3.0,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,20.0,13.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,24.0,17,14.0,9.0,1.0,9.0,18.0,50.0,9.0,19.0,6.0,13.0,10,34,30.0,0.0,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,48.0,586.0,56.0,190.0,307.0,97.0,20.0,586.0,16.0,8.0,50.0,8.0,50.0,313.0,1806.0,1031.0,30.0,13.0,8.0,10.0,9.0,366.0,35.0,Match Report,2017-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Away,W,2.0,1.0,Werder Bremen,2,0,0,17,14,2,19,10,17,0.0,0.0,0,63.0,10.0,21.0,32.3,Match Report
2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,0,11,3,27.3,0.0,0.0,17.2,0.0,0,0,1.2,1.2,0.11,-1.2,-1.2,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,8,3,5,75.0,0,2.8,-0.2,1,1,0,0,7.0,13.0,53.8,20.0,2.0,50.0,39.8,5.0,60.0,38.6,17.0,1.0,5.9,1.0,9.9,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,301.0,400.0,75.3,5376.0,2016.0,138.0,165.0,83.6,135.0,164.0,82.3,25.0,62.0,40.3,0,0.9,0.2,7.0,16.0,2.0,0.0,30.0,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,400.0,360.0,37.0,11.0,0.0,1.0,10,15.0,2.0,0.0,2.0,0.0,301.0,3.0,5.0,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,17.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,10.0,10,7.0,2.0,1.0,6.0,16.0,37.5,10.0,8.0,0.0,8.0,15,25,22.0,1.0,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,34.0,494.0,64.0,186.0,238.0,75.0,17.0,494.0,22.0,9.0,40.9,13.0,59.1,250.0,1537.0,841.0,27.0,17.0,9.0,7.0,9.0,298.0,29.0,Match Report,2017-09-19,20:30 (11:30),Bundesliga,Matchweek 5,Tue,Home,L,0.0,3.0,Bayern Munich,1,0,0,13,10,3,10,15,10,0.0,1.0,0,63.0,14.0,8.0,63.6,Match Report
2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,0,16,2,12.5,0.0,0.0,17.5,0.0,0,0,1.3,1.3,0.09,-1.3,-1.3,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,6,2,4,66.7,0,2.3,0.3,0,0,0,0,3.0,5.0,60.0,23.0,4.0,17.4,30.2,8.0,12.5,27.0,5.0,0.0,0.0,4.0,21.7,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,503.0,600.0,83.8,9738.0,3054.0,182.0,206.0,88.3,257.0,290.0,88.6,63.0,90.0,70.0,0,1.1,1.1,12.0,24.0,8.0,1.0,60.0,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,600.0,538.0,60.0,17.0,1.0,5.0,27,27.0,5.0,4.0,1.0,0.0,503.0,2.0,13.0,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,25.0,16.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,15.0,11,4.0,10.0,1.0,6.0,12.0,50.0,6.0,8.0,1.0,7.0,15,30,6.0,1.0,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,56.0,687.0,34.0,162.0,380.0,154.0,29.0,687.0,15.0,8.0,53.3,7.0,46.7,391.0,2584.0,1381.0,29.0,25.0,6.0,16.0,10.0,499.0,59.0,Match Report,2017-09-23,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,0.0,2.0,Hoffenheim,2,0,0,16,17,2,27,15,11,0.0,0.0,0,49.0,13.0,4.0,76.5,Match Report
2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,1,14,4,28.6,0.07,0.25,18.6,1.0,0,0,0.8,0.8,0.06,0.2,0.2,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,6,1,5,83.3,0,0.8,-0.2,0,0,0,0,6.0,12.0,50.0,26.0,6.0,42.3,38.5,2.0,50.0,34.5,11.0,2.0,18.2,1.0,9.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,318.0,413.0,77.0,6568.0,2452.0,108.0,127.0,85.0,165.0,198.0,83.3,44.0,76.0,57.9,0,0.7,0.6,11.0,37.0,5.0,1.0,41.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,413.0,370.0,42.0,17.0,0.0,3.0,17,14.0,7.0,0.0,7.0,0.0,318.0,1.0,11.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,26.0,14.0,5.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,18.0,13,10.0,6.0,2.0,11.0,17.0,64.7,6.0,8.0,3.0,5.0,11,29,24.0,0.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,43.0,513.0,41.0,171.0,251.0,94.0,19.0,513.0,12.0,5.0,41.7,7.0,58.3,263.0,1521.0,760.0,18.0,6.0,4.0,10.0,7.0,315.0,41.0,Match Report,2017-09-29,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Leverkusen,2,0,0,18,16,1,17,11,13,0.0,0.0,0,46.0,10.0,11.0,47.6,Match Report
2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,2,10,6,60.0,0.1,0.17,22.4,0.0,1,1,1.7,0.9,0.09,0.3,0.1,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,0,0,0,,1,0.0,0.0,0,0,0,0,4.0,6.0,66.7,7.0,1.0,28.6,32.6,5.0,80.0,46.4,8.0,0.0,0.0,1.0,41.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,552.0,650.0,84.9,10352.0,3251.0,190.0,211.0,90.0,312.0,350.0,89.1,47.0,64.0,73.4,1,0.9,1.1,9.0,53.0,12.0,6.0,67.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,650.0,604.0,45.0,12.0,0.0,1.0,20,22.0,5.0,1.0,4.0,0.0,552.0,1.0,19.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,22.0,19.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,22.0,16,7.0,14.0,1.0,7.0,18.0,38.9,11.0,15.0,0.0,15.0,15,37,8.0,0.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,61.0,739.0,26.0,126.0,483.0,136.0,18.0,738.0,9.0,4.0,44.4,5.0,55.6,431.0,2346.0,1228.0,30.0,13.0,3.0,12.0,10.0,548.0,65.0,Match Report,2017-10-14,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,W,2.0,0.0,Hertha BSC,2,0,0,20,12,1,20,15,16,1.0,0.0,0,53.0,15.0,15.0,50.0,Match Report
2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,2,16,5,31.3,0.13,0.4,19.0,1.0,0,0,1.8,1.8,0.12,0.2,0.2,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,2,0,2,100.0,1,0.2,0.2,0,0,0,0,4.0,12.0,33.3,22.0,4.0,27.3,32.2,7.0,85.7,58.4,4.0,0.0,0.0,0.0,16.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,454.0,568.0,79.9,8614.0,2758.0,175.0,206.0,85.0,224.0,256.0,87.5,51.0,89.0,57.3,1,0.9,0.7,13.0,20.0,6.0,2.0,27.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,568.0,512.0,56.0,18.0,0.0,3.0,22,25.0,5.0,0.0,5.0,0.0,454.0,0.0,16.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,25.0,17.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,23.0,19,12.0,9.0,2.0,11.0,23.0,47.8,12.0,9.0,1.0,8.0,15,38,9.0,0.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,59.0,663.0,44.0,219.0,336.0,118.0,22.0,663.0,16.0,10.0,62.5,6.0,37.5,364.0,1961.0,976.0,25.0,14.0,6.0,12.0,7.0,451.0,27.0,Match Report,2017-10-20,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Home,W,2.0,0.0,Mainz 05,3,0,0,18,15,0,22,15,19,0.0,0.0,0,61.0,13.0,18.0,41.9,Match Report
