For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,1,7,1,14.3,0.14,1.00,17.1,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,7,0,7,100.0,1,1.5,+1.5,0,0,0,0,10,27,37.0,25,2,76.0,46.6,8,100.0,58.4,30,0,0.0,0,6.0,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,278,398,69.8,5440,2369,107,131,81.7,124,157,79.0,39,85,45.9,1,0.9,0.5,5,13,6,0,25,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,398,354,44,9,0,1,9,25,1,1,0,0,278,0,11,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,11,4,3,0,2,2,0,1,0,0,0,1,0,0,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,19,13,10,6,3,9,21,42.9,12,19,10,9,5,24,36,0,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,40,516,76,217,213,93,10,516,16,12,75.0,4,25.0,278,1406,795,9,9,2,10,7,275,25,Match Report,2018-10-27,15:00 (07:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,3,0,0,11,7,0,9,5,13,0,0,0,61,20,23,46.5,Match Report
2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,1,5,3,60.0,0.20,0.33,18.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,3,3,0,0.0,0,1.1,-1.9,0,0,0,0,11,28,39.3,24,5,66.7,44.8,12,100.0,62.3,26,1,3.8,0,7.5,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,238,355,67.0,4936,2311,83,112,74.1,106,135,78.5,42,84,50.0,1,0.5,0.5,5,21,2,1,19,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,355,300,53,11,0,1,11,22,4,2,0,1,238,2,9,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,10,8,2,0,0,0,0,2,1,1,0,0,0,0,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,16,8,10,6,0,4,14,28.6,10,10,2,8,10,26,35,1,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,39,473,73,214,195,69,7,473,12,6,50.0,6,50.0,250,1279,580,8,7,1,15,12,238,19,Match Report,2018-11-03,15:00 (08:00),Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,1,0,0,17,9,2,11,10,8,0,0,0,58,17,23,42.5,Match Report
2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,1,7,3,42.9,0.14,0.33,17.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,5,2,3,60.0,0,2.3,+0.3,0,0,0,0,10,28,35.7,28,2,64.3,43.1,10,100.0,63.6,13,0,0.0,0,7.0,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,221,345,64.1,4043,1920,109,136,80.1,81,118,68.6,27,74,36.5,1,0.5,0.3,6,10,3,0,10,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,345,301,44,7,0,1,5,23,1,0,1,0,221,0,8,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,13,6,2,2,1,2,0,2,0,1,0,0,1,0,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,14,9,7,7,0,5,12,41.7,7,8,6,2,9,23,37,0,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,40,449,87,237,169,51,6,449,14,10,71.4,4,28.6,207,1076,590,6,6,0,11,8,216,10,Match Report,2018-11-10,12:30 (04:30),Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,1,1,0,21,7,0,5,9,9,0,0,0,56,38,30,55.9,Match Report
2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,1,14,3,21.4,0.07,0.33,17.3,1,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,3,1,2,100.0,0,1.1,+0.1,1,1,0,0,6,24,25.0,31,4,48.4,40.1,10,90.0,57.5,8,0,0.0,0,13.0,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,364,494,73.7,6853,2441,165,192,85.9,141,179,78.8,51,91,56.0,1,0.9,0.7,12,22,6,1,41,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,494,435,54,7,0,4,25,29,6,5,1,0,364,5,18,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,27,19,2,0,3,1,2,2,1,1,0,0,0,0,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,19,13,8,7,4,11,17,64.7,6,10,2,8,12,31,13,0,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,54,596,68,193,258,151,20,596,15,8,53.3,7,46.7,345,1519,653,13,10,6,14,10,362,41,Match Report,2018-11-24,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,3,0,0,10,6,5,25,12,13,0,1,0,53,10,23,30.3,Match Report
2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,2,14,6,42.9,0.14,0.33,18.3,1,0,0,1.2,1.2,0.09,+0.8,+0.8,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,2,1,1,50.0,0,1.1,+0.1,0,0,0,0,6,12,50.0,21,4,38.1,34.5,7,57.1,46.6,10,0,0.0,0,14.0,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,508,615,82.6,9821,3112,198,224,88.4,228,265,86.0,72,105,68.6,2,0.7,0.9,11,43,8,4,55,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,615,564,47,10,3,9,17,22,6,3,0,0,508,4,4,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,25,17,3,0,4,1,0,4,3,1,0,0,0,0,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,15,8,8,6,1,7,9,77.8,2,3,2,1,11,26,31,2,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,67,728,50,174,390,168,21,728,12,6,50.0,6,50.0,430,2108,1090,20,10,1,18,7,505,54,Match Report,2018-12-01,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,2,0,0,12,10,4,17,11,8,0,0,0,56,31,16,66.0,Match Report
2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,3,8,2,25.0,0.25,1.00,18.5,0,1,1,1.3,0.5,0.06,+1.7,+1.5,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,4,1,3,100.0,0,1.5,+0.5,1,1,0,0,8,22,36.4,14,1,78.6,46.8,11,100.0,60.1,15,1,6.7,0,6.0,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,203,297,68.4,3883,1610,93,113,82.3,76,99,76.8,28,71,39.4,0,0.3,0.2,5,14,3,1,25,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,297,254,43,11,0,6,12,15,4,3,1,0,203,0,5,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,11,6,1,1,0,3,0,1,0,0,0,0,1,0,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,30,15,20,6,4,11,19,57.9,8,15,6,9,16,46,34,0,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,32,454,63,178,191,91,13,453,14,7,50.0,7,50.0,200,1246,537,10,9,4,23,10,203,25,Match Report,2018-12-04,19:45 (11:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,2,1,0,14,12,0,12,16,15,1,1,0,49,14,16,46.7,Match Report
2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,0,14,1,7.1,0.00,0.00,18.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,4,1,3,75.0,0,1.1,+0.1,0,0,0,0,12,31,38.7,35,6,60.0,38.4,11,90.9,55.3,12,2,16.7,0,9.4,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,419,565,74.2,7679,2904,196,227,86.3,159,209,76.1,54,101,53.5,0,0.9,0.9,12,26,3,2,38,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,565,509,55,13,0,5,21,22,7,5,1,0,419,1,12,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,25,14,4,2,2,1,2,0,0,0,0,0,0,0,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,11,6,7,3,1,6,8,75.0,2,8,5,3,13,24,19,0,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,62,669,62,222,319,130,16,669,17,10,58.8,7,41.2,349,2018,1087,22,14,3,15,5,417,37,Match Report,2018-12-08,15:00 (07:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,0,0,0,11,10,1,21,13,6,0,0,0,47,30,30,50.0,Match Report
2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,1,6,2,33.3,0.17,0.50,20.3,1,0,0,0.4,0.4,0.07,+0.6,+0.6,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,8,15,53.3,20,4,45.0,37.7,6,100.0,61.7,3,0,0.0,0,,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,397,507,78.3,7504,2407,170,207,82.1,161,177,91.0,52,78,66.7,1,0.3,0.4,4,19,4,2,35,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,507,453,49,9,1,10,16,27,4,2,0,0,397,5,14,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,10,8,0,1,0,1,0,2,2,0,0,0,0,0,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,24,11,8,14,2,8,18,44.4,10,11,3,8,16,40,14,1,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,43,610,42,227,282,105,7,610,9,5,55.6,4,44.4,264,1209,374,7,6,0,14,11,396,35,Match Report,2018-12-16,13:30 (05:30),Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,2,0,0,14,6,5,16,16,11,0,0,0,56,16,10,61.5,Match Report
2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,0,10,5,50.0,0.00,0.00,19.1,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,3,2,1,33.3,0,0.6,-1.4,0,0,0,0,10,23,43.5,28,6,57.1,40.6,8,87.5,49.0,9,1,11.1,0,6.7,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,319,442,72.2,6072,2038,131,162,80.9,123,155,79.4,52,98,53.1,0,0.7,0.6,8,23,8,3,36,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,442,392,48,9,1,10,19,23,5,3,0,0,319,2,6,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,20,18,1,0,0,1,0,0,0,0,0,0,0,0,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,19,11,9,6,4,12,22,54.5,10,12,4,8,16,35,20,0,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,43,547,58,175,248,129,11,547,15,9,60.0,6,40.0,245,1381,759,11,9,0,13,5,318,36,Match Report,2018-12-22,15:00 (07:00),Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,2,1,1,18,6,2,19,16,11,0,0,0,55,14,25,35.9,Match Report
2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,1,12,3,25.0,0.08,0.33,19.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,4,1,3,75.0,0,1.8,+0.8,0,0,0,0,8,13,61.5,12,4,41.7,34.9,8,100.0,59.8,16,0,0.0,0,4.0,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,264,365,72.3,5044,2258,121,143,84.6,102,128,79.7,36,74,48.6,0,0.5,0.7,9,22,10,4,30,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,365,325,39,5,0,6,16,20,4,4,0,0,264,1,10,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,22,19,1,2,0,0,0,1,0,0,1,0,0,0,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,19,12,7,7,5,5,14,35.7,9,7,2,5,13,32,22,0,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,33,459,57,152,202,113,24,459,7,2,28.6,5,71.4,235,1296,723,18,8,4,14,2,261,30,Match Report,2018-12-26,17:15 (09:15),Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,2,0,0,10,3,1,16,13,12,0,0,0,55,15,14,51.7,Match Report
2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,1,11,3,27.3,0.09,0.33,19.2,1,0,0,1.1,1.1,0.10,-0.1,-0.1,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,4,0,4,100.0,1,0.3,+0.3,0,0,0,0,4,19,21.1,15,2,73.3,49.3,8,100.0,65.4,16,1,6.3,2,18.5,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,279,409,68.2,5633,2048,117,143,81.8,114,156,73.1,46,98,46.9,0,0.5,0.7,5,24,7,2,32,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,409,344,63,9,1,7,17,39,6,4,1,1,279,2,5,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,15,6,3,2,2,2,0,1,0,0,0,1,0,0,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,23,12,9,7,7,6,15,40.0,9,7,3,4,6,29,40,1,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,46,549,58,177,237,140,23,549,11,6,54.5,5,45.5,201,913,483,7,4,2,18,11,277,32,Match Report,2018-12-29,15:00 (07:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,0,0,0,10,10,2,17,6,12,0,0,0,54,27,34,44.3,Match Report
2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,2,13,6,46.2,0.15,0.33,17.0,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,6,2,4,66.7,0,1.1,-0.9,0,0,0,0,6,23,26.1,22,2,77.3,47.0,7,85.7,61.4,12,1,8.3,0,9.0,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,333,449,74.2,5797,2355,168,199,84.4,116,145,80.0,38,76,50.0,1,0.6,0.3,11,31,4,2,39,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,449,406,39,9,1,4,18,15,5,5,0,0,333,4,6,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,24,13,5,2,3,0,1,4,2,1,0,1,0,0,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,17,7,7,7,3,7,18,38.9,11,9,1,8,12,29,18,1,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,45,552,41,153,289,114,13,552,9,7,77.8,2,22.2,310,1608,835,16,10,2,20,8,331,39,Match Report,2019-01-02,19:45 (11:45),Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,1,0,0,11,9,4,18,12,7,0,0,0,55,19,20,48.7,Match Report
2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,3,10,3,30.0,0.30,1.00,,,0,0,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,,,,,,,9,,,,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,,,,,,,,,,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,,0,,,,,,,,,,,0,0,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,51,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-05,12:30 (04:30),FA Cup,Third round,Sat,Away,W,3,1,Bournemouth,1,0,0,7,6,0,9,0,0,0,0,0,,,,,Match Report
2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,0,7,0,0.0,0.00,,19.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,3,1,2,100.0,0,1.1,+0.1,1,1,0,0,7,25,28.0,22,2,77.3,49.4,8,100.0,64.9,13,1,7.7,0,8.3,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,223,339,65.8,4354,2027,86,112,76.8,96,125,76.8,34,79,43.0,0,0.4,0.4,6,20,9,4,29,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,339,300,34,5,0,6,14,17,2,2,0,0,223,5,8,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,13,12,1,0,0,0,0,0,0,0,0,0,0,0,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,12,7,7,4,1,5,14,35.7,9,10,2,8,13,25,17,0,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,30,436,63,187,172,80,12,436,5,3,60.0,2,40.0,215,1152,550,8,3,0,18,8,222,29,Match Report,2019-01-12,15:00 (07:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,0,0,0,15,4,5,14,13,7,0,1,0,56,15,19,44.1,Match Report
