For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,0,6,0,0.0,0.00,,18.1,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,5,2,3,60.0,0,0.7,-1.3,0,0,0,0,8,24,33.3,26,4,53.8,40.5,10,100.0,57.6,18,2,11.1,0,8.5,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,317,426,74.4,6221,2462,143,162,88.3,120,150,80.0,48,88,54.5,0,0.3,0.2,5,24,6,3,31,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,426,380,43,9,0,8,15,19,2,2,0,0,317,3,8,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,11,6,1,3,0,1,0,0,0,0,0,0,0,0,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,16,11,12,4,0,6,12,50.0,6,14,5,9,17,33,26,0,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,47,537,72,221,238,81,10,537,8,6,75.0,2,25.0,251,1254,630,11,7,2,10,16,311,29,Match Report,2018-08-11,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,2,0,0,16,10,3,15,17,11,0,0,0,54,24,15,61.5,Match Report
2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,3,5,2,40.0,0.40,1.00,18.1,1,1,1,1.7,0.9,0.18,+1.3,+1.1,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,3,2,1,66.7,0,1.3,-0.7,1,1,0,0,8,22,36.4,14,1,85.7,52.6,10,100.0,65.7,13,1,7.7,0,9.0,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,206,322,64.0,3946,1809,88,111,79.3,86,114,75.4,26,76,34.2,2,0.8,0.7,4,14,3,2,15,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,322,268,52,13,0,5,13,23,3,3,0,0,206,2,8,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,10,6,0,0,1,2,1,5,3,0,0,1,1,0,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,28,13,10,11,7,12,20,60.0,8,9,2,7,10,38,21,1,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,34,426,43,140,211,83,9,425,6,3,50.0,3,50.0,192,979,454,7,7,1,11,9,204,15,Match Report,2018-08-19,16:00 (08:00),Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,1,0,0,16,13,2,13,10,13,1,1,0,55,12,22,35.3,Match Report
2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,0,6,2,33.3,0.00,0.00,16.8,1,0,0,0.6,0.6,0.10,-0.6,-0.6,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,7,1,6,85.7,0,1.6,+0.6,0,0,0,0,4,21,19.0,14,1,92.9,56.4,8,100.0,63.9,20,0,0.0,0,,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,254,359,70.8,4082,1595,139,158,88.0,88,116,75.9,18,59,30.5,0,0.4,0.5,4,11,3,3,13,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,359,317,39,7,0,3,11,17,5,2,3,0,254,3,9,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,10,9,0,1,0,0,0,0,0,0,0,0,0,0,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,21,9,15,5,1,5,15,33.3,10,13,7,6,29,50,38,1,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,31,497,75,222,202,79,10,497,14,7,50.0,7,50.0,241,1199,545,5,6,3,16,14,252,13,Match Report,2018-08-25,17:30 (09:30),Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,1,0,0,14,7,3,11,29,9,0,0,0,52,19,18,51.4,Match Report
2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,0,11,4,36.4,0.00,0.00,,,0,0,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,8,1,7,87.5,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,,,,,,,7,,,,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,,,,,,,,,,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,,0,,,,,,,,,,,0,0,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,48,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-08-28,19:45 (11:45),EFL Cup,Second round,Tue,Home,L,0,1,Southampton,1,0,0,7,6,3,7,0,0,0,0,0,,,,,Match Report
2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,2,13,3,23.1,0.08,0.33,18.0,0,1,2,2.8,1.2,0.09,-0.8,-0.2,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,5,2,3,60.0,0,2.6,+0.6,0,0,0,0,10,24,41.7,24,2,66.7,45.8,8,100.0,64.0,5,2,40.0,1,15.8,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,310,426,72.8,5841,2051,137,166,82.5,120,140,85.7,44,91,48.4,1,1.2,0.8,9,23,9,4,32,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,426,369,55,14,1,3,29,23,7,6,1,0,310,2,11,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,26,15,3,2,2,3,1,3,1,0,0,0,1,1,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,17,12,8,8,1,8,19,42.1,11,9,2,7,18,35,11,1,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,42,520,44,130,239,158,22,519,16,7,43.8,9,56.3,274,1505,814,23,15,7,15,5,308,32,Match Report,2018-09-01,15:00 (07:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,3,0,0,12,11,2,29,18,12,1,0,0,50,15,15,50.0,Match Report
2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,2,11,3,27.3,0.09,0.33,18.2,0,1,1,1.4,0.8,0.07,+0.6,+0.2,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,4,2,2,75.0,0,1.8,-0.2,1,1,0,0,11,29,37.9,31,2,61.3,39.1,10,100.0,63.6,7,0,0.0,2,23.6,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,368,488,75.4,6658,2592,187,223,83.9,126,154,81.8,47,85,55.3,1,0.7,0.8,10,29,8,2,31,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,488,434,52,11,0,1,18,24,4,1,3,0,368,2,12,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,22,14,4,0,2,2,0,4,0,2,0,0,2,0,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,14,9,9,3,2,4,13,30.8,9,8,3,5,13,27,21,1,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,49,597,57,192,286,122,14,596,11,4,36.4,7,63.6,325,1734,745,11,5,1,14,9,363,31,Match Report,2018-09-17,20:00 (12:00),Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,3,0,0,13,9,2,18,13,9,1,1,0,49,25,17,59.5,Match Report
2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,1,8,4,50.0,0.13,0.25,17.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,7,2,5,85.7,0,2.2,+0.2,1,1,0,0,16,26,61.5,24,2,75.0,47.6,8,100.0,62.0,9,2,22.2,0,7.0,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,209,297,70.4,4365,2330,92,118,78.0,75,98,76.5,38,67,56.7,1,0.7,0.3,6,17,4,1,12,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,297,246,49,9,0,0,14,24,5,2,3,0,209,2,3,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,15,10,3,1,0,1,0,1,1,0,0,0,0,0,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,13,8,7,5,1,8,14,57.1,6,7,3,4,13,26,18,0,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,30,389,60,155,162,77,15,389,12,6,50.0,6,50.0,201,1000,472,6,6,3,13,10,209,12,Match Report,2018-09-22,17:30 (09:30),Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,2,0,0,15,9,2,14,13,8,0,1,0,39,13,9,59.1,Match Report
2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,0,4,1,25.0,0.00,0.00,11.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,8,2,6,75.0,0,2.1,+0.1,0,0,0,0,10,28,35.7,18,1,72.2,49.3,16,93.8,61.0,24,0,0.0,1,10.3,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,153,236,64.8,3038,1523,73,88,83.0,53,70,75.7,23,63,36.5,0,0.2,0.1,4,8,2,2,11,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,236,193,41,4,0,4,8,15,3,1,2,0,153,2,3,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,8,4,2,1,1,0,0,0,0,0,0,0,0,0,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,15,9,13,2,0,5,18,27.8,13,10,7,3,10,25,37,0,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,21,346,98,197,113,41,6,346,8,1,12.5,7,87.5,141,974,433,7,3,1,9,8,152,11,Match Report,2018-09-29,15:00 (07:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,3,0,0,10,4,2,8,10,9,0,0,0,44,8,14,36.4,Match Report
2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,1,9,4,44.4,0.11,0.25,15.3,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,4,0,4,100.0,1,0.9,+0.9,0,0,0,0,11,21,52.4,15,1,80.0,50.4,9,100.0,62.9,15,0,0.0,0,7.0,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,215,323,66.6,4008,1890,107,129,82.9,67,99,67.7,32,68,47.1,1,1.1,0.9,7,16,2,1,17,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,323,274,44,8,0,4,11,24,2,0,2,0,215,5,7,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,13,9,3,1,0,0,0,2,2,0,0,0,0,0,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,17,12,9,5,3,3,8,37.5,5,14,6,8,12,29,29,0,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,36,438,75,159,172,110,11,438,18,11,61.1,7,38.9,205,1178,565,11,14,2,15,5,213,17,Match Report,2018-10-05,20:00 (12:00),Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,3,0,0,12,7,5,11,12,12,0,0,0,50,18,16,52.9,Match Report
2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,1,7,1,14.3,0.14,1.00,18.6,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,6,0,6,100.0,1,1.0,+1.0,0,0,0,0,8,30,26.7,20,3,80.0,47.8,15,93.3,59.6,37,1,2.7,0,5.3,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,172,286,60.1,3197,1491,85,109,78.0,62,82,75.6,23,70,32.9,1,0.5,0.2,4,16,8,1,22,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,286,229,56,13,0,1,10,25,2,0,0,2,172,1,12,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,8,3,1,1,1,0,2,1,0,0,0,1,0,0,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,18,12,9,6,3,10,20,50.0,10,16,8,8,8,26,50,2,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,33,438,96,187,153,100,14,438,14,8,57.1,6,42.9,166,959,404,8,4,2,18,10,171,21,Match Report,2018-10-20,15:00 (07:00),Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,2,0,0,17,12,1,10,8,12,0,0,0,37,26,29,47.3,Match Report
