For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,4,26,11,42.3,0.12,0.27,17.0,0,1,1,4.0,3.2,0.12,0.0,-0.2,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,3,1,2,100.0,0,1.1,+0.1,1,1,0,0,3,3,100.0,31,5,9.7,21.8,8,0.0,9.0,21,0,0.0,0,14.0,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,579,651,88.9,9392,3379,293,312,93.9,234,249,94.0,35,58,60.3,2,2.9,2.9,23,40,17,5,64,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,651,603,46,14,1,2,23,16,6,1,2,0,579,2,7,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,48,36,5,2,2,3,0,6,5,0,0,0,1,0,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,13,10,5,6,2,7,8,87.5,1,8,2,6,4,17,14,0,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,70,769,73,178,368,225,49,768,19,6,31.6,9,47.4,557,2613,1461,29,17,11,19,8,574,64,Match Report,2023-08-12,15:00 (07:00),Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,2,0,0,11,12,2,23,4,10,1,1,0,50,12,21,36.4,Match Report
2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,4,16,8,50.0,0.25,0.50,15.6,0,0,0,2.2,2.2,0.14,+1.8,+1.8,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,5,1,4,80.0,0,1.8,+0.8,0,0,0,0,1,6,16.7,42,3,14.3,25.3,9,0.0,7.2,13,1,7.7,2,13.9,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,501,585,85.6,7682,2610,260,286,90.9,177,196,90.3,35,57,61.4,4,2.2,1.9,15,31,7,0,38,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,585,532,46,18,5,2,9,14,3,2,0,0,501,7,6,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,32,23,0,6,2,0,1,8,5,0,2,1,0,0,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,25,17,14,9,2,8,32,25.0,24,13,4,9,10,35,21,0,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,53,710,90,238,345,132,33,710,26,13,50.0,10,38.5,390,2062,1129,23,10,11,11,10,492,38,Match Report,2023-08-19,15:00 (07:00),Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,6,0,0,11,14,7,9,10,17,0,0,0,59,5,5,50.0,Match Report
2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,1,25,10,40.0,0.04,0.10,19.5,1,0,0,1.5,1.5,0.06,-0.5,-0.5,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,7,3,4,57.1,0,2.9,-0.1,0,0,0,0,1,1,100.0,26,6,3.8,19.2,5,0.0,15.6,8,1,12.5,1,10.0,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,697,812,85.8,11414,3365,357,394,90.6,287,326,88.0,43,67,64.2,1,1.0,2.0,21,79,30,6,109,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,812,760,51,10,0,6,41,15,17,4,5,0,697,1,10,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,47,38,3,1,4,1,0,2,1,0,1,0,0,0,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,12,6,6,3,3,8,17,47.1,9,10,1,9,6,18,12,1,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,78,911,48,115,388,411,66,911,17,7,41.2,9,52.9,663,3253,2089,42,36,14,12,6,689,108,Match Report,2023-08-26,17:30 (09:30),Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,1,0,0,10,9,1,41,6,6,0,0,0,50,13,13,50.0,Match Report
2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,3,15,6,40.0,0.20,0.50,17.3,0,0,0,1.3,1.3,0.09,+1.7,+1.7,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,4,10,40.0,58,4,17.2,27.1,9,0.0,7.7,8,1,12.5,0,6.0,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,528,595,88.7,8905,2895,268,288,93.1,203,215,94.4,47,65,72.3,2,0.7,0.8,12,31,8,1,33,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,595,545,45,17,1,2,9,12,5,3,1,0,528,5,7,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,27,19,4,0,2,1,1,5,4,0,0,1,0,0,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,8,3,3,3,2,3,16,18.8,13,13,3,10,11,19,12,0,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,56,701,100,239,314,161,29,701,21,10,47.6,9,42.9,486,2484,1192,19,16,8,14,9,522,33,Match Report,2023-09-02,17:30 (09:30),Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,4,0,0,14,17,5,9,11,3,0,0,0,46,12,5,70.6,Match Report
2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,3,10,8,80.0,0.30,0.38,17.1,0,0,0,1.7,1.7,0.17,+1.3,+1.3,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,4,1,3,75.0,0,0.7,-0.3,0,0,0,0,8,12,66.7,52,2,23.1,27.4,8,0.0,8.1,15,0,0.0,3,21.8,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,614,677,90.7,10600,3482,292,304,96.1,255,275,92.7,51,69,73.9,3,1.7,0.6,10,17,7,2,27,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,677,644,32,12,5,8,4,9,1,0,0,0,614,1,7,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,19,18,0,1,0,0,0,6,5,0,1,0,0,0,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,19,9,11,7,1,9,31,29.0,22,13,6,7,10,29,19,0,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,56,788,111,372,336,86,14,788,20,6,30.0,10,50.0,513,2732,1415,29,16,4,17,6,607,27,Match Report,2023-09-16,15:00 (07:00),Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,2,0,0,9,8,1,4,10,9,0,0,0,53,5,1,83.3,Match Report
2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,2,13,5,38.5,0.00,0.00,19.1,1,2,2,2.7,1.1,0.08,-0.7,-1.1,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,6,3,3,50.0,0,2.0,-1.0,0,0,0,0,1,2,50.0,25,5,8.0,19.6,3,0.0,11.0,5,0,0.0,5,26.4,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,575,668,86.1,8914,2947,304,328,92.7,233,258,90.3,24,42,57.1,0,0.8,1.3,10,56,11,2,58,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,668,609,57,14,1,2,18,25,11,8,0,0,575,2,14,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,29,23,1,1,1,3,0,4,2,0,0,0,2,0,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,15,7,2,6,7,7,15,46.7,8,6,1,5,6,21,7,0,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,75,765,31,130,391,247,32,763,24,8,33.3,16,66.7,549,3012,1620,22,20,11,15,5,565,57,Match Report,2023-09-21,20:00 (12:00),Europa Lg,Group stage,Thu,Home,L,2,3,gr AEK Athens,4,0,0,8,15,2,18,6,7,2,0,0,38,11,11,50.0,Match Report
2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,2,13,4,30.8,0.15,0.50,17.1,0,0,0,1.9,1.9,0.14,+0.1,+0.1,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,4,18,22.2,52,3,34.6,34.5,6,0.0,7.2,7,1,14.3,1,16.5,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,469,550,85.3,8146,2643,217,235,92.3,184,211,87.2,57,85,67.1,2,1.8,1.2,11,20,7,2,32,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,550,505,44,18,0,2,13,14,4,4,0,0,469,1,6,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,21,15,2,1,3,0,0,4,4,0,0,0,0,0,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,24,15,12,7,5,7,23,30.4,16,10,5,5,10,34,14,1,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,61,677,65,254,320,111,16,677,22,7,31.8,12,54.5,384,1890,770,9,4,2,24,11,449,31,Match Report,2023-09-24,14:00 (06:00),Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,3,0,0,12,17,1,13,10,15,0,0,0,52,11,1,91.7,Match Report
2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,0,13,2,15.4,0.00,0.00,,,0,0,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,,,,,,,16,,,,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,,,,,,,,,,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,,14,,,,,,,,,,,10,0,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,61,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-09-27,19:45 (11:45),EFL Cup,Third round,Wed,Away,L,0,1,Chelsea,2,0,0,16,6,2,16,10,14,,,0,,,,,Match Report
2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,1,11,3,27.3,0.09,0.33,15.4,0,0,0,1.7,1.7,0.16,-0.7,-0.7,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,9,6,4,33.3,0,3.1,-1.9,0,0,0,0,1,1,100.0,29,4,3.4,24.1,5,0.0,7.6,3,1,33.3,0,12.0,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,478,550,86.9,7560,2392,234,249,94.0,203,229,88.6,25,39,64.1,1,1.6,1.6,10,29,9,1,39,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,550,498,46,19,2,0,10,12,3,1,2,0,478,6,8,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,22,16,1,2,2,1,0,2,1,0,1,0,0,0,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,19,13,4,14,1,7,16,43.8,9,12,6,6,8,27,13,1,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,61,651,57,188,329,137,20,651,22,10,45.5,11,50.0,421,2159,1144,21,8,5,12,10,470,38,Match Report,2023-09-30,12:30 (04:30),Premier League,Matchweek 7,Sat,Away,L,1,6,Aston Villa,4,0,0,21,19,6,10,8,13,0,0,1,38,8,5,61.5,Match Report
2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,2,13,4,30.8,0.08,0.25,15.7,1,1,1,2.4,1.8,0.14,-0.4,-0.8,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,4,2,2,50.0,0,1.4,-0.6,0,0,0,0,0,3,0.0,33,4,9.1,21.7,6,0.0,11.0,13,0,0.0,5,21.0,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,396,469,84.4,7284,2451,146,163,89.6,214,236,90.7,27,53,50.9,1,1.8,2.8,11,25,8,1,36,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,469,427,42,11,3,2,13,17,5,1,4,0,396,0,8,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,26,19,3,1,1,2,0,4,3,0,0,0,1,0,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,8,5,5,1,2,4,11,36.4,7,13,6,7,11,19,19,1,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,54,585,69,208,255,131,24,584,18,5,27.8,9,50.0,414,2606,1116,15,16,4,19,8,384,36,Match Report,2023-10-05,18:45 (09:45),Europa Lg,Group stage,Thu,Away,D,2,2,fr Marseille,4,0,0,10,10,0,13,11,5,1,0,0,51,8,14,36.4,Match Report
