For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,3,12,5,41.7,0.25,0.60,18.2,1,0,0,1.2,1.2,0.10,+1.8,+1.8,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,0,0,0,,1,0.0,0.0,0,0,0,0,2,13,15.4,20,3,45.0,35.7,16,25.0,31.2,20,1,5.0,1,15.5,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,493,595,82.9,8005,2848,246,269,91.4,177,199,88.9,46,82,56.1,3,1.1,1.1,10,21,6,2,31,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,595,533,57,13,5,4,23,21,6,4,2,0,493,5,7,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,20,18,1,0,1,0,0,5,5,0,0,0,0,0,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,20,15,12,8,0,11,16,68.8,5,3,1,2,10,30,17,0,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,58,692,80,237,336,123,12,692,17,8,47.1,5,29.4,404,1686,755,13,10,3,18,6,491,31,Match Report,2022-08-15,19:30 (10:30),La Liga,Matchweek 1,Mon,Away,W,3,0,Getafe,1,0,0,19,12,5,23,10,15,0,0,0,44,10,14,41.7,Match Report
2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,0,13,5,38.5,0.00,0.00,19.4,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,5,2,3,60.0,0,2.1,+0.1,0,0,0,0,2,6,33.3,20,6,20.0,27.4,7,28.6,33.0,6,1,16.7,1,14.3,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,437,527,82.9,7439,2459,191,205,93.2,206,234,88.0,25,54,46.3,0,1.1,1.0,11,27,12,7,46,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,527,482,43,12,2,2,30,16,5,2,1,0,437,2,11,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,22,18,0,1,1,0,2,0,0,0,0,0,0,0,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,18,15,7,9,2,14,24,58.3,10,16,9,7,2,20,11,1,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,51,619,53,165,312,144,30,619,9,4,44.4,4,44.4,378,2004,1292,29,18,6,7,2,434,46,Match Report,2022-08-21,19:30 (10:30),La Liga,Matchweek 2,Sun,Home,L,0,2,Villarreal,2,1,0,8,10,2,30,2,15,0,0,0,38,12,11,52.2,Match Report
2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,1,13,7,53.8,0.08,0.14,15.1,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,3,15,20.0,21,6,47.6,40.0,6,83.3,52.3,21,2,9.5,1,12.2,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,203,284,71.5,3425,1567,97,110,88.2,61,79,77.2,27,56,48.2,1,1.5,0.8,11,13,1,1,16,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,284,233,44,15,1,3,6,20,2,1,1,0,203,7,10,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,19,13,2,0,3,0,1,2,1,0,0,0,0,1,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,18,10,14,4,0,7,18,38.9,11,11,6,5,8,26,33,0,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,31,388,67,188,144,60,13,388,7,2,28.6,2,28.6,168,681,351,8,2,5,10,3,201,15,Match Report,2022-08-29,22:00 (13:00),La Liga,Matchweek 3,Mon,Away,W,1,0,Valencia,3,0,0,17,14,7,6,8,10,0,0,0,44,10,11,47.6,Match Report
2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,1,15,7,46.7,0.07,0.14,18.2,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,5,1,4,80.0,0,1.4,0.0,0,0,0,0,4,21,19.0,26,3,50.0,40.0,8,100.0,70.0,12,0,0.0,0,,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,300,405,74.1,4793,2027,139,157,88.5,92,116,79.3,30,72,41.7,0,0.7,0.8,11,19,8,2,33,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,405,342,63,21,1,4,14,26,6,3,3,0,300,0,8,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,27,18,2,0,4,3,0,1,0,0,0,1,0,0,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,16,9,10,5,1,7,16,43.8,9,14,6,8,8,24,19,0,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,46,516,66,206,208,106,17,516,14,6,42.9,7,50.0,231,1104,484,9,12,3,13,14,293,31,Match Report,2022-09-03,18:30 (09:30),La Liga,Matchweek 4,Sat,Away,D,1,1,Real Sociedad,4,0,0,13,18,0,14,8,9,0,0,0,58,22,11,66.7,Match Report
2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,2,10,3,30.0,0.20,0.67,21.1,1,0,0,0.8,0.8,0.08,+1.2,+1.2,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,3,1,2,100.0,0,2.1,+1.1,1,1,0,0,3,9,33.3,18,3,11.1,23.8,12,58.3,45.5,12,0,0.0,2,14.8,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,439,545,80.6,7249,2337,226,251,90.0,160,197,81.2,38,71,53.5,1,0.6,0.3,7,26,4,0,34,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,545,492,51,12,0,5,13,23,2,1,1,0,439,2,7,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,18,13,1,1,2,1,0,3,2,0,0,1,0,0,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,9,5,4,3,2,4,10,40.0,6,23,7,16,10,19,18,0,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,53,651,61,217,325,111,11,651,17,11,64.7,6,35.3,377,1909,1024,17,15,2,15,8,437,34,Match Report,2022-09-07,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,2,0,0,12,12,2,13,10,5,0,1,0,52,21,17,55.3,Match Report
2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,3,10,4,40.0,0.30,0.75,16.0,0,0,0,0.7,0.7,0.07,+2.3,+2.3,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,6,20,30.0,25,6,40.0,38.1,10,100.0,68.6,15,3,20.0,0,5.2,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,404,495,81.6,7140,2380,211,229,92.1,134,157,85.4,50,82,61.0,3,0.6,0.3,9,24,9,2,26,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,495,454,41,7,2,17,7,18,4,0,2,0,404,0,7,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,20,17,1,1,0,1,0,6,6,0,0,0,0,0,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,15,10,5,10,0,10,18,55.6,8,9,5,4,12,27,26,1,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,46,599,73,202,299,105,19,599,21,14,66.7,7,33.3,366,1621,830,15,12,6,14,6,402,26,Match Report,2022-09-10,21:00 (12:00),La Liga,Matchweek 5,Sat,Home,W,4,1,Celta Vigo,2,0,0,11,6,0,7,12,10,0,0,0,51,12,10,54.5,Match Report
2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,0,12,3,25.0,0.00,0.00,18.5,1,0,0,0.9,0.9,0.08,-0.9,-0.9,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,5,2,3,60.0,0,1.8,-0.2,0,0,0,0,4,14,28.6,21,5,33.3,33.3,9,77.8,57.4,11,0,0.0,0,9.3,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,510,604,84.4,8188,2816,258,284,90.8,206,226,91.2,30,62,48.4,0,0.4,0.9,9,40,13,3,47,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,604,549,53,15,0,3,18,22,4,2,1,0,510,2,7,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,20,13,2,2,1,1,1,0,0,0,0,0,0,0,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,10,7,5,3,2,5,12,41.7,7,19,7,12,7,17,17,1,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,55,696,58,192,315,194,23,696,16,8,50.0,6,37.5,403,1942,985,17,14,4,10,10,506,46,Match Report,2022-09-13,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,0,0,0,13,15,2,18,7,7,0,0,0,38,12,9,57.1,Match Report
2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,1,12,4,33.3,0.08,0.25,19.4,0,0,0,1.0,1.0,0.09,0.0,0.0,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,3,2,1,33.3,0,1.5,-0.5,0,0,0,0,1,5,20.0,19,3,21.1,34.7,2,50.0,43.0,4,0,0.0,2,33.5,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,523,603,86.7,8381,2716,285,304,93.8,202,219,92.2,29,60,48.3,0,0.5,0.6,8,39,5,1,38,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,603,560,41,16,1,4,21,12,8,5,0,0,523,2,7,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,20,13,3,1,1,2,0,0,0,0,0,0,0,0,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,11,6,4,7,0,6,16,37.5,10,7,1,6,9,20,8,0,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,54,681,36,152,388,149,17,681,20,11,55.0,6,30.0,515,2027,1010,21,17,5,11,6,520,38,Match Report,2022-09-18,21:00 (12:00),La Liga,Matchweek 6,Sun,Home,L,1,2,Real Madrid,4,1,1,15,16,2,21,9,6,0,0,0,54,5,8,38.5,Match Report
2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,2,20,6,30.0,0.10,0.33,17.6,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,3,0,3,100.0,1,0.3,+0.3,0,0,0,0,4,25,16.0,29,5,51.7,40.1,11,100.0,68.8,22,2,9.1,0,8.5,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,346,447,77.4,5530,2122,183,205,89.3,124,148,83.8,27,69,39.1,2,1.9,1.4,14,22,9,1,32,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,447,403,44,11,3,2,18,14,7,5,2,0,346,0,5,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,38,35,1,1,1,0,0,3,3,0,0,0,0,0,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,15,13,10,4,1,2,5,40.0,3,8,3,5,7,22,28,0,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,40,557,85,246,183,134,31,557,16,11,68.8,5,31.3,218,1502,713,23,11,7,10,8,345,32,Match Report,2022-10-01,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Sevilla,2,0,0,12,8,0,18,7,13,0,0,0,54,12,9,57.1,Match Report
2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,0,19,5,26.3,0.00,0.00,20.0,2,0,1,2.1,1.3,0.07,-2.1,-1.3,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,3,2,1,33.3,0,1.7,-0.3,0,0,0,0,2,7,28.6,14,1,42.9,35.6,4,25.0,23.3,13,1,7.7,2,19.5,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,485,577,84.1,7858,2509,254,282,90.1,170,198,85.9,44,70,62.9,0,1.0,0.8,13,26,12,1,42,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,577,538,36,7,2,6,17,17,5,4,1,0,485,3,5,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,36,26,0,1,3,3,3,0,0,0,0,0,0,0,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,16,10,8,3,5,10,15,66.7,5,13,3,10,6,22,15,0,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,52,695,48,210,289,198,28,694,11,4,36.4,5,45.5,522,2562,1146,15,19,6,15,14,481,41,Match Report,2022-10-04,21:00 (12:00),Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,3,0,0,8,8,3,17,6,10,1,0,0,57,5,8,38.5,Match Report
