For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,3,14,5,35.7,0.14,0.40,17.4,0,1,1,2.7,1.9,0.15,+0.3,+0.1,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,4,4,0,0.0,0,1.4,-2.6,0,0,0,0,2,9,22.2,31,2,25.8,28.2,8,12.5,19.4,17,0,0.0,1,16.8,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,346,462,74.9,5454,2028,178,204,87.3,135,172,78.5,21,50,42.0,2,1.4,0.6,9,16,3,1,14,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,462,412,49,16,0,3,9,18,2,0,2,0,346,1,11,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,22,11,2,1,5,3,0,5,3,0,0,1,1,0,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,22,13,9,9,4,9,26,34.6,17,16,6,10,15,37,21,1,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,41,591,72,251,279,73,15,590,19,12,63.2,7,36.8,260,1335,616,9,11,2,15,10,342,14,Match Report,2020-11-08,18:00 (09:00),Bundesliga,Matchweek 7,Sun,Away,L,3,4,Leverkusen,2,0,0,12,15,1,9,15,13,1,0,0,62,19,19,50.0,Match Report
2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,1,14,6,42.9,0.07,0.17,15.9,1,0,0,2.1,2.1,0.17,-1.1,-1.1,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,5,1,4,80.0,0,1.3,+0.3,0,0,0,0,2,10,20.0,36,3,25.0,27.7,4,25.0,42.8,9,0,0.0,0,9.0,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,478,591,80.9,8488,2863,216,246,87.8,214,242,88.4,44,76,57.9,0,1.5,1.1,9,36,11,4,65,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,591,545,39,11,2,3,15,20,2,1,1,0,478,7,10,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,22,17,0,0,3,1,1,1,0,0,0,1,0,0,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,20,16,6,7,7,9,21,42.9,12,13,2,11,15,35,15,0,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,52,700,55,222,317,167,25,700,9,5,55.6,4,44.4,409,1761,843,17,13,4,18,8,477,64,Match Report,2020-11-21,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,D,1,1,Augsburg,1,0,0,7,12,7,15,15,16,0,0,0,70,15,12,55.6,Match Report
2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,4,13,5,38.5,0.23,0.60,17.8,1,1,1,3.2,2.4,0.20,+0.8,+0.6,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,3,0,3,100.0,1,0.6,+0.6,0,0,0,0,4,11,36.4,39,5,28.2,27.5,5,0.0,21.2,11,1,9.1,0,13.0,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,432,533,81.1,7000,2374,217,244,88.9,160,182,87.9,35,62,56.5,1,1.7,1.2,9,16,8,0,36,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,533,483,49,12,3,2,10,27,4,3,1,0,432,1,13,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,26,16,3,1,3,3,0,8,2,2,0,1,3,0,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,22,12,12,6,4,7,21,33.3,14,11,3,8,11,33,15,0,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,47,636,69,226,306,112,17,635,19,12,63.2,7,36.8,289,1601,914,17,10,2,7,6,430,36,Match Report,2020-11-25,18:55 (09:55),Champions Lg,Group stage,Wed,Home,W,4,0,ua Shakhtar,2,0,0,14,12,1,10,11,12,1,0,0,56,19,10,65.5,Match Report
2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,4,18,9,50.0,0.22,0.44,12.4,0,0,0,3.0,3.0,0.17,+1.0,+1.0,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,2,1,1,50.0,0,1.0,0.0,0,0,0,0,2,5,40.0,40,2,7.5,26.7,7,28.6,24.4,17,0,0.0,1,12.8,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,481,584,82.4,8277,2782,214,241,88.8,207,236,87.7,43,69,62.3,2,1.8,1.2,12,26,8,0,36,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,584,540,43,15,1,4,14,14,5,2,3,0,481,1,10,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,32,19,5,1,5,1,1,5,3,0,0,2,0,0,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,21,13,9,10,2,11,22,50.0,11,20,6,14,6,27,22,1,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,56,705,82,281,313,121,28,705,16,14,87.5,2,12.5,385,1866,1069,18,13,5,13,9,478,35,Match Report,2020-11-28,18:30 (09:30),Bundesliga,Matchweek 9,Sat,Home,W,4,1,Schalke 04,2,0,0,8,13,1,14,6,13,0,0,0,64,11,14,44.0,Match Report
2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,2,10,5,50.0,0.20,0.40,18.2,2,0,0,1.3,1.3,0.13,+0.7,+0.7,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,4,3,1,25.0,0,1.4,-1.6,0,0,0,0,3,4,75.0,27,1,11.1,25.7,4,25.0,33.8,11,0,0.0,2,22.7,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,492,575,85.6,8800,2871,205,234,87.6,240,261,92.0,41,61,67.2,2,1.3,0.9,8,32,5,1,44,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,575,533,41,14,1,4,21,16,3,1,2,0,492,1,6,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,19,14,2,0,1,1,1,4,3,0,0,0,0,1,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,12,6,5,7,0,5,13,38.5,8,21,8,13,11,23,20,0,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,54,685,59,179,366,148,14,685,11,5,45.5,6,54.5,394,1619,899,17,20,3,9,5,491,44,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,L,2,3,it Inter,3,0,0,14,13,1,21,11,6,0,0,0,46,10,9,52.6,Match Report
2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,2,12,4,33.3,0.17,0.50,19.2,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,7,2,5,85.7,0,1.7,-0.3,1,1,0,0,8,13,61.5,43,6,27.9,29.6,12,8.3,20.7,17,0,0.0,0,10.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,512,625,81.9,8718,3343,241,263,91.6,221,258,85.7,41,73,56.2,2,1.2,1.4,11,36,5,1,38,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,625,568,56,13,1,2,16,23,5,3,2,0,512,1,10,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,21,21,0,0,0,0,0,4,4,0,0,0,0,0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,9,5,5,1,3,4,13,30.8,9,7,2,5,10,19,20,1,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,61,740,99,261,334,153,13,740,16,9,56.3,7,43.8,368,2116,1224,27,20,4,16,10,508,38,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,D,2,2,Freiburg,2,0,0,19,11,1,16,10,5,0,1,0,45,13,17,43.3,Match Report
2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,0,7,1,14.3,0.00,0.00,17.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,7,2,5,71.4,0,4.0,+2.0,0,0,0,0,2,2,100.0,36,5,5.6,25.8,5,0.0,15.8,14,0,0.0,0,16.0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,383,461,83.1,6495,2288,180,195,92.3,172,202,85.1,28,51,54.9,0,0.9,0.6,5,29,6,1,28,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,461,423,36,10,1,6,8,17,1,1,0,0,383,2,2,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,13,8,1,1,0,2,1,0,0,0,0,0,0,0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,15,11,5,7,3,5,17,29.4,12,21,7,14,10,25,15,0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,37,559,82,224,247,93,9,559,12,6,50.0,6,50.0,261,1352,769,12,10,0,12,6,381,28,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,2,es Real Madrid,1,0,0,15,9,2,8,10,11,0,0,0,48,10,10,50.0,Match Report
2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,1,16,3,18.8,0.06,0.33,17.6,1,0,0,1.7,1.7,0.11,-0.7,-0.7,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,3,1,2,66.7,0,1.0,0.0,0,0,0,0,3,8,37.5,21,2,33.3,32.9,5,20.0,28.8,5,1,20.0,5,23.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,376,492,76.4,6141,2239,193,221,87.3,148,181,81.8,26,56,46.4,1,1.5,1.4,12,26,9,2,52,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,492,428,63,18,1,6,37,25,13,3,10,0,376,1,18,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,30,22,3,1,0,4,0,2,2,0,0,0,0,0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,12,7,6,4,2,5,10,50.0,5,9,2,7,14,26,17,1,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,55,585,48,153,255,180,29,585,15,10,66.7,5,33.3,387,2021,1170,24,13,10,12,12,375,52,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,D,1,1,Hertha BSC,3,0,0,9,17,1,37,14,7,0,0,0,57,18,16,52.9,Match Report
2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,3,7,4,57.1,0.29,0.50,21.4,1,1,1,1.4,0.6,0.10,+1.6,+1.4,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,3,3,0,33.3,0,2.2,-0.8,1,1,0,0,11,18,61.1,47,6,31.9,32.4,6,50.0,33.3,10,0,0.0,1,24.0,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,412,553,74.5,7457,2823,183,221,82.8,167,209,79.9,53,90,58.9,0,0.3,0.9,2,29,4,2,39,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,553,492,58,17,0,4,19,26,5,2,2,0,412,3,12,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,15,8,2,0,1,4,0,5,2,0,0,1,2,0,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,10,4,5,3,2,5,17,29.4,12,10,2,8,8,18,15,0,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,60,653,64,244,317,93,16,652,10,7,70.0,3,30.0,384,1564,700,11,8,1,18,10,400,37,Match Report,2020-12-15,18:30 (09:30),Bundesliga,Matchweek 12,Tue,Away,D,3,3,Eint Frankfurt,4,0,0,15,17,3,19,8,4,1,1,0,56,23,29,44.2,Match Report
2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,1,14,4,28.6,0.00,0.00,21.4,1,1,1,1.9,1.1,0.08,-0.9,-1.1,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,5,2,3,60.0,0,1.6,-0.4,0,0,0,0,8,23,34.8,41,4,39.0,34.0,11,63.6,42.8,8,1,12.5,0,9.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,385,482,79.9,6932,2684,167,192,87.0,171,198,86.4,41,75,54.7,0,1.0,0.6,11,24,3,0,32,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,482,417,64,22,2,1,12,25,3,0,2,0,385,1,9,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,24,19,3,0,0,2,0,2,1,0,0,0,1,0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,12,7,3,7,2,4,9,44.4,5,16,3,13,10,22,10,0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,48,584,66,212,275,100,19,583,16,10,62.5,6,37.5,312,1677,870,21,8,10,13,8,381,32,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,1,2,Hoffenheim,1,1,0,14,20,1,12,10,7,1,0,0,46,8,19,29.6,Match Report
2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,5,19,10,52.6,0.21,0.40,,,1,1,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,2,0,2,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,,,,,,,19,,,,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,,,,,,,,,,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,,15,,,,,,,,,,,10,0,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,72,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-22,20:45 (11:45),DFB-Pokal,Second round,Tue,Away,W,5,0,Elversberg,1,0,0,13,9,1,19,10,15,,,0,,,,,Match Report
2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,1,24,6,25.0,0.04,0.17,17.9,1,0,0,2.5,2.5,0.11,-1.5,-1.5,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,0,0,0,,1,0.0,0.0,0,0,0,0,3,10,30.0,26,2,26.9,30.7,10,30.0,34.5,12,0,0.0,1,17.0,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,468,590,79.3,8402,3373,202,233,86.7,190,217,87.6,60,105,57.1,1,2.0,2.3,16,46,17,1,63,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,590,531,54,9,3,4,28,20,14,4,7,0,468,5,10,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,40,30,4,0,3,3,0,2,2,0,0,0,0,0,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,11,8,3,8,0,7,17,41.2,10,13,2,11,15,26,23,0,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,58,721,53,194,346,185,36,721,20,12,60.0,8,40.0,415,2005,1072,18,9,7,20,3,467,63,Match Report,2021-01-02,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,W,1,0,Arminia,1,0,0,7,8,5,28,15,8,0,0,0,61,25,22,53.2,Match Report
2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,3,8,4,50.0,0.38,0.75,17.4,0,0,0,1.2,1.2,0.15,+1.8,+1.8,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,3,2,1,66.7,0,1.2,-0.8,1,1,0,0,4,8,50.0,25,1,28.0,29.8,10,10.0,17.5,27,0,0.0,2,20.5,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,294,382,77.0,5062,2124,140,164,85.4,130,155,83.9,21,41,51.2,3,1.1,0.8,7,17,4,1,23,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,382,335,44,14,2,3,6,14,3,0,2,0,294,3,16,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,15,13,1,0,0,1,0,5,5,0,0,0,0,0,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,21,9,14,7,0,9,22,40.9,13,18,8,10,18,39,29,0,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,33,516,96,271,181,68,15,516,5,3,60.0,2,40.0,273,1107,551,12,4,7,18,12,293,23,Match Report,2021-01-08,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,W,3,2,Bayern Munich,1,0,0,9,9,3,6,18,9,0,1,0,57,11,8,57.9,Match Report
2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,2,7,4,57.1,0.14,0.25,19.8,0,1,1,1.4,0.6,0.09,+0.6,+0.4,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,6,2,4,83.3,0,1.5,-0.5,1,1,0,0,3,14,21.4,36,8,33.3,35.6,5,40.0,40.2,21,0,0.0,2,20.6,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,348,445,78.2,6316,2382,153,175,87.4,161,189,85.2,31,69,44.9,1,0.5,0.3,5,31,5,0,30,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,445,411,34,10,1,4,5,14,2,1,1,0,348,0,7,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,14,12,0,1,0,1,0,4,3,0,0,0,1,0,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,18,12,10,8,0,9,28,32.1,19,15,6,9,17,35,25,0,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,40,569,80,216,256,106,12,568,7,4,57.1,3,42.9,302,1651,874,20,12,6,15,9,346,30,Match Report,2021-01-16,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Away,D,2,2,Stuttgart,3,0,0,20,10,0,5,17,12,1,1,0,69,12,12,50.0,Match Report
