For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,0,3,1,33.3,0.0,0.0,16.5,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,10,3,7,70.0,0,3.1,0.1,0,0,0,0,2.0,8.0,25.0,32.0,5.0,18.8,31.2,10.0,20.0,30.9,18.0,0.0,0.0,0.0,,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,253.0,362.0,69.9,4591.0,1739.0,99.0,131.0,75.6,112.0,131.0,85.5,31.0,66.0,47.0,0,0.1,0.2,2.0,11.0,1.0,1.0,15.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,362.0,309.0,51.0,19.0,0.0,2.0,5,18.0,1.0,0.0,1.0,0.0,253.0,2.0,10.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,10.0,8,8.0,1.0,1.0,2.0,17.0,11.8,15.0,22.0,12.0,10.0,14,24,26.0,0.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,37.0,472.0,94.0,251.0,189.0,35.0,5.0,472.0,11.0,6.0,54.5,5.0,45.5,198.0,1129.0,555.0,11.0,5.0,3.0,20.0,7.0,251.0,15.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,3.0,RB Leipzig,2,0,0,14,14,2,5,14,8,0.0,0.0,0,50.0,10.0,29.0,25.6,Match Report
2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,0,5,0,0.0,0.0,,18.3,1.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,3,0,3,100.0,1,0.8,0.8,0,0,0,0,1.0,12.0,8.3,27.0,6.0,7.4,24.4,11.0,90.9,55.7,16.0,0.0,0.0,1.0,28.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,475.0,611.0,77.7,8386.0,2647.0,202.0,244.0,82.8,216.0,245.0,88.2,47.0,83.0,56.6,0,0.1,0.5,2.0,36.0,9.0,2.0,44.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,611.0,550.0,61.0,15.0,0.0,1.0,16,28.0,6.0,2.0,4.0,0.0,475.0,0.0,9.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,8.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,9.0,8,5.0,3.0,1.0,2.0,3.0,66.7,1.0,12.0,7.0,5.0,15,24,21.0,0.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,62.0,735.0,67.0,226.0,349.0,165.0,19.0,735.0,26.0,16.0,61.5,10.0,38.5,339.0,1862.0,840.0,16.0,11.0,0.0,23.0,16.0,472.0,44.0,Match Report,2021-02-13,18:30 (09:30),Bundesliga,Matchweek 21,Sat,Away,D,0.0,0.0,Union Berlin,2,0,0,15,13,0,16,15,8,0.0,0.0,0,63.0,17.0,16.0,51.5,Match Report
2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,0,13,2,15.4,0.0,0.0,17.9,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,6,4,2,20.0,0,2.2,-1.8,0,0,0,0,2.0,12.0,16.7,25.0,4.0,36.0,36.8,4.0,75.0,50.5,6.0,0.0,0.0,0.0,3.5,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,299.0,392.0,76.3,5298.0,1840.0,135.0,161.0,83.9,116.0,138.0,84.1,36.0,66.0,54.5,0,0.5,0.6,7.0,25.0,7.0,1.0,30.0,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,392.0,349.0,42.0,13.0,0.0,4.0,10,16.0,4.0,1.0,2.0,0.0,299.0,1.0,7.0,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,20.0,12.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,8.0,6,5.0,2.0,1.0,4.0,15.0,26.7,11.0,8.0,3.0,5.0,17,25,13.0,1.0,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,38.0,495.0,62.0,175.0,225.0,102.0,19.0,495.0,17.0,12.0,70.6,5.0,29.4,294.0,1751.0,917.0,10.0,14.0,3.0,16.0,11.0,296.0,30.0,Match Report,2021-02-20,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,0.0,4.0,Dortmund,2,0,0,9,11,1,10,17,6,0.0,0.0,0,52.0,6.0,8.0,42.9,Match Report
2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,1,9,4,44.4,0.11,0.25,20.7,0.0,0,1,1.5,0.7,0.08,-0.5,0.3,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,10,5,5,50.0,0,1.9,-3.1,0,0,0,0,2.0,13.0,15.4,25.0,6.0,40.0,35.3,8.0,37.5,32.6,23.0,0.0,0.0,5.0,20.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,364.0,464.0,78.4,6396.0,2331.0,151.0,174.0,86.8,159.0,179.0,88.8,39.0,75.0,52.0,1,0.7,0.7,8.0,31.0,10.0,1.0,38.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,464.0,407.0,56.0,14.0,0.0,2.0,22,19.0,9.0,2.0,5.0,0.0,364.0,1.0,10.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,20.0,14.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,16.0,13,8.0,6.0,2.0,7.0,14.0,50.0,7.0,11.0,1.0,10.0,8,24,27.0,0.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,51.0,584.0,74.0,194.0,263.0,131.0,20.0,583.0,11.0,7.0,63.6,4.0,36.4,319.0,1937.0,943.0,21.0,15.0,5.0,15.0,15.0,363.0,38.0,Match Report,2021-02-27,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,L,1.0,5.0,Stuttgart,3,0,0,18,15,1,22,8,13,1.0,0.0,0,54.0,12.0,11.0,52.2,Match Report
2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,0,2,2,100.0,0.0,0.0,17.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,2,0,2,100.0,1,0.2,0.2,0,0,0,0,4.0,19.0,21.1,33.0,8.0,27.3,30.0,16.0,62.5,43.3,24.0,2.0,8.3,2.0,13.8,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,304.0,444.0,68.5,5600.0,2278.0,108.0,147.0,73.5,148.0,185.0,80.0,36.0,76.0,47.4,0,0.2,0.1,2.0,9.0,1.0,0.0,22.0,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,444.0,379.0,64.0,18.0,0.0,2.0,7,27.0,2.0,0.0,2.0,0.0,304.0,1.0,11.0,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,22.0,14,14.0,8.0,0.0,3.0,14.0,21.4,11.0,20.0,10.0,10.0,21,43,33.0,0.0,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,49.0,611.0,111.0,302.0,269.0,45.0,3.0,611.0,18.0,8.0,44.4,10.0,55.6,274.0,1396.0,676.0,9.0,8.0,0.0,28.0,17.0,302.0,22.0,Match Report,2021-03-05,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,0.0,0.0,Mainz 05,2,0,0,10,13,1,7,21,14,0.0,0.0,0,64.0,30.0,35.0,46.2,Match Report
2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,0,5,1,20.0,0.0,0.0,19.4,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,7,5,3,28.6,0,2.4,-1.6,0,0,0,0,4.0,11.0,36.4,37.0,11.0,24.3,29.0,7.0,28.6,31.6,10.0,0.0,0.0,1.0,11.8,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,327.0,452.0,72.3,6304.0,2236.0,127.0,156.0,81.4,148.0,183.0,80.9,46.0,81.0,56.8,0,0.2,0.3,4.0,14.0,3.0,0.0,30.0,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,452.0,381.0,69.0,18.0,1.0,3.0,17,30.0,8.0,2.0,6.0,0.0,327.0,2.0,15.0,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,8.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,12.0,8,5.0,7.0,0.0,5.0,8.0,62.5,3.0,11.0,3.0,8.0,21,33,18.0,1.0,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,47.0,556.0,87.0,247.0,222.0,92.0,13.0,556.0,21.0,11.0,52.4,10.0,47.6,283.0,1526.0,725.0,15.0,6.0,4.0,17.0,13.0,327.0,30.0,Match Report,2021-03-13,15:30 (06:30),Bundesliga,Matchweek 25,Sat,Away,L,0.0,5.0,Wolfsburg,1,0,0,8,11,2,17,21,8,0.0,0.0,1,55.0,7.0,11.0,38.9,Match Report
2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,0,4,1,25.0,0.0,0.0,18.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,7,3,5,57.1,0,1.8,-0.2,0,0,0,0,6.0,15.0,40.0,14.0,2.0,35.7,33.9,13.0,76.9,50.3,12.0,0.0,0.0,3.0,14.5,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,248.0,334.0,74.3,4686.0,1866.0,98.0,115.0,85.2,117.0,136.0,86.0,30.0,66.0,45.5,0,0.1,0.2,3.0,14.0,4.0,0.0,23.0,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,334.0,287.0,40.0,9.0,1.0,2.0,10,12.0,2.0,1.0,1.0,0.0,248.0,7.0,7.0,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,14.0,6,6.0,5.0,3.0,3.0,15.0,20.0,12.0,12.0,5.0,7.0,6,20,26.0,2.0,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,30.0,442.0,75.0,225.0,170.0,52.0,11.0,442.0,13.0,9.0,69.2,4.0,30.8,243.0,1129.0,421.0,8.0,6.0,4.0,14.0,6.0,247.0,23.0,Match Report,2021-03-20,18:30 (10:30),Bundesliga,Matchweek 26,Sat,Home,L,0.0,3.0,Gladbach,1,0,0,8,8,7,10,6,6,0.0,0.0,1,53.0,10.0,9.0,52.6,Match Report
2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,1,6,2,33.3,0.17,0.5,13.7,0.0,0,0,1.0,1.0,0.17,0.0,0.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,3,2,1,33.3,0,1.6,-0.4,0,0,0,0,5.0,8.0,62.5,21.0,3.0,28.6,30.8,6.0,33.3,35.0,12.0,0.0,0.0,3.0,26.2,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,346.0,435.0,79.5,6273.0,2503.0,147.0,168.0,87.5,162.0,191.0,84.8,33.0,58.0,56.9,1,1.0,0.9,5.0,17.0,9.0,2.0,32.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,435.0,395.0,38.0,14.0,0.0,2.0,17,11.0,4.0,2.0,1.0,0.0,346.0,2.0,9.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,11.0,4.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,23.0,15,7.0,11.0,5.0,10.0,21.0,47.6,11.0,6.0,1.0,5.0,15,38,9.0,0.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,36.0,531.0,54.0,172.0,280.0,85.0,19.0,531.0,25.0,18.0,72.0,7.0,28.0,292.0,1486.0,732.0,17.0,10.0,3.0,15.0,10.0,341.0,31.0,Match Report,2021-04-03,15:30 (06:30),Bundesliga,Matchweek 27,Sat,Away,L,1.0,2.0,Leverkusen,0,0,0,9,13,2,17,15,15,0.0,0.0,0,60.0,12.0,14.0,46.2,Match Report
2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,1,7,2,28.6,0.14,0.5,19.2,1.0,0,0,0.9,0.9,0.13,0.1,0.1,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,4,0,4,100.0,1,0.7,0.7,0,0,0,0,10.0,19.0,52.6,41.0,4.0,36.6,33.8,8.0,50.0,38.3,18.0,1.0,5.6,2.0,13.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,347.0,456.0,76.1,6486.0,2713.0,138.0,166.0,83.1,164.0,196.0,83.7,37.0,67.0,55.2,1,0.2,0.4,3.0,13.0,5.0,1.0,26.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,456.0,408.0,46.0,16.0,0.0,3.0,12,17.0,4.0,1.0,3.0,0.0,347.0,2.0,12.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,13.0,10.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,16.0,9,8.0,7.0,1.0,5.0,15.0,33.3,10.0,14.0,4.0,10.0,9,25,27.0,0.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,44.0,581.0,82.0,269.0,242.0,73.0,17.0,581.0,12.0,9.0,75.0,3.0,25.0,266.0,1355.0,652.0,10.0,8.0,4.0,24.0,13.0,345.0,26.0,Match Report,2021-04-11,15:30 (06:30),Bundesliga,Matchweek 28,Sun,Home,W,1.0,0.0,Augsburg,0,0,0,10,11,2,12,9,9,0.0,0.0,0,58.0,18.0,12.0,60.0,Match Report
2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,0,4,2,50.0,0.0,0.0,15.7,0.0,0,0,0.7,0.7,0.18,-0.7,-0.7,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,8,4,4,62.5,0,3.0,-1.0,1,1,0,0,2.0,8.0,25.0,27.0,9.0,25.9,23.7,2.0,50.0,36.0,17.0,0.0,0.0,2.0,18.7,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,304.0,392.0,77.6,5323.0,1875.0,123.0,140.0,87.9,153.0,179.0,85.5,21.0,50.0,42.0,0,0.7,0.6,4.0,9.0,3.0,1.0,13.0,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,392.0,346.0,46.0,18.0,1.0,2.0,9,17.0,4.0,1.0,3.0,0.0,304.0,0.0,11.0,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,18.0,8,5.0,9.0,4.0,6.0,16.0,37.5,10.0,10.0,2.0,8.0,10,28,19.0,0.0,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,42.0,495.0,63.0,216.0,221.0,62.0,9.0,495.0,10.0,2.0,20.0,8.0,80.0,312.0,1570.0,673.0,8.0,9.0,1.0,16.0,11.0,302.0,12.0,Match Report,2021-04-17,15:30 (06:30),Bundesliga,Matchweek 29,Sat,Away,L,0.0,4.0,Freiburg,1,0,0,12,14,0,9,10,8,0.0,1.0,0,40.0,11.0,12.0,47.8,Match Report
2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,0,5,0,0.0,0.0,,20.2,2.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,5,1,3,80.0,0,2.0,1.0,1,0,1,0,8.0,18.0,44.4,33.0,7.0,39.4,34.1,7.0,71.4,47.4,11.0,0.0,0.0,1.0,24.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,318.0,446.0,71.3,6426.0,2475.0,112.0,141.0,79.4,154.0,195.0,79.0,47.0,83.0,56.6,0,0.1,0.3,2.0,27.0,3.0,0.0,34.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,446.0,388.0,55.0,16.0,1.0,4.0,16,28.0,2.0,1.0,1.0,0.0,318.0,3.0,9.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,7.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,13.0,6,6.0,5.0,2.0,4.0,15.0,26.7,11.0,9.0,5.0,4.0,9,22,27.0,0.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,56.0,568.0,84.0,260.0,220.0,101.0,9.0,568.0,26.0,14.0,53.8,12.0,46.2,308.0,1565.0,750.0,14.0,9.0,4.0,12.0,8.0,316.0,34.0,Match Report,2021-04-20,20:30 (11:30),Bundesliga,Matchweek 30,Tue,Away,L,0.0,1.0,Arminia,5,1,1,12,13,3,16,9,6,0.0,1.0,0,51.0,34.0,26.0,56.7,Match Report
