For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,0,14,3,21.4,0.0,0.0,21.8,0.0,0,1,1.4,0.6,0.04,-1.4,-0.6,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,9,3,7,66.7,0,2.5,0.5,0,0,0,0,8.0,13.0,61.5,14.0,1.0,35.7,36.1,15.0,53.3,37.4,16.0,0.0,0.0,0.0,6.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,241.0,350.0,68.9,4667.0,2427.0,108.0,130.0,83.1,99.0,127.0,78.0,32.0,69.0,46.4,0,0.5,0.7,9.0,25.0,3.0,0.0,32.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,350.0,291.0,58.0,11.0,0.0,2.0,11,26.0,2.0,0.0,2.0,0.0,241.0,1.0,8.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,23.0,14.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,15.0,12,7.0,8.0,0.0,3.0,15.0,20.0,12.0,16.0,6.0,10.0,15,30,16.0,0.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,37.0,470.0,68.0,177.0,210.0,86.0,14.0,469.0,10.0,5.0,50.0,5.0,50.0,231.0,1249.0,565.0,13.0,8.0,4.0,14.0,13.0,240.0,32.0,Match Report,2020-12-06,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,L,0.0,3.0,Leverkusen,2,0,0,16,11,1,11,15,12,1.0,0.0,1,46.0,13.0,17.0,43.3,Match Report
2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,2,16,4,25.0,0.13,0.5,18.2,2.0,0,0,2.3,2.3,0.14,-0.3,-0.3,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,4,2,3,50.0,0,1.2,0.2,0,0,0,0,3.0,9.0,33.3,31.0,11.0,12.9,25.4,7.0,71.4,49.9,10.0,0.0,0.0,1.0,20.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,403.0,528.0,76.3,7295.0,2585.0,164.0,188.0,87.2,177.0,216.0,81.9,45.0,85.0,52.9,1,1.7,1.1,10.0,24.0,14.0,3.0,36.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,528.0,470.0,55.0,15.0,1.0,6.0,15,27.0,3.0,3.0,0.0,0.0,403.0,3.0,12.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,25.0,20.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,17.0,12,7.0,9.0,1.0,3.0,14.0,21.4,11.0,13.0,2.0,11.0,8,25,8.0,0.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,59.0,646.0,45.0,184.0,340.0,125.0,21.0,646.0,16.0,7.0,43.8,9.0,56.3,396.0,1801.0,895.0,19.0,8.0,5.0,24.0,6.0,401.0,35.0,Match Report,2020-12-13,15:30 (06:30),Bundesliga,Matchweek 11,Sun,Away,D,2.0,2.0,Augsburg,4,0,0,13,15,3,15,8,12,0.0,0.0,1,50.0,21.0,26.0,44.7,Match Report
2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,0,10,2,20.0,0.0,0.0,21.5,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,3,2,1,33.3,0,1.2,-0.8,0,0,0,0,3.0,9.0,33.3,30.0,5.0,26.7,25.9,5.0,20.0,25.2,11.0,1.0,9.1,0.0,7.5,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,430.0,534.0,80.5,7163.0,2144.0,215.0,237.0,90.7,170.0,201.0,84.6,34.0,68.0,50.0,0,0.3,0.4,7.0,30.0,5.0,1.0,36.0,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,534.0,487.0,47.0,9.0,0.0,1.0,13,28.0,2.0,1.0,1.0,0.0,430.0,0.0,8.0,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,19.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,12.0,8,1.0,9.0,2.0,5.0,13.0,38.5,8.0,12.0,4.0,8.0,4,16,19.0,0.0,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,54.0,624.0,58.0,181.0,333.0,116.0,9.0,624.0,17.0,13.0,76.5,4.0,23.5,416.0,1981.0,1015.0,25.0,13.0,3.0,18.0,16.0,427.0,36.0,Match Report,2020-12-16,18:30 (09:30),Bundesliga,Matchweek 12,Wed,Home,L,0.0,2.0,Freiburg,2,0,0,15,9,0,13,4,8,0.0,0.0,0,40.0,22.0,12.0,64.7,Match Report
2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,0,9,2,22.2,0.0,0.0,22.4,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,6.0,17.0,35.3,19.0,4.0,47.4,37.0,10.0,80.0,53.8,11.0,1.0,9.1,1.0,12.8,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,268.0,379.0,70.7,4771.0,2141.0,126.0,153.0,82.4,93.0,119.0,78.2,34.0,75.0,45.3,0,0.3,0.5,5.0,18.0,4.0,2.0,24.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,379.0,318.0,58.0,19.0,0.0,4.0,12,26.0,1.0,1.0,0.0,0.0,268.0,3.0,5.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,12.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,20.0,14,10.0,8.0,2.0,7.0,16.0,43.8,9.0,6.0,1.0,5.0,18,38,22.0,0.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,46.0,512.0,54.0,156.0,262.0,104.0,12.0,512.0,26.0,9.0,34.6,17.0,65.4,253.0,1179.0,526.0,11.0,13.0,1.0,21.0,12.0,266.0,24.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0.0,1.0,Arminia,6,0,0,17,19,3,12,18,14,0.0,0.0,0,48.0,33.0,27.0,55.0,Match Report
2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,3,12,10,83.3,0.25,0.3,,,0,0,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,4,1,4,75.0,0,,,1,0,1,0,,,,,,,,,,,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,,,,,,,11,,,,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,,,,,,,,,,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,,21,,,,,,,,,,,14,0,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,53.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-22,18:30 (09:30),DFB-Pokal,Second round,Tue,Away,W,3.0,1.0,Ulm,1,0,0,18,15,1,11,14,21,,,0,,,,,Match Report
2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,0,11,4,36.4,0.0,0.0,20.7,0.0,0,0,0.8,0.8,0.07,-0.8,-0.8,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,9,3,6,66.7,0,1.9,-1.1,0,0,0,0,2.0,16.0,12.5,23.0,5.0,56.5,41.1,7.0,42.9,36.1,21.0,1.0,4.8,0.0,7.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,229.0,311.0,73.6,4211.0,1853.0,107.0,126.0,84.9,84.0,103.0,81.6,34.0,65.0,52.3,0,0.7,0.7,9.0,22.0,3.0,2.0,28.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,311.0,262.0,48.0,17.0,1.0,4.0,15,15.0,5.0,3.0,2.0,0.0,229.0,1.0,9.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,15.0,8,10.0,3.0,2.0,7.0,24.0,29.2,17.0,13.0,6.0,7.0,8,23,31.0,0.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,38.0,436.0,67.0,175.0,176.0,87.0,15.0,436.0,7.0,3.0,42.9,4.0,57.1,176.0,1186.0,650.0,15.0,8.0,5.0,22.0,7.0,227.0,28.0,Match Report,2021-01-02,18:30 (09:30),Bundesliga,Matchweek 14,Sat,Away,L,0.0,3.0,Hertha BSC,2,0,0,18,11,1,15,8,8,0.0,0.0,0,44.0,13.0,13.0,50.0,Match Report
2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,4,12,5,41.7,0.33,0.8,14.2,0.0,0,0,2.0,2.0,0.17,2.0,2.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,4,0,4,100.0,1,1.5,1.5,0,0,0,0,3.0,20.0,15.0,24.0,2.0,45.8,34.3,9.0,100.0,61.1,18.0,2.0,11.1,2.0,12.8,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,260.0,361.0,72.0,4910.0,1812.0,104.0,124.0,83.9,112.0,143.0,78.3,35.0,74.0,47.3,4,2.0,1.1,12.0,17.0,5.0,0.0,29.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,361.0,313.0,45.0,14.0,3.0,4.0,10,16.0,5.0,1.0,4.0,0.0,260.0,3.0,2.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,21.0,13.0,3.0,3.0,0.0,2.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,22.0,15,10.0,12.0,0.0,8.0,19.0,42.1,11.0,15.0,6.0,9.0,15,37,17.0,0.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,40.0,483.0,63.0,178.0,227.0,89.0,18.0,483.0,23.0,10.0,43.5,13.0,56.5,269.0,1501.0,800.0,17.0,12.0,6.0,14.0,7.0,258.0,28.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,W,4.0,0.0,Hoffenheim,2,0,0,15,13,3,10,15,15,0.0,0.0,0,59.0,13.0,10.0,56.5,Match Report
2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,1,4,1,25.0,0.25,1.0,21.5,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,11,3,8,72.7,0,2.7,-0.3,0,0,0,0,5.0,23.0,21.7,29.0,4.0,44.8,37.7,11.0,90.9,55.2,20.0,2.0,10.0,1.0,9.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,230.0,351.0,65.5,4046.0,1791.0,90.0,116.0,77.6,95.0,123.0,77.2,26.0,74.0,35.1,1,0.1,0.3,3.0,12.0,5.0,1.0,22.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,351.0,301.0,49.0,10.0,0.0,2.0,12,22.0,2.0,2.0,0.0,0.0,230.0,1.0,11.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,8.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,18.0,12,14.0,3.0,1.0,12.0,20.0,60.0,8.0,17.0,1.0,16.0,15,33,20.0,0.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,33.0,472.0,85.0,231.0,179.0,66.0,10.0,472.0,17.0,7.0,41.2,10.0,58.8,206.0,1237.0,642.0,11.0,7.0,2.0,17.0,8.0,226.0,20.0,Match Report,2021-01-17,18:00 (09:00),Bundesliga,Matchweek 16,Sun,Away,L,1.0,3.0,Eint Frankfurt,1,0,0,10,8,1,12,15,12,0.0,0.0,0,69.0,9.0,14.0,39.1,Match Report
2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,1,14,6,42.9,0.07,0.17,19.3,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,3,2,1,33.3,0,0.8,-1.2,0,0,0,0,3.0,11.0,27.3,39.0,2.0,20.5,27.8,6.0,50.0,38.7,12.0,0.0,0.0,2.0,18.3,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,500.0,609.0,82.1,9080.0,2604.0,189.0,220.0,85.9,229.0,254.0,90.2,55.0,87.0,63.2,1,0.7,1.1,10.0,18.0,9.0,1.0,47.0,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,609.0,551.0,56.0,13.0,2.0,6.0,16,29.0,5.0,4.0,1.0,0.0,500.0,2.0,12.0,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,23.0,14.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,14.0,7,6.0,7.0,1.0,3.0,7.0,42.9,4.0,16.0,4.0,12.0,13,27,16.0,0.0,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,63.0,724.0,48.0,160.0,386.0,184.0,29.0,724.0,32.0,22.0,68.8,10.0,31.3,453.0,2555.0,1231.0,20.0,19.0,5.0,15.0,22.0,499.0,47.0,Match Report,2021-01-20,18:30 (09:30),Bundesliga,Matchweek 17,Wed,Home,L,1.0,2.0,Köln,2,0,0,7,11,2,16,13,7,0.0,0.0,0,56.0,19.0,13.0,59.4,Match Report
2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,0,13,3,23.1,0.0,0.0,18.2,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,13,4,9,69.2,0,3.5,-0.5,0,0,0,0,4.0,17.0,23.5,23.0,3.0,39.1,36.5,18.0,44.4,34.9,26.0,0.0,0.0,0.0,11.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,299.0,395.0,75.7,5665.0,2291.0,131.0,153.0,85.6,118.0,143.0,82.5,46.0,76.0,60.5,0,0.9,0.8,13.0,22.0,6.0,2.0,34.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,395.0,343.0,50.0,10.0,0.0,5.0,13,14.0,3.0,0.0,3.0,0.0,299.0,2.0,12.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,25.0,18.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,22.0,15,17.0,3.0,2.0,12.0,26.0,46.2,14.0,12.0,5.0,7.0,9,31,29.0,2.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,40.0,530.0,111.0,263.0,175.0,102.0,18.0,530.0,32.0,17.0,53.1,15.0,46.9,255.0,1697.0,749.0,15.0,12.0,3.0,11.0,7.0,297.0,34.0,Match Report,2021-01-24,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Home,L,0.0,4.0,Bayern Munich,1,0,0,5,8,2,13,9,15,0.0,0.0,0,50.0,14.0,16.0,46.7,Match Report
2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,1,6,1,16.7,0.17,1.0,20.0,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,5,1,4,80.0,0,0.7,-0.3,0,0,0,0,5.0,20.0,25.0,44.0,8.0,27.3,32.4,10.0,80.0,54.2,20.0,1.0,5.0,0.0,12.5,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,447.0,553.0,80.8,8728.0,2583.0,158.0,179.0,88.3,210.0,239.0,87.9,66.0,105.0,62.9,1,0.2,0.4,5.0,26.0,4.0,0.0,33.0,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,553.0,503.0,49.0,15.0,0.0,7.0,9,21.0,1.0,0.0,1.0,0.0,447.0,1.0,3.0,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,9.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,14.0,6,4.0,9.0,1.0,2.0,4.0,50.0,2.0,13.0,3.0,10.0,7,21,24.0,1.0,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,51.0,676.0,71.0,210.0,372.0,99.0,8.0,676.0,26.0,12.0,46.2,14.0,53.8,327.0,1953.0,1013.0,12.0,13.0,1.0,18.0,4.0,443.0,33.0,Match Report,2021-01-30,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Away,D,1.0,1.0,Werder Bremen,4,0,0,20,12,1,9,7,6,0.0,0.0,0,48.0,14.0,22.0,38.9,Match Report
2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,0,6,3,50.0,0.0,0.0,,,0,0,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,3,1,3,66.7,0,,,1,0,1,0,,,,,,,,,,,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,,,,,,,22,,,,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,,,,,,,,,,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,,9,,,,,,,,,,,15,0,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,49.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-02-03,18:30 (09:30),DFB-Pokal,Round of 16,Wed,Away,L,0.0,1.0,Wolfsburg,2,0,0,15,17,0,22,15,9,,,0,,,,,Match Report
