For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,2,17,6,35.3,0.12,0.33,19.2,2,0,0,1.6,1.6,0.11,+0.4,+0.4,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,2,2,0,0.0,0,0.9,-1.1,0,0,0,0,3,10,30.0,16,1,50.0,38.7,4,50.0,36.3,3,0,0.0,1,46.0,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,484,603,80.3,8393,2800,230,263,87.5,203,241,84.2,45,72,62.5,1,1.2,1.1,10,54,6,2,67,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,603,553,46,15,2,7,33,18,6,3,2,0,484,4,11,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,31,20,2,2,3,4,0,4,2,0,0,1,1,0,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,34,18,12,15,7,17,23,73.9,6,12,1,11,10,44,16,0,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,63,747,38,179,377,199,24,747,31,14,45.2,17,54.8,392,2216,1137,32,14,5,20,8,477,67,Match Report,2021-10-22,21:00 (12:00),Ligue 1,Matchweek 11,Fri,Home,D,2,2,Angers,0,0,0,12,17,4,33,10,18,0,0,0,77,20,16,55.6,Match Report
2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,1,11,3,27.3,0.09,0.33,26.4,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,4,1,3,75.0,0,1.2,+0.2,0,0,0,0,3,7,42.9,26,6,23.1,30.4,4,25.0,28.3,15,2,13.3,0,6.4,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,459,572,80.2,9019,3155,186,218,85.3,198,229,86.5,67,99,67.7,1,0.3,0.4,9,42,3,0,46,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,572,514,56,17,1,12,22,25,8,3,4,0,459,2,13,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,19,11,4,1,2,1,0,0,0,0,0,0,0,0,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,12,8,7,4,1,4,9,44.4,5,7,1,6,3,15,15,0,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,62,684,57,224,327,144,11,684,14,7,50.0,7,50.0,363,1907,947,18,14,2,26,15,454,46,Match Report,2021-10-30,17:00 (08:00),Ligue 1,Matchweek 12,Sat,Away,D,1,1,Metz,3,0,0,11,15,2,22,3,8,0,0,0,62,17,18,48.6,Match Report
2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,3,18,4,22.2,0.17,0.75,17.8,1,0,0,1.3,1.3,0.07,+1.7,+1.7,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,3,2,1,33.3,0,1.5,-0.5,0,0,0,0,3,7,42.9,21,1,33.3,31.9,7,0.0,13.3,13,0,0.0,1,20.0,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,386,498,77.5,7056,2465,164,181,90.6,157,188,83.5,50,84,59.5,2,0.8,0.9,14,27,6,1,40,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,498,436,62,12,1,5,25,31,9,2,6,0,386,0,14,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,31,21,6,1,1,2,0,5,3,2,0,0,0,0,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,16,8,10,4,2,6,16,37.5,10,10,2,8,19,35,14,1,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,50,615,59,193,285,146,21,615,23,15,65.2,8,34.8,351,1709,857,21,13,5,17,9,385,40,Match Report,2021-11-07,15:00 (06:00),Ligue 1,Matchweek 13,Sun,Home,W,3,2,Clermont Foot,1,0,0,7,10,0,25,19,8,0,0,0,54,12,11,52.2,Match Report
2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,1,14,4,28.6,0.07,0.25,21.7,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,3,0,3,100.0,1,0.4,+0.4,0,0,0,0,3,10,30.0,16,2,18.8,24.7,14,50.0,41.7,19,0,0.0,0,10.0,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,402,502,80.1,6741,2161,196,221,88.7,147,171,86.0,37,66,56.1,1,0.8,0.6,9,33,5,2,32,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,502,444,57,13,1,6,20,21,8,3,2,0,402,1,14,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,23,17,1,2,0,3,0,2,2,0,0,0,0,0,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,18,10,8,7,3,3,9,33.3,6,11,5,6,11,29,16,0,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,53,616,65,206,291,127,10,616,12,8,66.7,4,33.3,368,1793,1003,20,14,4,14,6,400,32,Match Report,2021-11-21,15:00 (06:00),Ligue 1,Matchweek 14,Sun,Away,W,1,0,Troyes,4,0,0,11,10,1,20,11,10,0,0,0,41,13,13,50.0,Match Report
2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,1,8,4,50.0,0.13,0.25,22.5,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,8,3,5,62.5,0,4.1,+1.1,0,0,0,0,7,14,50.0,18,6,38.9,35.1,10,70.0,45.3,9,0,0.0,0,6.3,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,238,306,77.8,4331,1717,124,144,86.1,75,86,87.2,34,59,57.6,0,0.4,0.2,5,10,2,0,19,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,306,260,45,15,1,6,11,11,5,4,0,0,238,1,10,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,11,7,1,2,1,0,0,1,0,0,0,1,0,0,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,17,5,13,4,0,10,23,43.5,13,9,2,7,10,27,29,1,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,29,408,82,199,153,61,6,408,26,14,53.8,12,46.2,211,1422,703,10,7,3,8,7,234,18,Match Report,2021-11-28,13:00 (04:00),Ligue 1,Matchweek 15,Sun,Home,L,1,3,Paris S-G,3,1,0,7,10,1,11,10,5,0,0,0,41,5,6,45.5,Match Report
2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,0,13,3,23.1,0.00,0.00,18.1,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,3,1,2,100.0,0,1.8,+0.8,1,1,0,0,0,2,0.0,27,13,0.0,20.4,9,22.2,31.6,8,0,0.0,0,,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,589,692,85.1,10404,3376,239,264,90.5,272,298,91.3,56,96,58.3,0,0.4,0.3,8,37,3,2,45,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,692,648,44,7,1,3,21,23,3,2,1,0,589,0,7,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,24,9,4,5,2,3,1,0,0,0,0,0,0,0,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,21,16,13,7,1,11,26,42.3,15,5,2,3,7,28,6,0,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,64,807,62,214,469,129,17,807,23,14,60.9,9,39.1,483,2737,1608,36,14,8,26,10,586,45,Match Report,2021-12-01,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,0,1,Brest,3,0,0,9,8,0,21,7,16,0,1,0,64,9,13,40.9,Match Report
2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,0,12,2,16.7,0.00,0.00,22.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,10,5,6,50.0,0,3.6,-0.4,0,0,0,0,1,7,14.3,22,8,31.8,32.3,6,0.0,14.5,10,1,10.0,0,11.0,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,319,413,77.2,6037,2203,126,147,85.7,141,160,88.1,41,75,54.7,0,0.3,0.5,10,24,9,5,36,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,413,362,48,9,0,8,22,20,7,5,0,0,319,3,12,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,20,15,2,2,1,0,0,0,0,0,0,0,0,0,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,15,8,6,8,1,7,16,43.8,9,18,3,15,12,27,8,0,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,44,517,62,196,226,102,20,517,5,4,80.0,1,20.0,263,1735,983,19,13,4,17,14,315,35,Match Report,2021-12-05,13:00 (04:00),Ligue 1,Matchweek 17,Sun,Home,L,0,5,Rennes,1,0,0,10,6,3,22,12,8,0,0,1,48,10,12,45.5,Match Report
2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,0,4,0,0.0,0.00,,24.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,6,2,4,83.3,0,2.7,0.0,0,1,0,0,5,17,29.4,30,10,36.7,36.7,10,60.0,50.0,27,0,0.0,0,6.0,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,298,401,74.3,5420,2152,145,164,88.4,115,148,77.7,33,75,44.0,0,0.0,0.2,1,11,2,0,18,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,401,337,64,24,0,8,17,22,5,4,1,0,298,0,7,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,6,3,0,1,1,1,0,0,0,0,0,0,0,0,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,13,10,7,5,1,5,13,38.5,8,10,3,7,12,25,16,0,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,47,500,73,233,204,66,4,500,14,7,50.0,7,50.0,277,1311,554,7,5,0,22,12,294,18,Match Report,2021-12-11,21:00 (12:00),Ligue 1,Matchweek 18,Sat,Away,L,0,2,Reims,2,1,0,16,18,0,17,12,10,0,1,0,40,6,20,23.1,Match Report
2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,1,9,4,44.4,0.11,0.25,,,0,0,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,1,0,1,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,,,,,,,15,,,,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,,,,,,,,,,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,,23,,,,,,,,,,,14,0,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,64,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-12-19,13:45 (04:45),Coupe de France,Round of 64,Sun,Away,W,1,0,AS Lyon-Duchère,2,0,0,9,15,1,15,14,23,,,0,,,,,Match Report
2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,0,14,5,35.7,0.00,0.00,19.2,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,3,1,2,66.7,0,1.0,0.0,0,0,0,0,9,22,40.9,33,6,54.5,35.5,4,100.0,63.5,22,2,9.1,4,17.4,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,389,514,75.7,6108,2568,185,218,84.9,134,169,79.3,32,67,47.8,0,0.6,0.5,8,30,5,0,39,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,514,453,59,15,1,4,11,33,5,2,0,0,389,2,13,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,23,17,1,0,3,2,0,0,0,0,0,0,0,0,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,15,7,10,5,0,8,17,47.1,9,12,1,11,17,32,33,0,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,49,664,72,246,306,115,18,664,19,8,42.1,11,57.9,315,1608,765,19,11,3,21,10,387,39,Match Report,2021-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Wed,Home,L,0,1,Nantes,1,0,0,13,12,2,11,17,7,0,0,0,59,21,34,38.2,Match Report
2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,4,8,5,62.5,0.38,0.60,,,1,1,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,1,1,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,,,,,,,14,,,,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,,,,,,,,,,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,,14,,,,,,,,,,,10,0,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,57,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-02,18:30 (09:30),Coupe de France,Round of 32,Sun,Away,W,4,1,Jura Sud Foot,1,0,0,15,19,3,14,10,14,,,0,,,,,Match Report
2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,1,12,4,33.3,0.08,0.25,18.0,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,4,28,14.3,31,4,67.7,45.2,7,100.0,63.4,15,2,13.3,5,17.6,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,312,440,70.9,4686,1932,157,185,84.9,100,122,82.0,23,74,31.1,1,1.3,0.5,10,15,2,1,27,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,440,381,58,18,0,0,19,24,6,2,4,0,312,1,12,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,21,15,3,1,0,1,1,2,2,0,0,0,0,0,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,12,8,7,4,1,4,16,25.0,12,10,5,5,24,36,18,0,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,40,566,62,220,254,102,17,566,15,8,53.3,7,46.7,242,1494,679,19,11,7,17,12,311,27,Match Report,2022-01-15,17:00 (08:00),Ligue 1,Matchweek 21,Sat,Home,L,1,2,Lens,1,0,0,9,13,1,19,24,8,0,0,0,68,8,29,21.6,Match Report
2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,0,4,1,25.0,0.00,0.00,20.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,4,1,3,100.0,0,2.5,+1.5,1,1,0,0,2,14,14.3,25,5,32.0,34.0,7,85.7,46.7,3,1,33.3,2,21.7,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,283,405,69.9,4771,1732,130,159,81.8,121,157,77.1,23,63,36.5,0,0.3,0.3,4,18,4,2,24,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,405,353,52,17,1,2,16,24,2,1,1,0,283,0,9,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,8,4,1,0,0,2,1,0,0,0,0,0,0,0,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,38,17,20,15,3,12,27,44.4,15,16,3,13,22,60,10,0,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,41,561,46,210,265,95,9,561,18,9,50.0,9,50.0,289,1385,622,11,9,2,27,14,282,24,Match Report,2022-01-21,21:00 (12:00),Ligue 1,Matchweek 22,Fri,Away,L,0,1,Lyon,4,0,0,17,10,0,16,22,17,0,1,0,64,9,26,25.7,Match Report
2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,0,8,5,62.5,0.00,0.00,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,3,0,3,100.0,1,0.6,+0.6,0,0,0,0,7,20,35.0,24,7,54.2,40.3,8,87.5,51.5,8,2,25.0,0,15.0,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,403,523,77.1,7576,2508,179,224,79.9,163,190,85.8,53,91,58.2,0,0.3,0.7,7,31,5,1,43,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,523,477,44,8,4,5,5,26,1,1,0,0,403,2,2,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,11,11,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,15,10,7,7,1,7,19,36.8,12,12,2,10,18,33,19,0,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,47,654,49,195,350,120,11,654,26,16,61.5,10,38.5,358,2243,1350,24,22,3,18,5,401,43,Match Report,2022-01-26,19:00 (10:00),Ligue 1,Matchweek 20,Wed,Away,W,1,0,Angers,1,0,0,13,7,2,5,18,10,0,0,0,72,23,15,60.5,Match Report
2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,0,10,3,30.0,0.00,0.00,,,0,0,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,3,1,2,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,,,,,,,15,,,,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,,,,,,,,,,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,,23,,,,,,,,,,,12,0,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,69,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-30,18:30 (09:30),Coupe de France,Round of 16,Sun,Away,L,0,1,Bergerac,0,0,0,11,10,1,15,12,23,,,0,,,,,Match Report
