For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,3,27,8,29.6,0.11,0.38,19.6,0,0,0,2.0,2.0,0.08,+1.0,+1.0,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,0,3,0.0,16,5,18.8,26.7,2,0.0,11.5,1,0,0.0,5,26.6,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,517,629,82.2,8723,2736,235,260,90.4,232,272,85.3,37,71,52.1,3,1.6,1.8,20,66,11,4,89,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,629,585,43,5,2,5,44,23,11,5,5,0,517,1,5,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,46,36,1,4,5,0,0,6,5,0,1,0,0,0,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,11,5,4,3,4,4,6,66.7,2,3,1,2,6,17,7,0,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,60,730,24,114,354,267,39,730,22,14,63.6,8,36.4,497,3129,1703,34,24,9,21,6,515,89,Match Report,2022-02-05,17:00 (08:00),Ligue 1,Matchweek 23,Sat,Home,W,3,1,Montpellier,1,0,0,11,4,1,44,6,5,0,0,0,67,13,12,52.0,Match Report
2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,2,6,3,50.0,0.33,0.67,14.7,0,0,0,0.7,0.7,0.12,+1.3,+1.3,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,6,17,35.3,28,10,28.6,27.8,12,75.0,51.7,14,1,7.1,0,4.5,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,385,523,73.6,6321,2299,184,215,85.6,163,194,84.0,26,78,33.3,2,0.7,0.5,5,21,2,1,34,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,523,462,60,17,1,2,12,26,3,0,3,0,385,1,12,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,10,7,1,0,1,0,1,3,2,1,0,0,0,0,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,21,11,11,5,5,8,14,57.1,6,11,1,10,17,38,10,0,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,53,646,51,217,333,102,7,646,16,10,62.5,6,37.5,307,1544,605,11,11,1,26,8,382,34,Match Report,2022-02-13,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,2,1,Clermont Foot,1,0,0,10,16,1,12,17,11,0,0,0,63,10,15,40.0,Match Report
2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,2,9,4,44.4,0.22,0.50,22.6,1,0,0,1.1,1.1,0.13,+0.9,+0.9,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,4,2,2,50.0,0,0.8,-1.2,0,0,0,0,7,23,30.4,33,8,54.5,40.8,7,71.4,49.3,14,0,0.0,2,16.5,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,361,477,75.7,6206,2150,179,213,84.0,134,151,88.7,39,86,45.3,2,1.0,1.1,5,19,4,1,21,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,477,432,45,9,0,3,11,23,3,2,1,0,361,0,12,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,16,8,3,2,2,1,0,3,1,1,1,0,0,0,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,8,4,4,4,0,1,5,20.0,4,4,0,4,11,19,20,1,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,51,577,71,213,269,100,15,577,17,7,41.2,10,58.8,227,1583,822,18,13,4,18,8,361,21,Match Report,2022-02-20,15:00 (06:00),Ligue 1,Matchweek 25,Sun,Home,D,2,2,Strasbourg,3,0,0,12,5,0,11,11,4,0,0,0,54,20,16,55.6,Match Report
2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,1,13,6,46.2,0.08,0.17,21.2,1,0,0,0.8,0.8,0.07,+0.2,+0.2,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,8,3,5,62.5,0,2.3,-0.7,0,0,0,0,4,13,30.8,16,4,62.5,41.9,7,42.9,40.3,11,2,18.2,4,12.3,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,324,399,81.2,5074,1718,186,201,92.5,102,128,79.7,27,55,49.1,0,0.3,0.4,6,25,5,0,31,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,399,356,42,14,0,4,11,14,3,1,1,0,324,1,3,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,20,13,0,2,2,1,2,1,0,0,0,0,0,1,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,19,11,10,6,3,6,13,46.2,7,13,7,6,10,29,14,1,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,38,520,56,161,203,161,18,520,21,9,42.9,12,57.1,314,1975,1112,28,25,8,12,10,321,31,Match Report,2022-02-26,21:00 (12:00),Ligue 1,Matchweek 26,Sat,Away,L,1,3,Paris S-G,1,0,0,13,8,1,11,10,11,0,0,0,54,1,10,9.1,Match Report
2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,1,13,5,38.5,0.08,0.20,15.1,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,1,10,10.0,26,7,30.8,29.8,5,40.0,36.0,12,0,0.0,2,18.5,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,368,487,75.6,6101,2374,158,185,85.4,151,180,83.9,33,76,43.4,0,1.3,1.3,10,26,13,5,44,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,487,427,60,18,3,7,34,24,12,8,0,2,368,0,7,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,23,16,2,1,2,1,1,2,2,0,0,0,0,0,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,20,10,6,9,5,11,19,57.9,8,11,3,8,8,28,21,0,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,54,601,49,161,277,174,20,601,23,14,60.9,9,39.1,280,1750,841,15,18,5,15,15,363,43,Match Report,2022-03-06,13:00 (04:00),Ligue 1,Matchweek 27,Sun,Home,W,1,0,Metz,3,0,0,11,17,0,34,8,10,0,0,0,69,18,15,54.5,Match Report
2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,0,11,3,27.3,0.00,0.00,21.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,2,0,2,100.0,1,0.4,+0.4,0,0,0,0,4,15,26.7,18,5,55.6,36.9,6,83.3,53.2,9,1,11.1,1,14.0,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,441,538,82.0,7534,2540,197,227,86.8,179,204,87.7,46,83,55.4,0,0.4,0.5,10,31,3,0,46,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,538,491,47,19,2,7,9,18,3,1,1,0,441,0,7,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,20,19,0,0,1,0,0,0,0,0,0,0,0,0,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,25,16,15,8,2,15,21,71.4,6,10,4,6,6,31,10,1,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,49,651,46,210,344,100,7,651,19,8,42.1,11,57.9,488,2425,1125,15,17,3,20,10,440,46,Match Report,2022-03-11,21:00 (12:00),Ligue 1,Matchweek 28,Fri,Away,D,0,0,Lille,1,0,0,12,14,0,9,6,16,0,0,0,63,4,13,23.5,Match Report
2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,1,9,2,22.2,0.00,0.00,20.4,1,1,1,1.3,0.5,0.06,-0.3,-0.5,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,4,1,3,75.0,0,1.4,+0.4,0,0,0,0,1,4,25.0,20,8,20.0,25.5,4,0.0,16.3,11,1,9.1,5,23.6,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,517,626,82.6,9493,2275,182,206,88.3,264,304,86.8,54,91,59.3,0,0.2,0.5,4,39,7,1,51,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,626,578,47,8,0,4,17,32,1,1,0,0,517,1,5,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,17,11,0,2,1,2,1,1,0,0,0,0,1,0,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,21,10,7,11,3,7,16,43.8,9,12,2,10,12,33,12,0,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,62,746,42,181,407,167,16,745,11,9,81.8,2,18.2,566,3383,1930,25,27,6,23,15,516,51,Match Report,2022-03-18,21:00 (13:00),Ligue 1,Matchweek 29,Fri,Home,D,1,1,Troyes,2,0,0,13,9,1,17,12,10,1,0,0,55,8,11,42.1,Match Report
2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,2,5,2,40.0,0.40,1.00,24.7,0,0,0,0.2,0.2,0.04,+1.8,+1.8,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,9,4,6,77.8,0,4.8,+1.8,2,2,0,0,6,14,42.9,19,7,36.8,35.4,7,100.0,63.4,16,1,6.3,2,13.3,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,219,289,75.8,4157,1662,88,103,85.4,94,111,84.7,28,55,50.9,0,0.1,0.1,3,19,2,1,25,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,289,248,39,12,0,4,14,13,2,1,0,0,219,2,4,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,7,6,1,0,0,0,0,2,1,1,0,0,0,0,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,17,11,11,4,2,8,12,66.7,4,7,3,4,8,25,20,0,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,30,388,54,139,198,57,7,388,11,7,63.6,4,36.4,247,1613,676,10,6,2,13,9,218,25,Match Report,2022-04-03,15:00 (06:00),Ligue 1,Matchweek 30,Sun,Home,L,2,4,Marseille,2,0,0,14,12,2,14,8,11,0,2,1,35,8,13,38.1,Match Report
2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,2,13,4,30.8,0.15,0.50,19.4,1,0,0,0.9,0.9,0.07,+1.1,+1.1,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,12,6,6,58.3,0,4.8,-1.2,1,1,0,0,7,16,43.8,22,6,50.0,36.7,6,83.3,54.7,8,0,0.0,5,19.7,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,368,453,81.2,6316,2120,174,189,92.1,142,166,85.5,33,60,55.0,2,0.9,0.8,11,19,7,3,28,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,453,403,50,21,0,4,11,14,3,2,1,0,368,0,9,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,24,14,3,3,2,2,0,4,1,0,2,1,0,0,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,12,4,2,4,6,6,16,37.5,10,8,1,7,12,24,6,0,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,55,556,46,133,317,114,15,556,32,18,56.3,14,43.8,404,2391,1194,16,14,5,17,8,365,27,Match Report,2022-04-08,21:00 (12:00),Ligue 1,Matchweek 31,Fri,Away,L,2,6,Lorient,5,1,1,18,17,0,11,12,4,0,1,0,47,11,18,37.9,Match Report
2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,2,11,4,36.4,0.18,0.50,18.6,1,0,0,1.0,1.0,0.09,+1.0,+1.0,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,7,16,43.8,17,2,76.5,47.0,9,33.3,35.1,14,1,7.1,4,20.0,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,226,336,67.3,4521,1956,78,105,74.3,103,139,74.1,35,73,47.9,2,0.8,0.5,7,15,3,0,27,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,336,279,55,11,0,1,12,26,7,5,2,0,226,2,6,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,19,9,3,4,1,2,0,4,0,2,1,1,0,0,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,21,11,12,8,1,9,20,45.0,11,12,0,12,12,33,18,0,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,39,465,41,164,228,83,15,465,22,9,40.9,13,59.1,272,1721,886,13,5,2,20,9,222,27,Match Report,2022-04-16,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Home,W,2,1,Brest,0,0,0,10,9,2,12,12,11,0,0,0,56,15,23,39.5,Match Report
For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,For Saint-Étienne,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,2,9,2,22.2,0.22,1.00,15.3,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,7,2,5,71.4,0,0.7,-1.3,0,0,0,0,0,7,0.0,22,12,27.3,31.9,2,50.0,32.5,6,2,33.3,4,20.5,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,356,470,75.7,6708,2390,134,166,80.7,163,197,82.7,47,81,58.0,2,0.8,1.1,8,34,4,0,41,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,470,408,60,22,2,7,10,29,4,1,3,0,356,2,10,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,16,14,1,1,0,0,0,4,4,0,0,0,0,0,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,18,8,10,8,0,12,20,60.0,8,8,1,7,5,23,9,0,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,53,580,33,152,330,103,14,580,21,7,33.3,14,66.7,398,2391,1191,19,15,4,13,16,356,41,Match Report,2022-04-20,19:00 (10:00),Ligue 1,Matchweek 33,Wed,Away,D,2,2,Bordeaux,6,0,0,18,16,2,10,5,8,0,0,0,55,12,13,48.0,Match Report
