For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,2,10,5,50.0,0.2,0.4,18.3,2.0,0,0,1.1,1.1,0.11,0.9,0.9,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,10,2,8,80.0,0,1.9,-0.1,0,0,0,0,10.0,32.0,31.3,32.0,1.0,87.5,56.0,4.0,100.0,76.3,24.0,2.0,8.3,0.0,5.3,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,204.0,315.0,64.8,3846.0,1954.0,104.0,126.0,82.5,67.0,89.0,75.3,28.0,84.0,33.3,2,1.0,0.7,7.0,17.0,5.0,3.0,17.0,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,315.0,278.0,34.0,16.0,1.0,8.0,13,9.0,2.0,2.0,0.0,0.0,204.0,3.0,3.0,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,17.0,9.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,32.0,19,20.0,9.0,3.0,16.0,31.0,51.6,15.0,15.0,3.0,12.0,7,39,22.0,0.0,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,34.0,448.0,64.0,185.0,160.0,105.0,18.0,448.0,9.0,6.0,66.7,2.0,22.2,172.0,947.0,515.0,10.0,7.0,4.0,16.0,13.0,203.0,17.0,Match Report,2023-10-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Home,D,2.0,2.0,Sevilla,6,0,0,17,12,3,13,7,19,0.0,0.0,0,66.0,10.0,17.0,37.0,Match Report
2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,0,6,2,33.3,0.0,0.0,17.4,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,3,1,2,66.7,0,1.2,0.2,0,0,0,0,5.0,14.0,35.7,27.0,5.0,37.0,35.4,8.0,50.0,43.1,15.0,3.0,20.0,2.0,11.5,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,314.0,441.0,71.2,6225.0,2648.0,130.0,150.0,86.7,132.0,169.0,78.1,47.0,100.0,47.0,0,0.5,0.6,5.0,33.0,5.0,2.0,33.0,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,441.0,382.0,54.0,19.0,0.0,7.0,20,22.0,3.0,2.0,0.0,0.0,314.0,5.0,10.0,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,10.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,15.0,8,9.0,5.0,1.0,10.0,20.0,50.0,10.0,10.0,5.0,5.0,9,24,21.0,1.0,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,55.0,544.0,55.0,188.0,252.0,107.0,11.0,544.0,7.0,2.0,28.6,5.0,71.4,281.0,1448.0,705.0,11.0,9.0,1.0,24.0,6.0,306.0,30.0,Match Report,2023-11-06,21:00 (12:00),La Liga,Matchweek 12,Mon,Away,L,0.0,1.0,Getafe,1,0,0,12,17,5,20,9,8,0.0,0.0,0,56.0,17.0,23.0,42.5,Match Report
2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,0,13,4,30.8,0.0,0.0,20.0,3.0,0,0,1.2,1.2,0.09,-1.2,-1.2,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,5,3,2,40.0,0,1.9,0.0,0,0,0,0,7.0,11.0,63.6,24.0,6.0,33.3,28.8,7.0,42.9,38.9,9.0,0.0,0.0,3.0,21.3,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,370.0,448.0,82.6,6528.0,2435.0,179.0,198.0,90.4,136.0,153.0,88.9,43.0,72.0,59.7,0,1.1,0.9,10.0,22.0,8.0,5.0,34.0,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,448.0,402.0,45.0,14.0,0.0,8.0,24,16.0,4.0,2.0,0.0,0.0,370.0,1.0,8.0,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,25.0,18.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,20.0,13,12.0,7.0,1.0,13.0,28.0,46.4,15.0,13.0,6.0,7.0,6,26,11.0,0.0,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,39.0,539.0,58.0,159.0,255.0,133.0,15.0,539.0,10.0,3.0,30.0,6.0,60.0,380.0,2190.0,1078.0,18.0,22.0,1.0,11.0,9.0,369.0,34.0,Match Report,2023-11-26,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0.0,3.0,Real Madrid,3,0,0,16,16,1,24,6,13,0.0,0.0,0,46.0,5.0,8.0,38.5,Match Report
2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,1,6,3,50.0,0.17,0.33,31.9,2.0,0,0,0.3,0.3,0.05,0.7,0.7,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,9.0,30.0,30.0,16.0,0.0,93.8,59.0,16.0,93.8,62.8,29.0,0.0,0.0,0.0,8.2,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,139.0,245.0,56.7,2743.0,1528.0,64.0,91.0,70.3,42.0,66.0,63.6,26.0,74.0,35.1,0,0.2,0.2,3.0,8.0,1.0,1.0,8.0,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,245.0,191.0,54.0,16.0,0.0,2.0,8,20.0,0.0,0.0,0.0,0.0,139.0,0.0,4.0,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,9.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,19.0,7,8.0,10.0,1.0,8.0,18.0,44.4,10.0,10.0,6.0,4.0,10,29,43.0,0.0,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,33.0,380.0,69.0,158.0,167.0,58.0,7.0,380.0,2.0,2.0,100.0,0.0,0.0,141.0,753.0,366.0,9.0,8.0,2.0,19.0,7.0,138.0,8.0,Match Report,2023-11-29,21:00 (12:00),La Liga,Matchweek 13,Wed,Away,D,1.0,1.0,Mallorca,3,0,0,18,14,0,8,10,7,0.0,0.0,0,45.0,22.0,29.0,43.1,Match Report
2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,1,2,1,50.0,0.5,1.0,17.7,0.0,0,0,0.3,0.3,0.13,0.7,0.7,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,7,1,6,85.7,0,1.4,0.4,0,0,0,0,16.0,41.0,39.0,27.0,2.0,92.6,56.7,16.0,100.0,68.7,35.0,3.0,8.6,0.0,5.3,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,202.0,303.0,66.7,4226.0,2123.0,94.0,111.0,84.7,59.0,80.0,73.8,41.0,88.0,46.6,1,0.3,0.2,2.0,13.0,4.0,3.0,18.0,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,303.0,256.0,46.0,16.0,1.0,6.0,12,11.0,1.0,0.0,1.0,0.0,202.0,1.0,9.0,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,13.0,7,5.0,6.0,2.0,7.0,19.0,36.8,12.0,17.0,9.0,8.0,12,25,47.0,0.0,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,32.0,437.0,103.0,218.0,147.0,77.0,5.0,437.0,9.0,4.0,44.4,4.0,44.4,148.0,968.0,407.0,4.0,5.0,0.0,21.0,4.0,197.0,17.0,Match Report,2023-12-04,21:00 (12:00),La Liga,Matchweek 15,Mon,Away,D,1.0,1.0,Celta Vigo,6,1,0,18,13,1,12,12,7,0.0,0.0,0,45.0,19.0,13.0,59.4,Match Report
2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,1,11,5,45.5,0.09,0.2,,,0,0,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,6,2,4,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,,,,,,,26,,,,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,,,,,,,,,,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,,9,,,,,,,,,,,12,0,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,55.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-12-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,L,1.0,2.0,Arandina,1,0,0,7,19,1,26,12,9,,,0,,,,,Match Report
2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,1,12,5,41.7,0.08,0.2,17.2,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,4,1,3,100.0,0,1.6,0.6,1,1,0,0,10.0,21.0,47.6,25.0,4.0,72.0,50.7,4.0,75.0,52.5,20.0,1.0,5.0,1.0,16.3,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,228.0,367.0,62.1,4390.0,2237.0,111.0,137.0,81.0,71.0,111.0,64.0,42.0,90.0,46.7,1,0.7,1.3,7.0,22.0,4.0,3.0,15.0,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,367.0,301.0,58.0,17.0,0.0,1.0,19,33.0,2.0,1.0,1.0,0.0,228.0,8.0,10.0,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,18.0,11.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,11.0,6,4.0,6.0,1.0,0.0,7.0,0.0,7.0,13.0,6.0,7.0,4,15,26.0,0.0,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,45.0,487.0,63.0,161.0,215.0,113.0,13.0,487.0,11.0,2.0,18.2,6.0,54.5,149.0,772.0,348.0,4.0,6.0,1.0,17.0,9.0,227.0,15.0,Match Report,2023-12-10,18:30 (09:30),La Liga,Matchweek 16,Sun,Home,D,1.0,1.0,Osasuna,1,0,0,15,16,8,19,4,6,0.0,1.0,0,51.0,25.0,24.0,51.0,Match Report
2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,1,13,5,38.5,0.08,0.2,16.0,0.0,0,0,1.6,1.6,0.13,-0.6,-0.6,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,8.0,23.0,34.8,27.0,1.0,63.0,41.4,8.0,75.0,52.0,18.0,1.0,5.6,1.0,15.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,235.0,352.0,66.8,4594.0,2094.0,118.0,141.0,83.7,63.0,87.0,72.4,47.0,94.0,50.0,1,1.3,1.0,10.0,24.0,7.0,5.0,23.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,352.0,295.0,52.0,12.0,5.0,4.0,27,24.0,6.0,3.0,3.0,0.0,235.0,5.0,10.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,22.0,16.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,19.0,10,6.0,12.0,1.0,9.0,19.0,47.4,10.0,13.0,0.0,13.0,9,28,24.0,0.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,36.0,470.0,52.0,154.0,222.0,100.0,18.0,470.0,13.0,6.0,46.2,6.0,46.2,214.0,946.0,471.0,10.0,11.0,2.0,15.0,9.0,233.0,23.0,Match Report,2023-12-17,17:30 (09:30),La Liga,Matchweek 17,Sun,Away,D,1.0,1.0,Las Palmas,3,0,0,12,9,5,27,9,10,0.0,0.0,0,60.0,18.0,13.0,58.1,Match Report
2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,0,10,2,20.0,0.0,0.0,16.8,0.0,0,0,1.0,1.0,0.1,-1.0,-1.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,1,0,1,100.0,1,0.1,0.1,0,0,0,0,18.0,29.0,62.1,26.0,1.0,96.2,55.1,6.0,66.7,43.3,14.0,2.0,14.3,0.0,8.3,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,223.0,323.0,69.0,4364.0,2161.0,116.0,136.0,85.3,61.0,85.0,71.8,37.0,78.0,47.4,0,0.3,0.6,7.0,22.0,5.0,3.0,16.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,323.0,272.0,50.0,17.0,0.0,6.0,23,19.0,7.0,1.0,6.0,0.0,223.0,1.0,10.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,16.0,9.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,20.0,7,10.0,5.0,5.0,8.0,17.0,47.1,9.0,15.0,4.0,11.0,13,33,27.0,0.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,40.0,459.0,48.0,157.0,189.0,115.0,21.0,459.0,19.0,7.0,36.8,9.0,47.4,234.0,1327.0,478.0,10.0,8.0,3.0,10.0,15.0,220.0,15.0,Match Report,2023-12-21,19:00 (10:00),La Liga,Matchweek 18,Thu,Home,D,0.0,0.0,Real Sociedad,3,0,0,16,15,1,23,13,7,0.0,0.0,0,42.0,28.0,23.0,54.9,Match Report
2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,0,15,2,13.3,0.0,0.0,18.6,2.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,8,2,6,75.0,0,3.6,1.6,0,0,0,0,3.0,24.0,12.5,24.0,3.0,62.5,46.6,9.0,100.0,71.9,13.0,1.0,7.7,2.0,12.7,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,246.0,353.0,69.7,5206.0,1917.0,74.0,81.0,91.4,135.0,159.0,84.9,35.0,96.0,36.5,0,0.5,0.6,9.0,25.0,5.0,2.0,29.0,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,353.0,291.0,59.0,15.0,0.0,4.0,26,26.0,6.0,4.0,2.0,0.0,246.0,3.0,9.0,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,26.0,18.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,16.0,9,5.0,6.0,5.0,7.0,17.0,41.2,10.0,7.0,1.0,6.0,9,25,13.0,0.0,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,45.0,446.0,52.0,135.0,182.0,134.0,19.0,446.0,17.0,10.0,58.8,5.0,29.4,246.0,1394.0,705.0,18.0,9.0,1.0,10.0,9.0,244.0,29.0,Match Report,2024-01-03,17:00 (08:00),La Liga,Matchweek 19,Wed,Away,L,0.0,2.0,Granada,4,1,0,16,16,3,26,9,9,0.0,0.0,0,39.0,11.0,17.0,39.3,Match Report
2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,1,9,1,11.1,0.0,0.0,21.9,2.0,1,1,1.1,0.4,0.04,-0.1,-0.4,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,5,4,1,20.0,0,3.4,-0.6,0,0,0,0,10.0,21.0,47.6,35.0,6.0,45.7,37.7,6.0,83.3,59.8,12.0,1.0,8.3,3.0,16.3,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,312.0,429.0,72.7,6484.0,2738.0,111.0,135.0,82.2,145.0,168.0,86.3,52.0,102.0,51.0,0,0.3,0.4,6.0,28.0,4.0,3.0,41.0,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,429.0,370.0,56.0,15.0,2.0,3.0,15,27.0,3.0,2.0,1.0,0.0,312.0,3.0,8.0,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,17.0,11.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,15.0,8,9.0,5.0,1.0,9.0,15.0,60.0,6.0,15.0,2.0,13.0,9,24,12.0,1.0,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,57.0,542.0,41.0,162.0,282.0,101.0,11.0,541.0,22.0,5.0,22.7,15.0,68.2,230.0,1395.0,683.0,11.0,6.0,2.0,18.0,9.0,309.0,41.0,Match Report,2024-01-14,16:15 (07:15),La Liga,Matchweek 20,Sun,Home,L,1.0,4.0,Valencia,4,0,0,15,14,3,15,9,8,0.0,0.0,0,41.0,24.0,28.0,46.2,Match Report
2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,0,9,1,11.1,0.0,0.0,17.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,3,1,2,100.0,0,1.1,0.1,1,1,0,0,10.0,16.0,62.5,30.0,12.0,26.7,31.7,9.0,88.9,59.1,22.0,4.0,18.2,0.0,8.1,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,291.0,388.0,75.0,6055.0,2518.0,101.0,116.0,87.1,128.0,154.0,83.1,54.0,98.0,55.1,0,0.3,0.4,9.0,20.0,5.0,5.0,26.0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,388.0,337.0,50.0,16.0,2.0,4.0,23,19.0,4.0,2.0,1.0,0.0,291.0,1.0,7.0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,17.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,18.0,14,13.0,5.0,0.0,9.0,24.0,37.5,15.0,18.0,4.0,14.0,7,25,30.0,1.0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,51.0,514.0,69.0,208.0,210.0,100.0,11.0,514.0,11.0,8.0,72.7,2.0,18.2,245.0,1315.0,708.0,21.0,11.0,1.0,17.0,10.0,286.0,24.0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Away,L,0.0,1.0,Alavés,4,0,0,18,14,1,23,7,14,0.0,1.0,0,41.0,25.0,18.0,58.1,Match Report
