For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,3,11,6,54.5,0.18,0.33,17.4,0,1,1,1.8,1.0,0.09,+1.2,+1.0,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,3,0,3,100.0,1,0.9,+0.9,0,0,0,0,4,8,50.0,14,2,28.6,31.4,10,40.0,34.9,24,1,4.2,0,9.0,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,723,807,89.6,11385,3529,380,401,94.8,272,299,91.0,42,60,70.0,1,0.9,1.5,10,42,10,1,53,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,807,762,39,9,0,8,12,14,5,0,0,0,723,6,6,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,21,18,0,2,0,1,0,4,3,0,0,0,1,0,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,15,9,8,5,2,7,17,41.2,10,9,4,5,9,24,30,0,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,64,912,70,229,521,167,30,911,17,9,52.9,5,29.4,589,2489,1286,21,14,8,11,5,721,53,Match Report,2023-10-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Away,W,3,0,Celta Vigo,2,0,0,10,10,6,12,9,9,1,0,0,50,2,3,40.0,Match Report
2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,2,14,5,35.7,0.14,0.40,18.5,0,0,1,2.1,1.1,0.08,-0.1,+0.9,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,6,18,33.3,27,4,48.1,38.3,6,83.3,49.8,11,1,9.1,0,12.0,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,501,620,80.8,8078,2803,286,313,91.4,162,197,82.2,44,83,53.0,1,1.1,1.5,12,45,9,2,42,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,620,576,40,11,4,1,13,16,4,2,1,0,501,4,8,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,28,22,1,2,1,2,0,3,1,0,1,1,0,0,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,12,7,6,3,3,8,14,57.1,6,17,1,16,11,23,21,0,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,47,722,65,221,303,201,23,721,15,10,66.7,5,33.3,446,1928,997,18,16,4,5,4,498,41,Match Report,2023-10-25,20:00 (12:00),Champions Lg,Group stage,Wed,Away,D,2,2,sct Celtic,5,1,1,11,12,4,13,11,7,1,0,0,53,15,18,45.5,Match Report
2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,2,11,7,63.6,0.18,0.29,11.8,0,0,0,1.3,1.3,0.12,+0.7,+0.7,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,1,1,0,0.0,0,0.2,-0.8,0,0,0,0,1,5,20.0,35,6,11.4,27.3,6,16.7,19.5,20,1,5.0,0,5.3,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,682,774,88.1,10028,3279,375,399,94.0,209,235,88.9,47,70,67.1,2,1.3,1.6,10,37,12,2,43,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,774,728,41,12,6,6,16,17,4,2,1,0,682,5,6,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,22,17,2,2,0,0,1,4,2,0,2,0,0,0,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,14,10,8,6,0,8,13,61.5,5,13,3,10,1,15,26,0,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,63,884,82,255,490,142,26,884,13,5,38.5,7,53.8,620,2860,1456,22,19,4,16,4,679,43,Match Report,2023-10-29,21:00 (13:00),La Liga,Matchweek 11,Sun,Home,W,2,1,Alavés,3,0,0,10,10,5,16,1,10,0,0,0,61,11,6,64.7,Match Report
2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,1,13,5,38.5,0.08,0.20,16.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,3,2,1,33.3,0,0.3,-1.7,0,0,0,0,1,11,9.1,17,5,47.1,35.6,10,30.0,34.3,11,1,9.1,4,17.1,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,415,533,77.9,6966,2351,218,254,85.8,154,179,86.0,35,71,49.3,1,0.9,0.9,8,30,6,1,42,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,533,476,54,13,6,7,17,24,4,0,3,0,415,3,17,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,24,17,1,4,2,0,0,2,2,0,0,0,0,0,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,23,17,7,14,2,15,27,55.6,12,15,3,12,4,27,17,0,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,48,633,53,202,323,112,19,633,19,15,78.9,4,21.1,378,2022,1047,16,10,6,10,9,412,42,Match Report,2023-11-03,20:00 (13:00),La Liga,Matchweek 12,Fri,Away,L,1,2,Las Palmas,3,0,0,9,11,3,17,4,17,0,0,0,49,16,5,76.2,Match Report
2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,6,27,12,44.4,0.22,0.50,14.9,0,0,0,2.9,2.9,0.11,+3.1,+3.1,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,1,0,1,100.0,1,0.0,0.0,0,0,0,0,1,3,33.3,7,1,28.6,29.4,3,33.3,22.3,6,0,0.0,0,,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,742,818,90.7,11893,3325,400,414,96.6,263,285,92.3,61,85,71.8,4,2.6,2.3,22,69,24,3,70,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,818,781,36,7,3,11,27,15,10,4,3,0,742,1,10,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,51,41,4,2,3,0,1,10,7,1,0,2,0,0,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,16,13,5,4,7,8,16,50.0,8,8,0,8,7,23,8,0,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,65,932,31,143,456,336,63,932,26,14,53.8,12,46.2,488,1800,928,22,10,12,17,4,741,70,Match Report,2023-11-07,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,6,0,sct Celtic,1,0,0,10,5,1,27,7,13,0,0,0,48,7,6,53.8,Match Report
2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,3,25,10,40.0,0.12,0.30,14.6,0,0,0,3.9,3.9,0.16,-0.9,-0.9,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,7,1,6,85.7,0,1.1,+0.1,0,0,0,0,0,2,0.0,12,3,8.3,22.8,4,25.0,29.0,3,0,0.0,2,23.0,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,517,608,85.0,8317,2429,262,281,93.2,226,255,88.6,23,46,50.0,3,3.5,2.7,18,50,17,6,78,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,608,566,35,9,0,3,37,14,6,2,3,0,517,7,9,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,41,35,1,1,3,0,1,6,6,0,0,0,0,0,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,7,4,0,5,2,4,17,23.5,13,11,1,10,5,12,5,0,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,50,706,28,93,262,355,45,706,14,6,42.9,6,42.9,508,2492,1329,33,26,8,11,5,516,78,Match Report,2023-11-12,21:00 (12:00),La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,0,0,0,8,8,7,37,5,4,0,0,0,50,8,10,44.4,Match Report
2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,1,20,3,15.0,0.05,0.33,17.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,1,0,1,100.0,1,0.3,+0.3,0,0,0,0,3,10,30.0,15,1,20.0,28.1,9,77.8,53.8,11,1,9.1,0,5.0,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,598,706,84.7,9195,2991,327,364,89.8,207,236,87.7,41,65,63.1,1,1.5,1.5,16,40,11,1,49,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,706,649,55,20,2,5,21,18,7,1,3,0,598,2,16,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,37,30,2,3,1,1,0,2,2,0,0,0,0,0,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,16,9,8,6,2,4,10,40.0,6,5,1,4,10,26,11,0,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,68,808,43,168,406,243,35,808,26,16,61.5,7,26.9,461,2482,1383,37,33,8,16,8,594,49,Match Report,2023-11-25,21:00 (12:00),La Liga,Matchweek 14,Sat,Home,W,1,0,Mallorca,0,0,0,8,19,2,21,10,9,0,0,0,51,15,11,57.7,Match Report
2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,1,9,3,33.3,0.11,0.33,14.7,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,4,13,30.8,29,8,34.5,35.7,6,50.0,44.3,16,1,6.3,1,14.7,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,480,581,82.6,8299,2925,235,257,91.4,179,205,87.3,50,79,63.3,1,1.2,0.8,8,26,7,2,33,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,581,535,43,11,1,12,9,20,4,0,2,1,480,3,10,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,18,17,1,0,0,0,0,2,2,0,0,0,0,0,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,16,11,10,6,0,11,31,35.5,20,16,5,11,7,23,28,0,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,49,699,77,266,316,119,20,699,20,6,30.0,10,50.0,348,1985,959,22,16,9,9,7,477,33,Match Report,2023-11-28,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,3,1,nl Feyenoord,0,0,0,4,10,3,9,7,11,0,0,0,54,6,11,35.3,Match Report
2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,0,8,3,37.5,0.00,0.00,16.2,2,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,2,7,28.6,21,7,23.8,30.4,10,20.0,26.9,9,2,22.2,0,8.0,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,385,465,82.8,6171,2384,204,229,89.1,144,167,86.2,27,45,60.0,0,0.5,0.9,6,32,11,2,30,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,465,417,44,15,5,6,14,15,2,0,2,0,385,4,8,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,16,12,0,1,0,3,0,0,0,0,0,0,0,0,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,19,8,13,5,1,15,28,53.6,13,16,4,12,7,26,13,1,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,42,551,57,205,226,124,22,551,11,5,45.5,5,45.5,242,1147,615,8,7,1,11,6,383,29,Match Report,2023-12-03,21:00 (12:00),La Liga,Matchweek 15,Sun,Away,L,0,1,Barcelona,4,0,0,12,17,4,14,7,8,0,0,0,32,6,6,50.0,Match Report
2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,2,13,4,30.8,0.15,0.50,17.5,1,0,0,2.2,2.2,0.17,-0.2,-0.2,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,6,1,5,83.3,0,1.5,+0.5,0,0,0,0,4,18,22.2,27,5,40.7,39.1,11,63.6,40.8,21,0,0.0,0,13.0,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,471,574,82.1,7390,2529,254,271,93.7,145,177,81.9,42,72,58.3,2,2.0,1.1,10,28,8,1,43,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,574,525,45,12,2,3,14,17,3,1,1,0,471,4,12,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,24,16,2,5,0,1,0,4,2,0,2,0,0,0,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,26,18,12,11,3,12,18,66.7,6,15,7,8,8,34,27,0,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,57,688,89,209,348,137,21,688,12,10,83.3,2,16.7,389,1637,784,18,12,5,12,10,469,41,Match Report,2023-12-10,14:00 (05:00),La Liga,Matchweek 16,Sun,Home,W,2,1,Almería,1,0,0,13,11,4,14,8,18,0,0,0,59,14,21,40.0,Match Report
2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,2,16,4,25.0,0.13,0.50,16.5,1,0,0,1.3,1.3,0.08,+0.7,+0.7,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,4,0,4,100.0,1,0.2,+0.2,0,0,0,0,2,4,50.0,35,7,8.6,24.6,5,20.0,30.2,9,0,0.0,1,21.0,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,627,716,87.6,10153,2971,315,340,92.6,247,271,91.1,44,67,65.7,1,0.8,0.8,11,24,9,2,26,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,716,676,39,10,0,1,14,18,5,1,2,0,627,1,7,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,27,20,2,1,3,1,0,2,1,0,0,1,0,0,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,8,6,4,4,0,3,9,33.3,6,19,2,17,5,13,14,1,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,57,818,83,365,299,161,31,818,12,6,50.0,4,33.3,531,2151,1053,13,11,5,18,4,625,26,Match Report,2023-12-13,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,2,0,it Lazio,1,0,0,12,10,1,14,5,6,0,0,0,44,6,6,50.0,Match Report
2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,0,7,3,42.9,0.00,0.00,18.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,7,2,5,71.4,0,3.1,+1.1,1,0,0,1,2,7,28.6,32,9,12.5,24.8,6,50.0,40.7,12,1,8.3,1,17.3,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,565,687,82.2,9816,3228,259,283,91.5,240,276,87.0,53,98,54.1,0,0.3,0.4,3,35,7,1,46,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,687,638,45,8,0,4,22,21,7,2,4,0,565,4,6,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,11,7,2,0,1,1,0,0,0,0,0,0,0,0,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,17,10,9,7,1,7,18,38.9,11,11,3,8,11,28,12,0,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,62,797,82,295,384,124,14,797,24,14,58.3,6,25.0,505,2168,1059,14,6,1,20,9,561,46,Match Report,2023-12-16,16:15 (07:15),La Liga,Matchweek 17,Sat,Away,L,0,2,Athletic Club,1,0,0,10,8,4,22,11,10,0,1,0,57,10,12,45.5,Match Report
2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,3,7,3,42.9,0.29,0.67,15.5,0,1,1,2.0,1.3,0.18,+1.0,+0.7,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,9,3,6,77.8,0,2.6,-0.4,1,1,0,0,5,17,29.4,20,7,45.0,37.7,15,53.3,43.9,32,0,0.0,0,10.0,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,318,421,75.5,4728,2232,190,214,88.8,87,107,81.3,25,55,45.5,2,1.2,1.2,6,11,5,2,18,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,421,364,47,13,1,1,7,14,1,0,1,0,318,10,12,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,16,14,1,0,0,1,0,6,5,0,0,0,1,0,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,9,4,7,2,0,3,9,33.3,6,18,6,12,5,14,44,0,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,42,552,112,278,202,76,15,551,8,3,37.5,5,62.5,286,1312,691,12,5,4,18,5,315,18,Match Report,2023-12-19,21:30 (12:30),La Liga,Matchweek 18,Tue,Home,D,3,3,Getafe,3,1,1,6,13,10,7,5,4,1,1,0,48,15,12,55.6,Match Report
2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,1,12,4,33.3,0.08,0.25,16.9,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,2,8,25.0,16,3,31.3,34.9,6,50.0,41.3,19,2,10.5,0,8.0,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,438,530,82.6,7524,2693,241,267,90.3,131,155,84.5,56,78,71.8,0,0.8,1.0,11,36,12,1,52,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,530,474,54,19,4,6,20,22,6,0,4,0,438,2,6,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,20,16,3,1,0,0,0,0,0,0,0,0,0,0,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,9,6,3,3,3,7,12,58.3,5,14,3,11,7,16,26,0,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,50,635,61,159,296,187,32,635,30,14,46.7,12,40.0,343,2059,1101,23,19,8,9,7,436,52,Match Report,2023-12-23,16:15 (07:15),La Liga,Matchweek 4,Sat,Home,W,1,0,Sevilla,7,1,0,12,18,2,20,7,6,0,0,0,48,11,12,47.8,Match Report
