For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,1,7,4,57.1,0.14,0.25,17.0,1,0,0,0.9,0.9,0.12,+0.1,+0.1,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,5,18,27.8,22,5,50.0,41.0,10,70.0,51.8,8,1,12.5,0,12.6,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,356,474,75.1,6133,2435,171,197,86.8,135,163,82.8,38,87,43.7,1,0.8,0.8,6,27,4,1,40,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,474,413,59,20,0,1,20,23,5,4,1,0,356,2,4,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,14,10,1,2,0,1,0,2,1,1,0,0,0,0,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,20,8,9,9,2,12,25,48.0,13,11,1,10,9,29,11,0,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,47,568,49,156,271,144,16,568,20,12,60.0,8,40.0,262,1451,781,11,11,2,19,11,349,38,Match Report,2019-10-06,21:00 (12:00),Ligue 1,Matchweek 9,Sun,Home,W,1,0,Lyon,1,0,0,13,18,2,20,9,8,0,0,0,58,14,22,38.9,Match Report
2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,1,5,2,40.0,0.00,0.00,28.8,0,1,1,0.9,0.1,0.03,+0.1,-0.1,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,6,0,6,100.0,1,1.3,+1.3,0,0,0,0,10,27,37.0,33,2,66.7,45.0,5,100.0,59.4,15,0,0.0,0,4.5,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,269,382,70.4,4951,2214,126,156,80.8,92,118,78.0,38,77,49.4,0,0.1,0.1,3,15,2,0,27,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,382,340,41,9,2,3,10,21,5,3,1,0,269,1,7,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,9,5,1,0,1,1,1,2,1,0,0,0,1,0,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,21,13,3,14,4,9,11,81.8,2,4,0,4,12,33,22,0,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,37,508,61,163,277,78,5,507,24,13,54.2,11,45.8,222,1436,652,20,13,3,18,10,269,27,Match Report,2019-10-20,15:00 (06:00),Ligue 1,Matchweek 10,Sun,Away,W,1,0,Bordeaux,3,0,0,18,7,1,10,12,13,1,0,0,66,25,28,47.2,Match Report
2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,1,13,3,23.1,0.08,0.33,17.4,0,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,1,1,1,0.0,0,0.1,+0.1,0,0,0,0,6,14,42.9,20,3,45.0,38.8,7,71.4,54.7,6,0,0.0,0,13.3,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,540,660,81.8,10307,3657,232,259,89.6,216,247,87.4,84,127,66.1,1,0.9,0.7,12,50,9,3,66,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,660,594,64,15,1,5,34,36,4,0,4,0,540,2,11,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,24,22,2,0,0,0,0,2,2,0,0,0,0,0,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,10,7,6,2,2,3,5,60.0,2,6,0,6,11,21,8,0,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,66,754,38,179,398,180,18,754,20,11,55.0,9,45.0,415,2268,1099,14,9,5,17,12,537,65,Match Report,2019-10-24,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,ua FC Oleksandriya,1,0,0,14,14,2,34,11,7,0,0,1,60,14,20,41.2,Match Report
2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,1,16,2,12.5,0.06,0.50,22.6,2,0,0,0.8,0.8,0.05,+0.2,+0.2,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,5,2,3,60.0,0,1.8,-0.2,0,0,0,0,7,15,46.7,21,1,52.4,39.7,4,100.0,59.8,14,0,0.0,3,21.3,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,332,442,75.1,6852,2634,136,168,81.0,134,159,84.3,57,90,63.3,1,0.6,0.4,12,26,5,2,34,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,442,394,46,16,0,13,22,18,5,1,4,0,332,2,7,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,29,21,2,2,0,3,1,2,2,0,0,0,0,0,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,20,12,8,11,1,9,18,50.0,9,10,3,7,12,32,24,1,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,45,559,54,180,265,120,15,559,17,12,70.6,5,29.4,249,1633,851,19,16,7,20,8,330,33,Match Report,2019-10-27,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Home,D,2,2,Amiens,2,0,0,17,17,2,22,12,12,0,0,0,64,30,17,63.8,Match Report
2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,1,12,5,41.7,0.08,0.20,16.8,1,0,0,1.7,1.7,0.18,-0.7,-0.7,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,6,21,28.6,14,2,57.1,37.7,13,100.0,58.5,15,0,0.0,2,17.0,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,324,437,74.1,6126,2205,149,172,86.6,113,136,83.1,50,97,51.5,0,0.6,0.5,6,27,1,1,33,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,437,391,44,12,0,11,18,16,2,2,0,0,324,2,10,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,19,14,1,2,1,1,0,1,0,0,0,1,0,0,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,15,8,6,8,1,8,18,44.4,10,18,1,17,23,38,16,1,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,42,554,53,198,276,86,13,554,16,13,81.3,3,18.8,257,1743,952,19,9,4,13,12,323,33,Match Report,2019-11-03,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,W,1,0,Monaco,1,0,0,13,10,2,18,23,8,0,0,0,61,19,19,50.0,Match Report
2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,2,6,1,16.7,0.17,1.00,29.0,0,1,1,1.2,0.5,0.08,+0.8,+0.5,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,5,2,3,60.0,0,2.5,+0.5,0,0,0,0,10,27,37.0,31,3,51.6,41.1,11,100.0,61.1,15,0,0.0,1,13.8,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,289,401,72.1,5823,2421,117,144,81.3,118,150,78.7,50,90,55.6,1,0.4,0.4,5,24,3,0,24,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,401,338,62,19,1,4,8,28,1,1,0,0,289,1,4,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,12,10,0,1,0,1,0,4,2,0,1,0,1,0,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,18,11,9,7,2,5,9,55.6,4,9,3,6,11,29,32,0,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,49,529,75,189,257,87,6,528,13,6,46.2,7,53.8,249,1474,613,9,7,3,21,8,285,23,Match Report,2019-11-07,22:00 (12:00),Europa Lg,Group stage,Thu,Away,D,2,2,ua FC Oleksandriya,2,0,0,15,17,1,8,11,11,1,0,0,40,26,24,52.0,Match Report
2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,3,11,4,36.4,0.27,0.75,23.9,0,0,0,0.9,0.9,0.09,+2.1,+2.1,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,6,2,4,66.7,0,1.0,-1.0,0,0,0,0,7,17,41.2,18,2,61.1,41.6,6,100.0,56.8,10,1,10.0,0,8.3,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,288,403,71.5,5257,2041,123,157,78.3,120,149,80.5,36,77,46.8,3,0.9,0.6,11,13,4,2,23,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,403,353,49,10,1,4,11,27,3,3,0,0,288,1,8,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,19,12,3,2,1,1,0,6,6,0,0,0,0,0,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,18,13,11,6,1,6,24,25.0,18,14,2,12,14,32,24,1,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,39,537,57,219,249,74,10,537,18,6,33.3,12,66.7,215,1563,680,11,10,2,18,7,287,23,Match Report,2019-11-10,17:00 (08:00),Ligue 1,Matchweek 13,Sun,Away,W,3,2,Nantes,0,0,0,9,5,1,11,14,13,0,0,0,53,19,26,42.2,Match Report
2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,0,9,2,22.2,0.00,0.00,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,2,0,2,100.0,1,1.0,+1.0,0,0,0,0,6,22,27.3,25,1,56.0,44.1,9,88.9,55.7,14,0,0.0,3,18.4,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,347,465,74.6,6127,1931,156,196,79.6,146,175,83.4,37,80,46.3,0,0.4,0.2,7,16,4,1,25,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,465,397,67,24,0,4,7,32,1,0,1,0,347,1,2,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,13,7,0,2,2,0,2,0,0,0,0,0,0,0,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,16,12,6,6,4,15,23,65.2,8,12,1,11,14,30,31,0,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,50,607,52,232,292,93,9,607,21,12,57.1,9,42.9,262,1935,1091,16,14,0,21,10,343,25,Match Report,2019-11-24,17:00 (08:00),Ligue 1,Matchweek 14,Sun,Home,D,0,0,Montpellier,3,0,0,18,18,1,7,14,12,0,0,0,57,21,21,50.0,Match Report
2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,0,18,2,11.1,0.00,0.00,21.2,1,0,0,1.4,1.4,0.08,-1.4,-1.4,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,0,0,0,,1,0.0,0.0,0,0,0,0,8,13,61.5,14,2,42.9,36.9,11,63.6,47.5,6,0,0.0,0,18.5,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,375,487,77.0,7102,2556,175,198,88.4,126,157,80.3,58,95,61.1,0,0.9,0.5,14,27,9,5,41,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,487,430,55,11,0,8,32,24,8,4,1,0,375,2,10,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,33,24,4,1,1,2,1,0,0,0,0,0,0,0,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,13,8,3,7,3,5,8,62.5,3,6,1,5,9,22,9,0,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,52,590,31,147,303,145,19,590,17,11,64.7,6,35.3,328,2126,1095,31,21,4,23,9,368,40,Match Report,2019-11-28,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,0,0,be Gent,1,0,0,16,10,2,32,9,8,0,0,0,59,26,13,66.7,Match Report
2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,1,5,1,20.0,0.20,1.00,16.0,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,5,2,3,60.0,0,1.0,-1.0,0,0,0,0,7,18,38.9,13,1,61.5,41.8,12,83.3,51.4,19,1,5.3,0,5.0,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,330,453,72.8,5728,2087,157,188,83.5,130,165,78.8,34,76,44.7,0,0.2,0.2,3,24,2,1,26,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,453,394,59,17,0,5,9,26,1,0,1,0,330,0,7,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,6,1,2,0,2,1,0,1,0,0,0,1,0,0,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,19,11,7,11,1,8,23,34.8,15,10,2,8,18,37,23,0,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,46,572,48,204,286,86,9,572,16,11,68.8,5,31.3,269,1363,683,10,10,2,20,14,327,25,Match Report,2019-12-01,17:00 (08:00),Ligue 1,Matchweek 15,Sun,Away,L,1,2,Rennes,3,0,0,11,13,0,9,18,11,0,0,0,66,19,18,51.4,Match Report
2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,4,14,6,42.9,0.21,0.50,16.7,1,1,1,2.7,1.9,0.14,+1.3,+1.1,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,4,1,3,75.0,0,1.1,+0.1,0,0,0,0,4,11,36.4,34,5,14.7,25.4,13,46.2,34.0,12,0,0.0,0,7.5,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,407,497,81.9,7528,2693,153,175,87.4,209,232,90.1,38,73,52.1,3,1.2,1.0,9,19,4,1,32,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,497,450,45,9,1,4,24,13,8,6,2,0,407,2,4,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,26,18,3,1,1,3,0,7,3,2,0,1,1,0,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,21,18,11,7,3,7,15,46.7,8,12,5,7,15,36,17,1,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,48,612,84,247,268,110,27,611,19,13,68.4,6,31.6,317,1879,1007,24,16,9,13,5,405,32,Match Report,2019-12-04,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Home,W,4,1,Nice,2,0,0,15,10,2,24,15,18,0,0,0,52,10,10,50.0,Match Report
2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,1,11,4,36.4,0.09,0.25,21.7,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,3,3,0,0.0,0,1.5,-1.5,0,0,0,0,9,20,45.0,34,4,41.2,33.5,11,54.5,43.5,11,1,9.1,1,15.7,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,369,496,74.4,6614,2519,160,188,85.1,167,204,81.9,34,78,43.6,1,0.4,0.6,5,20,4,1,30,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,496,441,55,10,0,3,19,28,2,1,0,0,369,0,9,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,18,14,1,1,0,1,1,2,1,0,1,0,0,0,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,19,13,7,10,2,9,21,42.9,12,7,1,6,4,23,12,2,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,51,593,58,227,257,113,10,593,7,4,57.1,3,42.9,318,1758,942,19,12,1,19,7,365,30,Match Report,2019-12-08,15:00 (06:00),Ligue 1,Matchweek 17,Sun,Away,L,1,3,Reims,2,0,0,14,9,0,19,4,13,0,0,0,56,23,24,48.9,Match Report
2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,0,10,1,10.0,0.00,0.00,19.8,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,7,1,6,85.7,0,1.8,+0.8,0,0,0,0,5,10,50.0,37,12,16.2,27.7,7,57.1,48.3,9,0,0.0,1,15.8,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,502,614,81.8,8912,2951,210,240,87.5,212,237,89.5,56,83,67.5,0,0.6,0.5,4,25,3,2,36,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,614,549,65,22,0,8,19,28,6,1,4,0,502,0,11,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,15,8,1,2,2,2,0,0,0,0,0,0,0,0,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,25,18,12,12,1,13,25,52.0,12,11,1,10,11,36,15,0,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,56,756,74,299,356,103,10,756,34,20,58.8,14,41.2,419,2013,978,18,7,4,27,13,498,35,Match Report,2019-12-12,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Wolfsburg,2,0,0,6,16,0,19,11,18,0,0,0,53,9,7,56.3,Match Report
2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,0,11,2,18.2,0.00,0.00,14.3,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,11,4,7,63.6,0,3.0,-1.0,1,0,0,1,11,25,44.0,23,2,78.3,48.3,7,100.0,57.4,7,0,0.0,0,8.0,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,274,365,75.1,4755,2018,143,164,87.2,86,104,82.7,34,66,51.5,0,1.0,0.7,10,12,3,1,18,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,365,306,58,14,2,4,16,27,5,5,0,0,274,1,13,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,19,12,3,2,1,1,0,0,0,0,0,0,0,0,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,24,14,13,9,2,12,31,38.7,19,7,3,4,15,39,18,1,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,34,487,77,205,199,91,12,487,28,16,57.1,12,42.9,216,1312,718,20,15,6,13,11,271,18,Match Report,2019-12-15,21:00 (12:00),Ligue 1,Matchweek 18,Sun,Home,L,0,4,Paris S-G,1,1,0,4,8,1,16,15,14,0,1,0,56,10,13,43.5,Match Report
