For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,2,12,4,33.3,0.17,0.50,22.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,6,1,5,100.0,0,2.5,+1.5,1,1,0,0,1,15,6.7,18,4,61.1,43.8,10,40.0,32.9,22,0,0.0,1,13.0,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,361,457,79.0,5790,2032,194,211,91.9,121,150,80.7,33,70,47.1,2,0.9,0.7,10,18,7,0,30,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,457,405,51,17,1,3,13,17,5,4,0,0,361,1,7,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,21,11,4,1,1,2,2,4,1,1,0,0,1,1,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,18,13,6,10,2,5,14,35.7,9,9,4,5,10,28,30,0,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,47,568,74,245,229,99,17,568,8,5,62.5,3,37.5,255,1624,831,12,9,3,15,13,358,30,Match Report,2019-08-10,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Away,W,2,1,Dijon,2,0,0,10,17,1,13,10,13,0,1,0,59,15,22,40.5,Match Report
2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,1,19,5,26.3,0.05,0.20,14.2,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,3,1,2,66.7,0,1.0,0.0,0,0,0,0,5,7,71.4,15,5,40.0,33.7,4,25.0,29.3,7,2,28.6,1,11.3,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,405,508,79.7,6822,2367,209,235,88.9,155,184,84.2,34,66,51.5,0,1.4,1.2,12,22,9,2,42,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,508,461,44,10,0,9,19,24,4,2,2,0,405,3,5,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,31,19,6,2,2,2,0,1,0,0,0,1,0,0,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,24,18,7,13,4,5,13,38.5,8,6,3,3,12,36,7,1,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,55,615,35,126,360,135,29,615,15,6,40.0,9,60.0,298,2017,1047,25,18,6,19,11,403,42,Match Report,2019-08-18,15:00 (06:00),Ligue 1,Matchweek 2,Sun,Home,D,1,1,Brest,1,0,0,16,7,3,19,12,18,0,0,0,49,24,9,72.7,Match Report
2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,0,9,3,33.3,0.00,0.00,16.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,7,3,4,71.4,0,3.2,+0.2,1,1,0,0,3,14,21.4,13,1,61.5,41.2,10,60.0,42.9,8,0,0.0,0,,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,408,491,83.1,7091,2373,183,203,90.1,163,184,88.6,43,77,55.8,0,0.7,0.5,7,31,5,2,39,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,491,454,36,8,0,3,13,11,3,2,1,0,408,1,5,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,18,15,2,0,0,0,1,0,0,0,0,0,0,0,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,17,12,8,7,2,4,8,50.0,4,6,3,3,14,31,11,1,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,49,605,51,211,298,97,16,605,12,5,41.7,7,58.3,300,1650,707,18,4,5,22,5,404,38,Match Report,2019-08-28,19:00 (10:00),Ligue 1,Matchweek 3,Wed,Away,L,0,3,Lille,0,0,0,12,8,1,13,14,12,0,1,0,52,19,13,59.4,Match Report
2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,0,12,3,25.0,0.00,0.00,17.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,1,9,11.1,19,3,31.6,32.9,4,75.0,51.5,9,1,11.1,2,12.5,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,389,490,79.4,7293,2483,157,181,86.7,178,207,86.0,45,73,61.6,0,0.6,0.4,8,25,10,1,48,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,490,437,50,16,1,8,21,22,6,6,0,0,389,3,7,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,20,13,0,3,2,2,0,0,0,0,0,0,0,0,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,27,14,6,15,6,8,18,44.4,10,10,5,5,19,46,11,0,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,50,601,39,168,300,140,20,601,18,13,72.2,5,27.8,282,1804,927,18,12,3,17,15,388,48,Match Report,2019-09-01,21:00 (12:00),Ligue 1,Matchweek 4,Sun,Away,L,0,1,Marseille,2,0,0,7,14,3,21,19,14,0,0,0,51,10,18,35.7,Match Report
2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,2,14,4,28.6,0.14,0.50,19.9,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,7,2,5,85.7,0,2.9,+0.9,1,1,0,0,1,1,100.0,14,2,7.1,24.4,4,0.0,20.0,8,0,0.0,0,6.0,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,417,511,81.6,8451,2829,125,144,86.8,222,244,91.0,56,89,62.9,2,1.0,1.2,10,49,8,4,62,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,511,454,53,16,1,5,37,21,9,2,5,1,417,4,11,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,25,17,3,3,1,1,0,4,2,2,0,0,0,0,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,13,7,6,4,3,6,16,37.5,10,6,1,5,13,26,21,0,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,59,613,49,149,306,161,18,613,16,9,56.3,7,43.8,260,1501,841,17,7,3,10,12,415,61,Match Report,2019-09-15,17:00 (08:00),Ligue 1,Matchweek 5,Sun,Home,D,2,2,Toulouse,3,0,0,15,13,4,37,13,7,0,1,0,39,16,14,53.3,Match Report
2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,1,11,3,27.3,0.09,0.33,19.2,2,0,0,0.6,0.6,0.06,+0.4,+0.4,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,2,3,0,-50.0,0,1.0,-1.0,0,0,0,0,9,11,81.8,18,1,33.3,27.7,6,83.3,51.2,12,0,0.0,1,14.4,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,401,502,79.9,7353,2650,179,206,86.9,154,181,85.1,51,80,63.8,1,0.5,0.5,9,33,9,2,40,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,502,441,59,12,0,6,23,30,7,2,3,0,401,2,14,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,21,17,1,1,0,2,0,2,2,0,0,0,0,0,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,11,8,2,6,3,4,9,44.4,5,5,0,5,11,22,21,0,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,53,601,52,155,294,154,18,601,11,7,63.6,4,36.4,329,1464,683,18,12,2,13,11,397,40,Match Report,2019-09-19,21:00 (12:00),Europa Lg,Group stage,Thu,Away,L,2,3,be Gent,4,0,0,13,12,2,23,11,8,0,0,1,51,16,17,48.5,Match Report
2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,1,6,2,33.3,0.17,0.50,16.6,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,5,4,1,20.0,0,2.7,-1.3,0,0,0,0,5,14,35.7,18,4,44.4,37.7,8,75.0,51.4,12,1,8.3,1,12.3,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,394,504,78.2,6603,2285,181,209,86.6,159,186,85.5,35,72,48.6,1,0.8,0.6,6,24,7,4,33,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,504,455,46,14,1,2,17,16,4,3,1,0,394,3,7,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,11,11,0,0,0,0,0,2,2,0,0,0,0,0,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,16,10,6,8,2,4,16,25.0,12,11,4,7,12,28,13,0,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,50,595,46,180,312,108,14,595,22,14,63.6,8,36.4,253,1703,996,26,12,5,11,10,392,33,Match Report,2019-09-22,17:00 (08:00),Ligue 1,Matchweek 6,Sun,Away,L,1,4,Angers,1,0,0,12,13,3,17,12,10,0,0,0,57,12,16,42.9,Match Report
2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,0,15,3,20.0,0.00,0.00,15.0,1,0,0,1.3,1.3,0.09,-1.3,-1.3,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,2,1,1,50.0,0,0.1,-0.9,0,0,0,0,1,2,50.0,11,4,0.0,18.1,8,25.0,28.8,12,0,0.0,5,27.2,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,379,500,75.8,6968,2851,148,176,84.1,165,199,82.9,49,83,59.0,0,1.2,0.8,12,33,7,3,45,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,500,431,68,12,1,2,34,38,8,3,5,0,379,1,12,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,22,16,4,0,1,1,0,0,0,0,0,0,0,0,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,19,12,7,9,3,8,23,34.8,15,14,3,11,19,38,16,0,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,53,628,34,157,289,187,28,628,18,12,66.7,6,33.3,267,1768,961,15,11,2,14,13,378,45,Match Report,2019-09-25,19:00 (10:00),Ligue 1,Matchweek 7,Wed,Home,L,0,1,Metz,4,0,0,12,11,1,34,19,12,0,0,0,58,23,33,41.1,Match Report
2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,1,6,4,66.7,0.17,0.25,18.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,8,0,8,100.0,1,1.4,+1.4,0,0,0,0,8,25,32.0,27,4,63.0,45.9,10,80.0,60.0,28,2,7.1,0,8.8,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,189,296,63.9,3969,1794,71,92,77.2,81,107,75.7,34,85,40.0,1,0.6,0.5,2,11,2,0,18,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,296,244,51,12,2,2,12,23,5,1,3,0,189,1,4,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,11,5,2,2,1,1,0,2,1,1,0,0,0,0,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,12,9,9,3,0,6,17,35.3,11,13,5,8,19,31,40,0,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,35,435,88,206,164,67,8,435,12,5,41.7,7,58.3,168,880,477,8,8,3,15,14,188,18,Match Report,2019-09-29,17:00 (08:00),Ligue 1,Matchweek 8,Sun,Away,W,1,0,Nîmes,4,1,1,15,11,1,12,19,9,0,0,0,33,31,28,52.5,Match Report
2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,1,9,4,44.4,0.11,0.25,23.1,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,2,1,1,50.0,0,1.0,0.0,0,0,0,0,5,16,31.3,31,4,38.7,36.4,8,50.0,44.6,6,0,0.0,0,6.7,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,371,482,77.0,7165,2753,146,178,82.0,156,180,86.7,57,95,60.0,0,0.4,0.3,4,19,5,2,27,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,482,412,67,16,1,6,16,38,3,1,2,0,371,3,9,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,16,8,2,3,1,2,0,2,1,1,0,0,0,0,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,23,14,12,6,5,7,12,58.3,5,6,0,6,12,35,6,0,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,53,593,54,209,268,119,14,593,34,24,70.6,10,29.4,336,1681,812,17,11,6,20,13,371,27,Match Report,2019-10-03,18:55 (09:55),Europa Lg,Group stage,Thu,Home,D,1,1,de Wolfsburg,1,0,0,9,15,3,16,12,14,0,0,0,45,6,15,28.6,Match Report
