For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,For Brighton & Hove Albion_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Brighton & Hove Albion_Date,For Brighton & Hove Albion_Time,For Brighton & Hove Albion_Comp,For Brighton & Hove Albion_Round,For Brighton & Hove Albion_Day,For Brighton & Hove Albion_Venue,For Brighton & Hove Albion_Result,For Brighton & Hove Albion_GF,For Brighton & Hove Albion_GA,For Brighton & Hove Albion_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,2,14,6,42.9,0.14,0.33,14.9,1,0,0,1.0,1.0,0.08,+1.0,+1.0,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,5,26,19.2,48,8,41.7,35.0,8,75.0,51.4,29,4,13.8,0,5.6,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,460,564,81.6,7882,2323,192,212,90.6,203,221,91.9,41,89,46.1,2,0.9,1.0,10,23,7,2,39,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,564,514,50,10,1,5,14,24,6,0,5,0,460,0,7,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,23,15,3,1,3,1,0,4,4,0,0,0,0,0,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,16,9,9,4,3,6,18,33.3,12,8,3,5,6,22,30,0,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,63,670,86,274,259,139,21,670,7,3,42.9,4,57.1,368,2003,1120,19,13,2,10,12,454,37,Match Report,2021-08-14,15:00 (07:00),Premier League,Matchweek 1,Sat,Away,W,2,1,Burnley,1,0,0,7,10,0,14,6,9,0,0,0,45,20,26,43.5,Match Report
2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,2,13,3,23.1,0.15,0.67,16.9,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,1,0,1,100.0,1,0.2,+0.2,0,0,0,0,2,11,18.2,32,5,25.0,27.9,8,37.5,33.4,12,2,16.7,2,16.3,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,522,624,83.7,8183,2626,268,289,92.7,202,231,87.4,29,59,49.2,2,0.7,0.4,10,26,6,0,43,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,624,587,36,7,3,5,20,13,7,3,3,0,522,1,9,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,23,17,3,1,1,0,1,4,2,1,0,0,0,1,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,19,11,12,4,3,7,13,53.8,6,18,4,14,8,27,18,0,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,56,730,78,281,295,159,28,730,8,7,87.5,1,12.5,366,1740,984,19,11,7,18,12,521,43,Match Report,2021-08-21,17:30 (09:30),Premier League,Matchweek 2,Sat,Home,W,2,0,Watford,4,0,0,11,6,1,20,8,11,0,0,0,52,17,18,48.6,Match Report
2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,2,8,4,50.0,0.25,0.50,,,0,0,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,,,,,,,8,,,,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,,,,,,,,,,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,,10,,,,,,,,,,,7,0,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,54,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-08-24,19:45 (11:45),EFL Cup,Second round,Tue,Away,W,2,0,Cardiff City,0,0,0,7,11,1,8,7,10,,,0,,,,,Match Report
2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,0,14,3,21.4,0.00,0.00,22.3,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,5,2,3,80.0,0,1.9,-0.1,1,1,0,0,0,7,0.0,37,7,16.2,29.8,6,16.7,26.7,9,4,44.4,0,6.1,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,557,650,85.7,10416,3279,196,218,89.9,290,318,91.2,61,84,72.6,0,0.5,0.7,10,35,9,2,51,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,650,611,38,7,0,5,12,18,4,1,2,0,557,1,10,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,27,20,2,3,1,1,0,0,0,0,0,0,0,0,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,25,16,15,8,2,11,18,61.1,7,13,5,8,10,35,15,0,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,65,775,71,275,337,173,17,775,16,10,62.5,6,37.5,455,1926,1056,23,18,3,18,11,549,50,Match Report,2021-08-28,15:00 (07:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,1,0,0,7,8,1,12,10,16,0,1,0,55,8,9,47.1,Match Report
2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,1,4,2,50.0,0.25,0.50,19.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,1,0,1,100.0,1,0.0,0.0,0,0,0,0,6,21,28.6,31,3,51.6,41.5,7,71.4,53.0,15,3,20.0,0,8.8,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,422,542,77.9,7407,2320,191,211,90.5,161,193,83.4,51,97,52.6,1,0.3,0.4,4,30,7,0,40,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,542,488,52,9,1,2,11,30,5,1,0,0,422,2,13,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,8,8,0,0,0,0,0,2,2,0,0,0,0,0,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,16,11,5,7,4,1,9,11.1,8,8,0,8,12,28,15,0,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,59,636,58,178,279,183,14,636,18,9,50.0,9,50.0,408,1469,556,8,11,3,13,12,420,40,Match Report,2021-09-11,15:00 (07:00),Premier League,Matchweek 4,Sat,Away,W,1,0,Brentford,2,0,0,12,9,2,11,12,11,0,0,0,50,11,15,42.3,Match Report
2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,2,11,4,36.4,0.09,0.25,16.9,2,1,1,1.7,0.9,0.08,+0.3,+0.1,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,7,15,46.7,21,3,47.6,36.9,8,62.5,45.9,22,2,9.1,1,12.8,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,269,359,74.9,4868,1909,132,150,88.0,97,116,83.6,35,70,50.0,1,0.7,0.6,9,16,6,0,25,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,359,317,39,9,3,1,15,16,4,1,3,0,269,3,8,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,23,10,4,2,2,4,1,3,0,1,0,1,1,0,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,19,13,10,7,2,4,16,25.0,12,14,5,9,16,35,29,0,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,37,491,73,220,188,91,16,490,27,16,59.3,11,40.7,214,987,446,10,6,2,12,6,265,25,Match Report,2021-09-19,14:00 (06:00),Premier League,Matchweek 5,Sun,Home,W,2,1,Leicester City,2,0,0,8,9,3,15,16,13,0,0,0,44,18,11,62.1,Match Report
2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,2,7,3,42.9,0.29,0.67,,,0,0,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,,,,,,,9,,,,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,,,,,,,,,,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,,9,,,,,,,,,,,6,0,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,53,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-09-22,19:30 (11:30),EFL Cup,Third round,Wed,Home,W,2,0,Swansea City,0,0,0,8,13,3,9,6,9,,,0,,,,,Match Report
2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,1,8,4,50.0,0.13,0.25,15.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,3,1,2,100.0,0,1.3,+0.3,1,1,0,0,12,27,44.4,61,6,41.0,33.2,6,33.3,34.0,14,3,21.4,2,11.4,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,489,604,81.0,8283,2798,232,254,91.3,174,197,88.3,53,98,54.1,1,0.6,0.9,4,21,8,1,36,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,604,565,39,13,2,4,20,13,5,3,2,0,489,0,11,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,11,6,2,1,1,1,0,1,1,0,0,0,0,0,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,29,19,12,8,9,6,10,60.0,4,5,2,3,10,39,14,0,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,53,709,95,309,262,141,21,709,16,6,37.5,10,62.5,464,2028,1024,16,11,5,10,7,487,36,Match Report,2021-09-27,20:00 (12:00),Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,4,0,0,10,11,0,20,10,19,0,1,0,58,15,6,71.4,Match Report
2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,0,21,2,9.5,0.00,0.00,17.7,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,11,19,57.9,36,1,33.3,33.3,7,100.0,65.9,11,1,9.1,0,12.0,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,444,543,81.8,7911,2825,205,229,89.5,171,198,86.4,49,81,60.5,0,1.0,1.0,18,33,12,2,48,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,543,502,40,6,5,2,26,18,8,3,5,0,444,1,10,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,40,32,5,1,2,0,0,0,0,0,0,0,0,0,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,16,5,7,6,3,8,14,57.1,6,15,1,14,9,25,14,0,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,58,651,52,154,297,204,28,651,8,6,75.0,2,25.0,280,1521,819,15,18,2,18,6,441,48,Match Report,2021-10-02,17:30 (09:30),Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,2,0,0,8,5,1,26,9,5,0,0,0,57,16,7,69.6,Match Report
2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,0,11,3,27.3,0.00,0.00,16.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,4,11,36.4,32,6,12.5,26.2,7,100.0,67.3,20,5,25.0,4,14.9,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,510,616,82.8,9101,3014,233,262,88.9,220,251,87.6,50,78,64.1,0,0.7,1.9,9,45,13,4,50,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,616,576,40,5,1,4,18,23,4,1,3,0,510,0,13,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,20,14,3,2,0,1,0,0,0,0,0,0,0,0,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,19,12,13,4,2,5,16,31.3,11,18,8,10,8,27,23,1,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,64,742,63,216,324,209,29,742,10,6,60.0,4,40.0,452,2017,1035,13,14,3,14,5,508,50,Match Report,2021-10-16,15:00 (07:00),Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,5,0,0,14,5,0,18,8,12,0,0,0,54,21,14,60.0,Match Report
