For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,1,13,4,30.8,0.08,0.25,20.4,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,6,1,5,83.3,0,1.1,+0.1,0,0,0,0,4,17,23.5,26,3,57.7,41.7,11,18.2,31.9,25,1,4.0,1,10.0,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,340,460,73.9,6550,2508,145,171,84.8,138,171,80.7,52,99,52.5,1,0.7,0.5,9,26,5,2,31,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,460,402,55,9,1,10,14,29,4,0,3,0,340,3,7,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,21,17,1,1,2,0,0,2,2,0,0,0,0,0,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,15,7,8,5,2,7,20,35.0,13,4,1,3,14,29,40,0,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,48,594,64,243,237,123,21,594,16,10,62.5,6,37.5,271,1308,737,22,13,7,11,11,339,31,Match Report,2018-10-26,20:45 (11:45),Ligue 1,Matchweek 11,Fri,Away,D,1,1,Nîmes,3,0,0,15,6,3,14,14,7,0,0,0,48,18,31,36.7,Match Report
2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,3,18,9,50.0,0.17,0.33,14.6,0,0,0,2.1,2.1,0.12,+0.9,+0.9,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,6,3,3,50.0,0,1.9,-1.1,0,0,0,0,2,2,100.0,15,3,6.7,24.7,6,16.7,33.0,10,0,0.0,0,5.0,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,529,633,83.6,9155,3402,256,282,90.8,201,229,87.8,58,90,64.4,3,1.5,1.5,16,46,12,5,68,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,633,577,52,13,2,8,29,20,9,5,2,0,529,4,8,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,33,24,4,2,3,0,0,6,4,2,0,0,0,0,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,17,10,7,6,4,2,11,18.2,9,8,2,6,14,31,17,2,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,62,738,63,171,390,182,29,738,14,11,78.6,3,21.4,334,2131,1186,22,10,9,13,19,528,68,Match Report,2018-11-04,17:00 (08:00),Ligue 1,Matchweek 12,Sun,Home,W,4,3,Angers,1,0,0,8,10,4,29,14,10,0,0,0,53,14,19,42.4,Match Report
2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,2,14,5,35.7,0.14,0.40,22.9,1,0,0,0.9,0.9,0.07,+1.1,+1.1,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,2,0,2,100.0,1,0.4,+0.4,0,0,0,0,10,24,41.7,34,3,52.9,38.1,9,66.7,47.6,21,1,4.8,0,9.7,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,419,533,78.6,7897,2914,179,201,89.1,161,194,83.0,63,105,60.0,2,0.6,0.5,10,26,5,2,35,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,533,471,61,22,2,5,19,24,5,1,2,0,419,1,10,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,22,11,5,0,1,4,1,4,1,1,0,0,1,1,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,16,10,7,6,3,8,17,47.1,9,9,6,3,9,25,28,0,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,59,652,65,239,296,121,15,652,13,9,69.2,4,30.8,279,1189,532,13,9,3,14,8,416,32,Match Report,2018-11-10,20:00 (11:00),Ligue 1,Matchweek 13,Sat,Home,W,2,0,Reims,3,0,0,10,20,1,19,9,10,0,0,0,60,17,15,53.1,Match Report
2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,0,16,3,18.8,0.00,0.00,16.4,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,1,1,0,0.0,0,0.1,-0.9,0,0,0,0,4,18,22.2,16,3,68.8,44.4,9,77.8,48.6,16,0,0.0,0,13.7,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,282,397,71.0,5044,1871,140,166,84.3,97,123,78.9,39,81,48.1,0,1.2,1.0,11,21,4,1,33,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,397,352,44,10,1,3,31,15,8,1,6,1,282,1,15,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,29,17,7,0,3,2,0,0,0,0,0,0,0,0,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,17,11,8,7,2,9,17,52.9,8,9,3,6,15,32,26,0,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,43,506,43,149,239,127,23,506,9,6,66.7,3,33.3,237,1246,676,14,11,5,8,10,279,33,Match Report,2018-11-23,21:00 (12:00),Ligue 1,Matchweek 14,Fri,Away,L,0,1,Lyon,2,0,0,16,10,1,31,15,11,0,0,0,53,21,16,56.8,Match Report
2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,1,,,,,,,,0,0,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,,,,,,,,,,,,,0,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-11-27,19:00 (10:00),Coupe de la Ligue,Third round,Tue,Away,D,1 (2),1 (4),Nîmes,2,0,0,,,,,,,,,0,,,,,Match Report
2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,3,16,4,25.0,0.19,0.75,16.2,1,0,0,2.4,2.4,0.15,+0.6,+0.6,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,1,0,1,100.0,1,0.2,+0.2,0,0,0,0,1,3,33.3,19,3,15.8,28.4,5,0.0,26.8,7,0,0.0,3,19.0,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,471,583,80.8,8811,3257,176,201,87.6,212,251,84.5,66,99,66.7,2,1.8,1.8,11,47,14,3,59,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,583,532,50,17,2,2,23,19,8,0,7,0,471,1,7,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,29,19,3,4,2,1,0,6,2,2,1,0,1,0,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,20,17,8,8,4,9,14,64.3,5,10,1,9,12,32,14,0,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,64,705,33,160,388,164,27,705,24,14,58.3,10,41.7,355,2049,1148,19,15,2,16,10,470,59,Match Report,2018-11-30,20:45 (11:45),Ligue 1,Matchweek 15,Fri,Home,W,3,0,Nantes,1,0,0,16,17,1,23,12,17,0,0,0,59,20,16,55.6,Match Report
2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,2,14,4,28.6,0.14,0.50,16.9,1,0,0,2.0,2.0,0.18,0.0,0.0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,5,3,2,60.0,0,2.5,-0.5,1,1,0,0,3,12,25.0,22,5,31.8,35.5,7,71.4,47.9,10,0,0.0,1,12.8,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,432,531,81.4,7860,2730,175,194,90.2,198,224,88.4,46,81,56.8,1,1.5,1.1,9,29,3,1,46,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,531,484,46,14,1,5,21,14,7,1,5,0,432,1,9,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,26,17,2,3,3,1,0,3,2,0,0,1,0,0,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,28,17,12,9,7,18,30,60.0,12,14,1,13,8,36,4,1,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,53,635,45,144,334,163,19,635,18,9,50.0,9,50.0,293,1825,1078,28,18,6,17,7,429,44,Match Report,2018-12-05,19:00 (10:00),Ligue 1,Matchweek 16,Wed,Away,L,2,3,Bordeaux,3,0,0,12,11,1,21,8,17,0,1,0,61,17,9,65.4,Match Report
2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,1,11,4,36.4,0.09,0.25,15.1,1,0,0,1.1,1.1,0.10,-0.1,-0.1,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,7,1,6,100.0,0,1.5,+0.5,1,1,0,0,7,14,50.0,17,5,47.1,40.1,13,46.2,39.2,13,0,0.0,0,,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,272,349,77.9,5416,2161,105,121,86.8,104,125,83.2,45,73,61.6,0,0.8,1.0,6,15,5,1,22,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,349,301,47,5,2,8,14,21,6,3,1,0,272,1,8,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,16,11,1,0,3,1,0,1,0,0,0,1,0,0,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,23,14,18,4,1,16,33,48.5,17,18,8,10,3,26,21,1,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,41,456,63,200,180,85,13,456,16,7,43.8,9,56.3,198,1286,682,14,8,3,7,8,269,22,Match Report,2018-12-16,17:00 (08:00),Ligue 1,Matchweek 18,Sun,Away,D,1,1,Nice,3,1,1,20,6,1,14,3,14,0,1,0,39,10,15,40.0,Match Report
2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,3,18,7,38.9,0.17,0.43,19.4,1,0,0,1.9,1.9,0.12,+1.1,+1.1,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,4,15,26.7,25,3,48.0,35.5,5,60.0,47.6,13,0,0.0,0,4.3,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,356,447,79.6,6549,2432,175,203,86.2,128,154,83.1,48,81,59.3,2,1.4,1.7,15,23,6,0,38,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,447,393,51,16,0,8,15,24,5,0,4,0,356,3,1,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,32,22,4,0,2,2,2,5,2,1,0,1,1,0,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,23,12,8,10,5,11,16,68.8,5,9,3,6,21,44,17,0,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,52,571,48,215,230,132,26,571,13,3,23.1,10,76.9,315,1764,911,26,14,7,8,15,355,38,Match Report,2018-12-22,21:00 (12:00),Ligue 1,Matchweek 19,Sat,Home,W,3,0,Dijon,4,0,0,13,15,3,15,21,12,0,0,0,59,13,14,48.1,Match Report
2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,6,6,6,100.0,1.00,1.00,,,0,0,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,0,0,0,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,,,,,,,0,,,,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,,,,,,,,,,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,,0,,,,,,,,,,,0,0,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-06,17:15 (08:15),Coupe de France,Round of 64,Sun,Away,W,6,0,Ol. Strasbourg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Match Report
2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,1,4,2,50.0,0.25,0.50,19.5,1,0,0,0.6,0.6,0.15,+0.4,+0.4,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,2,0,2,100.0,1,0.8,+0.8,0,0,0,0,7,17,41.2,33,7,39.4,33.5,7,57.1,42.4,26,1,3.8,0,10.8,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,433,555,78.0,7663,2624,196,226,86.7,181,210,86.2,46,88,52.3,0,0.5,0.5,2,24,3,1,33,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,555,503,50,13,3,3,7,25,4,0,3,0,433,2,10,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,6,4,0,0,1,1,0,2,1,0,0,0,1,0,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,15,11,8,6,1,1,7,14.3,6,10,6,4,14,29,28,1,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,54,684,89,264,351,73,13,684,19,5,26.3,14,73.7,294,1510,736,13,8,2,18,7,429,33,Match Report,2019-01-12,20:00 (11:00),Ligue 1,Matchweek 20,Sat,Away,W,1,0,Guingamp,1,0,0,12,10,2,7,14,11,0,0,0,55,14,30,31.8,Match Report
2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,2,10,4,40.0,0.10,0.25,17.5,0,1,1,2.1,1.3,0.13,-0.1,-0.3,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,3,12,25.0,16,3,25.0,31.9,8,100.0,57.9,14,0,0.0,0,12.0,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,412,520,79.2,7600,2431,185,211,87.7,156,193,80.8,57,90,63.3,0,1.3,1.6,9,23,5,4,34,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,520,460,59,13,1,9,16,32,4,0,3,0,412,1,8,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,22,14,2,1,0,5,0,4,3,0,0,0,1,0,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,13,10,5,7,1,6,17,35.3,11,10,2,8,13,26,17,0,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,53,632,50,185,303,147,21,631,16,9,56.3,7,43.8,314,1681,813,21,11,6,14,16,411,34,Match Report,2019-01-16,21:00 (12:00),Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,0,0,0,13,14,1,16,13,10,1,0,0,50,17,18,48.6,Match Report
2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,1,15,8,53.3,0.07,0.13,18.3,0,0,0,2.4,2.4,0.24,-1.4,-1.4,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,7,2,5,85.7,0,1.8,-0.2,1,1,0,0,8,34,23.5,35,4,68.6,46.8,12,83.3,47.8,15,1,6.7,2,15.9,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,216,331,65.3,3984,1745,89,109,81.7,88,116,75.9,27,80,33.8,1,1.5,0.6,11,14,3,1,28,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,331,276,51,11,1,0,12,21,4,2,2,0,216,4,7,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,25,18,3,1,3,0,0,2,2,0,0,0,0,0,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,24,12,8,13,3,7,25,28.0,18,19,8,11,10,34,25,0,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,36,466,87,206,184,83,16,466,9,9,100.0,0,0.0,203,1459,749,17,10,2,14,12,215,28,Match Report,2019-01-20,21:00 (12:00),Ligue 1,Matchweek 21,Sun,Home,L,1,2,Lyon,2,0,0,18,7,4,12,10,12,0,1,0,48,16,28,36.4,Match Report
2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,3,22,11,50.0,0.14,0.27,,,0,0,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,8,6,3,37.5,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,,,,,,,40,,,,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,,,,,,,,,,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,,5,,,,,,,,,,,10,0,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,72,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-23,18:30 (09:30),Coupe de France,Round of 32,Wed,Home,L,3,6,Dijon,2,0,0,8,10,3,40,10,5,0,1,0,,,,,Match Report
2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,1,10,3,30.0,0.10,0.33,16.5,0,0,0,1.8,1.8,0.21,-0.8,-0.8,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,3,1,2,66.7,0,1.7,+0.7,0,0,0,0,4,22,18.2,34,4,44.1,37.3,11,63.6,43.2,16,0,0.0,2,16.4,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,362,466,77.7,6409,2409,161,188,85.6,163,184,88.6,32,77,41.6,0,1.2,0.6,8,20,6,1,29,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,466,408,57,16,1,1,16,22,6,3,3,0,362,1,7,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,16,12,1,1,1,1,0,1,0,0,0,1,0,0,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,9,5,5,4,0,6,10,60.0,4,12,4,8,12,21,28,0,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,48,582,71,209,275,106,21,582,13,5,38.5,8,61.5,313,2213,1193,25,15,7,17,14,361,29,Match Report,2019-01-30,21:00 (12:00),Ligue 1,Matchweek 22,Wed,Away,D,1,1,Nantes,1,1,0,12,12,1,16,12,5,0,0,0,43,11,17,39.3,Match Report
