For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,For Nîmes_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Nîmes_Date,For Nîmes_Time,For Nîmes_Comp,For Nîmes_Round,For Nîmes_Day,For Nîmes_Venue,For Nîmes_Result,For Nîmes_GF,For Nîmes_GA,For Nîmes_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,1,12,5,41.7,0.08,0.20,20.6,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,4,1,3,75.0,0,1.0,0.0,0,0,0,0,7,24,29.2,23,3,73.9,43.9,8,87.5,56.9,12,0,0.0,2,18.5,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,197,317,62.1,3515,1814,105,128,82.0,52,78,66.7,34,88,38.6,1,0.5,0.8,6,17,3,0,22,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,317,261,54,24,0,1,12,15,5,3,2,0,197,2,7,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,18,12,2,1,0,2,1,2,1,1,0,0,0,0,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,27,13,11,14,2,11,20,55.0,9,8,2,6,19,46,33,0,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,42,468,51,166,218,87,14,468,22,10,45.5,12,54.5,190,1052,650,14,8,2,12,17,193,22,Match Report,2019-02-03,15:00 (06:00),Ligue 1,Matchweek 23,Sun,Home,D,1,1,Montpellier,2,0,0,20,23,2,12,19,13,0,0,0,61,28,29,49.1,Match Report
2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,4,13,4,30.8,0.31,1.00,21.0,1,0,0,1.7,1.7,0.13,+2.3,+2.3,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,4,2,2,75.0,0,1.7,-0.3,1,1,0,0,5,19,26.3,23,3,52.2,40.3,11,63.6,49.6,19,0,0.0,2,17.2,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,254,363,70.0,4196,2039,127,152,83.6,96,127,75.6,19,62,30.6,2,1.4,1.2,8,22,8,1,26,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,363,305,58,14,1,2,10,26,4,3,1,0,254,0,8,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,22,20,0,1,1,0,0,6,4,0,1,1,0,0,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,15,11,8,7,0,5,21,23.8,16,14,6,8,11,26,28,0,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,38,484,60,155,228,109,17,484,21,9,42.9,12,57.1,243,1623,930,18,13,3,12,9,251,25,Match Report,2019-02-10,15:00 (06:00),Ligue 1,Matchweek 24,Sun,Away,W,4,2,Nantes,2,0,0,11,9,0,10,11,11,0,1,0,51,15,26,36.6,Match Report
2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,2,14,6,42.9,0.14,0.33,21.1,1,0,0,1.2,1.2,0.09,+0.8,+0.8,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,2,0,2,100.0,1,1.0,+1.0,0,0,0,0,10,19,52.6,20,4,60.0,40.7,8,87.5,57.6,18,0,0.0,0,18.0,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,309,418,73.9,5842,2453,144,171,84.2,114,141,80.9,46,86,53.5,1,0.5,0.6,8,23,5,2,32,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,418,357,60,17,1,10,24,29,5,0,4,1,309,1,12,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,21,12,3,3,1,2,0,2,1,0,1,0,0,0,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,19,13,9,7,3,10,25,40.0,15,13,4,9,13,32,35,0,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,48,548,61,179,214,162,15,548,20,14,70.0,6,30.0,248,1748,906,29,22,6,15,14,304,32,Match Report,2019-02-15,19:00 (10:00),Ligue 1,Matchweek 25,Fri,Home,W,2,0,Dijon,2,0,0,10,16,1,24,13,13,0,0,0,56,22,27,44.9,Match Report
2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,0,8,3,37.5,0.00,0.00,19.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,7,3,4,57.1,0,4.3,+1.3,0,0,0,0,6,28,21.4,33,7,48.5,34.9,13,92.3,57.3,11,0,0.0,5,19.8,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,202,298,67.8,3512,1587,95,110,86.4,77,96,80.2,20,66,30.3,0,0.6,0.3,7,14,1,0,18,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,298,234,64,20,0,4,16,20,7,2,4,0,202,0,12,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,14,5,4,4,0,0,1,0,0,0,0,0,0,0,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,16,12,12,3,1,7,25,28.0,18,10,4,6,18,34,25,1,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,30,412,68,183,175,61,7,412,19,10,52.6,9,47.4,189,1411,780,19,7,2,15,11,201,17,Match Report,2019-02-23,17:00 (08:00),Ligue 1,Matchweek 26,Sat,Away,L,0,3,Paris S-G,0,0,0,10,13,0,16,18,12,0,0,0,44,11,21,34.4,Match Report
2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,1,14,2,14.3,0.07,0.50,20.7,0,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,6,2,4,66.7,0,1.9,-0.1,0,0,0,0,8,25,32.0,24,4,70.8,44.9,8,100.0,62.4,16,1,6.3,1,20.0,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,279,410,68.0,4775,2236,151,172,87.8,87,128,68.0,31,83,37.3,1,0.8,0.7,9,26,7,3,30,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,410,348,62,16,1,1,24,30,5,0,5,0,279,0,6,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,21,16,1,2,1,1,0,2,2,0,0,0,0,0,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,20,10,11,7,2,10,17,58.8,7,18,7,11,13,33,22,0,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,54,552,50,175,205,176,15,552,20,8,40.0,12,60.0,198,1216,648,19,11,4,21,10,279,30,Match Report,2019-03-09,20:00 (11:00),Ligue 1,Matchweek 28,Sat,Away,L,1,2,Amiens,1,0,0,15,15,0,24,13,10,0,0,0,57,16,37,30.2,Match Report
2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,2,15,3,20.0,0.07,0.33,16.6,0,1,1,2.4,1.6,0.12,-0.4,-0.6,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,2,2,0,0.0,0,1.0,-1.0,0,0,0,0,2,4,50.0,17,7,11.8,23.5,3,66.7,52.7,5,0,0.0,2,27.0,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,412,531,77.6,7447,2501,188,222,84.7,155,180,86.1,57,102,55.9,1,0.9,0.7,9,36,7,2,38,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,531,474,56,17,1,5,35,26,7,5,2,0,412,1,7,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,28,19,3,0,3,3,0,3,1,1,0,0,1,0,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,16,9,6,7,3,6,11,54.5,5,9,1,8,6,22,9,0,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,64,626,23,130,338,164,26,625,12,7,58.3,5,41.7,371,2453,1453,33,29,3,10,6,409,37,Match Report,2019-03-16,20:00 (12:00),Ligue 1,Matchweek 29,Sat,Home,D,2,2,Strasbourg,4,0,0,11,15,1,35,6,9,0,0,0,55,20,22,47.6,Match Report
2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,1,14,6,42.9,0.07,0.17,16.6,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,9,2,7,77.8,0,3.4,+1.4,0,0,0,0,3,22,13.6,20,3,55.0,40.7,16,68.8,52.1,14,0,0.0,1,20.0,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,237,355,66.8,4419,1917,114,138,82.6,89,114,78.1,28,82,34.1,1,1.5,0.6,14,23,6,1,26,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,355,288,65,12,1,3,13,27,7,2,4,1,237,2,7,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,25,16,4,1,3,0,1,2,2,0,0,0,0,0,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,17,11,8,7,2,11,22,50.0,11,11,2,9,23,40,24,1,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,40,489,68,182,209,109,15,489,15,7,46.7,8,53.3,235,1213,593,11,10,4,17,9,237,26,Match Report,2019-04-01,20:30 (11:30),Ligue 1,Matchweek 30,Mon,Away,L,1,2,Saint-Étienne,4,0,0,8,6,2,13,23,11,0,0,0,51,13,22,37.1,Match Report
2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,1,13,7,53.8,0.08,0.14,18.1,1,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,5,12,41.7,23,8,39.1,34.3,3,100.0,55.7,8,0,0.0,0,5.7,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,274,383,71.5,4726,2125,127,153,83.0,91,113,80.5,33,75,44.0,1,0.9,1.0,10,26,5,2,28,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,383,331,52,16,1,0,17,28,4,2,2,0,274,0,7,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,25,20,2,0,2,1,0,2,2,0,0,0,0,0,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,20,13,10,8,2,11,19,57.9,8,8,2,6,11,31,23,0,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,49,498,39,158,212,134,17,498,18,5,27.8,13,72.2,268,1700,938,19,14,4,16,3,270,27,Match Report,2019-04-06,20:00 (11:00),Ligue 1,Matchweek 31,Sat,Home,W,2,0,Caen,1,0,0,19,15,0,17,11,13,0,0,0,49,24,26,48.0,Match Report
2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,3,19,8,42.1,0.16,0.38,18.5,0,0,0,1.7,1.7,0.09,+1.3,+1.3,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,2,1,2,50.0,0,0.2,+0.2,0,0,0,0,6,22,27.3,30,6,53.3,39.8,7,85.7,53.1,6,1,16.7,2,16.8,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,349,439,79.5,6255,2401,165,187,88.2,134,158,84.8,38,74,51.4,2,1.7,1.0,18,28,7,3,38,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,439,381,58,14,3,3,11,30,5,1,3,0,349,0,6,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,36,25,4,2,2,2,1,5,0,2,0,0,2,1,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,26,17,14,9,3,17,32,53.1,15,9,0,9,9,35,15,0,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,46,557,47,196,237,132,21,557,25,13,52.0,12,48.0,313,1841,1047,24,14,9,16,7,348,38,Match Report,2019-04-09,19:00 (10:00),Ligue 1,Matchweek 27,Tue,Home,W,3,1,Rennes,2,1,0,10,12,0,11,9,17,0,0,1,49,10,17,37.0,Match Report
2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,1,7,2,28.6,0.00,0.00,21.6,1,1,1,1.1,0.3,0.04,-0.1,-0.3,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,4,2,2,50.0,0,0.7,-1.3,0,0,0,0,8,22,36.4,31,6,61.3,44.8,6,50.0,46.0,8,2,25.0,1,14.0,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,273,376,72.6,5017,2370,125,148,84.5,105,127,82.7,35,79,44.3,0,0.2,0.2,5,24,5,0,25,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,376,315,60,16,1,5,15,29,6,2,2,0,273,1,6,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,15,10,2,1,0,1,1,1,1,0,0,0,0,0,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,15,9,6,7,2,9,19,47.4,10,11,6,5,9,24,13,0,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,41,491,49,160,214,121,21,490,25,13,52.0,12,48.0,274,1341,654,10,7,7,14,9,270,25,Match Report,2019-04-13,17:00 (08:00),Ligue 1,Matchweek 32,Sat,Away,L,1,2,Marseille,2,0,0,15,10,1,15,9,9,0,0,0,44,14,16,46.7,Match Report
For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,For Nîmes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,2,7,1,14.3,0.14,1.00,20.3,0,1,1,1.3,0.5,0.07,+0.7,+0.5,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,2,1,1,50.0,0,1.0,0.0,0,0,0,0,9,24,37.5,27,5,63.0,44.1,8,87.5,59.9,13,1,7.7,0,9.3,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,244,334,73.1,5124,2064,94,114,82.5,81,100,81.0,57,94,60.6,1,0.5,0.4,6,24,1,1,20,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,334,270,64,26,0,6,20,25,3,1,2,0,244,0,10,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,13,8,1,2,1,1,0,3,0,1,0,1,1,0,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,16,13,5,7,4,8,16,50.0,8,5,3,2,10,26,11,0,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,40,425,42,138,182,109,10,424,17,8,47.1,9,52.9,220,1278,563,8,7,2,14,8,243,20,Match Report,2019-04-20,20:00 (11:00),Ligue 1,Matchweek 33,Sat,Home,W,2,1,Bordeaux,0,0,0,14,20,0,20,10,13,0,0,0,31,13,16,44.8,Match Report
2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,0,8,3,37.5,0.00,0.00,20.2,1,0,0,0.9,0.9,0.11,-0.9,-0.9,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,8,5,3,37.5,0,3.5,-1.5,0,0,0,0,3,17,17.6,24,10,41.7,36.0,9,77.8,57.1,14,0,0.0,2,18.4,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,318,411,77.4,5529,1919,155,171,90.6,126,153,82.4,32,67,47.8,0,0.8,0.5,5,12,3,0,31,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,411,365,44,9,3,4,12,17,4,3,1,0,318,2,7,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,13,9,0,1,2,1,0,0,0,0,0,0,0,0,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,10,8,7,3,0,8,23,34.8,15,5,2,3,11,21,16,1,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,41,504,53,178,248,87,12,504,17,9,52.9,8,47.1,323,1776,1070,17,21,6,14,6,318,31,Match Report,2019-04-28,15:00 (06:00),Ligue 1,Matchweek 34,Sun,Away,L,0,5,Lille,2,0,0,14,8,2,12,11,8,0,0,0,46,6,17,26.1,Match Report
