For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,0,8,4,50.0,0.00,0.00,22.8,0,0,1,1.1,0.4,0.04,-1.1,-0.4,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,3,1,2,66.7,0,1.0,0.0,0,0,0,0,5,21,23.8,30,4,46.7,33.0,7,100.0,57.3,11,1,9.1,2,14.3,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,252,385,65.5,4587,1900,119,145,82.1,98,138,71.0,33,82,40.2,0,0.3,0.4,7,19,2,0,18,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,385,330,55,19,1,5,10,25,2,1,0,1,252,0,10,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,15,7,3,1,0,4,0,0,0,0,0,0,0,0,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,19,13,10,9,0,8,15,53.3,7,14,5,9,14,33,17,1,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,47,503,47,200,222,89,10,502,18,8,44.4,10,55.6,235,1359,652,10,8,4,19,13,250,18,Match Report,2017-08-18,20:15 (11:15),La Liga,Matchweek 1,Fri,Away,L,0,1,Leganés,1,0,0,17,17,0,10,14,13,1,0,0,60,16,30,34.8,Match Report
2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,0,11,2,18.2,0.00,0.00,21.7,2,0,0,0.9,0.9,0.09,-0.9,-0.9,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,11,2,8,81.8,0,2.3,+0.3,1,0,1,0,10,17,58.8,26,4,53.8,38.9,5,60.0,48.6,13,0,0.0,0,7.7,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,202,281,71.9,3959,1914,85,99,85.9,73,97,75.3,34,67,50.7,0,0.8,0.3,6,14,1,0,13,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,281,257,23,7,1,4,5,7,1,1,0,0,202,1,4,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,19,9,2,2,2,3,1,0,0,0,0,0,0,0,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,25,18,19,4,2,11,32,34.4,21,14,7,7,15,40,30,1,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,27,396,80,213,140,48,9,396,16,8,50.0,8,50.0,258,1290,662,7,2,4,10,5,199,13,Match Report,2017-08-26,18:15 (09:15),La Liga,Matchweek 2,Sat,Home,L,0,2,Barcelona,2,0,0,12,9,1,5,15,18,0,1,0,57,8,6,57.1,Match Report
2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,0,5,3,60.0,0.00,0.00,15.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,3,1,2,66.7,0,1.0,0.0,0,0,0,0,13,24,54.2,21,2,66.7,43.0,15,66.7,46.8,21,1,4.8,0,13.0,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,206,304,67.8,4310,2145,92,116,79.3,74,100,74.0,38,74,51.4,0,0.5,0.6,5,15,5,0,19,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,304,247,55,20,3,6,9,14,4,3,1,0,206,2,7,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,9,6,1,2,0,0,0,0,0,0,0,0,0,0,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,14,9,8,5,1,6,18,33.3,12,15,7,8,14,28,16,0,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,34,387,69,191,142,59,7,387,10,6,60.0,4,40.0,187,1050,552,10,8,3,10,9,200,18,Match Report,2017-09-10,18:30 (09:30),La Liga,Matchweek 3,Sun,Away,L,0,1,Celta Vigo,4,0,0,17,15,2,9,14,9,0,0,0,51,14,18,43.8,Match Report
2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,0,16,2,12.5,0.00,0.00,24.2,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,6,3,3,50.0,0,2.0,-1.0,0,0,0,0,7,18,38.9,24,5,45.8,39.9,7,100.0,58.7,11,0,0.0,0,12.5,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,337,434,77.6,6749,2615,119,142,83.8,147,165,89.1,59,100,59.0,0,0.5,0.4,10,22,2,1,31,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,434,371,60,26,1,6,20,21,2,2,0,0,337,3,8,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,27,13,5,2,1,6,0,0,0,0,0,0,0,0,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,23,16,8,11,4,9,13,69.2,4,15,6,9,6,29,17,0,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,48,530,45,164,266,109,17,530,18,11,61.1,7,38.9,287,1616,753,13,10,1,11,13,337,31,Match Report,2017-09-17,12:00 (03:00),La Liga,Matchweek 4,Sun,Home,L,0,3,Villarreal,2,0,0,12,25,3,20,6,16,0,0,0,36,16,12,57.1,Match Report
2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,0,8,3,37.5,0.00,0.00,20.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,10,23,43.5,20,4,60.0,42.2,13,84.6,56.5,17,1,5.9,0,6.6,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,319,423,75.4,6342,2579,116,137,84.7,147,177,83.1,49,89,55.1,0,0.2,0.2,5,24,2,0,24,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,423,361,56,17,0,5,7,22,2,0,2,0,319,6,5,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,14,6,2,1,4,0,1,0,0,0,0,0,0,0,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,14,6,7,6,1,6,20,30.0,14,7,3,4,16,30,30,1,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,43,533,58,191,283,64,8,533,15,7,46.7,8,53.3,328,1588,763,9,8,2,21,9,315,23,Match Report,2017-09-20,21:00 (12:00),La Liga,Matchweek 5,Wed,Away,L,0,1,La Coruña,2,0,0,19,16,6,7,16,6,0,0,0,51,20,19,51.3,Match Report
2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,1,8,3,37.5,0.13,0.33,18.8,1,0,0,0.7,0.7,0.09,+0.3,+0.3,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,7,2,5,71.4,0,1.3,-0.7,0,0,0,0,10,22,45.5,23,4,52.2,39.7,13,76.9,51.4,27,2,7.4,0,9.0,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,221,308,71.8,4098,1813,108,122,88.5,82,107,76.6,29,69,42.0,1,0.3,0.3,4,20,1,1,25,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,308,254,52,19,0,1,14,12,5,3,2,0,221,2,5,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,12,7,2,0,0,3,0,2,2,0,0,0,0,0,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,17,12,13,3,1,11,22,50.0,11,12,6,6,13,30,27,2,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,33,413,72,180,173,65,6,413,11,7,63.6,4,36.4,243,854,387,4,5,0,10,9,221,25,Match Report,2017-09-23,16:15 (07:15),La Liga,Matchweek 6,Sat,Home,L,1,2,Real Madrid,5,0,0,19,19,2,14,13,12,0,0,0,41,7,5,58.3,Match Report
2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,2,8,3,37.5,0.25,0.67,13.4,1,0,0,2.2,2.2,0.27,-0.2,-0.2,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,0,0,0,,1,0.0,0.0,0,0,0,0,9,23,39.1,11,0,81.8,47.8,17,82.4,52.4,26,1,3.8,0,9.5,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,228,312,73.1,4469,2077,91,107,85.0,94,110,85.5,37,79,46.8,2,2.2,0.9,7,11,3,1,18,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,312,253,56,12,1,3,9,22,4,3,0,0,228,3,5,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,16,8,3,1,0,4,0,4,3,0,1,0,0,0,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,20,12,11,9,0,4,8,50.0,4,17,5,12,8,28,30,1,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,38,424,69,172,196,57,15,424,12,5,41.7,7,58.3,181,1042,470,6,2,4,19,11,228,18,Match Report,2017-09-30,18:30 (09:30),La Liga,Matchweek 7,Sat,Away,W,2,0,Levante,4,0,0,18,11,3,9,8,12,0,0,0,36,14,6,70.0,Match Report
2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,0,8,0,0.0,0.00,,21.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,6,2,4,66.7,0,1.6,-0.4,0,0,0,0,5,15,33.3,12,1,75.0,45.1,6,100.0,72.2,19,0,0.0,0,6.0,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,178,269,66.2,3265,1663,83,96,86.5,63,89,70.8,24,62,38.7,0,0.6,0.7,8,21,2,1,28,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,269,224,45,7,1,1,21,25,4,3,0,0,178,0,9,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,15,11,1,2,0,0,1,0,0,0,0,0,0,0,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,19,13,11,7,1,2,11,18.2,9,21,5,16,9,28,28,0,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,27,375,55,143,149,90,17,375,12,7,58.3,5,41.7,155,1063,512,15,7,4,10,11,177,27,Match Report,2017-10-14,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,L,0,2,Real Sociedad,1,0,0,11,7,0,21,9,13,0,0,0,41,12,14,46.2,Match Report
2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,0,7,3,42.9,0.00,0.00,19.3,1,0,0,0.7,0.7,0.10,-0.7,-0.7,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,5,2,4,60.0,0,1.0,0.0,0,0,0,0,5,12,41.7,13,8,30.8,31.2,11,72.7,52.9,16,0,0.0,0,,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,207,296,69.9,3899,1790,90,104,86.5,83,105,79.0,27,66,40.9,0,0.6,0.6,4,11,2,0,19,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,296,233,56,17,2,5,13,20,5,2,2,0,207,7,8,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,10,7,0,2,0,1,0,0,0,0,0,0,0,0,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,21,13,11,9,1,6,16,37.5,10,5,1,4,9,30,15,0,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,33,375,46,131,172,76,11,375,15,8,53.3,7,46.7,184,1129,567,13,8,5,8,10,205,19,Match Report,2017-10-21,16:15 (07:15),La Liga,Matchweek 9,Sat,Away,L,0,2,Betis,2,0,0,9,18,7,13,9,13,0,0,1,34,9,4,69.2,Match Report
2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,1,,,,,,,,0,0,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,,,,,,,,,,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,,,,,,,,,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,,,,,,,,,,,,,0,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-10-24,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Getafe,6,0,0,,,,,,,,,0,,,,,Match Report
