For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,0,12,3,25.0,0.00,0.00,14.6,0,0,0,1.9,1.9,0.17,-1.9,-1.9,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,1,0,1,100.0,1,0.0,0.0,0,0,0,0,3,7,42.9,9,2,33.3,34.3,6,66.7,45.0,3,0,0.0,0,19.0,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,454,569,79.8,8017,2873,220,249,88.4,172,205,83.9,53,87,60.9,0,1.6,1.4,11,56,9,1,65,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,569,510,53,14,0,4,21,27,5,1,4,0,454,6,10,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,22,13,4,1,3,1,0,0,0,0,0,0,0,0,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,17,10,9,7,1,8,21,38.1,13,7,2,5,11,28,9,1,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,55,661,32,123,368,175,26,661,20,12,60.0,8,40.0,386,2279,1143,19,14,5,18,12,454,65,Match Report,2017-10-18,20:00 (09:00),Champions Lg,Group stage,Wed,Away,D,0,0,az Qarabağ,0,0,0,10,14,6,21,11,10,0,0,0,55,16,17,48.5,Match Report
2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,1,4,2,50.0,0.25,0.50,17.9,0,0,0,0.9,0.9,0.23,+0.1,+0.1,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,8,0,8,100.0,1,0.9,+0.9,0,0,0,0,6,25,24.0,23,0,82.6,50.6,8,75.0,49.3,18,2,11.1,0,6.0,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,246,341,72.1,4222,1723,126,143,88.1,82,110,74.5,28,68,41.2,0,0.4,0.4,3,17,3,1,19,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,341,296,44,14,1,4,13,17,4,0,4,0,246,1,6,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,7,5,1,0,1,0,0,1,0,0,0,1,0,0,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,11,6,6,5,0,4,17,23.5,13,15,4,11,12,23,26,0,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,33,449,71,170,209,77,5,449,18,12,66.7,6,33.3,222,1429,820,14,9,1,15,7,245,19,Match Report,2017-10-22,16:15 (07:15),La Liga,Matchweek 9,Sun,Away,W,1,0,Celta Vigo,5,0,0,19,12,1,13,12,6,0,0,0,37,12,20,37.5,Match Report
2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,1,,,,,,,,0,0,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,1,,,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,,,,,,,,,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,,,,,,,,,,,,,0,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:30 (12:30),Copa del Rey,Round of 32,Wed,Away,D,1,1,Elche,2,0,0,,,,,,,,,0,,,,,Match Report
2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,1,18,5,27.8,0.06,0.20,19.7,1,0,0,1.6,1.6,0.09,-0.6,-0.6,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,4,1,3,75.0,0,0.5,-0.5,0,0,0,0,5,15,33.3,22,6,50.0,40.8,4,100.0,66.8,8,0,0.0,1,29.0,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,351,448,78.3,6554,2546,150,172,87.2,139,162,85.8,50,90,55.6,1,1.2,1.5,14,27,10,3,43,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,448,393,53,19,2,2,28,17,11,2,6,0,351,2,10,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,33,21,4,3,4,1,0,2,1,0,1,0,0,0,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,21,13,7,11,3,4,10,40.0,6,16,6,10,16,37,17,0,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,46,575,42,153,263,166,23,575,21,12,57.1,9,42.9,322,2079,1151,30,23,4,11,18,349,43,Match Report,2017-10-28,18:30 (09:30),La Liga,Matchweek 10,Sat,Home,D,1,1,Villarreal,0,0,0,13,19,2,28,16,13,0,0,0,58,17,15,53.1,Match Report
2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,1,34,10,29.4,0.03,0.10,17.2,1,0,0,3.2,3.2,0.09,-2.2,-2.2,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,0,3,0.0,10,4,30.0,29.2,2,0.0,23.5,4,0,0.0,2,40.5,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,517,620,83.4,8602,2851,255,282,90.4,194,233,83.3,50,75,66.7,1,2.3,2.8,24,52,25,8,71,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,620,566,53,12,4,1,40,25,12,3,8,0,517,1,7,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,61,42,6,5,5,2,1,2,2,0,0,0,0,0,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,8,5,1,4,3,7,16,43.8,9,8,1,7,13,21,6,0,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,58,719,20,88,339,299,53,719,20,12,60.0,8,40.0,442,2548,1506,36,30,7,14,11,516,71,Match Report,2017-10-31,20:45 (12:45),Champions Lg,Group stage,Tue,Home,D,1,1,az Qarabağ,3,1,1,15,13,1,40,13,5,0,0,0,65,17,18,48.6,Match Report
2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,1,11,3,27.3,0.09,0.33,22.3,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,1,0,1,100.0,1,0.2,+0.2,0,0,0,0,6,18,33.3,22,4,40.9,36.2,10,90.0,62.2,14,1,7.1,1,16.0,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,332,466,71.2,5828,2522,154,185,83.2,114,148,77.0,41,91,45.1,1,0.4,0.3,9,32,5,0,32,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,466,408,53,18,0,3,10,20,4,1,3,0,332,5,9,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,21,13,2,2,1,3,0,2,0,1,0,0,1,0,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,19,9,8,10,1,5,23,21.7,18,18,6,12,9,28,24,0,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,49,576,54,196,248,136,12,576,15,10,66.7,5,33.3,344,1669,815,11,10,3,15,13,330,32,Match Report,2017-11-04,16:15 (08:15),La Liga,Matchweek 11,Sat,Away,W,1,0,La Coruña,2,0,0,10,17,5,10,9,9,0,0,0,58,25,20,55.6,Match Report
2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,0,7,0,0.0,0.00,,23.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,3,0,3,100.0,1,1.0,+1.0,0,0,0,0,8,12,66.7,14,4,42.9,37.6,9,66.7,48.0,21,1,4.8,1,16.5,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,289,383,75.5,4851,2278,146,163,89.6,92,123,74.8,34,66,51.5,0,0.2,0.2,2,23,3,0,34,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,383,346,37,6,0,2,22,14,7,1,4,1,289,0,10,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,8,5,1,1,1,0,0,0,0,0,0,0,0,0,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,22,16,11,7,4,8,27,29.6,19,15,8,7,10,32,39,0,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,35,514,76,193,185,141,13,514,25,11,44.0,14,56.0,332,1628,785,16,13,4,16,11,288,34,Match Report,2017-11-18,20:45 (11:45),La Liga,Matchweek 12,Sat,Home,D,0,0,Real Madrid,6,0,0,21,5,0,22,10,16,0,0,0,58,9,15,37.5,Match Report
2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,2,16,5,31.3,0.13,0.40,18.9,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,8,27,29.6,19,1,84.2,49.2,11,100.0,57.3,14,1,7.1,0,5.0,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,406,512,79.3,5906,2365,235,266,88.3,124,148,83.8,23,61,37.7,2,1.3,1.0,14,31,12,1,44,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,512,456,52,14,1,1,12,22,4,2,1,0,406,4,3,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,29,22,1,3,0,1,2,4,3,0,1,0,0,0,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,15,11,9,6,0,6,20,30.0,14,16,4,12,16,31,17,1,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,50,619,62,180,293,156,23,619,17,10,58.8,7,41.2,371,2072,1205,33,22,8,11,12,405,44,Match Report,2017-11-22,20:45 (11:45),Champions Lg,Group stage,Wed,Home,W,2,0,it Roma,1,0,0,14,13,4,12,16,11,0,0,0,61,10,14,41.7,Match Report
2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,4,16,10,62.5,0.25,0.40,15.4,0,0,0,3.4,3.4,0.23,+0.6,+0.6,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,6,16,37.5,18,4,33.3,39.2,11,90.9,57.8,14,0,0.0,1,26.0,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,511,601,85.0,8816,3408,248,269,92.2,202,225,89.8,51,78,65.4,2,2.3,1.6,11,43,8,0,41,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,601,556,40,10,5,0,7,15,3,2,1,0,511,5,9,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,27,20,0,3,3,0,1,6,4,0,0,2,0,0,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,30,21,19,10,1,14,27,51.9,13,10,4,6,19,49,20,0,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,55,711,55,270,312,140,24,711,12,9,75.0,3,25.0,455,1923,1006,24,15,7,17,9,510,40,Match Report,2017-11-25,20:45 (11:45),La Liga,Matchweek 13,Sat,Away,W,5,0,Levante,1,0,0,14,11,5,7,19,21,0,0,0,62,8,6,57.1,Match Report
2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,3,,,,,,,,0,0,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,,,,,,,,,,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,,,,,,,,,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,,,,,,,,,,,,,0,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-11-29,21:30 (12:30),Copa del Rey,Round of 32,Wed,Home,W,3,0,Elche,1,0,0,,,,,,,,,0,,,,,Match Report
2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,2,16,10,62.5,0.13,0.20,15.7,0,0,0,3.6,3.6,0.23,-1.6,-1.6,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,2,1,1,100.0,0,1.1,+0.1,1,1,0,0,6,10,60.0,10,2,30.0,34.4,9,77.8,48.8,11,0,0.0,0,,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,452,566,79.9,7817,2767,218,252,86.5,161,190,84.7,56,84,66.7,1,2.4,1.6,14,49,11,2,56,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,566,521,41,11,2,1,20,14,5,1,3,0,452,4,11,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,31,22,3,3,2,0,1,4,3,0,1,0,0,0,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,33,28,12,15,6,14,21,66.7,7,12,3,9,21,54,13,1,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,55,684,42,131,345,215,29,684,12,7,58.3,5,41.7,397,2189,1044,25,15,5,13,14,451,56,Match Report,2017-12-02,16:15 (07:15),La Liga,Matchweek 14,Sat,Home,W,2,1,Real Sociedad,1,0,0,12,10,4,20,21,28,0,1,0,73,15,8,65.2,Match Report
2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,1,12,3,25.0,0.08,0.33,23.0,1,0,0,1.0,1.0,0.08,0.0,0.0,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,7,1,7,85.7,0,2.1,+2.1,0,0,0,0,5,13,38.5,13,3,53.8,37.9,9,66.7,47.3,12,0,0.0,0,8.0,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,482,603,79.9,6815,2232,281,311,90.4,134,166,80.7,30,67,44.8,1,0.8,0.8,8,42,1,0,28,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,603,554,46,10,0,3,15,20,5,0,5,0,482,3,8,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,23,18,1,0,3,1,0,2,1,1,0,0,0,0,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,23,17,17,6,0,9,31,29.0,22,13,2,11,15,38,21,0,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,50,712,74,190,330,201,12,712,6,5,83.3,1,16.7,427,2019,1247,21,24,3,15,8,479,28,Match Report,2017-12-05,19:45 (11:45),Champions Lg,Group stage,Tue,Away,D,1,1,eng Chelsea,1,0,0,12,9,3,15,15,17,0,0,1,51,17,13,56.7,Match Report
2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,1,4,2,50.0,0.25,0.50,18.1,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,4,0,4,100.0,1,0.2,+0.2,0,0,0,0,3,20,15.0,18,0,94.4,59.2,3,100.0,58.0,17,2,11.8,0,5.0,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,185,293,63.1,3048,1546,100,124,80.6,59,88,67.0,19,63,30.2,1,0.4,0.2,1,18,5,1,24,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,293,242,49,14,1,2,7,29,2,0,2,0,185,2,7,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,5,3,2,0,0,0,0,2,2,0,0,0,0,0,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,27,21,16,8,3,11,24,45.8,13,10,3,7,13,40,32,0,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,28,414,58,160,171,88,14,414,10,8,80.0,2,20.0,196,913,429,7,7,2,14,12,185,24,Match Report,2017-12-10,16:15 (07:15),La Liga,Matchweek 15,Sun,Away,W,1,0,Betis,3,0,0,19,14,2,7,13,21,0,0,0,52,11,9,55.0,Match Report
2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,1,10,3,30.0,0.10,0.33,17.0,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,0,0,0,,1,0.0,0.0,0,0,0,0,6,17,35.3,26,5,50.0,40.4,4,100.0,60.3,10,0,0.0,0,18.0,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,488,609,80.1,8314,2906,256,286,89.5,155,189,82.0,60,103,58.3,1,0.8,1.2,6,45,6,3,52,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,609,557,52,17,0,7,24,26,4,3,0,0,488,0,9,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,15,10,2,1,1,1,0,2,2,0,0,0,0,0,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,21,14,8,8,5,7,22,31.8,15,15,6,9,14,35,22,0,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,63,717,52,149,390,186,22,717,17,10,58.8,7,41.2,373,2149,1036,28,20,4,17,8,482,51,Match Report,2017-12-16,20:45 (11:45),La Liga,Matchweek 16,Sat,Home,W,1,0,Alavés,3,0,0,14,15,0,24,14,14,0,0,0,61,18,17,51.4,Match Report
2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,0,9,1,11.1,0.00,0.00,16.0,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,4,1,3,75.0,0,1.1,+0.1,0,0,0,0,5,11,45.5,17,6,29.4,36.2,7,85.7,54.7,8,1,12.5,0,4.0,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,423,556,76.1,7956,2854,180,212,84.9,173,213,81.2,63,111,56.8,0,1.0,0.8,8,35,5,1,45,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,556,500,52,17,3,3,16,23,3,2,1,0,423,4,5,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,18,14,2,0,1,0,1,0,0,0,0,0,0,0,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,24,14,11,8,5,10,26,38.5,16,11,1,10,6,30,24,0,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,55,661,52,195,311,163,18,661,15,10,66.7,5,33.3,364,1704,827,14,14,4,14,11,419,45,Match Report,2017-12-22,21:30 (12:30),La Liga,Matchweek 17,Fri,Away,L,0,1,Espanyol,5,0,0,22,18,4,16,6,14,0,0,0,52,27,20,57.4,Match Report
