For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,1,11,3,27.3,0.09,0.33,19.3,1,0,0,0.6,0.6,0.06,0.4,0.4,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,3,1,2,66.7,0,1.6,0.6,0,0,0,0,11,22,50.0,22,4,59.1,44.4,9,100.0,60.7,6,1,16.7,0,9.0,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,257,370,69.5,5826,2323,88,100,88.0,113,151,74.8,56,103,54.4,1,0.3,0.4,7,24,3,1,36,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,370,316,53,18,0,7,19,20,4,3,1,0,257,1,11,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,18,9,3,2,1,3,0,2,0,0,2,0,0,0,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,21,12,9,7,5,5,10,50.0,5,6,3,3,6,27,19,1,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,48.0,476,46,147,222,112,12,476,16,9,56.3,7,43.8,242,1204,597,8,10,1,14,12,255,36,Match Report,2019-10-29,19:00 (11:00),La Liga,Matchweek 11,Tue,Home,D,1.0,1.0,Atlético Madrid,3,0,0,23,14,1,19,6,12,0,0,0,45,22,18,55.0,Match Report
2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,2,10,2,20.0,0.1,0.5,20.0,1,1,1,1.5,0.7,0.07,0.5,0.3,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,6,4,2,66.7,0,3.7,-0.3,2,2,0,0,11,25,44.0,17,3,70.6,42.3,13,100.0,58.9,20,0,0.0,1,26.0,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,211,342,61.7,3849,1925,99,126,78.6,73,108,67.6,30,79,38.0,1,0.6,0.4,7,11,9,3,24,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,342,282,57,13,0,3,13,25,1,1,0,0,211,3,7,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,19,11,2,2,1,3,0,4,3,0,0,0,1,0,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,14,7,5,9,0,5,13,38.5,8,5,1,4,11,25,17,0,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,42.0,440,54,134,234,82,16,439,13,8,61.5,5,38.5,229,1146,563,10,12,3,18,7,208,24,Match Report,2019-11-03,16:00 (07:00),La Liga,Matchweek 12,Sun,Away,L,2.0,4.0,Osasuna,2,0,0,17,13,3,13,11,7,1,2,0,53,22,20,52.4,Match Report
2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,3,13,4,30.8,0.15,0.5,13.9,0,1,1,3.4,2.6,0.21,-0.4,-0.6,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,1,0,1,100.0,1,0.1,0.1,0,0,0,0,14,23,60.9,23,2,78.3,45.4,5,100.0,58.6,12,0,0.0,0,9.5,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,262,385,68.1,4968,2438,127,161,78.9,83,120,69.2,47,84,56.0,1,1.0,1.4,11,19,8,2,32,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,385,329,53,16,0,2,13,25,6,1,2,0,262,3,9,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,23,13,7,1,1,1,0,4,2,1,0,0,1,0,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,9,5,4,3,2,2,15,13.3,13,8,3,5,9,18,18,0,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,46.0,482,40,143,240,103,25,481,15,5,33.3,10,66.7,242,1063,613,15,8,6,11,6,260,32,Match Report,2019-11-09,13:00 (04:00),La Liga,Matchweek 13,Sat,Home,W,3.0,0.0,Valladolid,3,0,0,21,13,3,13,9,5,1,0,0,50,25,23,52.1,Match Report
2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,2,7,5,71.4,0.29,0.4,12.3,0,0,0,1.6,1.6,0.23,0.4,0.4,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,7,0,7,100.0,1,0.9,0.9,0,0,0,0,7,24,29.2,20,2,55.0,41.9,14,92.9,61.1,31,0,0.0,0,,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,194,336,57.7,3614,1731,88,125,70.4,61,100,61.0,32,84,38.1,2,1.5,0.7,6,11,5,1,12,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,336,274,61,11,1,3,12,31,4,1,2,0,194,1,3,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,11,7,1,2,1,0,0,3,3,0,0,0,0,0,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,24,17,13,11,0,3,13,23.1,10,18,6,12,13,37,51,0,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,42.0,489,112,266,174,54,16,489,19,11,57.9,8,42.1,217,799,356,10,5,6,18,5,193,12,Match Report,2019-11-24,16:00 (07:00),La Liga,Matchweek 14,Sun,Away,W,2.0,0.0,Eibar,2,0,0,11,9,1,12,13,17,0,0,0,45,33,37,47.1,Match Report
2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,1,7,1,14.3,0.0,0.0,15.4,0,1,1,1.3,0.5,0.08,-0.3,-0.5,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,6,2,4,66.7,0,1.9,-0.1,0,0,0,0,15,21,71.4,24,2,58.3,42.0,10,70.0,47.9,10,0,0.0,0,,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,280,374,74.9,5483,2641,119,144,82.6,112,138,81.2,42,73,57.5,0,0.5,0.9,6,21,4,3,30,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,374,323,49,15,0,4,18,12,9,6,2,0,280,2,7,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,13,6,3,1,2,1,0,2,0,0,1,0,1,0,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,13,6,5,7,1,6,13,46.2,7,10,1,9,8,21,17,1,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,36.0,474,51,160,236,82,15,473,16,8,50.0,8,50.0,259,1219,507,10,4,2,12,10,278,29,Match Report,2019-11-30,13:00 (04:00),La Liga,Matchweek 15,Sat,Home,L,1.0,2.0,Real Madrid,4,0,0,18,11,2,18,8,6,1,0,0,46,18,20,47.4,Match Report
2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,0,5,1,20.0,0.0,0.0,22.4,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,3,3,0,33.3,0,2.1,-0.9,1,1,0,0,6,13,46.2,13,1,53.8,42.5,7,85.7,57.0,14,0,0.0,1,19.7,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,242,349,69.3,4450,1806,112,138,81.2,83,115,72.2,37,71,52.1,0,0.2,0.2,3,19,2,0,17,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,349,292,57,17,0,2,14,27,2,1,0,0,242,0,11,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,8,4,2,0,0,2,0,0,0,0,0,0,0,0,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,11,5,2,7,2,1,8,12.5,7,10,5,5,16,27,18,0,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,49.0,450,46,145,223,86,6,450,15,7,46.7,8,53.3,246,1142,521,10,12,1,12,8,239,17,Match Report,2019-12-07,16:00 (07:00),La Liga,Matchweek 16,Sat,Away,L,0.0,3.0,Granada,4,2,1,17,15,0,14,16,5,0,1,0,45,27,14,65.9,Match Report
2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,1,10,3,30.0,0.1,0.33,14.3,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,1,1,0,0.0,0,0.7,-0.3,0,0,0,0,5,15,33.3,22,7,45.5,33.4,5,100.0,58.8,7,0,0.0,0,12.3,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,475,638,74.5,8464,2913,201,244,82.4,210,256,82.0,44,97,45.4,0,0.6,0.6,7,37,7,5,42,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,638,572,64,18,0,7,25,37,2,1,1,0,475,2,9,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,18,11,2,2,2,1,0,1,0,0,0,1,0,0,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,17,12,7,8,2,7,17,41.2,10,9,1,8,7,24,14,0,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,68.0,740,37,200,394,151,23,740,17,6,35.3,11,64.7,485,2625,1351,19,17,2,16,10,474,42,Match Report,2019-12-13,21:00 (12:00),La Liga,Matchweek 17,Fri,Home,D,1.0,1.0,Leganés,2,0,0,14,16,2,25,7,12,0,0,0,61,33,25,56.9,Match Report
2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,1,5,3,60.0,0.2,0.33,16.5,0,0,0,0.4,0.4,0.08,0.6,0.6,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,4,4,0,25.0,0,1.8,-2.2,1,1,0,0,14,25,56.0,23,5,65.2,41.8,10,100.0,57.4,6,0,0.0,0,,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,274,359,76.3,5210,2156,110,135,81.5,120,143,83.9,38,66,57.6,1,0.4,0.2,4,12,2,1,19,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,359,309,50,18,0,2,10,13,4,1,2,0,274,0,4,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,7,4,2,0,0,1,0,2,2,0,0,0,0,0,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,12,6,6,6,0,5,15,33.3,10,9,1,8,15,27,10,0,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,31.0,440,55,157,221,66,5,440,10,6,60.0,4,40.0,246,1381,678,10,12,2,14,6,271,19,Match Report,2019-12-21,16:00 (07:00),La Liga,Matchweek 18,Sat,Away,L,1.0,4.0,Barcelona,4,0,0,11,10,0,10,15,6,0,1,0,41,9,10,47.4,Match Report
2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,1,6,1,16.7,0.17,1.0,22.5,1,0,0,0.3,0.3,0.05,0.7,0.7,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,3,1,1,66.7,0,1.7,0.7,1,0,1,0,9,23,39.1,19,5,57.9,43.9,13,92.3,59.1,14,2,14.3,0,5.0,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,178,291,61.2,3642,2015,66,89,74.2,75,106,70.8,32,74,43.2,1,0.2,0.4,5,20,1,1,23,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,291,234,53,18,0,0,20,17,3,2,1,0,178,4,5,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,11,7,1,0,1,1,1,2,2,0,0,0,0,0,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,22,11,8,13,1,7,24,29.2,17,6,0,6,15,37,16,0,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,33.0,392,51,132,180,81,9,392,9,7,77.8,2,22.2,198,914,409,12,10,3,8,6,176,23,Match Report,2020-01-05,16:00 (07:00),La Liga,Matchweek 19,Sun,Home,D,1.0,1.0,Betis,7,0,0,18,11,4,20,15,11,0,1,0,40,21,12,63.6,Match Report
2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,1,14,6,42.9,0.07,0.17,13.8,0,0,0,2.1,2.1,0.15,-1.1,-1.1,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,3,0,3,100.0,1,0.2,0.2,0,0,0,0,17,26,65.4,21,1,71.4,45.9,14,78.6,49.7,16,0,0.0,0,3.0,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,265,376,70.5,5500,2641,113,143,79.0,100,135,74.1,45,84,53.6,1,2.1,0.6,14,16,7,1,23,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,376,322,54,15,2,0,18,18,6,1,2,0,265,0,5,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,25,16,4,1,1,1,2,2,2,0,0,0,0,0,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,17,9,9,7,1,13,19,68.4,6,16,7,9,18,35,20,0,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,46.0,507,60,181,213,123,27,507,16,7,43.8,9,56.3,297,1427,745,14,11,9,17,5,262,23,Match Report,2020-01-18,13:00 (04:00),La Liga,Matchweek 20,Sat,Away,W,1.0,0.0,Levante,4,0,0,20,11,0,18,18,9,0,0,0,59,28,21,57.1,Match Report
2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,1,11,5,45.5,0.09,0.2,18.9,0,0,0,0.9,0.9,0.09,0.1,0.1,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,6,2,4,66.7,0,1.1,-0.9,0,0,0,0,6,13,46.2,21,5,38.1,33.8,10,50.0,35.6,14,0,0.0,1,10.0,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,383,505,75.8,6628,2758,191,213,89.7,148,187,79.1,38,82,46.3,1,0.9,0.7,9,24,7,1,40,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,505,442,59,14,2,1,20,25,7,4,1,0,383,4,7,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,21,16,2,0,1,2,0,2,2,0,0,0,0,0,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,13,8,3,10,0,5,11,45.5,6,4,2,2,3,16,14,0,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,54.0,593,48,152,323,125,17,593,11,7,63.6,4,36.4,378,1694,790,12,12,3,21,12,378,40,Match Report,2020-01-25,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,L,1.0,2.0,Villarreal,2,0,0,10,11,4,20,3,8,0,0,0,54,23,16,59.0,Match Report
2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,1,4,3,75.0,0.25,0.33,18.5,0,0,0,0.7,0.7,0.18,0.3,0.3,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,3,1,2,100.0,0,1.2,0.2,1,1,0,0,14,30,46.7,17,0,88.2,53.6,15,100.0,60.8,29,1,3.4,0,10.0,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,159,274,58.0,3181,1800,75,105,71.4,46,63,73.0,31,74,41.9,0,0.4,0.2,2,12,1,0,14,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,274,223,49,15,0,2,9,16,1,1,0,0,159,2,9,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,7,4,1,1,0,1,0,2,0,1,0,0,1,0,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,9,4,3,5,1,4,13,30.8,9,6,3,3,19,28,27,0,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,27.0,372,64,144,165,67,7,372,9,3,33.3,6,66.7,169,723,318,8,5,2,17,6,156,12,Match Report,2020-02-02,18:30 (09:30),La Liga,Matchweek 22,Sun,Away,D,1.0,1.0,Sevilla,1,0,0,12,12,2,9,19,4,0,1,0,45,24,19,55.8,Match Report
2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,2,9,5,55.6,0.22,0.4,17.0,0,0,0,1.3,1.3,0.14,0.7,0.7,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,1,1,0,0.0,0,0.2,-0.8,0,0,0,0,5,18,27.8,19,1,68.4,44.0,7,71.4,50.6,16,0,0.0,1,22.0,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,210,327,64.2,3811,1905,94,123,76.4,72,112,64.3,30,64,46.9,2,1.2,0.7,8,20,7,2,29,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,327,276,49,14,0,1,9,23,3,0,2,0,210,2,2,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,14,11,1,1,1,0,0,3,3,0,0,0,0,0,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,10,5,7,3,0,3,16,18.8,13,7,2,5,6,16,31,0,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,39.0,438,50,185,169,93,15,438,16,8,50.0,8,50.0,212,1073,463,12,7,4,15,9,207,29,Match Report,2020-02-07,21:00 (12:00),La Liga,Matchweek 23,Fri,Home,W,2.0,1.0,Eibar,3,0,0,16,9,2,9,6,5,0,0,0,53,27,25,51.9,Match Report
2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,0,10,0,0.0,0.0,,15.0,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,6,1,4,83.3,0,3.0,2.0,1,0,1,0,9,21,42.9,24,3,45.8,39.8,10,100.0,57.5,14,0,0.0,0,7.0,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,298,431,69.1,5438,2143,141,165,85.5,115,158,72.8,37,86,43.0,0,0.9,0.6,10,26,4,0,34,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,431,369,60,16,1,1,18,27,5,2,1,0,298,2,5,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,18,13,4,0,1,0,0,0,0,0,0,0,0,0,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,16,10,5,10,1,7,13,53.8,6,9,1,8,9,25,23,0,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,53.0,539,48,144,264,134,12,539,12,5,41.7,7,58.3,250,1209,533,9,11,4,15,5,294,34,Match Report,2020-02-15,13:00 (04:00),La Liga,Matchweek 24,Sat,Away,L,0.0,1.0,Mallorca,2,0,0,15,14,2,18,9,10,0,1,0,55,34,23,59.6,Match Report
