For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,2,17,8,47.1,0.12,0.25,19.1,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,3,1,2,66.7,0,0.8,-0.2,0,0,0,0,11,17,64.7,16,1,87.5,49.1,9,55.6,37.6,15,0,0.0,0,10.5,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,274,374,73.3,5181,2440,126,158,79.7,93,121,76.9,45,70,64.3,2,1.0,0.8,13,21,10,4,27,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,374,322,50,12,0,2,19,22,5,1,2,0,274,2,5,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,32,24,2,2,2,1,1,4,3,1,0,0,0,0,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,14,9,6,7,1,8,20,40.0,12,10,1,9,15,29,24,0,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,40,491,53,177,200,121,23,491,13,10,76.9,3,23.1,304,1627,817,21,16,4,17,9,273,27,Match Report,2020-01-04,18:30 (09:30),La Liga,Matchweek 19,Sat,Home,W,2,1,Levante,1,0,0,9,10,2,19,15,9,0,0,0,50,21,14,60.0,Match Report
2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,3,6,6,100.0,0.33,0.33,,,1,1,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,9,2,7,77.8,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,,,,,,,11,,,,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,,,,,,,,,,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,,10,,,,,,,,,,,11,0,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-01-09,20:00 (11:00),Supercopa de España,Semi-finals,Thu,Away,W,3,2,Barcelona,4,0,0,14,16,2,11,11,10,,,0,,,,,Match Report
2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,0,15,5,33.3,0.00,0.00,,,0,0,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,5,0,5,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,,,,,,,17,,,,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,,,,,,,,,,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,,17,,,,,,,,,,,9,0,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-01-12,21:00 (10:00),Supercopa de España,Final,Sun,Away,D,0 (1),0 (4),Real Madrid,5,0,0,23,19,1,17,9,17,,,0,,,,,Match Report
2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,0,12,4,33.3,0.00,0.00,17.2,1,0,0,1.1,1.1,0.10,-1.1,-1.1,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,4,2,2,50.0,0,1.3,-0.7,0,0,0,0,4,11,36.4,18,2,50.0,35.7,4,50.0,37.3,14,0,0.0,0,11.7,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,414,567,73.0,6672,2691,213,251,84.9,148,185,80.0,35,83,42.2,0,1.0,1.1,9,27,10,2,43,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,567,500,63,15,1,4,23,34,7,2,4,0,414,4,7,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,21,14,3,0,0,3,1,0,0,0,0,0,0,0,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,18,12,8,10,0,6,11,54.5,5,5,1,4,9,27,21,1,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,61,676,46,204,338,138,22,676,6,4,66.7,2,33.3,354,1734,837,18,13,2,15,18,409,43,Match Report,2020-01-18,21:00 (12:00),La Liga,Matchweek 20,Sat,Away,L,0,2,Eibar,2,0,0,14,16,4,23,9,12,0,0,0,60,40,18,69.0,Match Report
2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,1,25,10,40.0,0.04,0.10,,,0,0,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,2,2,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,,,,,,,28,,,,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,,,,,,,,,,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,,20,,,,,,,,,,,15,0,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,57,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-01-23,21:00 (12:00),Copa del Rey,Round of 32,Thu,Away,L,1,2,Leonesa,2,0,0,13,14,4,28,15,20,,,0,,,,,Match Report
2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,0,14,3,21.4,0.00,0.00,19.9,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,4,0,4,100.0,1,0.7,+0.7,0,0,0,0,13,20,65.0,18,3,66.7,40.5,8,100.0,58.0,17,0,0.0,0,14.0,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,396,529,74.9,7084,2775,185,215,86.0,153,204,75.0,48,81,59.3,0,0.9,0.8,12,34,5,1,44,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,529,473,55,20,3,3,22,19,7,2,4,0,396,1,9,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,27,19,5,0,1,2,0,0,0,0,0,0,0,0,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,12,8,6,3,3,8,19,42.1,11,13,5,8,15,27,32,0,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,55,658,62,183,327,157,15,658,19,11,57.9,8,42.1,347,1944,1011,16,12,3,14,8,393,43,Match Report,2020-01-26,12:00 (03:00),La Liga,Matchweek 21,Sun,Home,D,0,0,Leganés,1,0,0,10,19,1,22,15,8,0,0,0,60,36,26,58.1,Match Report
2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,0,4,1,25.0,0.00,0.00,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,5,1,4,80.0,0,1.8,+0.8,0,0,0,0,11,21,52.4,23,3,73.9,43.0,9,44.4,45.2,15,0,0.0,1,21.0,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,282,393,71.8,4910,2037,119,147,81.0,104,134,77.6,36,69,52.2,0,0.3,0.1,2,15,0,0,18,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,393,329,63,18,1,4,14,28,6,2,3,0,282,1,13,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,6,5,0,0,1,0,0,0,0,0,0,0,0,0,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,18,9,7,10,1,8,17,47.1,9,9,3,6,13,31,20,0,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,36,510,54,179,245,92,9,510,22,13,59.1,9,40.9,276,1475,673,17,11,3,16,11,280,18,Match Report,2020-02-01,16:00 (07:00),La Liga,Matchweek 22,Sat,Away,L,0,1,Real Madrid,2,0,0,11,17,1,14,13,9,0,0,0,57,12,7,63.2,Match Report
2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,1,6,3,50.0,0.17,0.33,20.6,2,0,0,0.6,0.6,0.10,+0.4,+0.4,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,1,0,1,100.0,1,0.8,+0.8,0,0,0,0,3,16,18.8,9,2,77.8,51.0,11,81.8,52.0,12,1,8.3,0,13.0,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,305,430,70.9,4341,1946,189,221,85.5,77,111,69.4,19,55,34.5,1,0.5,0.3,4,17,4,0,25,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,430,370,54,18,1,4,7,22,2,1,0,0,305,6,4,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,9,5,2,0,0,2,0,2,1,1,0,0,0,0,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,21,12,10,10,1,9,16,56.3,7,11,3,8,13,34,25,1,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,51,552,44,178,282,96,12,552,11,3,27.3,8,72.7,276,1368,613,17,9,4,15,13,302,25,Match Report,2020-02-08,21:00 (12:00),La Liga,Matchweek 23,Sat,Home,W,1,0,Granada,4,0,0,16,17,6,7,13,12,0,0,0,58,26,15,63.4,Match Report
2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,2,8,3,37.5,0.25,0.67,21.4,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,3,2,1,33.3,0,1.0,-1.0,0,0,0,0,11,20,55.0,18,0,72.2,47.4,9,77.8,53.4,21,0,0.0,0,7.5,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,258,363,71.1,4442,2154,132,152,86.8,83,114,72.8,33,71,46.5,0,0.3,0.4,3,20,4,1,34,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,363,315,46,13,0,2,11,17,4,3,0,0,258,2,2,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,9,6,1,1,1,0,0,3,2,0,1,0,0,0,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,22,12,13,5,4,14,32,43.8,18,10,2,8,11,33,21,0,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,37,484,57,153,236,102,15,484,16,10,62.5,6,37.5,291,1330,736,14,12,2,18,6,258,34,Match Report,2020-02-14,21:00 (12:00),La Liga,Matchweek 24,Fri,Away,D,2,2,Valencia,2,0,0,16,12,2,11,11,12,0,0,0,63,16,22,42.1,Match Report
2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,1,7,2,28.6,0.14,0.50,29.3,1,0,0,1.2,1.2,0.16,-0.2,-0.2,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,0,0,0,,1,0.0,0.0,0,0,0,0,10,25,40.0,15,2,80.0,48.5,14,92.9,55.7,21,0,0.0,0,19.0,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,203,313,64.9,3598,1690,101,121,83.5,63,99,63.6,28,62,45.2,0,0.1,0.5,3,14,3,1,20,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,313,261,47,9,0,4,9,21,2,0,1,0,203,5,8,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,10,6,1,1,0,1,1,2,1,1,0,0,0,0,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,21,10,15,4,2,10,22,45.5,12,8,2,6,14,35,23,0,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,29,454,72,202,161,97,10,454,24,12,50.0,12,50.0,153,761,399,9,2,3,17,6,202,20,Match Report,2020-02-18,21:00 (12:00),Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,1,0,0,11,12,5,9,14,10,0,0,0,57,24,19,55.8,Match Report
2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,3,17,9,52.9,0.18,0.33,18.7,1,0,0,1.7,1.7,0.10,+1.3,+1.3,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,6,12,50.0,17,3,41.2,33.1,7,71.4,49.4,7,0,0.0,0,10.0,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,388,492,78.9,6456,2269,211,237,89.0,122,150,81.3,38,72,52.8,3,1.4,1.4,14,37,14,4,34,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,492,440,50,5,2,7,23,30,6,2,1,0,388,2,6,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,30,22,1,2,1,1,3,4,3,0,0,0,0,1,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,16,9,4,9,3,7,18,38.9,11,9,1,8,13,29,10,0,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,42,594,41,116,274,211,24,594,21,14,66.7,7,33.3,360,1769,870,21,13,4,11,12,386,33,Match Report,2020-02-23,21:00 (12:00),La Liga,Matchweek 25,Sun,Home,W,3,1,Villarreal,1,0,0,14,4,2,23,13,9,0,0,0,58,17,17,50.0,Match Report
For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,1,5,2,40.0,0.20,0.50,14.8,0,0,0,0.9,0.9,0.17,+0.1,+0.1,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,3,1,3,66.7,0,0.7,+0.7,0,0,0,0,4,14,28.6,15,5,66.7,42.4,8,50.0,47.0,11,0,0.0,0,,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,392,544,72.1,6085,2299,203,232,87.5,133,181,73.5,30,82,36.6,0,0.2,0.3,3,30,6,1,43,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,544,481,62,20,3,4,24,28,4,1,3,0,392,1,14,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,8,4,1,2,0,1,0,2,1,0,0,0,1,0,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,16,10,5,10,1,6,19,31.6,13,9,1,8,5,21,24,1,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,62,652,53,181,314,162,18,652,20,13,65.0,7,35.0,340,1493,740,10,10,1,11,10,384,43,Match Report,2020-03-01,16:00 (07:00),La Liga,Matchweek 26,Sun,Away,D,1,1,Espanyol,4,0,0,18,19,1,24,5,10,0,0,1,51,32,36,47.1,Match Report
