For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,2,15,5,33.3,0.13,0.40,17.9,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,0,0,0,,1,0.0,0.0,0,0,0,0,5,20,25.0,31,6,51.6,37.2,4,100.0,68.0,6,0,0.0,0,4.0,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,397,505,78.6,6841,2506,192,221,86.9,162,184,88.0,35,80,43.8,1,1.3,1.0,12,23,12,0,42,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,505,454,49,13,4,8,15,23,8,0,3,0,397,2,8,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,23,15,1,4,1,0,2,3,2,0,0,1,0,0,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,17,13,4,10,3,3,11,27.3,8,5,3,2,10,27,10,0,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,50,597,57,213,258,134,27,597,25,18,72.0,7,28.0,263,1516,742,19,7,6,12,10,395,42,Match Report,2022-01-02,16:15 (07:15),La Liga,Matchweek 19,Sun,Home,W,2,0,Rayo Vallecano,3,0,0,14,11,2,15,10,13,0,0,0,60,14,13,51.9,Match Report
2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,5,20,10,50.0,0.25,0.50,,,0,0,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,,,,,,,12,,,,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,,,,,,,,,,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,,11,,,,,,,,,,,13,0,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,56,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-06,21:30 (12:30),Copa del Rey,Round of 32,Thu,Away,W,5,0,Majadahonda,0,0,0,15,11,2,12,13,11,,,0,,,,,Match Report
2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,2,7,5,71.4,0.29,0.40,25.0,0,0,0,0.7,0.7,0.10,+1.3,+1.3,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,3,2,0,33.3,0,2.0,0.0,1,0,1,0,5,17,29.4,19,2,68.4,45.8,7,57.1,44.6,16,2,12.5,0,1.7,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,294,404,72.8,4912,1637,157,182,86.3,89,119,74.8,35,72,48.6,0,0.7,0.6,4,19,9,2,26,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,404,349,50,13,1,5,16,24,3,0,2,0,294,5,6,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,11,8,0,1,1,0,1,2,0,0,0,1,0,1,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,15,6,9,6,0,8,17,47.1,9,25,3,22,10,25,25,1,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,41,536,65,197,223,118,20,536,9,6,66.7,3,33.3,262,1275,583,11,9,3,17,14,291,25,Match Report,2022-01-09,21:00 (12:00),La Liga,Matchweek 20,Sun,Away,D,2,2,Villarreal,2,1,1,8,12,5,16,10,6,0,1,0,56,4,8,33.3,Match Report
2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,0,10,2,20.0,0.00,0.00,,,0,0,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,6,2,4,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,,,,,,,12,,,,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,,,,,,,,,,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,,9,,,,,,,,,,,9,0,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,56,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-13,22:00 (11:00),Supercopa de España,Semi-finals,Thu,Home,L,1,2,Athletic Club,1,1,0,13,13,2,12,9,9,,,0,,,,,Match Report
2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,0,10,1,10.0,0.00,0.00,,,0,0,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,5,2,3,60.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,,,,,,,15,,,,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,,,,,,,,,,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,,14,,,,,,,,,,,16,0,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,54,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-19,21:00 (12:00),Copa del Rey,Round of 16,Wed,Away,L,0,2,Real Sociedad,3,0,0,16,17,3,15,16,14,,,0,,,,,Match Report
2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,3,16,6,37.5,0.19,0.50,11.9,0,0,0,2.5,2.5,0.16,+0.5,+0.5,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,3,2,1,33.3,0,1.4,-0.6,0,0,0,0,7,19,36.8,34,6,50.0,37.6,4,50.0,40.3,11,0,0.0,1,33.0,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,404,510,79.2,7234,2733,198,219,90.4,140,171,81.9,58,96,60.4,2,2.1,1.7,14,35,7,5,41,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,510,450,56,22,0,6,25,22,5,4,0,0,404,4,10,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,29,19,6,1,1,2,0,5,4,1,0,0,0,0,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,10,6,5,5,0,5,19,26.3,14,9,1,8,9,19,19,0,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,64,612,52,179,260,180,29,612,22,13,59.1,9,40.9,415,2088,1168,31,19,6,9,7,402,41,Match Report,2022-01-22,21:00 (12:00),La Liga,Matchweek 22,Sat,Home,W,3,2,Valencia,5,0,0,13,22,4,25,9,6,0,0,0,60,23,14,62.2,Match Report
2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,2,10,4,40.0,0.20,0.50,14.6,0,0,0,1.3,1.3,0.14,+0.7,+0.7,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,4,4,0,0.0,0,1.2,-2.8,0,0,0,0,3,10,30.0,20,6,35.0,28.6,5,60.0,41.4,12,0,0.0,1,18.0,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,354,445,79.6,5737,1770,164,187,87.7,128,153,83.7,36,57,63.2,2,1.4,0.8,10,19,8,3,37,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,445,391,51,16,0,6,16,20,5,1,2,0,354,3,13,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,19,14,2,1,1,1,0,3,2,0,0,1,0,0,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,16,9,8,6,2,6,11,54.5,5,2,1,1,12,28,16,1,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,44,542,45,164,253,126,15,542,13,9,69.2,4,30.8,302,1558,888,14,11,2,19,7,351,37,Match Report,2022-02-06,16:15 (07:15),La Liga,Matchweek 23,Sun,Away,L,2,4,Barcelona,2,0,0,13,13,3,16,12,9,0,0,0,43,9,17,34.6,Match Report
2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,4,10,6,60.0,0.40,0.67,16.9,0,0,1,2.5,1.7,0.17,+1.5,+2.3,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,4,3,1,75.0,0,3.1,+0.1,2,2,0,0,5,17,29.4,20,1,75.0,50.0,3,66.7,52.0,14,0,0.0,0,12.8,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,344,459,74.9,5831,1980,148,179,82.7,132,156,84.6,38,81,46.9,2,0.9,1.3,6,13,4,2,22,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,459,406,53,16,1,1,18,25,5,1,4,0,344,0,9,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,20,16,1,0,1,1,1,7,5,1,0,1,0,0,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,16,6,3,10,3,5,16,31.3,11,9,3,6,14,30,20,0,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,50,577,46,173,302,106,16,576,11,5,45.5,6,54.5,255,1206,535,8,8,2,18,8,340,22,Match Report,2022-02-12,21:00 (12:00),La Liga,Matchweek 24,Sat,Home,W,4,3,Getafe,4,1,0,18,17,0,18,14,6,1,2,0,47,21,19,52.5,Match Report
2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,0,10,1,10.0,0.00,0.00,15.7,1,0,0,1.3,1.3,0.13,-1.3,-1.3,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,5,1,4,80.0,0,0.6,-0.4,0,0,0,0,3,20,15.0,28,8,53.6,42.6,5,100.0,67.0,9,1,11.1,2,20.3,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,399,524,76.1,6659,2524,174,206,84.5,149,176,84.7,41,92,44.6,0,0.9,0.9,7,36,13,2,52,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,524,467,55,18,3,4,31,25,5,0,2,0,399,2,4,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,20,14,2,2,0,2,0,0,0,0,0,0,0,0,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,15,9,9,3,3,4,15,26.7,11,4,1,3,13,28,7,1,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,54,612,50,169,285,165,23,612,26,14,53.8,12,46.2,353,1806,921,17,14,4,13,7,397,52,Match Report,2022-02-16,19:00 (10:00),La Liga,Matchweek 21,Wed,Home,L,0,1,Levante,3,0,0,9,18,2,31,13,9,0,0,0,54,19,16,54.3,Match Report
2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,3,5,4,80.0,0.60,0.75,21.7,0,0,0,1.1,1.1,0.21,+1.9,+1.9,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,4,0,4,100.0,1,0.8,+0.8,0,0,0,0,3,29,10.3,26,1,76.9,51.7,9,100.0,65.2,34,3,8.8,1,12.0,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,285,409,69.7,4177,1901,163,185,88.1,81,108,75.0,22,79,27.8,2,0.9,0.3,2,17,1,0,18,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,409,360,49,13,3,2,9,24,2,1,1,0,285,0,6,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,7,5,0,0,1,1,0,5,5,0,0,0,0,0,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,19,9,10,9,0,7,16,43.8,9,12,3,9,11,30,40,0,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,38,535,71,209,258,74,7,535,11,7,63.6,4,36.4,251,1184,433,7,6,0,20,5,277,17,Match Report,2022-02-19,16:15 (07:15),La Liga,Matchweek 25,Sat,Away,W,3,0,Osasuna,2,0,0,19,12,0,9,11,9,0,0,0,56,14,31,31.1,Match Report
2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,1,13,1,7.7,0.08,1.00,15.5,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,5,16,31.3,16,3,68.8,42.2,5,100.0,57.6,10,1,10.0,2,15.8,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,242,348,69.5,4152,1754,114,140,81.4,82,107,76.6,30,64,46.9,1,0.8,0.9,10,23,7,2,30,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,348,294,52,17,1,5,18,20,8,2,5,0,242,2,11,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,21,17,3,0,1,0,0,2,1,1,0,0,0,0,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,16,14,5,10,1,11,14,78.6,3,7,2,5,15,31,15,0,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,38,436,38,94,224,124,20,436,13,4,30.8,9,69.2,221,966,487,12,12,5,11,9,241,29,Match Report,2022-02-23,21:00 (12:00),Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,4,0,0,19,15,2,18,15,14,0,0,0,52,15,18,45.5,Match Report
For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,For Atlético Madrid,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,2,13,6,46.2,0.15,0.33,22.1,1,0,0,0.6,0.6,0.05,+1.4,+1.4,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,6,23,26.1,23,1,69.6,48.6,7,100.0,64.7,23,0,0.0,1,9.8,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,294,392,75.0,5002,1900,142,167,85.0,103,120,85.8,33,67,49.3,2,0.5,0.5,11,23,9,2,33,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,392,357,34,8,0,1,13,13,5,1,2,0,294,1,9,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,25,18,2,2,2,1,0,4,4,0,0,0,0,0,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,12,6,4,6,2,4,15,26.7,11,13,7,6,21,33,26,1,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,36,522,59,163,255,108,21,522,17,16,94.1,1,5.9,243,1380,734,14,13,2,23,10,291,33,Match Report,2022-02-26,21:00 (12:00),La Liga,Matchweek 26,Sat,Home,W,2,0,Celta Vigo,4,0,0,10,7,1,13,21,6,0,0,0,59,17,17,50.0,Match Report
