For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,1,7,2,28.6,0.14,0.50,20.1,1,0,0,0.6,0.6,0.08,+0.4,+0.4,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,9,26,34.6,20,2,55.0,45.2,18,83.3,63.4,13,0,0.0,0,16.3,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,248,355,69.9,5080,1982,88,103,85.4,111,132,84.1,37,88,42.0,0,0.2,0.5,4,21,4,1,28,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,355,298,56,16,3,5,19,18,2,0,2,0,248,1,8,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,10,6,2,0,1,1,0,1,0,0,0,1,0,0,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,14,8,6,6,2,5,12,41.7,7,6,1,5,11,25,17,0,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,43,430,57,142,187,104,12,430,14,11,78.6,3,21.4,243,1293,660,10,9,3,6,8,245,28,Match Report,2021-08-14,19:30 (10:30),La Liga,Matchweek 1,Sat,Home,D,1,1,Levante,1,0,0,10,15,1,19,11,8,0,0,0,44,20,13,60.6,Match Report
2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,1,7,2,28.6,0.00,0.00,19.1,1,1,1,1.6,0.8,0.11,-0.6,-0.8,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,7,1,6,85.7,0,1.5,+0.5,0,0,0,0,9,25,36.0,13,1,100.0,59.4,12,100.0,66.6,17,0,0.0,0,,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,152,258,58.9,3073,1470,67,87,77.0,51,75,68.0,23,70,32.9,0,0.6,0.5,4,12,7,5,17,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,258,205,53,10,1,2,25,24,5,2,3,0,152,0,9,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,11,5,2,1,0,2,1,1,0,0,0,0,1,0,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,23,10,18,4,1,16,33,48.5,17,5,2,3,12,35,24,0,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,27,370,66,165,108,103,17,369,14,7,50.0,7,50.0,163,1034,557,12,8,3,12,7,151,17,Match Report,2021-08-20,21:00 (12:00),La Liga,Matchweek 2,Fri,Away,D,1,1,Betis,0,0,0,10,11,0,25,12,10,1,0,0,43,18,16,52.9,Match Report
2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,2,6,2,33.3,0.17,0.50,19.9,0,1,1,1.6,0.9,0.14,+0.4,+0.1,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,4,3,1,75.0,0,2.6,-0.4,2,2,0,0,4,23,17.4,14,1,85.7,52.8,11,100.0,70.6,29,2,6.9,0,5.3,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,148,264,56.1,2913,1338,60,79,75.9,52,85,61.2,26,75,34.7,1,0.8,0.5,5,13,5,3,23,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,264,218,46,6,2,5,20,21,4,2,0,0,148,0,3,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,12,9,2,1,0,0,0,3,3,0,0,0,0,0,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,17,13,12,4,1,6,21,28.6,15,10,2,8,15,32,45,0,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,28,405,77,174,146,92,11,404,11,8,72.7,3,27.3,138,894,423,14,9,2,21,7,147,23,Match Report,2021-08-29,19:30 (10:30),La Liga,Matchweek 3,Sun,Home,L,2,3,Osasuna,4,0,0,9,5,0,20,15,13,0,2,0,53,16,35,31.4,Match Report
2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,0,6,1,16.7,0.00,0.00,15.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,4,2,2,75.0,0,2.3,+0.3,1,1,0,0,6,18,33.3,17,1,76.5,48.6,5,100.0,66.0,15,0,0.0,0,4.0,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,121,215,56.3,2470,1252,45,63,71.4,47,65,72.3,23,62,37.1,0,0.1,0.3,3,8,4,1,10,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,215,167,46,13,2,3,9,23,2,1,0,0,121,2,6,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,12,8,1,1,1,1,0,0,0,0,0,0,0,0,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,17,11,11,5,1,6,18,33.3,12,19,7,12,15,32,30,0,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,24,333,68,155,128,53,9,333,6,4,66.7,2,33.3,132,579,252,2,3,0,16,8,118,9,Match Report,2021-09-12,18:30 (09:30),La Liga,Matchweek 4,Sun,Home,L,0,2,Real Sociedad,4,1,1,10,9,2,9,15,11,0,1,0,42,14,20,41.2,Match Report
2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,2,6,2,33.3,0.33,1.00,22.2,0,0,1,1.1,0.3,0.04,+0.9,+1.7,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,4,1,3,75.0,0,0.7,-0.3,0,0,0,0,11,29,37.9,18,0,94.4,59.0,12,100.0,62.6,32,1,3.1,2,11.4,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,107,230,46.5,2453,1521,44,74,59.5,34,71,47.9,27,69,39.1,1,0.2,0.2,3,11,4,2,9,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,230,184,46,7,0,1,11,24,1,1,0,0,107,0,5,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,8,2,1,2,1,2,0,3,0,1,0,1,1,0,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,20,11,12,6,2,10,18,55.6,8,16,4,12,10,30,40,0,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,23,370,77,191,104,79,7,369,12,7,58.3,5,41.7,112,668,319,3,5,1,23,7,105,9,Match Report,2021-09-17,21:00 (12:00),La Liga,Matchweek 5,Fri,Away,W,2,1,Celta Vigo,3,0,0,8,8,0,11,10,11,1,0,0,54,23,26,46.9,Match Report
2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,0,13,3,23.1,0.00,0.00,17.4,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,7,17,41.2,17,3,76.5,46.4,6,66.7,51.5,20,2,10.0,0,7.2,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,229,335,68.4,4491,1969,97,108,89.8,86,116,74.1,36,80,45.0,0,0.8,0.6,9,23,7,5,31,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,335,291,43,9,0,2,27,23,4,2,2,0,229,1,10,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,21,12,2,2,4,0,1,0,0,0,0,0,0,0,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,20,11,13,4,3,11,18,61.1,7,5,1,4,17,37,20,0,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,33,455,50,162,162,139,18,455,22,10,45.5,12,54.5,263,1744,661,19,9,3,19,7,225,31,Match Report,2021-09-23,22:00 (13:00),La Liga,Matchweek 6,Thu,Home,D,0,0,Barcelona,3,0,0,16,7,1,27,17,11,0,0,0,65,10,17,37.0,Match Report
2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,1,6,1,16.7,0.17,1.00,10.8,0,0,0,1.0,1.0,0.16,0.0,0.0,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,6,3,3,50.0,0,2.8,-0.2,0,0,0,0,13,27,48.1,28,4,75.0,53.4,6,100.0,77.3,9,2,22.2,1,13.0,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,209,352,59.4,4262,2060,91,117,77.8,66,102,64.7,39,94,41.5,1,1.0,0.9,6,23,5,4,24,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,352,292,58,13,0,4,25,32,3,2,0,0,209,2,9,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,12,7,3,2,0,0,0,2,1,1,0,0,0,0,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,20,14,8,11,1,6,21,28.6,15,11,3,8,15,35,13,0,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,42,458,47,145,198,120,11,458,18,12,66.7,6,33.3,209,1249,523,14,7,2,14,6,208,24,Match Report,2021-09-26,18:30 (09:30),La Liga,Matchweek 7,Sun,Away,L,1,3,Rayo Vallecano,4,0,0,11,11,2,25,15,14,0,0,0,54,26,22,54.2,Match Report
2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,0,2,1,50.0,0.00,0.00,14.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,4,0,4,100.0,1,0.3,+0.3,0,0,0,0,10,28,35.7,15,0,93.3,57.8,14,100.0,70.8,19,2,10.5,0,12.3,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,161,285,56.5,3172,1698,71,92,77.2,59,93,63.4,24,76,31.6,0,0.1,0.1,1,18,2,0,20,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,285,233,51,12,0,6,15,23,1,1,0,0,161,1,11,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,32,17,20,11,1,12,26,46.2,14,12,4,8,12,44,28,0,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,33,409,61,188,145,80,6,409,10,4,40.0,6,60.0,167,829,415,12,6,0,23,5,160,20,Match Report,2021-10-02,18:30 (09:30),La Liga,Matchweek 8,Sat,Home,D,0,0,Valencia,3,0,0,16,11,1,15,12,17,0,0,0,65,23,20,53.5,Match Report
2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,0,13,2,15.4,0.00,0.00,19.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,6,2,4,66.7,0,1.9,-0.1,0,0,0,0,8,14,57.1,17,0,52.9,38.5,6,83.3,59.5,17,0,0.0,1,18.5,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,327,431,75.9,6162,2309,151,174,86.8,112,151,74.2,55,81,67.9,0,0.4,0.8,12,23,9,5,41,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,431,384,47,10,2,6,40,20,9,4,4,0,327,0,8,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,25,18,3,2,0,1,1,0,0,0,0,0,0,0,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,10,9,2,7,1,4,24,16.7,20,13,5,8,9,19,21,0,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,46,550,62,164,221,167,22,550,14,8,57.1,6,42.9,316,1609,983,21,16,5,17,3,323,38,Match Report,2021-10-18,21:00 (12:00),La Liga,Matchweek 9,Mon,Away,L,0,2,Espanyol,0,0,0,10,8,0,40,9,9,0,0,0,54,14,18,43.8,Match Report
2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,0,23,3,13.0,0.00,0.00,18.7,1,0,0,1.5,1.5,0.07,-1.5,-1.5,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,4,2,2,75.0,0,1.3,-0.7,1,1,0,0,6,16,37.5,38,10,42.1,35.2,6,0.0,27.8,7,0,0.0,0,14.0,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,418,550,76.0,7629,2798,165,185,89.2,188,230,81.7,51,99,51.5,0,1.0,1.2,14,33,11,6,54,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,550,495,55,14,1,3,50,18,14,4,6,0,418,0,7,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,37,17,9,3,3,4,1,0,0,0,0,0,0,0,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,22,11,5,11,6,12,19,63.2,7,10,3,7,6,28,8,1,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,61,650,49,186,287,183,29,650,26,22,84.6,4,15.4,370,1904,1053,18,8,3,10,5,411,52,Match Report,2021-10-23,16:15 (07:15),La Liga,Matchweek 10,Sat,Home,L,0,2,Alavés,0,0,0,11,13,0,50,6,11,0,1,0,57,16,33,32.7,Match Report
