For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,3,14,4,28.6,0.21,0.75,,,0,0,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,1,1,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,,,,,,,17,,,,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,,,,,,,,,,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,,7,,,,,,,,,,,6,0,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,48.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-10-31,20:45 (12:45),DFB-Pokal,Round of 32,Tue,Home,W,3.0,1.0,Heidenheim,0,0,0,9,8,1,17,6,7,,,0,,,,,Match Report
2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,3,9,4,44.4,0.22,0.5,24.0,0.0,1,1,2.2,1.4,0.15,0.8,0.6,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,8,3,5,75.0,0,4.2,1.2,1,1,0,0,1.0,8.0,12.5,45.0,5.0,17.8,29.2,2.0,0.0,21.5,30.0,3.0,10.0,0.0,7.3,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,355.0,458.0,77.5,6211.0,2169.0,143.0,173.0,82.7,171.0,199.0,85.9,32.0,64.0,50.0,2,1.4,0.7,9.0,21.0,6.0,1.0,22.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,458.0,420.0,34.0,7.0,0.0,1.0,7,19.0,2.0,0.0,2.0,0.0,355.0,4.0,11.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,20.0,14.0,0.0,2.0,0.0,1.0,3.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,24.0,17,17.0,6.0,1.0,17.0,21.0,81.0,4.0,10.0,3.0,7.0,4,28,46.0,0.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,41.0,581.0,84.0,314.0,203.0,69.0,13.0,580.0,9.0,6.0,66.7,3.0,33.3,333.0,1714.0,911.0,12.0,8.0,5.0,17.0,8.0,354.0,22.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Away,D,3.0,3.0,Freiburg,2,0,0,10,7,4,7,4,17,1.0,1.0,0,56.0,12.0,18.0,40.0,Match Report
2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,4,15,8,53.3,0.27,0.5,16.4,0.0,0,0,1.5,1.5,0.1,2.5,2.5,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,4,0,4,100.0,1,0.4,0.4,0,0,0,0,2.0,9.0,22.2,34.0,6.0,26.5,29.0,4.0,0.0,18.0,17.0,0.0,0.0,0.0,12.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,432.0,530.0,81.5,7001.0,2478.0,214.0,242.0,88.4,181.0,211.0,85.8,29.0,57.0,50.9,3,1.2,1.7,13.0,15.0,5.0,0.0,31.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,530.0,481.0,47.0,13.0,4.0,1.0,15,21.0,8.0,1.0,7.0,0.0,432.0,2.0,4.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,24.0,14.0,4.0,3.0,2.0,0.0,1.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,12.0,9,5.0,7.0,0.0,6.0,14.0,42.9,8.0,10.0,4.0,6.0,10,22,18.0,0.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,47.0,621.0,72.0,307.0,219.0,104.0,25.0,621.0,18.0,13.0,72.2,4.0,22.2,447.0,2042.0,991.0,17.0,9.0,8.0,10.0,8.0,430.0,31.0,Match Report,2023-11-10,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Home,W,4.0,0.0,Wolfsburg,1,0,0,7,12,2,15,10,9,0.0,0.0,0,51.0,7.0,6.0,53.8,Match Report
2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,2,10,3,30.0,0.2,0.67,16.1,0.0,0,0,1.0,1.0,0.1,1.0,1.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,13,4,9,69.2,0,4.8,0.8,0,0,0,0,3.0,6.0,50.0,28.0,7.0,21.4,27.5,4.0,0.0,15.3,8.0,1.0,12.5,0.0,5.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,452.0,543.0,83.2,7607.0,2687.0,203.0,227.0,89.4,208.0,237.0,87.8,30.0,54.0,55.6,2,0.9,1.2,8.0,24.0,12.0,3.0,48.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,543.0,491.0,51.0,12.0,2.0,0.0,20,27.0,4.0,0.0,4.0,0.0,452.0,1.0,8.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,17.0,13.0,2.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,20.0,8,8.0,12.0,0.0,9.0,15.0,60.0,6.0,8.0,3.0,5.0,5,25,19.0,2.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,49.0,650.0,59.0,210.0,306.0,139.0,22.0,650.0,24.0,9.0,37.5,15.0,62.5,370.0,1672.0,859.0,16.0,13.0,4.0,17.0,9.0,449.0,48.0,Match Report,2023-11-25,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Away,L,2.0,4.0,Dortmund,2,0,0,11,11,1,20,5,8,0.0,0.0,0,50.0,7.0,8.0,46.7,Match Report
2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,2,8,2,25.0,0.13,0.5,21.9,0.0,1,1,1.6,0.9,0.11,0.4,0.1,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,5,1,4,80.0,0,1.4,0.4,0,0,0,0,2.0,7.0,28.6,33.0,6.0,15.2,24.3,8.0,25.0,28.3,17.0,1.0,5.9,0.0,12.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,420.0,513.0,81.9,6348.0,2230.0,224.0,251.0,89.2,146.0,168.0,86.9,26.0,55.0,47.3,1,0.6,1.0,4.0,26.0,5.0,1.0,35.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,513.0,462.0,50.0,15.0,1.0,3.0,14,19.0,6.0,1.0,3.0,0.0,420.0,1.0,9.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,15.0,11.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,17.0,10,13.0,3.0,1.0,8.0,14.0,57.1,6.0,12.0,7.0,5.0,10,27,22.0,1.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,49.0,617.0,74.0,237.0,252.0,132.0,19.0,616.0,10.0,3.0,30.0,6.0,60.0,424.0,2032.0,854.0,10.0,10.0,4.0,14.0,10.0,419.0,35.0,Match Report,2023-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,2.0,1.0,Hoffenheim,2,0,0,11,15,1,14,10,10,1.0,0.0,0,43.0,9.0,11.0,45.0,Match Report
2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,1,11,3,27.3,0.09,0.33,,,0,0,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,,,,,,,20,,,,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,,,,,,,,,,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,,9,,,,,,,,,,,16,0,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,50.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-12-05,20:45 (11:45),DFB-Pokal,Round of 16,Tue,Home,W,1.0,0.0,Wolfsburg,0,0,0,12,12,3,20,16,9,,,0,,,,,Match Report
2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,1,11,3,27.3,0.09,0.33,20.7,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,6,3,3,66.7,0,1.5,-1.5,1,1,0,0,3.0,9.0,33.3,25.0,4.0,24.0,28.2,9.0,33.3,33.3,10.0,1.0,10.0,4.0,17.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,512.0,643.0,79.6,8547.0,2958.0,250.0,292.0,85.6,218.0,255.0,85.5,35.0,62.0,56.5,1,1.0,1.0,9.0,35.0,8.0,4.0,56.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,643.0,588.0,54.0,12.0,1.0,1.0,27,22.0,7.0,3.0,2.0,0.0,512.0,1.0,15.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,21.0,15.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,15.0,10,7.0,5.0,3.0,8.0,21.0,38.1,13.0,10.0,3.0,7.0,5,20,15.0,1.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,62.0,746.0,53.0,211.0,381.0,157.0,15.0,746.0,16.0,9.0,56.3,7.0,43.8,494.0,2578.0,1353.0,28.0,19.0,3.0,17.0,11.0,509.0,56.0,Match Report,2023-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,L,1.0,3.0,Union Berlin,3,0,0,8,9,1,27,5,10,0.0,1.0,0,57.0,15.0,16.0,48.4,Match Report
2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,2,14,4,28.6,0.14,0.5,18.9,0.0,0,0,1.4,1.4,0.1,0.6,0.6,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,5,2,3,60.0,0,2.4,0.4,0,0,0,0,5.0,11.0,45.5,42.0,8.0,21.4,27.3,7.0,28.6,24.7,15.0,2.0,13.3,1.0,12.3,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,486.0,582.0,83.5,7877.0,2508.0,229.0,252.0,90.9,206.0,224.0,92.0,29.0,60.0,48.3,2,1.3,0.9,12.0,27.0,10.0,1.0,42.0,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,582.0,543.0,35.0,10.0,4.0,1.0,13,11.0,4.0,2.0,0.0,1.0,486.0,4.0,7.0,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,26.0,19.0,0.0,4.0,2.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,14.0,7,6.0,7.0,1.0,8.0,16.0,50.0,8.0,12.0,2.0,10.0,8,22,27.0,1.0,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,50.0,689.0,73.0,240.0,308.0,149.0,25.0,689.0,20.0,10.0,50.0,8.0,40.0,410.0,1943.0,1094.0,16.0,13.0,4.0,8.0,9.0,485.0,42.0,Match Report,2023-12-15,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,D,2.0,2.0,Werder Bremen,4,0,0,10,11,4,13,8,7,0.0,0.0,0,45.0,15.0,17.0,46.9,Match Report
2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,1,7,2,28.6,0.14,0.5,22.4,0.0,0,0,0.3,0.3,0.05,0.7,0.7,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,6,2,4,66.7,0,2.0,0.0,0,0,0,0,7.0,17.0,41.2,33.0,7.0,30.3,30.3,10.0,70.0,49.2,21.0,0.0,0.0,0.0,8.7,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,313.0,399.0,78.4,5457.0,2220.0,149.0,170.0,87.6,141.0,164.0,86.0,21.0,47.0,44.7,1,0.3,0.2,7.0,20.0,3.0,0.0,26.0,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,399.0,359.0,38.0,12.0,0.0,2.0,3,12.0,2.0,0.0,2.0,0.0,313.0,2.0,9.0,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,13.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,23.0,12,12.0,9.0,2.0,14.0,20.0,70.0,6.0,15.0,2.0,13.0,13,36,30.0,1.0,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,37.0,537.0,83.0,232.0,231.0,77.0,4.0,537.0,17.0,5.0,29.4,11.0,64.7,233.0,1194.0,504.0,13.0,8.0,0.0,16.0,10.0,309.0,26.0,Match Report,2023-12-20,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Away,L,1.0,2.0,Eint Frankfurt,6,1,1,14,10,2,3,13,12,0.0,0.0,0,48.0,9.0,12.0,42.9,Match Report
2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,3,8,4,50.0,0.38,0.75,12.5,0.0,0,0,1.9,1.9,0.25,1.1,1.1,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,3.0,11.0,27.3,31.0,2.0,19.4,28.8,10.0,50.0,33.3,9.0,0.0,0.0,0.0,11.3,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,264.0,365.0,72.3,4281.0,1545.0,125.0,158.0,79.1,105.0,126.0,83.3,19.0,46.0,41.3,2,1.3,0.7,7.0,10.0,5.0,1.0,19.0,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,365.0,327.0,34.0,10.0,2.0,3.0,3,12.0,0.0,0.0,0.0,0.0,264.0,4.0,10.0,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,14.0,10.0,2.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,19.0,13,11.0,6.0,2.0,7.0,18.0,38.9,11.0,15.0,6.0,9.0,18,37,23.0,0.0,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,29.0,489.0,73.0,276.0,181.0,41.0,13.0,489.0,12.0,6.0,50.0,3.0,25.0,250.0,1169.0,655.0,13.0,7.0,3.0,15.0,12.0,260.0,18.0,Match Report,2024-01-14,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,3.0,1.0,Stuttgart,3,0,0,7,11,4,3,18,13,0.0,0.0,0,61.0,8.0,14.0,36.4,Match Report
2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,1,18,4,22.2,0.06,0.25,17.3,0.0,0,0,1.7,1.7,0.12,-0.7,-0.7,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,7,2,5,71.4,0,2.0,0.0,0,0,0,0,7.0,12.0,58.3,29.0,3.0,34.5,34.6,7.0,28.6,34.0,14.0,0.0,0.0,0.0,3.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,450.0,551.0,81.7,7521.0,2852.0,201.0,235.0,85.5,170.0,198.0,85.9,47.0,67.0,70.1,0,1.3,1.8,17.0,16.0,11.0,2.0,44.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,551.0,491.0,58.0,21.0,2.0,8.0,20,22.0,5.0,1.0,3.0,0.0,450.0,2.0,13.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,35.0,27.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,16.0,10,9.0,6.0,1.0,9.0,16.0,56.3,7.0,11.0,4.0,7.0,9,25,25.0,2.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,55.0,668.0,68.0,244.0,278.0,151.0,37.0,668.0,12.0,3.0,25.0,8.0,66.7,427.0,2156.0,1172.0,25.0,21.0,6.0,9.0,7.0,444.0,44.0,Match Report,2024-01-21,17:30 (08:30),Bundesliga,Matchweek 18,Sun,Home,L,1.0,2.0,Augsburg,1,0,0,10,19,2,20,9,10,0.0,0.0,0,44.0,19.0,13.0,59.4,Match Report
2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,0,4,3,75.0,0.0,0.0,19.4,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,9,0,9,100.0,1,1.8,1.8,0,0,0,0,7.0,23.0,30.4,29.0,2.0,58.6,41.1,10.0,60.0,40.4,28.0,0.0,0.0,0.0,5.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,259.0,342.0,75.7,4319.0,1639.0,134.0,154.0,87.0,93.0,112.0,83.0,24.0,55.0,43.6,0,0.3,0.5,3.0,8.0,2.0,0.0,10.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,342.0,301.0,39.0,16.0,1.0,0.0,3,10.0,2.0,2.0,0.0,0.0,259.0,2.0,8.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,21.0,13,17.0,4.0,0.0,8.0,17.0,47.1,9.0,21.0,9.0,12.0,12,33,52.0,1.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,25.0,494.0,125.0,291.0,162.0,45.0,10.0,494.0,13.0,8.0,61.5,3.0,23.1,234.0,1018.0,469.0,7.0,4.0,2.0,18.0,10.0,256.0,10.0,Match Report,2024-01-27,18:30 (09:30),Bundesliga,Matchweek 19,Sat,Away,D,0.0,0.0,Leverkusen,1,0,0,6,15,2,3,12,13,0.0,0.0,0,46.0,5.0,10.0,33.3,Match Report
