For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,1,27,8,29.6,0.0,0.0,,,1,1,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,2,0,2,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,,,,,,,32,,,,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,,,,,,,,,,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,,8,,,,,,,,,,,14,0,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,55.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-08-12,18:00 (09:00),DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,2,0,0,11,10,2,32,14,8,,,0,,,,,Match Report
2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,1,8,1,12.5,0.13,1.0,18.5,0.0,0,2,2.3,0.7,0.09,-1.3,0.3,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,6,4,2,33.3,0,2.4,-1.6,0,0,0,0,3.0,7.0,42.9,25.0,9.0,20.0,29.6,2.0,100.0,70.0,13.0,2.0,15.4,4.0,22.9,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,358.0,475.0,75.4,6659.0,2257.0,142.0,174.0,81.6,164.0,203.0,80.8,43.0,77.0,55.8,0,0.5,1.1,5.0,29.0,7.0,2.0,38.0,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,475.0,434.0,41.0,14.0,0.0,2.0,17,20.0,1.0,1.0,0.0,0.0,358.0,0.0,9.0,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,17.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,13.0,9,7.0,4.0,2.0,7.0,10.0,70.0,3.0,8.0,1.0,7.0,14,27,11.0,0.0,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,53.0,570.0,32.0,132.0,322.0,121.0,18.0,568.0,3.0,1.0,33.3,2.0,66.7,359.0,1798.0,947.0,11.0,11.0,1.0,18.0,5.0,355.0,38.0,Match Report,2023-08-20,15:30 (06:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,5,0,0,16,12,0,17,14,9,1.0,0.0,0,46.0,25.0,34.0,42.4,Match Report
2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,1,12,6,50.0,0.08,0.17,15.9,2.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,1,1,0,0.0,0,0.8,-0.2,0,0,0,0,5.0,18.0,27.8,29.0,5.0,48.3,38.1,4.0,100.0,68.0,10.0,1.0,10.0,0.0,15.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,226.0,356.0,63.5,4495.0,1965.0,88.0,114.0,77.2,94.0,136.0,69.1,38.0,79.0,48.1,0,0.7,0.9,7.0,27.0,8.0,3.0,31.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,356.0,322.0,32.0,10.0,0.0,2.0,15,11.0,5.0,2.0,3.0,0.0,226.0,2.0,15.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,22.0,13.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,23.0,9,12.0,10.0,1.0,9.0,19.0,47.4,10.0,16.0,2.0,14.0,11,34,19.0,0.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,40.0,482.0,46.0,148.0,199.0,140.0,28.0,482.0,23.0,11.0,47.8,10.0,43.5,191.0,1024.0,519.0,12.0,5.0,4.0,18.0,2.0,222.0,30.0,Match Report,2023-08-27,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,3,0,0,23,12,2,15,11,9,0.0,0.0,0,69.0,33.0,23.0,58.9,Match Report
2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,0,13,3,23.1,0.0,0.0,18.4,1.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,6,4,2,50.0,0,3.9,-0.1,1,1,0,0,6.0,17.0,35.3,27.0,5.0,55.6,41.4,6.0,33.3,36.3,7.0,0.0,0.0,4.0,25.5,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,361.0,516.0,70.0,6356.0,2680.0,164.0,193.0,85.0,131.0,173.0,75.7,46.0,105.0,43.8,0,0.5,1.1,9.0,34.0,12.0,2.0,56.0,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,516.0,447.0,65.0,18.0,2.0,1.0,23,29.0,7.0,4.0,3.0,0.0,361.0,4.0,10.0,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,24.0,15.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,14.0,10,3.0,9.0,2.0,7.0,13.0,53.8,6.0,10.0,2.0,8.0,15,29,13.0,0.0,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,55.0,627.0,51.0,148.0,309.0,172.0,28.0,627.0,18.0,8.0,44.4,10.0,55.6,278.0,1344.0,546.0,15.0,14.0,4.0,10.0,9.0,359.0,55.0,Match Report,2023-09-02,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,2,0,0,14,17,4,23,15,10,0.0,1.0,0,56.0,27.0,28.0,49.1,Match Report
2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,1,15,3,20.0,0.07,0.33,17.1,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,6,3,3,50.0,0,2.3,-0.7,0,0,0,0,1.0,3.0,33.3,27.0,9.0,7.4,23.4,11.0,9.1,17.5,7.0,1.0,14.3,0.0,13.8,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,301.0,422.0,71.3,5515.0,2169.0,129.0,156.0,82.7,129.0,162.0,79.6,30.0,75.0,40.0,1,0.9,0.6,13.0,20.0,8.0,1.0,27.0,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,422.0,361.0,60.0,10.0,0.0,0.0,12,30.0,6.0,3.0,2.0,0.0,301.0,1.0,9.0,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,28.0,19.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,11.0,7,10.0,1.0,0.0,3.0,11.0,27.3,8.0,10.0,3.0,7.0,13,24,23.0,1.0,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,40.0,527.0,76.0,263.0,171.0,99.0,23.0,527.0,12.0,8.0,66.7,4.0,33.3,244.0,1310.0,767.0,8.0,4.0,1.0,16.0,6.0,298.0,27.0,Match Report,2023-09-16,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,1,0,0,12,9,1,12,13,7,0.0,0.0,0,53.0,14.0,29.0,32.6,Match Report
2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,1,12,2,16.7,0.08,0.5,18.0,0.0,0,0,0.6,0.6,0.05,0.4,0.4,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,3,2,1,33.3,0,1.8,-0.2,0,0,0,0,4.0,9.0,44.4,31.0,10.0,29.0,32.4,2.0,0.0,19.0,13.0,2.0,15.4,1.0,12.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,455.0,598.0,76.1,8515.0,3176.0,185.0,229.0,80.8,206.0,242.0,85.1,57.0,99.0,57.6,1,0.4,1.4,10.0,47.0,16.0,6.0,49.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,598.0,543.0,53.0,16.0,1.0,3.0,27,28.0,4.0,3.0,0.0,1.0,455.0,2.0,12.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,24.0,19.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,15.0,9,6.0,8.0,1.0,11.0,20.0,55.0,9.0,8.0,1.0,7.0,9,24,21.0,0.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,59.0,703.0,56.0,215.0,340.0,161.0,25.0,703.0,23.0,8.0,34.8,11.0,47.8,405.0,2191.0,1107.0,25.0,13.0,4.0,9.0,11.0,451.0,49.0,Match Report,2023-09-23,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,L,1.0,2.0,Augsburg,3,0,0,15,16,2,27,9,9,0.0,0.0,0,65.0,32.0,21.0,60.4,Match Report
2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,0,10,3,30.0,0.0,0.0,18.7,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,3,3,1,0.0,0,2.2,0.2,0,0,0,0,3.0,8.0,37.5,27.0,4.0,25.9,31.8,6.0,16.7,25.7,4.0,2.0,50.0,0.0,10.8,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,419.0,523.0,80.1,7900.0,2759.0,172.0,193.0,89.1,190.0,225.0,84.4,52.0,80.0,65.0,0,0.3,0.9,6.0,43.0,3.0,1.0,36.0,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,523.0,477.0,43.0,11.0,0.0,1.0,14,19.0,3.0,1.0,2.0,0.0,419.0,3.0,13.0,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,15.0,6.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,12.0,8,5.0,4.0,3.0,7.0,19.0,36.8,12.0,12.0,1.0,11.0,13,25,8.0,0.0,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,45.0,612.0,54.0,191.0,253.0,172.0,23.0,612.0,16.0,10.0,62.5,6.0,37.5,286.0,1343.0,603.0,15.0,5.0,2.0,10.0,9.0,419.0,36.0,Match Report,2023-09-30,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Home,L,0.0,3.0,Leverkusen,4,0,0,13,11,3,14,13,8,0.0,0.0,1,53.0,6.0,18.0,25.0,Match Report
2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,2,14,7,50.0,0.14,0.29,20.9,0.0,0,0,0.8,0.8,0.05,1.2,1.2,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,9,2,7,77.8,0,3.1,1.1,0,0,0,0,4.0,16.0,25.0,34.0,8.0,44.1,39.5,3.0,33.3,38.0,26.0,4.0,15.4,3.0,15.1,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,314.0,431.0,72.9,5989.0,2515.0,134.0,157.0,85.4,139.0,172.0,80.8,38.0,81.0,46.9,2,0.7,0.3,10.0,24.0,1.0,0.0,25.0,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,431.0,389.0,41.0,10.0,0.0,2.0,10,22.0,3.0,0.0,1.0,0.0,314.0,1.0,16.0,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,20.0,11.0,5.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,14.0,6,9.0,4.0,1.0,8.0,17.0,47.1,9.0,19.0,6.0,13.0,14,28,34.0,0.0,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,40.0,569.0,86.0,277.0,213.0,82.0,11.0,569.0,15.0,8.0,53.3,7.0,46.7,230.0,1233.0,564.0,8.0,9.0,3.0,9.0,12.0,313.0,25.0,Match Report,2023-10-06,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Away,D,2.0,2.0,Gladbach,1,0,0,9,9,1,10,14,6,0.0,0.0,0,63.0,20.0,18.0,52.6,Match Report
2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,1,16,3,18.8,0.06,0.33,14.9,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,5,3,2,40.0,0,1.8,-1.2,0,0,0,0,2.0,5.0,40.0,23.0,6.0,21.7,25.3,4.0,0.0,18.0,11.0,0.0,0.0,0.0,14.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,308.0,396.0,77.8,5754.0,2247.0,133.0,154.0,86.4,126.0,151.0,83.4,41.0,73.0,56.2,1,1.0,1.1,15.0,27.0,7.0,4.0,35.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,396.0,364.0,31.0,11.0,1.0,5.0,15,10.0,2.0,0.0,2.0,0.0,308.0,1.0,8.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,29.0,20.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,25.0,19,13.0,7.0,5.0,13.0,26.0,50.0,13.0,15.0,5.0,10.0,11,36,16.0,0.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,38.0,513.0,75.0,214.0,185.0,118.0,24.0,513.0,16.0,7.0,43.8,7.0,43.8,272.0,1239.0,602.0,13.0,7.0,4.0,11.0,6.0,304.0,34.0,Match Report,2023-10-21,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,1.0,3.0,Bayern Munich,3,0,0,12,10,1,15,11,19,0.0,0.0,0,53.0,15.0,16.0,48.4,Match Report
2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,1,9,3,33.3,0.11,0.33,19.6,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,4,2,2,75.0,0,2.8,0.8,1,1,0,0,4.0,19.0,21.1,37.0,6.0,51.4,40.7,4.0,0.0,24.8,15.0,1.0,6.7,2.0,17.7,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,288.0,442.0,65.2,5077.0,2069.0,126.0,163.0,77.3,113.0,160.0,70.6,35.0,87.0,40.2,1,0.2,0.5,6.0,15.0,4.0,0.0,25.0,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,442.0,385.0,55.0,15.0,0.0,3.0,12,29.0,4.0,3.0,1.0,0.0,288.0,2.0,10.0,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,16.0,13.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,17.0,10,6.0,10.0,1.0,4.0,11.0,36.4,7.0,12.0,4.0,8.0,14,31,24.0,0.0,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,50.0,579.0,65.0,215.0,292.0,76.0,10.0,579.0,18.0,6.0,33.3,8.0,44.4,273.0,1125.0,500.0,6.0,7.0,2.0,17.0,4.0,283.0,24.0,Match Report,2023-10-27,20:30 (11:30),Bundesliga,Matchweek 9,Fri,Away,D,2.0,2.0,Bochum,3,0,0,21,11,2,12,14,10,0.0,1.0,0,79.0,37.0,33.0,52.9,Match Report
