For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,0,9,1,11.1,0.0,0.0,,,0,0,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,3,3,2,66.7,0,,,2,2,0,0,,,,,,,,,,,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,,,,,,,15,,,,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,,,,,,,,,,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,,7,,,,,,,,,,,9,0,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,57.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-11-01,20:45 (12:45),DFB-Pokal,Round of 32,Wed,Away,L,0.0,3.0,Hertha BSC,1,0,0,17,8,6,15,9,7,,,0,,,,,Match Report
2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,2,10,3,30.0,0.2,0.67,17.6,0.0,0,0,0.9,0.9,0.1,1.1,1.1,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,1,0,1,100.0,1,0.2,0.2,0,0,0,0,11.0,19.0,57.9,26.0,2.0,53.8,39.2,11.0,45.5,40.1,17.0,1.0,5.9,0.0,11.6,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,229.0,349.0,65.6,4425.0,2191.0,92.0,122.0,75.4,99.0,138.0,71.7,33.0,70.0,47.1,1,0.5,0.4,7.0,13.0,4.0,2.0,22.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,349.0,299.0,45.0,9.0,0.0,0.0,11,22.0,2.0,1.0,1.0,0.0,229.0,5.0,8.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,17.0,12.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,22.0,10,15.0,6.0,1.0,5.0,17.0,29.4,12.0,19.0,3.0,16.0,12,34,24.0,0.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,33.0,485.0,82.0,221.0,191.0,75.0,13.0,485.0,10.0,4.0,40.0,4.0,40.0,162.0,979.0,381.0,6.0,6.0,0.0,19.0,6.0,224.0,22.0,Match Report,2023-11-04,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,2.0,0.0,RB Leipzig,3,0,0,12,5,5,11,12,10,0.0,0.0,0,60.0,12.0,16.0,42.9,Match Report
2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,0,11,1,9.1,0.0,0.0,18.5,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,3,0,3,100.0,1,0.3,0.3,0,0,0,0,7.0,19.0,36.8,30.0,5.0,56.7,42.5,5.0,40.0,28.4,10.0,1.0,10.0,2.0,27.7,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,311.0,436.0,71.3,5399.0,2254.0,137.0,173.0,79.2,118.0,155.0,76.1,37.0,73.0,50.7,0,0.4,0.7,6.0,25.0,6.0,4.0,30.0,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,436.0,374.0,61.0,20.0,0.0,1.0,20,30.0,5.0,3.0,2.0,0.0,311.0,1.0,10.0,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,17.0,9.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,16.0,8,5.0,8.0,3.0,7.0,14.0,50.0,7.0,11.0,5.0,6.0,5,21,11.0,0.0,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,44.0,544.0,42.0,165.0,228.0,153.0,25.0,544.0,23.0,8.0,34.8,14.0,60.9,280.0,1426.0,687.0,14.0,8.0,4.0,17.0,6.0,307.0,29.0,Match Report,2023-11-11,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,D,0.0,0.0,Darmstadt 98,3,0,0,15,19,1,20,5,8,0.0,0.0,0,47.0,18.0,30.0,37.5,Match Report
2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,1,13,4,30.8,0.08,0.25,22.3,2.0,0,1,1.8,1.0,0.07,-0.8,0.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,4,1,3,75.0,0,1.6,0.6,0,0,0,0,1.0,8.0,12.5,15.0,4.0,46.7,39.5,4.0,25.0,25.0,16.0,0.0,0.0,0.0,11.7,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,369.0,492.0,75.0,5876.0,2442.0,201.0,243.0,82.7,121.0,150.0,80.7,34.0,65.0,52.3,1,0.5,1.2,8.0,31.0,13.0,1.0,50.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,492.0,455.0,36.0,6.0,1.0,5.0,12,19.0,5.0,1.0,1.0,0.0,369.0,1.0,12.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,24.0,21.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,21.0,11,15.0,6.0,0.0,14.0,21.0,66.7,7.0,20.0,5.0,15.0,14,35,24.0,0.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,47.0,639.0,57.0,199.0,282.0,166.0,34.0,638.0,24.0,11.0,45.8,10.0,41.7,244.0,1556.0,878.0,19.0,13.0,10.0,23.0,5.0,368.0,50.0,Match Report,2023-11-26,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1.0,1.0,Hoffenheim,4,0,0,14,9,1,12,14,11,1.0,0.0,0,66.0,15.0,16.0,48.4,Match Report
2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,0,20,5,25.0,0.0,0.0,13.9,0.0,0,0,2.3,2.3,0.12,-2.3,-2.3,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,5,1,4,80.0,0,1.1,0.1,0,0,0,0,1.0,8.0,12.5,24.0,4.0,29.2,31.3,5.0,20.0,28.0,10.0,0.0,0.0,1.0,40.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,453.0,593.0,76.4,8221.0,2720.0,177.0,215.0,82.3,236.0,277.0,85.2,37.0,85.0,43.5,0,2.3,1.9,17.0,29.0,10.0,2.0,38.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,593.0,533.0,59.0,11.0,2.0,0.0,26,27.0,14.0,3.0,8.0,0.0,453.0,1.0,11.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,29.0,19.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,14.0,6,2.0,10.0,2.0,5.0,11.0,45.5,6.0,15.0,3.0,12.0,7,21,18.0,0.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,61.0,721.0,48.0,207.0,331.0,187.0,41.0,721.0,16.0,5.0,31.3,7.0,43.8,286.0,1467.0,716.0,20.0,11.0,7.0,18.0,5.0,450.0,38.0,Match Report,2023-12-03,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Home,L,0.0,1.0,Freiburg,1,0,0,16,11,1,26,7,6,0.0,0.0,0,43.0,20.0,28.0,41.7,Match Report
2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,0,13,5,38.5,0.0,0.0,14.6,0.0,0,0,1.4,1.4,0.11,-1.4,-1.4,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,3,0,3,100.0,1,0.2,0.2,0,0,0,0,2.0,12.0,16.7,31.0,4.0,35.5,35.6,5.0,20.0,29.8,9.0,2.0,22.2,0.0,9.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,375.0,491.0,76.4,6916.0,2426.0,136.0,161.0,84.5,194.0,232.0,83.6,35.0,70.0,50.0,0,1.0,0.8,8.0,22.0,4.0,1.0,36.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,491.0,443.0,47.0,10.0,0.0,3.0,15,24.0,7.0,1.0,5.0,0.0,375.0,1.0,11.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,22.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,18.0,12,5.0,11.0,2.0,7.0,12.0,58.3,5.0,12.0,1.0,11.0,8,26,15.0,0.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,46.0,595.0,44.0,204.0,297.0,101.0,19.0,595.0,21.0,8.0,38.1,11.0,52.4,261.0,1301.0,532.0,11.0,8.0,5.0,12.0,11.0,373.0,36.0,Match Report,2023-12-10,17:30 (08:30),Bundesliga,Matchweek 14,Sun,Away,D,0.0,0.0,Köln,4,0,0,10,10,1,15,8,12,0.0,0.0,0,52.0,19.0,16.0,54.3,Match Report
2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,0,19,3,15.8,0.0,0.0,15.0,1.0,0,0,1.6,1.6,0.09,-1.6,-1.6,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,2,1,1,50.0,0,0.1,-0.9,0,0,0,0,12.0,23.0,52.2,51.0,3.0,41.2,34.6,4.0,50.0,42.3,4.0,2.0,50.0,1.0,9.8,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,404.0,567.0,71.3,8213.0,3312.0,144.0,191.0,75.4,200.0,256.0,78.1,59.0,109.0,54.1,0,1.4,1.3,15.0,53.0,12.0,4.0,55.0,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,567.0,493.0,73.0,20.0,2.0,1.0,34,39.0,8.0,5.0,3.0,0.0,404.0,1.0,10.0,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,33.0,20.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,12.0,8,6.0,5.0,1.0,8.0,13.0,61.5,5.0,12.0,2.0,10.0,8,20,10.0,0.0,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,65.0,698.0,45.0,205.0,298.0,207.0,42.0,698.0,20.0,11.0,55.0,5.0,25.0,300.0,1567.0,787.0,21.0,9.0,5.0,27.0,10.0,398.0,55.0,Match Report,2023-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0.0,1.0,Heidenheim,3,0,0,9,19,1,34,8,8,0.0,0.0,0,64.0,30.0,43.0,41.1,Match Report
2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,1,11,6,54.5,0.09,0.17,20.3,1.0,0,0,0.9,0.9,0.09,0.1,0.1,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,7,1,6,85.7,0,1.0,0.0,0,0,0,0,3.0,15.0,20.0,26.0,3.0,46.2,36.9,9.0,33.3,32.2,15.0,0.0,0.0,0.0,6.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,268.0,378.0,70.9,4721.0,2163.0,128.0,146.0,87.7,107.0,145.0,73.8,28.0,60.0,46.7,1,0.8,0.7,8.0,23.0,4.0,2.0,39.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,378.0,332.0,41.0,9.0,1.0,2.0,11,20.0,1.0,0.0,1.0,0.0,268.0,5.0,16.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,17.0,11.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,18.0,9,7.0,9.0,2.0,8.0,26.0,30.8,18.0,16.0,7.0,9.0,18,36,24.0,0.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,35.0,513.0,81.0,205.0,218.0,98.0,17.0,513.0,25.0,11.0,44.0,11.0,44.0,232.0,1469.0,664.0,21.0,15.0,6.0,20.0,14.0,266.0,39.0,Match Report,2023-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,D,1.0,1.0,Dortmund,4,0,0,14,10,5,11,18,9,0.0,0.0,0,59.0,14.0,17.0,45.2,Match Report
2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,1,11,2,18.2,0.09,0.5,18.3,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,4,1,3,75.0,0,0.5,-0.5,0,0,0,0,7.0,13.0,53.8,32.0,4.0,31.3,33.1,7.0,42.9,36.6,11.0,1.0,9.1,3.0,17.7,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,398.0,523.0,76.1,7990.0,2692.0,136.0,168.0,81.0,193.0,237.0,81.4,60.0,93.0,64.5,1,0.3,0.5,9.0,33.0,8.0,3.0,34.0,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,523.0,460.0,62.0,18.0,1.0,7.0,28,28.0,7.0,3.0,2.0,0.0,398.0,1.0,8.0,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,22.0,15.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,12.0,6,5.0,7.0,0.0,4.0,16.0,25.0,12.0,11.0,1.0,10.0,5,17,20.0,0.0,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,52.0,612.0,55.0,182.0,303.0,132.0,12.0,612.0,17.0,6.0,35.3,9.0,52.9,320.0,1444.0,564.0,10.0,13.0,1.0,13.0,12.0,394.0,33.0,Match Report,2024-01-13,15:30 (06:30),Bundesliga,Matchweek 17,Sat,Home,D,1.0,1.0,Wolfsburg,3,0,0,21,14,1,28,5,6,0.0,0.0,0,41.0,13.0,17.0,43.3,Match Report
2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,0,7,0,0.0,0.0,,17.5,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,8.0,21.0,38.1,32.0,5.0,46.9,39.0,6.0,100.0,57.5,10.0,1.0,10.0,0.0,6.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,384.0,516.0,74.4,7289.0,2421.0,142.0,166.0,85.5,195.0,240.0,81.3,42.0,74.0,56.8,0,0.8,1.0,6.0,27.0,4.0,2.0,29.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,516.0,462.0,50.0,10.0,1.0,2.0,17,31.0,1.0,0.0,1.0,0.0,384.0,4.0,14.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,13.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,18.0,11,10.0,6.0,2.0,10.0,17.0,58.8,7.0,15.0,2.0,13.0,4,22,25.0,0.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,45.0,640.0,65.0,206.0,327.0,112.0,19.0,640.0,20.0,9.0,45.0,9.0,45.0,392.0,1739.0,714.0,12.0,12.0,1.0,13.0,9.0,381.0,28.0,Match Report,2024-01-26,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0.0,1.0,Eint Frankfurt,1,0,0,12,10,4,17,4,11,0.0,0.0,0,55.0,16.0,18.0,47.1,Match Report
2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,0,23,5,21.7,0.0,0.0,21.9,1.0,0,0,0.8,0.8,0.03,-0.8,-0.8,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,1,1,0,0.0,0,0.3,-0.7,0,0,0,0,7.0,17.0,41.2,32.0,6.0,46.9,35.8,5.0,40.0,35.8,4.0,1.0,25.0,0.0,12.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,352.0,507.0,69.4,6479.0,2614.0,137.0,177.0,77.4,151.0,197.0,76.6,49.0,100.0,49.0,0,0.6,0.9,16.0,31.0,10.0,3.0,27.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,507.0,444.0,61.0,16.0,1.0,1.0,31,27.0,11.0,4.0,5.0,0.0,352.0,2.0,10.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,41.0,27.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,14.0,9,6.0,7.0,1.0,4.0,10.0,40.0,6.0,12.0,2.0,10.0,11,25,18.0,0.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,59.0,627.0,50.0,165.0,298.0,174.0,32.0,627.0,21.0,12.0,57.1,8.0,38.1,303.0,1565.0,740.0,18.0,13.0,4.0,12.0,11.0,351.0,27.0,Match Report,2024-02-03,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,L,0.0,1.0,Werder Bremen,4,0,0,22,14,2,31,11,9,0.0,0.0,0,59.0,24.0,25.0,49.0,Match Report
