For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,6,16,9,56.3,0.38,0.67,15.2,0,0,1,3.3,2.5,0.16,+2.7,+3.5,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,6,1,5,83.3,0,2.0,+1.0,0,0,0,0,3,10,30.0,17,3,47.1,37.1,4,50.0,42.0,16,1,6.3,0,8.3,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,449,550,81.6,6776,2607,233,259,90.0,157,188,83.5,25,48,52.1,5,2.1,1.6,13,28,14,1,45,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,550,509,39,12,3,4,11,20,1,0,1,0,449,2,7,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,28,21,1,2,3,1,0,12,10,0,1,1,0,0,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,12,7,4,5,3,4,14,28.6,10,8,2,6,17,29,21,0,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,55,653,53,172,331,159,29,653,20,16,80.0,4,20.0,450,1941,1001,19,19,4,11,12,446,45,Match Report,2020-09-27,16:00 (07:00),La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,3,0,0,16,14,2,11,17,7,1,0,0,55,20,22,47.6,Match Report
2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,0,16,2,12.5,0.00,0.00,19.0,1,0,0,1.6,1.6,0.10,-1.6,-1.6,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,3,0,3,100.0,1,0.3,+0.3,0,0,0,0,4,11,36.4,24,6,33.3,34.1,8,37.5,43.6,15,0,0.0,1,22.0,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,576,682,84.5,9654,3341,270,301,89.7,209,235,88.9,61,91,67.0,0,1.3,1.8,9,53,12,4,71,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,682,628,52,13,1,3,25,23,7,2,4,0,576,2,12,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,28,18,1,5,3,1,0,0,0,0,0,0,0,0,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,14,9,6,5,3,9,17,52.9,8,8,2,6,7,21,10,0,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,63,782,45,165,368,252,34,782,24,16,66.7,8,33.3,417,1941,1090,26,12,8,15,8,574,71,Match Report,2020-09-30,19:00 (10:00),La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,0,0,0,10,12,2,25,7,9,0,0,0,48,18,18,50.0,Match Report
2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,0,13,0,0.0,0.00,,23.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,0,2,0.0,15,4,6.7,22.8,7,14.3,32.6,8,0,0.0,3,33.0,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,541,652,83.0,8380,2530,271,294,92.2,202,224,90.2,37,76,48.7,0,0.5,0.9,8,49,9,0,53,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,652,608,40,7,1,5,28,16,9,3,5,0,541,4,13,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,19,11,2,1,2,2,1,0,0,0,0,0,0,0,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,18,11,5,9,4,12,23,52.2,11,6,0,6,9,27,17,0,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,54,753,41,138,395,225,20,753,20,11,55.0,9,45.0,512,2246,1316,25,16,2,12,12,540,53,Match Report,2020-10-03,16:00 (07:00),La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,1,0,0,11,7,4,28,9,11,0,0,0,62,8,12,40.0,Match Report
2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,2,9,4,44.4,0.22,0.50,15.5,0,0,0,1.4,1.4,0.16,+0.6,+0.6,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,5,0,5,100.0,1,1.2,+1.2,0,0,0,0,11,25,44.0,28,3,64.3,45.3,11,63.6,45.5,13,0,0.0,2,20.5,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,383,487,78.6,6147,2611,200,222,90.1,106,135,78.5,45,81,55.6,1,1.0,0.9,6,18,6,0,30,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,487,431,56,17,2,3,10,23,4,2,2,0,383,0,7,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,15,10,2,0,2,1,0,3,2,0,0,1,0,0,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,8,4,6,2,0,4,16,25.0,12,11,2,9,14,22,10,0,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,49,588,61,161,307,122,16,588,9,3,33.3,6,66.7,300,1181,578,12,16,2,18,8,380,30,Match Report,2020-10-17,16:00 (07:00),La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,4,0,0,18,16,0,10,14,4,0,0,0,41,12,13,48.0,Match Report
2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,0,6,1,16.7,0.00,0.00,17.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,5,4,1,20.0,0,3.3,-0.7,0,0,0,0,7,15,46.7,15,2,80.0,46.9,7,42.9,38.9,18,0,0.0,0,,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,335,449,74.6,5006,2011,173,203,85.2,101,139,72.7,27,51,52.9,0,0.4,0.6,5,19,9,0,39,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,449,398,46,8,0,5,24,19,7,2,2,0,335,5,11,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,11,8,1,1,0,1,0,0,0,0,0,0,0,0,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,15,11,10,2,3,10,17,58.8,7,15,4,11,8,23,24,0,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,42,554,56,172,215,174,24,554,15,13,86.7,2,13.3,287,1294,644,21,16,7,14,13,332,39,Match Report,2020-10-21,21:00 (12:00),Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,4,0,0,13,8,5,24,8,11,0,0,0,53,13,20,39.4,Match Report
2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,2,13,6,46.2,0.15,0.33,19.4,1,0,0,1.4,1.4,0.11,+0.6,+0.6,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,3,0,3,100.0,1,0.8,+0.8,0,0,0,0,5,15,33.3,18,2,55.6,43.7,7,71.4,45.4,19,1,5.3,0,8.0,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,306,412,74.3,5132,2127,145,171,84.8,105,131,80.2,36,68,52.9,2,1.3,0.8,10,14,6,0,27,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,412,367,42,11,1,3,10,15,8,4,1,0,306,3,13,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,19,14,1,1,2,1,0,4,3,1,0,0,0,0,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,16,11,8,6,2,10,22,45.5,12,13,6,7,9,25,23,0,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,40,525,66,188,220,119,27,525,13,9,69.2,4,30.8,210,1426,723,19,13,4,12,10,304,27,Match Report,2020-10-24,21:00 (12:00),La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,2,0,0,19,12,3,10,9,11,0,0,0,56,17,13,56.7,Match Report
2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,3,19,8,42.1,0.16,0.38,16.6,1,0,0,2.5,2.5,0.13,+0.5,+0.5,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,3,2,2,33.3,0,0.3,-0.7,0,0,0,0,6,14,42.9,23,5,47.8,37.6,6,50.0,34.8,6,2,33.3,0,8.3,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,362,488,74.2,6108,2180,180,213,84.5,118,145,81.4,43,84,51.2,2,2.3,2.1,14,14,10,0,36,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,488,436,50,15,2,8,20,17,9,1,8,0,362,2,12,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,35,30,2,1,1,1,0,5,4,0,1,0,0,0,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,18,10,8,10,0,7,12,58.3,5,17,7,10,14,32,21,0,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,50,616,62,188,304,132,29,616,34,27,79.4,7,20.6,330,1726,880,16,13,5,9,8,358,35,Match Report,2020-10-27,21:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,1,0,0,15,13,2,20,14,10,0,0,1,55,18,14,56.3,Match Report
2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,3,9,5,55.6,0.22,0.40,18.7,1,1,2,2.8,1.2,0.13,+0.2,+0.8,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,3,1,2,66.7,0,1.0,0.0,0,0,0,0,5,21,23.8,26,2,46.2,36.2,14,64.3,43.0,19,0,0.0,1,16.3,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,475,596,79.7,7233,2634,248,280,88.6,155,184,84.2,39,89,43.8,2,1.1,0.9,7,29,16,1,47,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,596,551,43,9,2,3,9,16,2,1,1,0,475,2,2,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,20,15,0,1,2,2,0,6,4,0,1,0,1,0,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,15,8,7,8,0,7,17,41.2,10,4,1,3,15,30,20,0,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,55,710,64,241,327,148,21,708,15,9,60.0,6,40.0,348,1492,734,11,10,3,15,6,472,47,Match Report,2020-10-31,18:30 (10:30),La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,2,0,0,10,10,2,9,15,8,1,0,0,61,20,21,48.8,Match Report
2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,1,14,6,42.9,0.07,0.17,16.7,0,0,0,1.0,1.0,0.08,0.0,0.0,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,1,1,0,100.0,0,1.0,0.0,1,1,0,0,2,6,33.3,11,3,45.5,29.8,2,50.0,38.0,7,0,0.0,0,8.0,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,551,666,82.7,9247,2705,251,277,90.6,224,260,86.2,52,81,64.2,1,1.0,1.5,12,52,21,9,84,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,666,616,47,11,3,7,37,22,10,3,6,0,551,3,14,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,25,22,0,1,2,0,0,2,2,0,0,0,0,0,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,13,9,4,6,3,7,10,70.0,3,2,0,2,8,21,11,0,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,65,741,29,99,354,294,32,741,12,9,75.0,3,25.0,443,2375,1424,32,27,2,15,4,550,84,Match Report,2020-11-03,20:55 (09:55),Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,3,0,0,8,11,3,37,8,9,0,1,0,56,11,18,37.9,Match Report
2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,4,17,7,41.2,0.24,0.57,16.9,0,0,0,2.1,2.1,0.13,+1.9,+1.9,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,3,0,3,100.0,1,0.7,+0.7,0,0,0,0,4,9,44.4,18,3,33.3,34.1,10,30.0,26.7,25,0,0.0,2,14.2,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,715,788,90.7,10396,3512,409,431,94.9,218,239,91.2,47,65,72.3,3,2.0,1.8,13,51,11,1,58,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,788,752,33,10,1,5,8,10,2,1,0,0,715,3,2,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,31,23,4,0,1,2,1,7,5,1,0,0,0,1,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,12,7,7,4,1,5,17,29.4,12,4,1,3,17,29,22,0,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,67,884,62,189,519,177,22,884,11,8,72.7,3,27.3,568,2614,1513,19,22,3,14,16,714,58,Match Report,2020-11-07,21:00 (12:00),La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,1,0,0,10,9,3,8,17,7,0,0,0,55,18,9,66.7,Match Report
