For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,1,9,2,22.2,0.11,0.50,21.7,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,4,0,4,100.0,1,0.2,+0.2,0,0,0,0,6,19,31.6,19,1,68.4,45.3,8,75.0,49.8,15,0,0.0,0,7.0,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,466,560,83.2,7858,2751,226,247,91.5,169,190,88.9,50,87,57.5,1,0.4,0.4,8,41,12,1,35,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,560,514,44,8,0,3,16,19,8,3,4,0,466,2,7,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,17,14,0,3,0,0,0,2,1,0,1,0,0,0,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,13,7,10,3,0,9,18,50.0,9,11,5,6,11,24,20,1,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,46,656,64,182,293,188,23,656,20,10,50.0,10,50.0,328,1556,767,19,12,6,13,8,463,34,Match Report,2020-11-21,21:00 (12:00),La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,4,0,0,12,6,2,16,11,7,0,0,0,46,8,11,42.1,Match Report
2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,0,20,5,25.0,0.00,0.00,19.8,1,0,0,1.6,1.6,0.08,-1.6,-1.6,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,1,0,1,100.0,1,0.0,0.0,0,0,0,0,6,12,50.0,18,4,44.4,28.5,5,80.0,57.0,4,0,0.0,3,34.3,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,557,673,82.8,9237,2699,269,303,88.8,213,244,87.3,51,78,65.4,0,1.3,1.6,10,66,15,1,66,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,673,618,52,9,0,8,38,21,16,4,10,0,557,3,10,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,35,26,3,1,4,1,0,0,0,0,0,0,0,0,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,7,5,2,5,0,3,13,23.1,10,7,0,7,13,20,4,0,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,65,752,29,109,341,305,36,752,28,17,60.7,11,39.3,399,2598,1527,45,27,6,10,7,551,65,Match Report,2020-11-25,21:00 (12:00),Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,0,0,0,20,8,3,38,13,5,0,0,0,49,16,20,44.4,Match Report
2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,0,14,5,35.7,0.00,0.00,18.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,2,0,2,100.0,1,0.5,+0.5,0,0,0,0,1,9,11.1,15,5,33.3,35.1,5,80.0,49.6,9,0,0.0,0,,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,581,696,83.5,9293,2535,306,336,91.1,197,221,89.1,52,90,57.8,0,0.5,1.0,11,37,14,2,55,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,696,654,41,13,1,14,18,15,7,2,1,0,581,1,10,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,26,21,3,1,0,0,1,0,0,0,0,0,0,0,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,17,13,6,9,2,7,14,50.0,7,10,2,8,8,25,5,0,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,66,783,31,123,417,245,23,783,13,9,69.2,4,30.8,397,2106,1041,18,14,4,15,4,576,54,Match Report,2020-11-28,16:15 (07:15),La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,5,0,0,15,12,1,18,8,13,0,0,0,48,13,14,48.1,Match Report
2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,1,13,3,23.1,0.08,0.33,16.8,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,2,1,1,100.0,0,1.0,0.0,1,1,0,0,3,12,25.0,22,7,50.0,38.2,8,12.5,17.9,12,0,0.0,0,5.0,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,440,528,83.3,6862,2405,218,241,90.5,160,177,90.4,33,60,55.0,1,1.5,1.3,10,23,8,1,31,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,528,481,44,12,1,2,11,19,3,1,2,0,440,3,7,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,21,14,4,1,0,2,0,2,2,0,0,0,0,0,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,21,9,7,9,5,13,31,41.9,18,7,2,5,8,29,18,0,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,46,624,59,191,300,137,25,624,13,9,69.2,4,30.8,302,1790,999,20,10,8,13,10,436,31,Match Report,2020-12-01,21:00 (12:00),Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,1,0,0,8,12,3,11,8,9,0,1,0,45,10,10,50.0,Match Report
2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,2,14,4,28.6,0.14,0.50,18.7,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,3,0,3,100.0,1,0.3,+0.3,0,0,0,0,12,26,46.2,22,5,63.6,45.9,15,80.0,49.0,11,0,0.0,0,,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,473,585,80.9,7829,3047,242,268,90.3,150,185,81.1,57,91,62.6,2,1.1,0.7,10,36,10,1,54,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,585,539,43,9,0,4,16,14,4,0,3,0,473,3,6,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,23,19,4,0,0,0,0,4,4,0,0,0,0,0,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,15,8,8,5,2,8,12,66.7,4,10,4,6,9,24,18,1,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,54,689,60,167,355,174,29,689,26,15,57.7,11,42.3,362,1800,950,18,11,10,12,6,468,54,Match Report,2020-12-05,18:30 (09:30),La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,4,0,0,10,10,3,16,9,8,0,0,0,62,13,12,52.0,Match Report
2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,2,7,4,57.1,0.29,0.50,25.6,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,2,0,2,100.0,1,0.7,+0.7,0,0,0,0,3,24,12.5,20,1,70.0,43.4,11,90.9,56.1,15,0,0.0,0,17.0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,309,445,69.4,4898,2078,160,198,80.8,92,118,78.0,35,81,43.2,2,0.5,0.7,5,22,7,1,31,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,445,392,53,16,1,6,11,23,2,0,1,0,309,0,10,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,12,10,1,0,0,1,0,4,2,1,0,0,1,0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,12,8,6,4,2,8,13,61.5,5,14,5,9,16,28,39,0,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,43,595,86,246,227,126,12,595,23,12,52.2,11,47.8,229,1146,555,10,11,0,22,8,308,31,Match Report,2020-12-09,21:00 (12:00),Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,2,0,0,11,14,0,11,16,8,0,0,0,71,22,11,66.7,Match Report
2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,0,5,1,20.0,0.00,0.00,16.0,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,3,2,2,33.3,0,0.9,-0.1,0,0,0,0,4,8,50.0,14,3,28.6,32.6,7,57.1,42.0,6,0,0.0,0,,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,459,550,83.5,7355,2052,230,254,90.6,166,188,88.3,40,60,66.7,0,0.6,0.6,3,20,3,2,31,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,550,499,49,7,0,8,17,26,6,2,2,0,459,2,10,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,9,7,0,2,0,0,0,0,0,0,0,0,0,0,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,19,15,5,10,4,9,13,69.2,4,14,5,9,8,27,11,0,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,44,634,46,158,348,133,6,634,21,13,61.9,8,38.1,336,1693,852,15,14,2,8,18,457,31,Match Report,2020-12-12,21:00 (12:00),La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,4,0,0,16,7,2,17,8,15,0,0,1,46,8,5,61.5,Match Report
2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,3,,,,,,,,0,0,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,0,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-16,19:00 (10:00),Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,2,0,0,,,,,,,,,0,,,,,Match Report
2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,3,11,5,45.5,0.18,0.40,20.9,0,1,1,2.2,1.4,0.13,+0.8,+0.6,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,3,1,2,66.7,0,0.8,-0.2,0,0,0,0,3,4,75.0,14,2,21.4,31.1,6,16.7,28.5,12,0,0.0,1,21.0,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,464,534,86.9,8307,2059,183,203,90.1,243,266,91.4,30,43,69.8,2,1.4,1.1,9,29,5,1,32,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,534,492,41,15,1,5,12,16,2,0,2,0,464,1,7,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,24,17,4,0,0,2,1,6,5,0,0,0,1,0,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,17,5,5,9,3,10,20,50.0,10,7,1,6,5,22,17,0,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,48,616,33,106,378,134,15,615,13,5,38.5,8,61.5,340,1815,1125,18,9,2,6,3,460,32,Match Report,2020-12-19,14:00 (05:00),La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,1,0,0,13,13,1,12,5,5,1,0,0,43,7,5,58.3,Match Report
2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,2,8,3,37.5,0.25,0.67,14.6,0,0,0,0.5,0.5,0.06,+1.5,+1.5,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,1,0,1,100.0,1,0.2,+0.2,0,0,0,0,9,24,37.5,19,2,84.2,50.5,9,88.9,54.8,16,0,0.0,1,22.5,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,274,365,75.1,4834,1886,142,160,88.8,83,106,78.3,34,68,50.0,2,0.5,0.7,7,20,4,2,22,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,365,321,44,22,0,9,21,7,5,2,2,0,274,0,7,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,13,6,4,2,0,1,0,2,0,1,0,0,1,0,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,10,5,6,4,0,2,13,15.4,11,17,2,15,5,15,30,0,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,40,475,56,149,226,110,13,475,12,10,83.3,2,16.7,208,1307,577,15,10,5,21,8,272,22,Match Report,2020-12-22,19:45 (10:45),La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,3,0,0,17,18,0,21,5,5,0,0,0,45,18,17,51.4,Match Report
2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,1,10,3,30.0,0.10,0.33,16.3,1,0,0,1.1,1.1,0.11,-0.1,-0.1,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,2,0,2,100.0,1,0.3,+0.3,0,0,0,0,4,19,21.1,16,5,56.3,39.1,12,83.3,54.8,13,0,0.0,0,14.0,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,379,519,73.0,6527,2527,176,212,83.0,149,188,79.3,37,81,45.7,1,1.0,0.5,8,26,6,3,35,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,519,464,53,11,0,6,14,24,5,1,3,0,379,2,9,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,18,11,2,3,1,1,0,2,1,1,0,0,0,0,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,18,9,7,8,3,9,15,60.0,6,10,2,8,14,32,19,0,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,51,653,57,214,299,146,15,653,20,11,55.0,9,45.0,272,1600,758,11,9,5,19,9,374,35,Match Report,2020-12-30,19:15 (10:15),La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,2,0,0,7,11,2,14,14,9,0,0,0,59,20,21,48.8,Match Report
2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,2,8,4,50.0,0.25,0.50,14.3,1,0,0,2.2,2.2,0.27,-0.2,-0.2,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,1,1,1,0.0,0,0.1,+0.1,0,0,0,0,6,12,50.0,18,3,44.4,38.7,6,66.7,52.2,4,0,0.0,1,20.7,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,459,573,80.1,8358,2690,206,226,91.2,195,233,83.7,51,84,60.7,2,2.1,0.9,7,34,5,1,43,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,573,524,45,14,2,5,15,18,5,1,3,0,459,4,11,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,13,10,1,1,0,1,0,4,3,0,1,0,0,0,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,17,11,3,11,3,10,21,47.6,11,8,0,8,9,26,12,1,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,58,669,39,154,385,134,18,669,11,6,54.5,5,45.5,328,1881,997,17,7,4,20,4,453,43,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,2,0,0,12,13,4,15,9,11,0,0,1,50,11,8,57.9,Match Report
2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,0,15,0,0.0,0.00,,,,0,0,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,6,1,5,83.3,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,,,,,,14,,,,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,,,,,,,,,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,10,,,,,,,,,,,6,0,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,62,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-06,18:00 (09:00),Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,3,1,1,10,25,5,14,6,10,,,0,,,,,Match Report
2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,2,5,4,80.0,0.40,0.50,17.5,0,0,0,0.4,0.4,0.09,+1.6,+1.6,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,2,0,2,100.0,1,0.9,+0.9,0,0,0,0,14,24,58.3,17,1,70.6,43.3,13,92.3,53.4,27,0,0.0,0,8.0,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,274,351,78.1,4914,1927,126,141,89.4,88,105,83.8,43,76,56.6,2,0.4,0.3,5,20,7,0,28,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,351,308,40,11,0,5,11,12,3,0,3,0,274,3,5,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,7,7,0,0,0,0,0,4,4,0,0,0,0,0,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,14,7,7,5,2,3,17,17.6,14,10,4,6,4,18,36,0,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,34,459,76,182,190,90,18,459,9,3,33.3,6,66.7,259,1142,614,14,10,3,9,7,271,28,Match Report,2021-01-12,21:30 (12:30),La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,2,0,0,14,10,3,11,4,7,0,0,0,46,11,8,57.9,Match Report
2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,2,8,3,37.5,0.13,0.33,18.8,1,1,1,1.2,0.5,0.06,+0.8,+0.5,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,2,1,1,100.0,0,1.1,+0.1,1,1,0,0,7,15,46.7,22,7,40.9,32.9,13,53.8,41.5,20,0,0.0,0,14.5,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,424,569,74.5,7098,2433,205,246,83.3,158,198,79.8,41,86,47.7,1,0.2,0.1,4,17,3,0,31,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,569,500,67,21,1,5,15,28,3,0,3,0,424,2,8,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,13,10,0,0,1,2,0,2,1,0,0,0,1,0,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,16,11,11,4,1,6,6,100.0,0,8,1,7,15,31,30,0,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,64,676,66,299,285,95,20,675,9,8,88.9,1,11.1,351,1495,782,15,4,5,5,16,422,31,Match Report,2021-01-21,21:30 (12:30),La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,2,0,0,9,23,2,15,15,11,1,1,0,50,20,22,47.6,Match Report
