For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,2,10,5,50.0,0.10,0.20,19.6,0,1,1,2.2,1.4,0.14,-0.2,-0.4,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,8,1,7,87.5,0,2.0,+1.0,0,0,0,0,15,24,62.5,23,3,65.2,44.0,15,60.0,40.6,29,3,10.3,0,4.3,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,231,306,75.5,4678,2364,102,117,87.2,81,95,85.3,43,70,61.4,0,1.3,0.3,9,19,3,1,17,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,306,256,49,9,0,1,13,14,9,2,4,0,231,1,10,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,16,11,1,1,2,0,1,1,0,1,0,0,0,0,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,19,10,14,4,1,9,15,60.0,6,8,2,6,9,28,34,0,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,33,440,96,204,149,93,22,439,11,7,63.6,4,36.4,214,1030,511,12,7,8,24,7,228,17,Match Report,2020-11-28,21:00 (12:00),La Liga,Matchweek 11,Sat,Away,W,2,1,Real Madrid,3,0,0,17,7,1,13,9,10,0,0,0,39,18,12,60.0,Match Report
2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,0,5,1,20.0,0.00,0.00,15.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,4,0,4,100.0,1,1.2,+1.2,0,0,0,0,18,29,62.1,24,0,79.2,46.3,11,90.9,53.7,21,0,0.0,0,,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,192,290,66.2,3977,2091,83,108,76.9,74,97,76.3,32,69,46.4,0,0.3,0.4,5,11,6,1,13,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,290,240,49,15,0,1,9,20,2,1,0,0,192,1,4,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,9,6,2,0,0,1,0,0,0,0,0,0,0,0,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,11,7,3,8,0,6,19,31.6,13,8,2,6,14,25,33,0,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,32,403,75,184,151,72,13,403,12,6,50.0,6,50.0,194,761,305,2,2,1,15,10,191,12,Match Report,2020-12-06,21:00 (12:00),La Liga,Matchweek 12,Sun,Home,D,0,0,Real Sociedad,1,1,0,3,11,1,9,14,7,0,0,0,47,21,13,61.8,Match Report
2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,0,3,1,33.3,0.00,0.00,15.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,3,1,2,66.7,0,0.8,-0.2,0,0,0,0,8,20,40.0,19,1,73.7,49.7,12,50.0,42.8,17,1,5.9,0,6.0,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,191,297,64.3,3755,1775,94,128,73.4,63,79,79.7,32,82,39.0,0,0.2,0.2,3,11,1,1,11,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,297,241,54,19,0,2,8,19,2,1,1,0,191,2,2,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,6,4,2,0,0,0,0,0,0,0,0,0,0,0,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,13,10,9,3,1,5,25,20.0,20,5,2,3,4,17,19,1,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,34,374,55,155,161,59,10,374,8,2,25.0,6,75.0,179,752,284,3,4,1,11,8,188,11,Match Report,2020-12-12,18:30 (09:30),La Liga,Matchweek 13,Sat,Away,L,0,1,Huesca,4,0,0,20,13,2,8,4,10,0,0,0,37,23,18,56.1,Match Report
2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,2,,,,,,,,0,0,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,,,,,,,,,,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,,,,,,,,,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,,,,,,,,,,,,,0,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-16,21:00 (12:00),Copa del Rey,First round,Wed,Away,W,2,0,CD Rincón,0,0,0,,,,,,,,,0,,,,,Match Report
2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,0,8,2,25.0,0.00,0.00,16.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,3,2,1,33.3,0,1.4,-0.6,0,0,0,0,7,13,53.8,28,2,32.1,31.6,6,66.7,39.8,7,0,0.0,2,13.3,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,340,467,72.8,5752,2306,175,203,86.2,115,153,75.2,37,80,46.3,0,0.5,0.6,6,19,5,1,32,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,467,399,66,22,0,4,16,30,5,2,3,0,340,2,12,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,15,12,2,0,1,0,0,0,0,0,0,0,0,0,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,15,10,8,6,1,3,10,30.0,7,6,4,2,16,31,14,0,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,46,555,60,163,275,122,20,555,8,4,50.0,4,50.0,333,1487,539,10,10,3,19,11,336,31,Match Report,2020-12-20,14:00 (05:00),La Liga,Matchweek 14,Sun,Away,L,0,2,Celta Vigo,2,0,0,12,17,2,16,16,10,0,0,0,48,22,10,68.8,Match Report
2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,2,13,3,23.1,0.15,0.67,17.5,1,0,0,1.9,1.9,0.15,+0.1,+0.1,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,4,1,3,75.0,0,0.5,-0.5,0,0,0,0,16,25,64.0,26,3,73.1,46.5,10,60.0,47.8,14,0,0.0,1,16.7,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,226,371,60.9,5170,2964,85,127,66.9,86,137,62.8,52,86,60.5,2,1.9,0.9,11,22,5,4,21,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,371,309,58,17,0,2,18,27,2,0,1,1,226,4,13,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,24,13,4,4,0,2,1,4,3,0,1,0,0,0,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,7,6,3,3,1,4,15,26.7,11,11,1,10,11,18,14,1,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,44,472,59,204,166,106,24,472,18,16,88.9,2,11.1,207,993,316,10,4,4,15,6,222,20,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Home,W,2,1,Eibar,4,0,0,10,13,4,18,11,6,0,0,0,44,38,19,66.7,Match Report
2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,1,14,0,0.0,0.00,,21.2,1,1,1,1.6,0.8,0.06,-0.6,-0.8,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,4,9,44.4,18,3,44.4,37.5,8,12.5,26.8,14,0,0.0,5,24.0,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,437,561,77.9,7577,2914,218,242,90.1,177,219,80.8,38,85,44.7,0,0.6,0.8,9,37,6,6,52,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,561,516,44,12,1,5,37,18,4,1,0,0,437,1,8,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,28,17,4,0,1,6,0,2,0,0,0,1,1,0,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,10,7,7,2,1,5,8,62.5,3,7,0,7,8,18,23,0,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,67,669,41,160,340,172,19,668,14,5,35.7,9,64.3,325,2085,1302,24,27,4,20,6,429,51,Match Report,2020-12-31,16:15 (07:15),La Liga,Matchweek 16,Thu,Away,D,1,1,Osasuna,4,0,0,9,12,1,37,8,7,1,0,0,54,19,19,50.0,Match Report
2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,0,4,1,25.0,0.00,0.00,14.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,4,2,2,50.0,0,2.1,+0.1,0,0,0,0,6,15,40.0,26,3,46.2,38.0,10,30.0,30.3,11,1,9.1,1,12.6,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,297,409,72.6,5721,1986,112,136,82.4,132,155,85.2,44,84,52.4,0,0.1,0.3,2,21,1,1,22,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,409,355,52,16,1,2,8,22,1,1,0,0,297,2,11,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,6,3,1,0,1,1,0,0,0,0,0,0,0,0,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,9,6,5,3,1,5,11,45.5,6,10,2,8,15,24,13,0,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,42,503,61,195,243,69,5,503,21,11,52.4,10,47.6,256,1276,609,9,3,2,15,7,295,22,Match Report,2021-01-03,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,L,1,2,Atlético Madrid,0,1,0,14,11,2,8,15,6,0,0,0,42,8,11,42.1,Match Report
2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,1,12,3,25.0,0.08,0.33,,,0,0,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,1,0,1,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,,,,,,,24,,,,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,,,,,,,,,,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,,15,,,,,,,,,,,17,0,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,45,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-06,19:00 (10:00),Copa del Rey,Second round,Wed,Away,W,1,0,La Coruña,1,0,0,12,10,8,24,17,15,,,0,,,,,Match Report
2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,1,4,1,25.0,0.00,0.00,29.5,0,1,1,0.9,0.1,0.03,+0.1,-0.1,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,7,3,4,57.1,0,2.6,-0.4,0,0,0,0,5,10,50.0,21,6,33.3,31.6,3,100.0,62.0,13,1,7.7,1,12.0,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,376,504,74.6,7010,2829,158,199,79.4,172,200,86.0,41,85,48.2,0,0.1,0.2,3,33,2,0,34,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,504,451,49,18,0,6,14,23,1,1,0,0,376,4,5,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,10,5,2,0,0,3,0,2,0,0,0,0,2,0,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,12,6,8,3,1,6,16,37.5,10,6,0,6,6,18,19,0,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,60,596,46,182,329,88,5,595,12,5,41.7,7,58.3,386,1822,753,8,8,0,14,4,375,34,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Away,L,1,3,Cádiz,4,1,1,10,16,4,14,6,6,1,0,0,53,32,20,61.5,Match Report
2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,0,12,4,33.3,0.00,0.00,,,0,0,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,6,5,2,33.3,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,,,,,,,25,,,,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,,,,,,,,,,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,,6,,,,,,,,,,,12,0,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,41,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-16,12:00 (03:00),Copa del Rey,Round of 32,Sat,Away,L,0,5,Almería,0,1,0,15,20,0,25,12,6,,,1,,,,,Match Report
2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,1,11,2,18.2,0.09,0.50,18.2,0,0,1,1.6,0.9,0.08,-0.6,+0.1,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,3,2,1,33.3,0,1.6,-0.4,0,0,0,0,4,13,30.8,21,2,52.4,41.8,2,100.0,63.5,7,0,0.0,0,10.0,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,238,354,67.2,4806,2109,99,135,73.3,95,125,76.0,38,77,49.4,1,0.8,0.7,10,23,7,3,28,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,354,303,51,14,0,4,15,29,3,1,1,1,238,0,3,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,19,11,4,1,1,2,0,1,0,1,0,0,0,0,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,7,5,4,3,0,4,15,26.7,11,14,3,11,8,15,15,0,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,38,449,42,138,209,105,21,448,8,6,75.0,2,25.0,204,849,358,7,4,0,23,4,234,28,Match Report,2021-01-19,21:30 (12:30),La Liga,Matchweek 19,Tue,Home,L,1,2,Sevilla,3,0,0,15,10,0,15,8,5,0,0,0,42,22,25,46.8,Match Report
2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,1,14,4,28.6,0.07,0.25,16.8,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,6,4,2,33.3,0,2.2,-1.8,0,0,0,0,3,6,50.0,18,8,16.7,29.8,9,33.3,29.9,5,0,0.0,0,,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,340,421,80.8,5906,2347,173,200,86.5,116,134,86.6,43,66,65.2,1,0.7,0.7,14,25,15,5,28,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,421,377,43,8,0,4,22,18,4,1,2,0,340,1,6,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,26,19,4,1,0,2,0,2,0,1,0,0,1,0,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,9,2,4,2,3,1,23,4.3,22,7,1,6,11,20,7,1,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,40,501,56,160,228,119,25,501,14,9,64.3,5,35.7,252,1588,735,14,13,4,11,9,340,28,Match Report,2021-01-23,21:00 (12:00),La Liga,Matchweek 20,Sat,Home,L,1,4,Real Madrid,5,0,0,16,7,1,22,11,2,0,0,0,44,7,11,38.9,Match Report
2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,0,5,1,20.0,0.00,0.00,29.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,0,0,0,,1,0.0,0.0,0,0,0,0,10,23,43.5,21,2,76.2,54.3,7,100.0,70.1,21,2,9.5,3,13.7,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,145,296,49.0,3108,1911,66,116,56.9,48,89,53.9,29,74,39.2,0,0.2,0.2,4,11,1,1,12,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,296,238,56,23,0,6,8,23,2,1,1,0,145,2,2,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,6,3,3,0,0,0,0,0,0,0,0,0,0,0,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,12,6,8,4,0,6,14,42.9,8,10,1,9,9,21,30,0,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,40,412,43,163,173,81,7,412,8,2,25.0,6,75.0,97,551,194,4,3,0,17,2,142,12,Match Report,2021-01-31,14:00 (05:00),La Liga,Matchweek 21,Sun,Away,D,0,0,Getafe,3,0,0,19,20,2,8,9,6,0,0,0,42,32,31,50.8,Match Report
2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,1,20,5,25.0,0.05,0.20,17.5,3,0,0,1.5,1.5,0.08,-0.5,-0.5,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,5,8,62.5,15,0,40.0,40.9,6,33.3,35.7,8,1,12.5,0,7.0,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,271,395,68.6,5615,2479,99,133,74.4,123,155,79.4,43,81,53.1,1,0.9,1.4,12,26,7,4,28,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,395,341,53,14,0,5,27,21,11,2,8,0,271,1,12,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,35,17,7,1,5,5,0,2,2,0,0,0,0,0,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,17,10,2,11,4,6,15,40.0,9,3,0,3,5,22,15,0,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,55,504,33,121,237,153,30,504,13,10,76.9,3,23.1,168,1094,588,15,14,4,24,1,269,28,Match Report,2021-02-05,21:00 (12:00),La Liga,Matchweek 22,Fri,Home,W,1,0,Valladolid,4,0,0,11,16,1,27,5,10,0,0,0,51,39,25,60.9,Match Report
