For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,2,13,4,30.8,0.15,0.50,14.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,6,1,5,83.3,0,1.9,+0.9,0,0,0,0,4,27,14.8,21,2,81.0,58.2,10,100.0,63.7,25,0,0.0,0,,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,194,315,61.6,3706,1839,83,114,72.8,80,108,74.1,29,80,36.3,2,1.2,0.8,11,21,7,4,30,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,315,252,63,21,0,3,21,24,6,0,5,0,194,0,8,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,21,10,7,1,0,2,1,3,0,3,0,0,0,0,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,18,11,13,4,1,5,13,38.5,8,9,4,5,5,23,40,0,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,39,435,66,153,161,126,19,435,10,7,70.0,3,30.0,192,830,354,9,8,0,11,11,193,29,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,4,1,0,10,19,0,21,5,11,0,0,0,43,28,15,65.1,Match Report
2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,3,16,4,25.0,0.19,0.75,15.5,0,0,0,1.6,1.6,0.10,+1.4,+1.4,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,8,13,61.5,19,2,47.4,40.2,4,100.0,58.3,10,2,20.0,2,14.4,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,237,320,74.1,4494,1871,101,114,88.6,90,110,81.8,36,71,50.7,3,1.4,1.2,11,24,6,3,31,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,320,290,27,11,1,3,17,7,4,0,4,0,237,3,9,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,28,22,2,2,0,1,1,5,3,1,1,0,0,0,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,23,13,11,8,4,11,24,45.8,13,11,1,10,16,39,22,1,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,32,437,32,124,203,121,24,437,23,14,60.9,9,39.1,212,1421,878,26,12,9,10,3,237,31,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,4,0,0,22,10,3,17,16,13,0,0,0,51,10,7,58.8,Match Report
2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,0,8,3,37.5,0.00,0.00,13.7,1,0,0,1.2,1.2,0.15,-1.2,-1.2,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,6,3,3,50.0,0,2.0,-1.0,0,0,0,0,6,26,23.1,20,1,80.0,49.6,11,90.9,61.4,17,1,5.9,5,16.4,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,237,338,70.1,4378,1686,117,134,87.3,80,108,74.1,36,83,43.4,0,0.5,0.4,5,19,4,2,21,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,338,281,56,11,0,4,14,29,1,0,1,0,237,1,7,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,12,7,2,1,1,1,0,0,0,0,0,0,0,0,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,17,10,8,7,2,5,22,22.7,17,7,1,6,13,30,18,0,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,39,443,44,122,216,107,13,443,13,7,53.8,6,46.2,240,1001,334,5,4,2,21,11,237,21,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,2,0,0,16,8,1,14,13,10,0,0,0,42,15,12,55.6,Match Report
2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,1,17,6,35.3,0.06,0.17,18.4,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,1,1,0,0.0,0,0.8,-0.2,0,0,0,0,13,20,65.0,28,6,50.0,39.5,7,85.7,60.9,9,0,0.0,1,16.0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,375,478,78.5,7886,2962,150,169,88.8,143,174,82.2,80,124,64.5,0,0.5,0.6,9,46,10,7,47,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,478,424,54,10,1,4,31,31,4,2,0,0,375,0,7,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,27,19,1,2,2,2,1,1,0,0,0,1,0,0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,16,8,4,8,4,4,20,20.0,16,4,0,4,16,32,15,0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,50,584,32,146,280,171,22,584,20,11,55.0,9,45.0,358,1931,986,17,13,6,11,9,370,46,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,5,0,0,14,10,0,31,16,8,0,0,0,51,35,21,62.5,Match Report
2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,1,14,3,21.4,0.07,0.33,17.2,1,0,0,1.9,1.9,0.14,-0.9,-0.9,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,4,0,4,100.0,1,0.7,+0.7,0,0,0,0,11,27,40.7,23,1,69.6,47.7,11,100.0,66.5,20,0,0.0,1,15.3,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,224,326,68.7,4092,1901,107,123,87.0,70,101,69.3,36,78,46.2,0,1.3,0.9,9,24,6,2,17,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,326,274,52,12,1,1,13,26,2,2,0,0,224,0,6,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,23,15,1,3,2,2,0,1,0,0,0,1,0,0,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,21,13,11,6,4,8,17,47.1,9,8,3,5,7,28,33,0,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,39,448,60,151,198,102,22,448,17,12,70.6,5,29.4,169,1242,594,11,10,5,14,5,223,17,Match Report,2019-03-04,21:00 (12:00),La Liga,Matchweek 26,Mon,Home,W,1,0,Levante,6,0,0,15,8,0,13,7,13,0,0,0,38,20,11,64.5,Match Report
2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,0,3,2,66.7,0.00,0.00,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,4,1,2,75.0,0,1.4,+0.4,1,0,1,0,10,18,55.6,16,3,62.5,44.4,9,88.9,60.9,4,0,0.0,0,,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,455,578,78.7,9332,2890,168,195,86.2,213,252,84.5,71,112,63.4,0,0.1,0.2,2,40,1,0,51,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,578,524,54,9,1,11,29,30,4,4,0,0,455,0,10,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,6,4,1,0,0,1,0,0,0,0,0,0,0,0,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,9,6,4,4,1,1,12,8.3,11,9,4,5,20,29,14,0,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,55,677,44,183,359,139,4,677,14,6,42.9,8,57.1,393,1715,747,10,12,1,16,11,453,50,Match Report,2019-03-09,16:15 (07:15),La Liga,Matchweek 27,Sat,Away,L,0,1,Atlético Madrid,2,0,0,7,9,0,29,20,6,0,1,0,52,13,20,39.4,Match Report
2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,0,12,3,25.0,0.00,0.00,19.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,4,2,2,50.0,0,2.0,0.0,0,0,0,0,8,18,44.4,16,2,62.5,41.9,8,100.0,63.1,5,0,0.0,0,19.0,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,379,501,75.6,7093,2917,189,220,85.9,138,169,81.7,51,96,53.1,0,0.5,0.7,10,33,7,2,45,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,501,438,61,6,1,5,21,38,6,2,3,0,379,2,9,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,20,15,1,3,0,0,1,0,0,0,0,0,0,0,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,21,11,11,7,3,5,11,45.5,6,5,0,5,12,33,11,1,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,54,601,32,136,311,159,19,601,22,11,50.0,11,50.0,370,1637,696,17,16,5,14,7,376,43,Match Report,2019-03-16,20:45 (12:45),La Liga,Matchweek 28,Sat,Home,L,0,2,Girona,8,0,0,20,5,2,21,12,11,0,0,0,55,34,24,58.6,Match Report
2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,2,6,2,33.3,0.33,1.00,14.1,0,0,1,1.3,0.6,0.10,+0.7,+1.4,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,9,26,34.6,19,2,89.5,56.5,10,90.0,63.6,17,1,5.9,0,8.5,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,179,313,57.2,3614,1803,92,122,75.4,50,85,58.8,34,88,38.6,2,0.6,0.5,6,13,4,2,13,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,313,263,46,14,2,4,15,17,4,1,3,0,179,4,7,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,11,7,2,1,1,0,0,3,2,1,0,0,0,0,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,19,14,8,7,4,8,16,50.0,8,10,1,9,7,26,41,0,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,44,422,53,153,191,86,19,421,9,5,55.6,4,44.4,198,1061,499,10,8,4,10,4,178,13,Match Report,2019-03-30,13:00 (05:00),La Liga,Matchweek 29,Sat,Away,W,2,0,Getafe,2,0,0,25,12,4,15,7,14,0,0,0,57,27,17,61.4,Match Report
2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,1,18,2,11.1,0.06,0.50,16.0,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,7,17,41.2,22,3,54.5,46.5,6,83.3,55.8,10,2,20.0,0,10.0,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,382,522,73.2,7320,3020,167,201,83.1,159,202,78.7,55,102,53.9,1,1.5,1.8,13,36,12,5,50,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,522,467,54,13,0,3,20,31,3,1,1,0,382,1,11,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,31,24,5,0,0,1,1,2,2,0,0,0,0,0,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,11,6,9,1,1,7,11,63.6,4,8,1,7,12,23,16,1,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,56,624,29,157,304,170,32,624,9,4,44.4,5,55.6,380,1957,994,16,13,2,15,3,376,49,Match Report,2019-04-04,20:30 (11:30),La Liga,Matchweek 30,Thu,Home,W,1,0,Valladolid,2,0,0,13,11,1,20,12,6,0,0,0,58,36,29,55.4,Match Report
2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,1,9,5,55.6,0.11,0.20,18.5,1,0,0,0.9,0.9,0.11,+0.1,+0.1,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,1,1,0,100.0,0,1.0,0.0,1,1,0,0,5,22,22.7,28,3,60.7,45.9,5,100.0,65.4,9,0,0.0,1,16.0,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,298,436,68.3,5651,2094,120,156,76.9,139,178,78.1,35,84,41.7,1,0.9,0.9,8,31,11,2,50,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,436,373,61,18,3,5,22,33,3,0,2,0,298,2,5,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,18,14,0,2,1,1,0,2,2,0,0,0,0,0,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,9,5,8,1,0,3,9,33.3,6,6,2,4,4,13,24,0,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,55,530,35,151,235,152,16,530,12,7,58.3,5,41.7,284,1249,687,6,5,4,14,6,295,49,Match Report,2019-04-07,12:00 (03:00),La Liga,Matchweek 31,Sun,Away,D,1,1,Alavés,4,0,0,15,16,2,22,4,5,0,1,0,35,20,42,32.3,Match Report
For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,For Leganés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,1,5,2,40.0,0.20,0.50,14.3,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,6,1,5,83.3,0,1.6,+0.6,0,0,0,0,11,29,37.9,19,2,84.2,51.8,13,100.0,65.9,15,1,6.7,0,8.0,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,207,324,63.9,3940,1688,104,122,85.2,65,91,71.4,32,86,37.2,1,0.6,0.7,4,17,2,1,19,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,324,271,50,11,0,5,11,23,1,0,1,0,207,3,9,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,8,7,1,0,0,0,0,2,2,0,0,0,0,0,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,13,8,7,4,2,8,21,38.1,13,9,1,8,11,24,17,0,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,31,410,60,148,170,94,8,410,11,4,36.4,7,63.6,152,823,405,7,4,1,7,6,207,19,Match Report,2019-04-15,21:00 (12:00),La Liga,Matchweek 32,Mon,Home,D,1,1,Real Madrid,0,0,0,11,11,3,11,11,8,0,0,0,48,16,13,55.2,Match Report
2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,1,5,1,20.0,0.00,0.00,16.0,0,1,1,1.2,0.4,0.08,-0.2,-0.4,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,5,2,3,60.0,0,0.9,-1.1,0,0,0,0,10,24,41.7,23,1,73.9,49.6,8,87.5,59.5,16,1,6.3,3,15.7,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,202,310,65.2,4046,1854,82,106,77.4,87,109,79.8,28,75,37.3,0,0.4,0.4,5,16,2,2,20,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,310,263,44,15,1,4,19,14,4,2,2,0,202,3,7,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,10,5,2,0,2,1,0,2,1,0,0,0,1,0,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,18,12,12,3,3,8,16,50.0,8,10,4,6,19,37,30,1,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,34,420,56,177,153,95,10,419,7,2,28.6,5,71.4,213,932,495,9,6,1,7,2,199,20,Match Report,2019-04-21,18:30 (09:30),La Liga,Matchweek 33,Sun,Away,L,1,2,Villarreal,1,0,0,15,9,3,19,19,12,1,0,0,51,28,12,70.0,Match Report
