For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,For Atlético Madrid_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Atlético Madrid_Date,For Atlético Madrid_Time,For Atlético Madrid_Comp,For Atlético Madrid_Round,For Atlético Madrid_Day,For Atlético Madrid_Venue,For Atlético Madrid_Result,For Atlético Madrid_GF,For Atlético Madrid_GA,For Atlético Madrid_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,4,8,5,62.5,0.50,0.80,,,0,0,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,5,2,4,80.0,,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,,,,,,,,,,,,,,,4,,,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,,,,,,,15,,,,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,,,,,,,,,,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,,18,,,,,,,,,,,17,0,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,41,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-08-15,22:00 (12:00),Super Cup,UEFA Super Cup,Wed,Neutral,W,4,2,es Real Madrid,3,0,0,17,25,2,15,17,18,0,1,0,,,,,Match Report
2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,1,9,3,33.3,0.11,0.33,20.6,1,0,0,0.9,0.9,0.10,+0.1,+0.1,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,4,1,3,75.0,0,1.5,+0.5,0,0,0,0,5,21,23.8,13,5,61.5,42.7,13,100.0,60.0,7,1,14.3,0,12.0,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,401,518,77.4,6018,2174,236,265,89.1,108,140,77.1,32,73,43.8,1,0.9,0.9,8,31,3,0,46,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,518,459,53,9,4,2,17,19,10,6,3,0,401,6,5,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,17,13,2,1,0,1,0,2,2,0,0,0,0,0,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,26,16,16,8,2,15,22,68.2,7,3,1,2,8,34,17,1,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,49,610,50,157,281,176,14,610,18,11,61.1,7,38.9,298,1486,773,16,11,6,10,10,397,45,Match Report,2018-08-20,20:00 (11:00),La Liga,Matchweek 1,Mon,Away,D,1,1,Valencia,3,0,0,15,10,6,17,8,16,0,0,0,54,17,18,48.6,Match Report
2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,1,9,2,22.2,0.11,0.50,18.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,3,0,3,100.0,1,1.1,+1.1,0,0,0,0,2,17,11.8,15,1,53.3,43.1,11,81.8,55.1,17,0,0.0,1,25.0,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,365,482,75.7,6888,2426,149,178,83.7,158,183,86.3,46,86,53.5,1,0.9,0.5,8,40,11,2,43,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,482,426,52,9,1,6,21,23,8,3,4,0,365,4,12,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,16,11,3,0,2,0,0,1,0,0,0,1,0,0,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,31,21,15,13,3,13,28,46.4,15,8,2,6,14,45,23,0,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,47,590,53,159,286,147,26,590,19,9,47.4,10,52.6,304,1781,898,16,5,3,10,11,362,42,Match Report,2018-08-25,20:15 (11:15),La Liga,Matchweek 2,Sat,Home,W,1,0,Rayo Vallecano,1,0,0,7,8,4,21,14,21,0,0,0,53,13,4,76.5,Match Report
2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,0,10,0,0.0,0.00,,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,7,13,53.8,14,5,50.0,39.9,6,100.0,56.8,8,0,0.0,0,18.0,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,377,483,78.1,7120,2449,165,190,86.8,159,197,80.7,52,87,59.8,0,0.3,0.5,8,50,8,4,46,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,483,436,46,15,2,8,31,14,8,2,5,0,377,1,6,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,17,14,1,0,1,1,0,0,0,0,0,0,0,0,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,17,8,9,8,0,8,21,38.1,13,4,1,3,5,22,12,1,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,50,568,35,103,276,194,20,568,8,3,37.5,5,62.5,358,1954,969,11,23,4,17,3,374,45,Match Report,2018-09-01,18:30 (09:30),La Liga,Matchweek 3,Sat,Away,L,0,2,Celta Vigo,5,1,1,14,12,1,31,5,8,0,0,0,46,17,20,45.9,Match Report
2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,1,19,9,47.4,0.05,0.11,14.2,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,3,1,2,66.7,0,1.1,+0.1,0,0,0,0,9,21,42.9,20,2,70.0,45.3,8,87.5,61.9,15,0,0.0,0,6.5,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,446,599,74.5,7574,3182,226,246,91.9,155,213,72.8,48,95,50.5,1,2.1,1.7,16,25,11,2,40,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,599,512,84,22,0,1,38,38,14,4,9,0,446,3,15,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,33,22,6,2,3,0,0,2,2,0,0,0,0,0,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,10,9,3,7,0,0,2,0.0,2,9,3,6,16,26,18,0,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,58,697,47,203,335,165,35,697,17,12,70.6,5,29.4,335,1826,775,18,12,7,14,21,440,38,Match Report,2018-09-15,13:00 (04:00),La Liga,Matchweek 4,Sat,Home,D,1,1,Eibar,2,0,0,5,21,3,38,16,9,0,0,0,50,30,22,57.7,Match Report
2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,2,8,3,37.5,0.25,0.67,13.4,0,0,0,0.9,0.9,0.12,+1.1,+1.1,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,2,1,1,50.0,0,1.0,0.0,0,0,0,0,4,12,33.3,9,1,33.3,33.6,10,90.0,53.2,12,0,0.0,0,19.0,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,517,637,81.2,8183,2597,268,298,89.9,180,213,84.5,43,80,53.8,2,0.9,0.9,8,30,6,2,45,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,637,579,55,14,4,3,16,23,6,3,3,0,517,3,10,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,14,8,4,0,1,1,0,3,2,1,0,0,0,0,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,8,4,4,4,0,5,11,45.5,6,7,1,6,10,18,19,1,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,59,713,38,139,420,157,17,713,9,6,66.7,3,33.3,407,1859,949,17,13,5,12,9,509,45,Match Report,2018-09-18,21:00 (12:00),Champions Lg,Group stage,Tue,Away,W,2,1,fr Monaco,2,0,0,13,12,3,16,10,4,0,0,0,54,18,13,58.1,Match Report
2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,2,7,5,71.4,0.29,0.40,21.1,0,0,0,1.1,1.1,0.16,+0.9,+0.9,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,2,0,2,100.0,1,0.6,+0.6,0,0,0,0,3,11,27.3,13,6,30.8,32.5,10,70.0,56.4,12,0,0.0,0,,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,487,612,79.6,7553,2622,258,284,90.8,168,208,80.8,35,74,47.3,0,0.7,0.8,6,30,4,0,22,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,612,557,51,12,7,7,8,23,5,2,2,0,487,4,8,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,12,10,0,2,0,0,0,2,2,0,0,0,0,0,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,17,7,12,5,0,7,14,50.0,7,11,4,7,13,30,26,1,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,59,715,53,219,379,121,13,715,13,11,84.6,2,15.4,398,1700,824,9,8,3,16,16,483,21,Match Report,2018-09-22,18:30 (09:30),La Liga,Matchweek 5,Sat,Away,W,2,0,Getafe,2,0,0,15,12,4,8,13,7,0,0,0,53,18,9,66.7,Match Report
2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,3,17,5,29.4,0.18,0.60,22.6,1,0,0,0.9,0.9,0.06,+2.1,+2.1,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,1,0,1,100.0,1,0.5,+0.5,0,0,0,0,2,6,33.3,17,5,17.6,27.0,4,75.0,57.5,13,0,0.0,1,17.5,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,622,692,89.9,9623,2938,350,369,94.9,176,195,90.3,58,76,76.3,3,0.8,1.0,14,49,6,0,41,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,692,650,41,15,3,8,10,17,4,0,3,0,622,1,8,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,30,24,1,1,3,1,0,6,6,0,0,0,0,0,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,15,9,9,6,0,8,17,47.1,9,9,2,7,12,27,13,0,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,58,787,43,162,432,200,18,787,24,20,83.3,4,16.7,494,2620,1503,24,31,5,15,13,618,39,Match Report,2018-09-25,22:00 (13:00),La Liga,Matchweek 6,Tue,Home,W,3,0,Huesca,0,0,0,1,14,1,10,12,9,0,0,0,57,6,8,42.9,Match Report
2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,0,8,3,37.5,0.00,0.00,21.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,6,0,6,100.0,1,1.0,+1.0,0,0,0,0,10,19,52.6,16,2,68.8,42.9,9,88.9,56.2,21,0,0.0,0,,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,303,399,75.9,4917,1951,155,180,86.1,93,115,80.9,32,64,50.0,0,0.8,0.4,8,26,4,2,21,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,399,357,41,7,1,1,19,18,6,2,4,0,303,1,10,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,16,15,0,0,1,0,0,0,0,0,0,0,0,0,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,19,12,11,7,1,9,18,50.0,9,18,3,15,12,31,32,0,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,35,500,62,178,199,128,12,500,10,7,70.0,3,30.0,267,1354,687,15,9,3,12,11,303,21,Match Report,2018-09-29,20:45 (11:45),La Liga,Matchweek 7,Sat,Away,D,0,0,Real Madrid,4,0,0,17,7,1,19,12,12,0,0,0,49,8,16,33.3,Match Report
2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,3,15,6,40.0,0.20,0.50,15.7,0,0,0,1.8,1.8,0.12,+1.2,+1.2,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,1,1,0,0.0,0,0.4,-0.6,0,0,0,0,4,10,40.0,18,3,38.9,35.4,3,100.0,61.3,13,0,0.0,0,13.0,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,612,730,83.8,9411,2966,334,368,90.8,202,235,86.0,47,75,62.7,3,1.1,1.4,11,49,8,1,51,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,730,688,38,7,2,5,19,20,6,3,3,0,612,4,15,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,27,23,2,1,0,0,1,6,5,0,1,0,0,0,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,13,9,6,5,2,2,3,66.7,1,7,2,5,15,28,19,0,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,60,822,39,138,413,277,33,822,11,7,63.6,4,36.4,498,2586,1437,25,22,7,11,8,609,51,Match Report,2018-10-03,21:00 (12:00),Champions Lg,Group stage,Wed,Home,W,3,1,be Club Brugge,2,0,0,7,6,4,19,15,9,0,0,0,59,19,11,63.3,Match Report
