For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,2,18,8,44.4,0.11,0.25,,,0,0,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,,,,,,,21,,,,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,,,,,,,,,,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,,17,,,,,,,,,,,18,0,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,47.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-10-27,20:45 (11:45),DFB-Pokal,Round of 32,Wed,Away,W,2,0,Stuttgart,1,0,0,10,11,1,21,18,17,,,0,,,,,Match Report
2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,0,21,5,23.8,0.0,0.0,18.2,0.0,0,0,1.3,1.3,0.06,-1.3,-1.3,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,5,2,3,60.0,0,1.7,-0.3,0,0,0,0,3.0,10.0,30.0,30.0,4.0,30.0,34.9,7.0,14.3,31.9,6.0,0.0,0.0,2.0,19.5,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,470.0,584.0,80.5,9621.0,3334.0,146.0,178.0,82.0,251.0,278.0,90.3,69.0,109.0,63.3,0,0.7,1.1,14.0,40.0,11.0,4.0,49.0,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,584.0,538.0,46.0,12.0,0.0,9.0,22,21.0,3.0,2.0,1.0,0.0,470.0,0.0,14.0,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,33.0,28.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,19.0,13,7.0,8.0,4.0,6.0,18.0,33.3,12.0,10.0,0.0,10.0,14,33,8.0,0.0,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,58.0,685.0,51.0,205.0,326.0,163.0,26.0,685.0,14.0,5.0,35.7,9.0,64.3,334.0,2140.0,1009.0,21.0,11.0,3.0,21.0,9.0,464.0,49.0,Match Report,2021-10-30,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,0,2,Dortmund,3,0,0,11,9,0,22,14,13,0.0,0.0,0,73.0,11.0,13.0,45.8,Match Report
2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,2,18,5,27.8,0.11,0.4,15.4,0.0,0,0,1.8,1.8,0.1,0.2,0.2,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,3,2,1,33.3,0,0.8,-1.2,0,0,0,0,7.0,11.0,63.6,40.0,4.0,20.0,27.2,7.0,42.9,30.6,5.0,0.0,0.0,2.0,26.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,511.0,646.0,79.1,10384.0,3527.0,177.0,213.0,83.1,255.0,294.0,86.7,77.0,133.0,57.9,1,0.8,1.1,14.0,33.0,5.0,3.0,39.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,646.0,580.0,66.0,19.0,0.0,3.0,28,32.0,5.0,4.0,1.0,0.0,511.0,0.0,4.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,32.0,25.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,6.0,3,4.0,1.0,1.0,2.0,9.0,22.2,7.0,12.0,1.0,11.0,16,22,14.0,1.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,70.0,731.0,57.0,237.0,380.0,120.0,21.0,731.0,8.0,2.0,25.0,6.0,75.0,467.0,2114.0,915.0,15.0,9.0,2.0,9.0,5.0,510.0,39.0,Match Report,2021-11-07,17:30 (08:30),Bundesliga,Matchweek 11,Sun,Home,D,2,2,Union Berlin,2,0,0,9,16,0,28,16,3,0.0,0.0,0,53.0,29.0,18.0,61.7,Match Report
2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,1,11,5,45.5,0.09,0.2,17.8,1.0,0,0,2.2,2.2,0.23,-1.2,-1.2,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,5.0,20.0,25.0,36.0,5.0,44.4,37.2,6.0,66.7,42.7,12.0,0.0,0.0,1.0,15.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,391.0,532.0,73.5,7465.0,2634.0,148.0,178.0,83.1,184.0,231.0,79.7,52.0,104.0,50.0,1,1.5,1.0,8.0,28.0,4.0,0.0,36.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,532.0,472.0,59.0,19.0,1.0,3.0,21,25.0,7.0,6.0,0.0,0.0,391.0,1.0,6.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,18.0,9.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,11.0,8,7.0,3.0,1.0,5.0,14.0,35.7,9.0,11.0,4.0,7.0,14,25,18.0,0.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,57.0,649.0,69.0,232.0,297.0,127.0,15.0,649.0,16.0,10.0,62.5,6.0,37.5,353.0,1689.0,751.0,19.0,10.0,2.0,25.0,7.0,385.0,36.0,Match Report,2021-11-21,17:30 (08:30),Bundesliga,Matchweek 12,Sun,Away,D,1,1,Mainz 05,1,0,0,7,17,1,21,14,8,0.0,0.0,0,65.0,18.0,26.0,40.9,Match Report
2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,4,15,9,60.0,0.27,0.44,15.9,0.0,0,0,1.4,1.4,0.1,2.6,2.6,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,5,1,4,80.0,0,1.3,0.3,0,0,0,0,6.0,15.0,40.0,27.0,3.0,44.4,39.4,7.0,42.9,39.7,10.0,0.0,0.0,1.0,19.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,294.0,436.0,67.4,5373.0,2387.0,133.0,171.0,77.8,96.0,125.0,76.8,48.0,86.0,55.8,2,1.0,1.8,11.0,26.0,10.0,5.0,37.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,436.0,386.0,45.0,16.0,0.0,4.0,28,16.0,4.0,0.0,4.0,0.0,294.0,5.0,15.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,28.0,23.0,1.0,2.0,0.0,1.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,15.0,8,4.0,7.0,4.0,8.0,19.0,42.1,11.0,16.0,5.0,11.0,15,30,13.0,0.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,49.0,539.0,53.0,175.0,208.0,162.0,25.0,539.0,10.0,8.0,80.0,2.0,20.0,323.0,1247.0,564.0,14.0,11.0,1.0,11.0,5.0,291.0,37.0,Match Report,2021-11-27,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,W,4,1,Gladbach,1,0,0,15,11,5,28,15,8,0.0,0.0,0,75.0,17.0,17.0,50.0,Match Report
2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,1,10,3,30.0,0.1,0.33,15.1,1.0,0,0,1.1,1.1,0.11,-0.1,-0.1,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,2.0,7.0,28.6,48.0,4.0,8.3,25.1,14.0,21.4,25.1,11.0,0.0,0.0,1.0,34.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,406.0,549.0,74.0,8021.0,3249.0,133.0,168.0,79.2,211.0,257.0,82.1,54.0,97.0,55.7,1,1.0,1.0,8.0,16.0,9.0,6.0,30.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,549.0,490.0,57.0,15.0,1.0,3.0,21,25.0,1.0,1.0,0.0,0.0,406.0,2.0,10.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,20.0,15.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,12.0,7,8.0,4.0,0.0,7.0,13.0,53.8,6.0,21.0,6.0,15.0,15,27,30.0,0.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,57.0,675.0,116.0,352.0,249.0,80.0,12.0,675.0,9.0,7.0,77.8,2.0,22.2,322.0,1880.0,1006.0,14.0,13.0,1.0,24.0,5.0,403.0,28.0,Match Report,2021-12-04,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Away,D,1,1,Arminia,1,0,0,10,14,2,21,15,7,0.0,0.0,0,66.0,12.0,20.0,37.5,Match Report
2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,0,14,3,21.4,0.0,0.0,16.6,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,4,2,2,50.0,0,1.7,-0.3,0,0,0,0,1.0,6.0,16.7,39.0,3.0,12.8,24.6,7.0,14.3,30.0,13.0,0.0,0.0,3.0,23.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,401.0,536.0,74.8,8153.0,3132.0,126.0,161.0,78.3,209.0,254.0,82.3,62.0,93.0,66.7,0,0.9,1.1,11.0,41.0,12.0,3.0,63.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,536.0,475.0,59.0,17.0,0.0,4.0,36,23.0,9.0,2.0,5.0,0.0,401.0,2.0,16.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,28.0,23.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,12.0,9,7.0,4.0,1.0,5.0,12.0,41.7,7.0,13.0,3.0,10.0,8,20,18.0,0.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,64.0,643.0,54.0,199.0,278.0,176.0,24.0,643.0,20.0,11.0,55.0,9.0,45.0,356.0,1890.0,1000.0,15.0,9.0,3.0,17.0,6.0,398.0,62.0,Match Report,2021-12-10,20:30 (11:30),Bundesliga,Matchweek 15,Fri,Home,L,0,2,Augsburg,2,0,0,11,14,2,36,8,9,0.0,0.0,0,62.0,12.0,22.0,35.3,Match Report
2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,3,17,6,35.3,0.18,0.5,17.3,1.0,0,0,3.1,3.1,0.23,-0.1,-0.1,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,5,2,3,60.0,0,1.7,-0.3,0,0,0,0,4.0,6.0,66.7,51.0,5.0,11.8,23.0,7.0,0.0,17.3,13.0,1.0,7.7,0.0,8.7,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,361.0,479.0,75.4,7091.0,2825.0,114.0,141.0,80.9,202.0,239.0,84.5,40.0,73.0,54.8,1,2.7,1.9,11.0,27.0,14.0,6.0,38.0,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,479.0,421.0,57.0,23.0,0.0,2.0,26,19.0,5.0,4.0,0.0,0.0,361.0,1.0,14.0,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,27.0,20.0,2.0,1.0,2.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,18.0,12,1.0,12.0,5.0,4.0,15.0,26.7,11.0,11.0,4.0,7.0,9,27,13.0,0.0,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,61.0,583.0,87.0,196.0,260.0,136.0,24.0,583.0,12.0,9.0,75.0,3.0,25.0,300.0,1880.0,1043.0,15.0,9.0,0.0,13.0,13.0,358.0,38.0,Match Report,2021-12-14,20:30 (11:30),Bundesliga,Matchweek 16,Tue,Away,W,3,2,Wolfsburg,2,0,0,9,18,1,26,9,12,0.0,0.0,0,53.0,14.0,16.0,46.7,Match Report
2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,1,10,3,30.0,0.1,0.33,13.4,0.0,0,0,2.0,2.0,0.2,-1.0,-1.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,1,0,1,100.0,1,0.1,0.1,0,0,0,0,5.0,8.0,62.5,41.0,4.0,19.5,29.9,4.0,0.0,18.5,12.0,0.0,0.0,0.0,5.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,380.0,494.0,76.9,7399.0,2907.0,123.0,155.0,79.4,204.0,231.0,88.3,44.0,81.0,54.3,1,1.9,1.4,9.0,25.0,11.0,6.0,35.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,494.0,450.0,43.0,16.0,0.0,3.0,19,20.0,2.0,2.0,0.0,0.0,380.0,1.0,9.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,18.0,13.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,22.0,17,7.0,14.0,1.0,12.0,25.0,48.0,13.0,14.0,2.0,12.0,12,34,13.0,0.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,51.0,612.0,54.0,212.0,289.0,116.0,19.0,612.0,20.0,11.0,55.0,9.0,45.0,328.0,1482.0,710.0,17.0,11.0,3.0,16.0,10.0,376.0,35.0,Match Report,2021-12-19,17:30 (08:30),Bundesliga,Matchweek 17,Sun,Home,W,1,0,Stuttgart,3,0,0,17,13,1,19,12,17,0.0,0.0,0,67.0,10.0,8.0,55.6,Match Report
2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,3,14,7,50.0,0.21,0.43,15.7,0.0,0,0,1.2,1.2,0.09,1.8,1.8,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,5,1,4,80.0,0,1.2,0.2,0,0,0,0,2.0,5.0,40.0,28.0,7.0,10.7,23.3,6.0,33.3,38.3,21.0,1.0,4.8,0.0,4.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,321.0,446.0,72.0,6497.0,2621.0,109.0,138.0,79.0,165.0,200.0,82.5,44.0,90.0,48.9,1,1.0,1.4,9.0,23.0,9.0,3.0,41.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,446.0,397.0,42.0,9.0,3.0,1.0,19,21.0,4.0,0.0,2.0,0.0,321.0,7.0,8.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,24.0,14.0,3.0,4.0,2.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,25.0,17,6.0,11.0,8.0,10.0,27.0,37.0,17.0,7.0,0.0,7.0,22,47,19.0,0.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,47.0,563.0,69.0,198.0,234.0,134.0,27.0,563.0,25.0,18.0,72.0,7.0,28.0,344.0,1659.0,798.0,13.0,7.0,9.0,20.0,10.0,318.0,40.0,Match Report,2022-01-09,15:30 (06:30),Bundesliga,Matchweek 18,Sun,Away,W,3,1,Hertha BSC,1,0,0,16,8,7,19,22,17,0.0,0.0,0,70.0,7.0,11.0,38.9,Match Report
2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,0,12,3,25.0,0.0,0.0,15.5,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,9,4,5,55.6,0,3.9,-0.1,0,0,0,0,2.0,9.0,22.2,45.0,5.0,17.8,27.7,7.0,14.3,31.1,15.0,0.0,0.0,0.0,7.5,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,399.0,515.0,77.5,7404.0,2684.0,161.0,184.0,87.5,192.0,230.0,83.5,42.0,71.0,59.2,0,0.9,1.2,8.0,29.0,6.0,1.0,39.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,515.0,470.0,38.0,12.0,0.0,3.0,22,9.0,5.0,4.0,1.0,0.0,399.0,7.0,12.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,21.0,12.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,24.0,16,12.0,8.0,4.0,16.0,29.0,55.2,13.0,21.0,8.0,13.0,16,40,26.0,0.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,49.0,655.0,104.0,290.0,246.0,127.0,23.0,655.0,14.0,5.0,35.7,9.0,64.3,367.0,1918.0,892.0,15.0,12.0,3.0,17.0,9.0,395.0,38.0,Match Report,2022-01-15,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,L,0,4,Bayern Munich,1,0,0,6,11,7,22,16,16,0.0,0.0,0,73.0,12.0,15.0,44.4,Match Report
2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,1,22,7,31.8,0.0,0.0,,,1,1,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,3,1,2,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,,,,,,,47,,,,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,,,,,,,,,,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,,20,,,,,,,,,,,15,0,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,51.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-01-18,18:30 (09:30),DFB-Pokal,Round of 16,Tue,Home,D,1 (3),1 (4),Hamburger SV,3,0,0,21,19,5,47,15,20,,,0,,,,,Match Report
