For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,For Mönchengladbach_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mönchengladbach_Date,For Mönchengladbach_Time,For Mönchengladbach_Comp,For Mönchengladbach_Round,For Mönchengladbach_Day,For Mönchengladbach_Venue,For Mönchengladbach_Result,For Mönchengladbach_GF,For Mönchengladbach_GA,For Mönchengladbach_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,0,18,3,16.7,0.0,0.0,,,0,0,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,6,5,1,16.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,,,,,,,23,,,,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,,,,,,,,,,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,,6,,,,,,,,,,,26,0,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,62.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-10-31,20:45 (12:45),DFB-Pokal,Second round,Wed,Home,L,0.0,5.0,Leverkusen,1,0,0,8,10,2,23,26,6,,,0,,,,,Match Report
2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,3,19,6,31.6,0.11,0.33,18.5,0.0,1,1,3.0,2.3,0.12,0.0,-0.3,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,6,0,6,100.0,1,0.8,0.8,0,0,0,0,0.0,3.0,0.0,32.0,8.0,6.3,25.7,6.0,16.7,28.8,14.0,0.0,0.0,0.0,5.3,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,512.0,596.0,85.9,9038.0,3054.0,224.0,256.0,87.5,228.0,249.0,91.6,50.0,71.0,70.4,2,1.9,1.4,17.0,37.0,10.0,3.0,67.0,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,596.0,552.0,44.0,9.0,0.0,2.0,23,18.0,10.0,3.0,6.0,0.0,512.0,0.0,7.0,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,32.0,28.0,1.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,7.0,4,4.0,2.0,1.0,6.0,18.0,33.3,12.0,12.0,1.0,11.0,14,21,14.0,1.0,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,57.0,709.0,43.0,183.0,343.0,189.0,27.0,708.0,12.0,8.0,66.7,4.0,33.3,483.0,2646.0,1443.0,28.0,21.0,3.0,21.0,18.0,508.0,66.0,Match Report,2018-11-04,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3.0,0.0,Düsseldorf,1,0,0,18,8,0,23,14,4,0.0,0.0,0,46.0,11.0,13.0,45.8,Match Report
2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,3,16,6,37.5,0.19,0.5,15.3,0.0,0,0,2.7,2.7,0.17,0.3,0.3,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,5,1,4,80.0,0,1.1,0.1,0,0,0,0,6.0,12.0,50.0,42.0,8.0,21.4,31.2,9.0,33.3,39.7,21.0,0.0,0.0,0.0,14.5,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,449.0,548.0,81.9,8898.0,3081.0,167.0,185.0,90.3,194.0,223.0,87.0,81.0,104.0,77.9,2,1.8,0.8,10.0,26.0,5.0,1.0,35.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,548.0,492.0,49.0,11.0,0.0,5.0,11,22.0,5.0,1.0,4.0,0.0,449.0,7.0,16.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,25.0,9.0,5.0,4.0,5.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,12.0,8,6.0,5.0,1.0,5.0,11.0,45.5,6.0,20.0,7.0,13.0,14,26,25.0,0.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,46.0,662.0,78.0,235.0,319.0,113.0,22.0,662.0,14.0,10.0,71.4,4.0,28.6,334.0,2157.0,1334.0,22.0,14.0,6.0,12.0,11.0,447.0,35.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Werder Bremen,0,0,0,3,7,7,11,14,8,0.0,0.0,0,41.0,11.0,18.0,37.9,Match Report
2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,4,20,6,30.0,0.2,0.67,20.6,1.0,0,0,1.5,1.5,0.08,2.5,2.5,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,7.0,10.0,70.0,38.0,8.0,26.3,27.6,2.0,0.0,24.0,16.0,3.0,18.8,2.0,14.1,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,558.0,640.0,87.2,10364.0,3461.0,221.0,239.0,92.5,253.0,269.0,94.1,63.0,85.0,74.1,4,1.3,1.6,14.0,50.0,13.0,0.0,61.0,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,640.0,601.0,36.0,14.0,4.0,5.0,11,13.0,5.0,2.0,1.0,0.0,558.0,3.0,14.0,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,37.0,30.0,2.0,0.0,2.0,2.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,19.0,13,9.0,4.0,6.0,11.0,15.0,73.3,4.0,11.0,2.0,9.0,6,25,21.0,0.0,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,62.0,754.0,54.0,183.0,387.0,189.0,32.0,754.0,9.0,3.0,33.3,6.0,66.7,439.0,2523.0,1479.0,23.0,14.0,10.0,18.0,6.0,556.0,61.0,Match Report,2018-11-25,18:00 (09:00),Bundesliga,Matchweek 12,Sun,Home,W,4.0,1.0,Hannover 96,1,0,0,9,10,3,11,6,13,0.0,0.0,0,53.0,12.0,8.0,60.0,Match Report
2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,0,7,4,57.1,0.0,0.0,16.5,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,6,2,4,66.7,0,1.3,-0.7,0,0,0,0,6.0,10.0,60.0,36.0,9.0,19.4,29.7,7.0,42.9,33.1,18.0,0.0,0.0,3.0,13.5,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,520.0,632.0,82.3,9723.0,3127.0,206.0,232.0,88.8,238.0,267.0,89.1,67.0,104.0,64.4,0,0.6,0.4,6.0,30.0,7.0,1.0,39.0,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,632.0,589.0,40.0,10.0,2.0,7.0,12,17.0,4.0,3.0,0.0,0.0,520.0,3.0,11.0,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,15.0,10,5.0,8.0,2.0,4.0,11.0,36.4,7.0,16.0,3.0,13.0,11,26,26.0,0.0,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,54.0,741.0,72.0,230.0,418.0,96.0,12.0,741.0,14.0,8.0,57.1,6.0,42.9,454.0,2456.0,1319.0,15.0,7.0,0.0,18.0,4.0,520.0,39.0,Match Report,2018-12-02,15:30 (06:30),Bundesliga,Matchweek 13,Sun,Away,L,0.0,2.0,RB Leipzig,2,0,0,9,9,3,12,11,10,0.0,0.0,0,53.0,12.0,15.0,44.4,Match Report
2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,2,23,7,30.4,0.09,0.29,16.1,1.0,0,0,2.3,2.3,0.11,-0.3,-0.3,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,2,0,2,100.0,1,0.6,0.6,0,0,0,0,5.0,9.0,55.6,37.0,3.0,18.9,26.5,5.0,40.0,40.4,8.0,0.0,0.0,1.0,19.5,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,689.0,775.0,88.9,13041.0,3978.0,256.0,275.0,93.1,327.0,353.0,92.6,88.0,108.0,81.5,2,1.6,1.4,17.0,51.0,9.0,3.0,53.0,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,775.0,725.0,45.0,16.0,0.0,12.0,24,16.0,7.0,0.0,6.0,0.0,689.0,5.0,8.0,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,40.0,25.0,4.0,2.0,8.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,5.0,4,3.0,2.0,0.0,1.0,8.0,12.5,7.0,6.0,1.0,5.0,5,10,12.0,0.0,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,71.0,852.0,41.0,163.0,506.0,186.0,33.0,852.0,14.0,10.0,71.4,4.0,28.6,442.0,2593.0,1597.0,30.0,15.0,4.0,14.0,7.0,688.0,53.0,Match Report,2018-12-09,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Home,W,3.0,0.0,Stuttgart,2,0,0,8,11,5,24,5,4,0.0,0.0,0,48.0,15.0,14.0,51.7,Match Report
2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,0,6,1,16.7,0.0,0.0,13.3,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,6,0,6,100.0,1,0.8,0.8,0,0,0,0,10.0,32.0,31.3,34.0,6.0,52.9,41.6,18.0,77.8,50.7,19.0,2.0,10.5,0.0,7.8,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,287.0,400.0,71.8,5187.0,2205.0,117.0,147.0,79.6,123.0,149.0,82.6,31.0,72.0,43.1,0,0.4,0.3,6.0,13.0,3.0,1.0,25.0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,400.0,339.0,58.0,13.0,0.0,2.0,5,24.0,2.0,0.0,1.0,0.0,287.0,3.0,7.0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,12.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,22.0,10,20.0,2.0,0.0,15.0,28.0,53.6,13.0,11.0,2.0,9.0,12,34,26.0,1.0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,39.0,513.0,85.0,250.0,212.0,53.0,11.0,513.0,9.0,7.0,77.8,2.0,22.2,252.0,1402.0,794.0,15.0,7.0,4.0,18.0,10.0,286.0,25.0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,0.0,0.0,Hoffenheim,2,0,0,10,9,3,5,12,10,0.0,0.0,0,37.0,11.0,16.0,40.7,Match Report
2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,2,15,6,40.0,0.13,0.33,15.0,1.0,0,1,3.3,2.5,0.17,-1.3,-0.5,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,2,0,2,100.0,1,1.1,1.1,0,0,0,0,4.0,4.0,100.0,23.0,6.0,17.4,28.1,3.0,0.0,28.0,18.0,1.0,5.6,0.0,8.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,482.0,563.0,85.6,8681.0,2674.0,179.0,204.0,87.7,246.0,265.0,92.8,42.0,58.0,72.4,2,2.3,2.5,13.0,37.0,11.0,2.0,54.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,563.0,519.0,42.0,19.0,2.0,2.0,15,13.0,6.0,4.0,2.0,0.0,482.0,2.0,15.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,26.0,20.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,13.0,9,8.0,3.0,2.0,5.0,15.0,33.3,10.0,9.0,3.0,6.0,3,16,19.0,0.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,53.0,662.0,46.0,172.0,339.0,155.0,28.0,661.0,17.0,11.0,64.7,6.0,35.3,470.0,3075.0,1974.0,35.0,19.0,8.0,10.0,14.0,481.0,54.0,Match Report,2018-12-18,18:30 (09:30),Bundesliga,Matchweek 16,Tue,Home,W,2.0,0.0,Nürnberg,2,0,0,6,19,2,15,3,9,1.0,0.0,0,58.0,11.0,10.0,52.4,Match Report
2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,1,3,2,66.7,0.33,0.5,19.8,0.0,0,0,0.8,0.8,0.26,0.2,0.2,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,4,2,2,50.0,0,2.1,0.1,0,0,0,0,0.0,5.0,0.0,40.0,2.0,12.5,27.1,7.0,0.0,29.1,9.0,0.0,0.0,0.0,11.3,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,545.0,620.0,87.9,10368.0,2733.0,211.0,228.0,92.5,272.0,287.0,94.8,59.0,86.0,68.6,0,0.0,0.3,1.0,28.0,4.0,1.0,31.0,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,620.0,581.0,36.0,6.0,1.0,8.0,10,18.0,2.0,1.0,1.0,0.0,545.0,3.0,8.0,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,5.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,12.0,11,6.0,4.0,2.0,5.0,14.0,35.7,9.0,8.0,2.0,6.0,11,23,22.0,0.0,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,46.0,713.0,73.0,283.0,344.0,91.0,8.0,713.0,19.0,13.0,68.4,6.0,31.6,504.0,2485.0,1428.0,15.0,6.0,3.0,15.0,12.0,543.0,31.0,Match Report,2018-12-21,20:30 (11:30),Bundesliga,Matchweek 17,Fri,Away,L,1.0,2.0,Dortmund,1,0,0,12,5,3,10,11,11,0.0,0.0,0,45.0,2.0,7.0,22.2,Match Report
2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,1,7,3,42.9,0.14,0.33,17.7,0.0,0,0,0.5,0.5,0.06,0.5,0.5,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,10,0,10,100.0,1,1.2,1.2,0,0,0,0,12.0,32.0,37.5,43.0,6.0,55.8,42.2,10.0,80.0,49.3,27.0,0.0,0.0,0.0,12.8,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,270.0,382.0,70.7,5838.0,2150.0,88.0,112.0,78.6,136.0,164.0,82.9,44.0,90.0,48.9,1,0.5,0.5,7.0,14.0,4.0,0.0,23.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,382.0,341.0,40.0,11.0,0.0,7.0,10,15.0,3.0,0.0,2.0,0.0,270.0,1.0,8.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,14.0,10.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,16.0,11,10.0,6.0,0.0,5.0,14.0,35.7,9.0,23.0,6.0,17.0,9,25,35.0,0.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,36.0,503.0,105.0,237.0,198.0,73.0,10.0,503.0,18.0,10.0,55.6,8.0,44.4,236.0,1527.0,871.0,12.0,11.0,2.0,11.0,9.0,264.0,22.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,1.0,0.0,Leverkusen,2,0,0,14,10,1,10,9,11,0.0,0.0,0,54.0,4.0,18.0,18.2,Match Report
2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,2,13,5,38.5,0.15,0.4,15.3,0.0,0,1,1.9,1.0,0.08,0.1,1.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2.0,4.0,50.0,24.0,5.0,16.7,26.0,4.0,0.0,26.0,11.0,0.0,0.0,1.0,25.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,544.0,648.0,84.0,10322.0,2873.0,193.0,222.0,86.9,285.0,322.0,88.5,56.0,81.0,69.1,1,0.8,1.4,9.0,59.0,14.0,4.0,73.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,648.0,599.0,46.0,18.0,0.0,7.0,22,19.0,4.0,2.0,1.0,0.0,544.0,3.0,9.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,25.0,19.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,13.0,7,4.0,6.0,3.0,3.0,5.0,60.0,2.0,11.0,1.0,10.0,11,24,19.0,0.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,62.0,751.0,37.0,168.0,381.0,206.0,31.0,750.0,17.0,9.0,52.9,8.0,47.1,474.0,2913.0,1885.0,33.0,20.0,5.0,17.0,10.0,539.0,73.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,0.0,Augsburg,2,0,0,10,15,3,22,11,7,1.0,0.0,0,39.0,11.0,10.0,52.4,Match Report
