For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,0,12,4,33.3,0.00,0.00,15.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,3,2,1,33.3,0,1.1,-0.9,0,0,0,0,5,12,41.7,33,3,27.3,32.1,5,60.0,51.8,9,0,0.0,1,17.6,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,349,474,73.6,7396,2702,116,139,83.5,159,190,83.7,67,113,59.3,0,0.8,1.1,10,38,5,4,40,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,474,416,49,10,0,9,22,28,3,2,1,0,349,9,11,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,21,12,4,1,2,2,0,0,0,0,0,0,0,0,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,13,10,7,5,1,5,8,62.5,3,10,1,9,17,30,9,0,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,47,583,51,188,258,142,19,583,20,11,55.0,9,45.0,277,1822,888,22,9,1,16,12,345,39,Match Report,2018-10-20,18:30 (09:30),Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,1,0,0,13,9,9,22,17,10,0,0,0,68,19,23,45.2,Match Report
2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,0,17,6,35.3,0.00,0.00,18.5,0,0,0,2.2,2.2,0.14,-2.2,-2.2,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,2,0,2,100.0,1,0.5,+0.5,0,0,0,0,3,9,33.3,14,4,28.6,36.1,7,71.4,48.3,7,2,28.6,0,9.0,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,296,387,76.5,5961,2203,88,101,87.1,173,202,85.6,32,68,47.1,0,1.8,1.6,9,24,10,3,28,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,387,334,51,13,5,0,22,24,6,3,3,0,296,2,10,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,22,14,1,3,4,0,0,0,0,0,0,0,0,0,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,20,9,7,12,1,8,25,32.0,17,11,0,11,16,36,13,0,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,42,497,38,150,238,117,24,497,15,10,66.7,5,33.3,264,1708,953,21,11,6,10,16,295,28,Match Report,2018-10-24,22:00 (12:00),Champions Lg,Group stage,Wed,Away,D,0,0,tr Galatasaray,1,0,0,15,10,2,22,16,9,0,0,0,50,11,12,47.8,Match Report
2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,0,6,0,0.0,0.00,,13.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,2,0,2,100.0,1,0.2,+0.2,0,0,0,0,8,15,53.3,17,5,58.8,44.2,5,100.0,57.0,16,0,0.0,0,10.5,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,181,325,55.7,3812,1850,80,106,75.5,57,100,57.0,41,97,42.3,0,0.5,0.4,5,16,2,0,15,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,325,269,52,16,1,3,12,26,4,2,2,0,181,4,9,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,8,4,3,0,1,0,0,0,0,0,0,0,0,0,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,22,15,12,9,1,6,19,31.6,13,19,6,13,19,41,25,0,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,33,463,58,201,206,59,12,463,18,11,61.1,7,38.9,166,854,385,8,6,3,17,12,179,15,Match Report,2018-10-28,15:30 (07:30),Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,2,0,0,15,11,4,12,19,15,0,0,0,70,14,20,41.2,Match Report
2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,1,23,7,30.4,0.00,0.00,,,1,1,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,6,1,5,83.3,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,,,,,,,23,,,,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,,,,,,,,,,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,,11,,,,,,,,,,,23,0,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,45,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-10-31,18:30 (10:30),DFB-Pokal,Second round,Wed,Away,D,1 (6),1 (5),Köln,5,0,0,25,20,2,23,23,11,,,0,,,,,Match Report
2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,3,14,5,35.7,0.14,0.40,20.3,1,1,1,2.9,2.2,0.15,+0.1,-0.2,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,6,1,5,83.3,0,1.8,+0.8,0,0,0,0,4,8,50.0,25,9,32.0,33.0,5,0.0,21.0,15,1,6.7,0,6.3,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,501,590,84.9,9180,2939,203,222,91.4,242,264,91.7,53,89,59.6,1,1.6,0.9,12,32,7,0,46,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,590,544,44,9,2,0,13,21,7,2,4,1,501,2,9,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,30,22,2,3,0,2,1,6,4,0,1,0,1,0,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,19,13,4,12,3,8,18,44.4,10,17,7,10,13,32,19,0,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,57,719,59,252,327,148,20,718,33,19,57.6,14,42.4,450,2502,1376,32,16,6,16,11,501,46,Match Report,2018-11-03,15:30 (07:30),Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,2,0,0,10,10,2,13,13,13,1,0,0,53,11,13,45.8,Match Report
2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,2,11,5,45.5,0.18,0.40,17.8,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,0,0,0,,1,0.0,0.0,0,0,0,0,6,15,40.0,23,3,47.8,38.1,7,57.1,45.1,7,0,0.0,2,21.0,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,375,471,79.6,6936,2349,156,170,91.8,183,209,87.6,35,67,52.2,1,0.8,0.5,8,22,7,0,30,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,471,419,45,18,0,1,6,17,2,0,2,0,375,7,9,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,17,12,3,0,0,2,0,3,3,0,0,0,0,0,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,16,10,11,5,0,7,21,33.3,14,6,3,3,12,28,17,0,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,45,567,50,229,248,96,19,567,16,8,50.0,8,50.0,303,1558,795,16,9,4,12,13,374,30,Match Report,2018-11-06,21:00 (12:00),Champions Lg,Group stage,Tue,Home,W,2,0,tr Galatasaray,2,0,0,14,15,7,6,12,10,0,0,0,51,10,8,55.6,Match Report
2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,0,5,1,20.0,0.00,0.00,18.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,4,3,1,25.0,0,1.9,-1.1,0,0,0,0,7,15,46.7,20,11,35.0,35.7,9,88.9,59.3,20,2,10.0,1,12.8,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,300,408,73.5,5911,2435,103,130,79.2,151,178,84.8,43,83,51.8,0,0.8,0.3,4,19,1,1,21,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,408,357,48,10,0,3,10,21,4,0,4,0,300,3,9,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,8,4,2,1,0,0,1,0,0,0,0,0,0,0,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,24,9,12,9,3,8,16,50.0,8,11,1,10,12,36,25,0,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,49,542,64,251,228,74,5,542,20,12,60.0,8,40.0,196,1458,832,15,12,2,26,10,297,21,Match Report,2018-11-11,18:00 (09:00),Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,2,0,0,14,7,3,10,12,9,0,0,0,53,18,11,62.1,Match Report
2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,5,20,10,50.0,0.25,0.50,17.8,1,0,0,2.5,2.5,0.13,+2.5,+2.5,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,6,2,4,66.7,0,2.1,+0.1,0,0,0,0,4,6,66.7,19,2,21.1,34.1,6,33.3,32.2,7,1,14.3,1,16.5,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,448,535,83.7,8374,2983,174,194,89.7,218,252,86.5,48,69,69.6,3,1.6,1.2,15,27,9,0,51,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,535,483,50,14,0,2,16,20,7,1,5,0,448,2,4,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,33,22,4,3,2,2,0,7,5,0,1,1,0,0,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,19,12,5,10,4,6,13,46.2,7,7,2,5,10,29,15,1,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,55,655,42,161,324,178,33,655,23,14,60.9,9,39.1,360,2394,1376,37,30,8,18,9,444,50,Match Report,2018-11-24,18:30 (09:30),Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,1,0,0,7,12,2,16,10,12,0,0,0,59,12,10,54.5,Match Report
2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,1,3,1,33.3,0.00,0.00,24.5,0,1,1,0.9,0.1,0.04,+0.1,-0.1,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,6,3,3,50.0,0,2.5,-0.5,0,0,0,0,1,8,12.5,17,3,29.4,30.6,7,42.9,39.7,10,0,0.0,0,19.0,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,258,346,74.6,4607,1703,121,142,85.2,108,131,82.4,27,55,49.1,0,0.1,0.2,2,13,2,0,23,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,346,287,57,12,0,4,11,33,1,1,0,0,258,2,10,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,6,6,0,0,0,0,0,1,1,0,0,0,0,0,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,28,13,13,12,3,15,26,57.7,11,9,2,7,7,35,34,1,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,41,469,56,186,191,99,7,468,16,9,56.3,7,43.8,199,1455,637,16,15,2,18,10,257,23,Match Report,2018-11-28,20:00 (12:00),Champions Lg,Group stage,Wed,Away,L,1,3,pt Porto,2,0,0,16,10,2,11,7,13,0,0,0,41,15,10,60.0,Match Report
2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,1,14,4,28.6,0.00,0.00,17.2,0,1,1,2.2,1.4,0.10,-1.2,-1.4,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,7,1,6,100.0,0,2.7,+1.7,1,1,0,0,6,10,60.0,30,7,26.7,32.1,9,22.2,33.0,11,1,9.1,0,4.0,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,359,458,78.4,6905,2667,128,154,83.1,179,198,90.4,47,78,60.3,0,1.3,0.7,11,18,10,3,35,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,458,400,57,16,0,3,25,20,10,0,10,0,359,1,12,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,25,11,5,4,2,2,1,2,0,0,1,0,1,0,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,13,6,4,8,1,3,19,15.8,16,13,4,9,11,24,26,0,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,51,583,76,223,249,126,26,582,28,18,64.3,10,35.7,316,2149,1215,24,18,5,15,10,358,35,Match Report,2018-12-01,18:30 (09:30),Bundesliga,Matchweek 13,Sat,Away,D,1,1,Hoffenheim,3,0,0,15,12,1,25,11,6,1,1,0,45,14,13,51.9,Match Report
2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,1,5,2,40.0,0.00,0.00,19.6,0,1,1,1.3,0.5,0.10,-0.3,-0.5,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,3,2,1,33.3,0,0.9,-1.1,0,0,0,0,4,5,80.0,28,1,17.9,29.6,3,0.0,27.3,9,1,11.1,0,8.0,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,386,464,83.2,7816,2760,139,158,88.0,179,203,88.2,63,86,73.3,0,0.2,0.6,4,33,6,1,40,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,464,427,36,10,1,5,13,17,3,1,2,0,386,1,8,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,11,7,2,0,1,1,0,2,1,0,0,0,1,0,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,23,12,14,8,1,15,31,48.4,16,10,2,8,9,32,21,0,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,46,574,53,201,267,112,14,573,11,9,81.8,2,18.2,257,1800,917,13,15,2,14,17,383,40,Match Report,2018-12-08,15:30 (06:30),Bundesliga,Matchweek 14,Sat,Home,L,1,2,Dortmund,4,0,0,15,9,1,13,9,12,1,0,0,64,9,9,50.0,Match Report
2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,1,17,6,35.3,0.06,0.17,16.5,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,1,0,1,100.0,1,0.3,+0.3,0,0,0,0,2,9,22.2,23,6,30.4,32.6,4,50.0,44.8,5,0,0.0,1,16.7,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,456,573,79.6,8765,2972,177,212,83.5,221,253,87.4,51,87,58.6,1,1.3,0.8,9,40,9,4,54,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,573,521,49,16,0,7,24,17,11,6,3,0,456,3,11,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,22,10,4,4,3,1,0,1,0,0,0,1,0,0,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,20,14,8,11,1,9,16,56.3,7,16,2,14,5,25,11,0,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,57,699,39,186,342,178,28,699,27,12,44.4,15,55.6,400,2758,1548,34,22,8,18,13,451,54,Match Report,2018-12-11,18:55 (09:55),Champions Lg,Group stage,Tue,Home,W,1,0,ru Loko Moscow,3,0,0,16,12,3,24,5,14,0,0,0,68,21,28,42.9,Match Report
2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,1,15,5,33.3,0.07,0.20,22.7,2,0,0,0.7,0.7,0.05,+0.3,+0.3,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,9,1,8,88.9,0,2.1,+1.1,0,0,0,0,7,18,38.9,42,10,35.7,34.7,7,42.9,43.4,17,1,5.9,3,14.1,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,354,478,74.1,6647,2745,147,171,86.0,157,197,79.7,43,85,50.6,0,0.5,0.7,10,24,9,2,38,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,478,420,55,18,0,2,18,21,7,0,7,0,354,3,7,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,22,15,3,0,0,3,1,0,0,0,0,0,0,0,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,22,14,9,13,0,8,17,47.1,9,16,4,12,10,32,16,1,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,51,612,72,225,284,114,10,612,19,9,47.4,10,52.6,313,1950,999,21,23,1,19,14,353,38,Match Report,2018-12-15,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,1,0,0,10,17,3,18,10,14,0,0,0,61,21,24,46.7,Match Report
2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,1,18,4,22.2,0.06,0.25,18.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,5,2,3,60.0,0,0.8,-1.2,0,0,0,0,3,5,60.0,18,3,22.2,29.8,2,50.0,42.0,7,0,0.0,2,22.7,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,416,541,76.9,7515,3025,182,210,86.7,183,224,81.7,43,72,59.7,1,1.6,1.1,15,40,10,3,50,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,541,479,58,21,1,3,21,25,7,0,7,0,416,4,16,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,31,24,2,2,2,1,0,1,0,0,0,1,0,0,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,20,11,3,14,3,7,19,36.8,12,12,0,12,18,38,11,3,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,55,656,26,135,362,171,30,656,29,21,72.4,8,27.6,363,2207,1197,32,21,7,18,22,412,50,Match Report,2018-12-19,18:30 (09:30),Bundesliga,Matchweek 16,Wed,Home,L,1,2,Leverkusen,4,0,0,16,18,4,21,18,11,0,0,0,72,25,15,62.5,Match Report
