For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,2,23,10,43.5,0.09,0.2,,,0,0,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,6,3,3,50.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,,,,,,,17,,,,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,,,,,,,,,,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,,13,,,,,,,,,,,17,0,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,39.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-10-30,20:45 (12:45),DFB-Pokal,Second round,Tue,Away,L,2.0,3.0,Augsburg,0,0,0,11,14,2,17,17,13,,,1,,,,,Match Report
2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,2,14,6,42.9,0.14,0.33,20.0,0.0,0,0,1.0,1.0,0.08,1.0,1.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,4,1,3,75.0,0,1.3,0.3,0,0,0,0,5.0,22.0,22.7,37.0,9.0,45.9,37.7,10.0,50.0,48.1,20.0,0.0,0.0,1.0,21.5,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,294.0,415.0,70.8,5892.0,1932.0,117.0,137.0,85.4,121.0,150.0,80.7,53.0,107.0,49.5,2,0.9,0.9,11.0,20.0,5.0,2.0,26.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,415.0,366.0,43.0,10.0,0.0,4.0,19,18.0,3.0,0.0,3.0,0.0,294.0,6.0,10.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,26.0,17.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,15.0,5,7.0,8.0,0.0,4.0,8.0,50.0,4.0,19.0,4.0,15.0,10,25,22.0,1.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,37.0,531.0,62.0,196.0,224.0,120.0,13.0,531.0,17.0,9.0,52.9,8.0,47.1,243.0,1701.0,900.0,13.0,14.0,1.0,13.0,13.0,293.0,26.0,Match Report,2018-11-04,18:00 (09:00),Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Werder Bremen,0,0,0,8,8,6,19,10,5,0.0,0.0,0,41.0,9.0,18.0,33.3,Match Report
2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,3,12,9,75.0,0.25,0.33,21.2,1.0,0,0,0.8,0.8,0.07,2.2,2.2,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,10.0,28.0,35.7,30.0,3.0,63.3,49.3,9.0,100.0,70.3,25.0,1.0,4.0,0.0,4.5,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,255.0,380.0,67.1,5452.0,2356.0,97.0,120.0,80.8,99.0,130.0,76.2,49.0,108.0,45.4,2,0.3,0.4,7.0,26.0,4.0,0.0,28.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,380.0,321.0,59.0,20.0,1.0,3.0,16,24.0,4.0,4.0,0.0,0.0,255.0,0.0,5.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,19.0,13.0,1.0,0.0,2.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,15.0,8,5.0,7.0,3.0,8.0,13.0,61.5,5.0,11.0,2.0,9.0,14,29,26.0,0.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,42.0,498.0,49.0,160.0,201.0,139.0,17.0,498.0,15.0,6.0,40.0,9.0,60.0,211.0,1394.0,704.0,13.0,9.0,4.0,14.0,8.0,253.0,28.0,Match Report,2018-11-10,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,Freiburg,1,0,0,12,20,0,16,14,8,0.0,0.0,0,55.0,19.0,21.0,47.5,Match Report
2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,1,15,7,46.7,0.07,0.14,20.4,1.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,7,2,5,71.4,0,1.5,-0.5,0,0,0,0,3.0,14.0,21.4,21.0,4.0,47.6,41.1,6.0,66.7,49.5,10.0,0.0,0.0,1.0,17.3,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,274.0,394.0,69.5,5350.0,2110.0,118.0,145.0,81.4,114.0,145.0,78.6,40.0,84.0,47.6,0,0.5,0.5,8.0,29.0,7.0,2.0,42.0,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,394.0,346.0,44.0,12.0,0.0,3.0,20,17.0,6.0,1.0,5.0,0.0,274.0,4.0,9.0,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,24.0,21.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,12.0,11,7.0,4.0,1.0,2.0,5.0,40.0,3.0,15.0,2.0,13.0,13,25,18.0,0.0,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,35.0,499.0,53.0,151.0,195.0,162.0,12.0,499.0,15.0,8.0,53.3,7.0,46.7,231.0,1466.0,672.0,12.0,16.0,2.0,14.0,12.0,273.0,41.0,Match Report,2018-11-24,15:30 (06:30),Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,2,0,0,8,11,4,20,13,11,0.0,0.0,0,58.0,15.0,15.0,50.0,Match Report
2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,1,15,3,20.0,0.07,0.33,20.8,1.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,6,0,6,100.0,1,0.8,0.8,0,0,0,0,4.0,17.0,23.5,34.0,10.0,23.5,27.9,9.0,100.0,71.8,30.0,4.0,13.3,2.0,12.3,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,392.0,496.0,79.0,7572.0,2996.0,174.0,195.0,89.2,151.0,178.0,84.8,61.0,104.0,58.7,1,0.7,0.5,11.0,33.0,10.0,2.0,33.0,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,496.0,452.0,42.0,8.0,0.0,4.0,15,19.0,5.0,3.0,1.0,1.0,392.0,2.0,9.0,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,28.0,22.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,15.0,10,8.0,4.0,3.0,7.0,10.0,70.0,3.0,11.0,9.0,2.0,9,24,36.0,0.0,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,48.0,623.0,93.0,263.0,244.0,121.0,18.0,623.0,11.0,9.0,81.8,2.0,18.2,318.0,2108.0,1068.0,16.0,16.0,3.0,16.0,17.0,389.0,33.0,Match Report,2018-11-30,20:30 (11:30),Bundesliga,Matchweek 13,Fri,Away,W,1.0,0.0,Düsseldorf,1,0,0,9,7,2,15,9,10,0.0,0.0,0,60.0,23.0,16.0,59.0,Match Report
2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,1,27,4,14.8,0.0,0.0,18.0,0.0,1,1,3.3,2.5,0.09,-2.3,-2.5,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,3,1,2,66.7,0,1.6,0.6,0,0,0,0,2.0,11.0,18.2,19.0,6.0,10.5,23.8,11.0,81.8,58.9,7.0,2.0,28.6,4.0,20.3,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,515.0,640.0,80.5,9549.0,3011.0,214.0,236.0,90.7,209.0,245.0,85.3,77.0,121.0,63.6,0,2.2,2.3,19.0,48.0,11.0,6.0,54.0,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,640.0,581.0,57.0,11.0,0.0,8.0,45,24.0,9.0,2.0,7.0,0.0,515.0,2.0,14.0,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,49.0,33.0,4.0,4.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,11.0,5,3.0,5.0,3.0,5.0,12.0,41.7,7.0,6.0,0.0,6.0,9,20,10.0,0.0,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,70.0,756.0,27.0,112.0,381.0,265.0,31.0,755.0,21.0,12.0,57.1,9.0,42.9,478.0,2571.0,1467.0,34.0,22.0,1.0,17.0,11.0,513.0,54.0,Match Report,2018-12-09,15:30 (06:30),Bundesliga,Matchweek 14,Sun,Home,D,1.0,1.0,Hannover 96,4,0,0,13,10,2,45,9,5,1.0,0.0,0,52.0,24.0,23.0,51.1,Match Report
2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,1,12,5,41.7,0.08,0.2,16.4,1.0,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,7,4,3,42.9,0,3.4,-0.6,0,0,0,0,3.0,12.0,25.0,21.0,6.0,19.0,31.2,9.0,88.9,59.9,10.0,0.0,0.0,0.0,12.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,398.0,521.0,76.4,7689.0,2591.0,170.0,194.0,87.6,168.0,209.0,80.4,59.0,97.0,60.8,1,0.9,1.4,7.0,42.0,7.0,3.0,50.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,521.0,459.0,60.0,10.0,1.0,3.0,21,34.0,2.0,2.0,0.0,0.0,398.0,2.0,19.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,20.0,13.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,12.0,8,4.0,6.0,2.0,5.0,16.0,31.3,11.0,13.0,3.0,10.0,10,22,14.0,1.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,57.0,646.0,45.0,181.0,302.0,174.0,25.0,646.0,22.0,11.0,50.0,11.0,50.0,382.0,2033.0,1080.0,21.0,10.0,4.0,23.0,8.0,397.0,50.0,Match Report,2018-12-16,15:30 (06:30),Bundesliga,Matchweek 15,Sun,Away,L,1.0,4.0,RB Leipzig,3,0,0,13,9,2,21,10,8,0.0,0.0,0,56.0,20.0,20.0,50.0,Match Report
2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,2,17,5,29.4,0.12,0.4,19.4,1.0,0,0,1.7,1.7,0.1,0.3,0.3,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,4,2,2,50.0,0,0.9,-1.1,0,0,0,0,8.0,23.0,34.8,27.0,4.0,51.9,36.6,9.0,100.0,67.3,11.0,0.0,0.0,1.0,14.3,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,303.0,431.0,70.3,5968.0,2493.0,129.0,155.0,83.2,127.0,166.0,76.5,44.0,89.0,49.4,2,1.5,1.1,14.0,31.0,6.0,2.0,36.0,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,431.0,374.0,54.0,15.0,4.0,1.0,16,25.0,3.0,3.0,0.0,0.0,303.0,3.0,11.0,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,29.0,23.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,13.0,10,7.0,6.0,0.0,3.0,12.0,25.0,9.0,14.0,2.0,12.0,12,25,19.0,0.0,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,51.0,544.0,44.0,169.0,225.0,156.0,22.0,544.0,15.0,10.0,66.7,5.0,33.3,267.0,1174.0,581.0,11.0,8.0,5.0,16.0,11.0,298.0,34.0,Match Report,2018-12-19,20:30 (11:30),Bundesliga,Matchweek 16,Wed,Home,D,2.0,2.0,Eint Frankfurt,3,0,0,14,15,3,16,12,10,0.0,0.0,0,58.0,31.0,32.0,49.2,Match Report
2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,1,12,5,41.7,0.08,0.2,19.4,1.0,0,0,1.1,1.1,0.09,-0.1,-0.1,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,6,1,5,83.3,0,0.5,-0.5,0,0,0,0,6.0,27.0,22.2,22.0,5.0,68.2,44.8,14.0,85.7,64.4,21.0,1.0,4.8,1.0,19.5,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,246.0,352.0,69.9,5061.0,2258.0,88.0,107.0,82.2,108.0,134.0,80.6,45.0,92.0,48.9,0,0.4,1.1,9.0,27.0,6.0,1.0,35.0,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,352.0,303.0,45.0,14.0,2.0,3.0,11,13.0,2.0,2.0,0.0,0.0,246.0,4.0,6.0,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,22.0,17.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,19.0,6,13.0,5.0,1.0,10.0,22.0,45.5,12.0,19.0,7.0,12.0,19,38,34.0,1.0,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,33.0,500.0,83.0,194.0,211.0,104.0,17.0,500.0,18.0,7.0,38.9,11.0,61.1,201.0,1379.0,762.0,17.0,14.0,6.0,15.0,8.0,245.0,35.0,Match Report,2018-12-23,18:00 (09:00),Bundesliga,Matchweek 17,Sun,Away,D,1.0,1.0,Hoffenheim,0,0,0,11,11,4,11,19,6,0.0,0.0,0,58.0,13.0,19.0,40.6,Match Report
2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,2,14,4,28.6,0.14,0.5,17.3,0.0,0,0,1.0,1.0,0.07,1.0,1.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,8,2,6,75.0,0,2.4,0.4,0,0,0,0,8.0,28.0,28.6,20.0,2.0,70.0,42.0,14.0,100.0,63.3,34.0,1.0,2.9,0.0,7.5,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,229.0,343.0,66.8,4464.0,2134.0,97.0,118.0,82.2,86.0,107.0,80.4,39.0,95.0,41.1,2,0.9,0.8,12.0,20.0,10.0,5.0,21.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,343.0,286.0,57.0,9.0,0.0,2.0,25,23.0,8.0,2.0,6.0,0.0,229.0,0.0,14.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,24.0,18.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,12.0,5,7.0,5.0,0.0,3.0,9.0,33.3,6.0,13.0,7.0,6.0,13,25,41.0,0.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,39.0,488.0,75.0,155.0,224.0,117.0,23.0,488.0,29.0,18.0,62.1,11.0,37.9,236.0,1363.0,591.0,17.0,11.0,4.0,12.0,17.0,228.0,21.0,Match Report,2019-01-19,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Away,W,3.0,2.0,Stuttgart,2,0,0,18,9,0,25,13,5,0.0,0.0,0,39.0,22.0,25.0,46.8,Match Report
2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,2,18,3,16.7,0.06,0.33,19.8,1.0,1,1,2.3,1.5,0.08,-0.3,-0.5,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,3.0,13.0,23.1,29.0,7.0,31.0,35.2,6.0,66.7,53.2,10.0,0.0,0.0,5.0,25.8,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,329.0,429.0,76.7,6421.0,2568.0,132.0,155.0,85.2,143.0,167.0,85.6,50.0,91.0,54.9,1,1.3,1.8,12.0,26.0,11.0,3.0,41.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,429.0,376.0,52.0,21.0,0.0,3.0,21,18.0,5.0,2.0,3.0,0.0,329.0,1.0,8.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,35.0,23.0,2.0,2.0,4.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,10.0,9,4.0,6.0,0.0,5.0,17.0,29.4,12.0,9.0,1.0,8.0,14,24,24.0,1.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,53.0,545.0,41.0,156.0,263.0,130.0,21.0,544.0,23.0,16.0,69.6,7.0,30.4,334.0,1544.0,800.0,17.0,15.0,2.0,13.0,11.0,324.0,41.0,Match Report,2019-01-26,15:30 (06:30),Bundesliga,Matchweek 19,Sat,Home,W,2.0,1.0,Nürnberg,3,0,0,12,15,1,21,14,9,1.0,0.0,0,43.0,29.0,18.0,61.7,Match Report
