For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,1,,,,,,,,0,0,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,,,,,,,,,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,,,,,,,,,,,,,0,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2017-10-25,21:05 (12:05),Coupe de la Ligue,Third round,Wed,Away,D,1 (4),1 (5),Strasbourg,2,0,0,,,,,,,,,0,,,,,Match Report
2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,0,4,2,50.0,0.00,0.00,16.0,0,0,0,1.0,1.0,0.24,-1.0,-1.0,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,3,0,3,100.0,1,0.7,+0.7,0,0,0,0,5,17,29.4,29,4,37.9,34.0,9,66.7,50.8,21,1,4.8,0,8.0,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,296,421,70.3,5506,2197,133,166,80.1,114,146,78.1,45,86,52.3,0,1.0,0.5,4,15,3,0,28,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,421,351,63,19,3,3,7,33,1,0,1,0,296,7,8,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,8,6,0,2,0,0,0,0,0,0,0,0,0,0,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,20,9,14,5,1,8,23,34.8,15,12,6,6,14,34,36,0,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,49,542,79,246,241,64,6,542,13,10,76.9,3,23.1,211,1274,600,9,6,2,15,16,292,26,Match Report,2017-10-29,17:00 (09:00),Ligue 1,Matchweek 11,Sun,Away,D,0,0,Toulouse,3,0,0,19,15,7,7,14,9,0,0,0,56,17,17,50.0,Match Report
2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,0,13,2,15.4,0.00,0.00,23.1,1,0,0,1.2,1.2,0.09,-1.2,-1.2,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,10,5,5,50.0,0,4.5,-0.5,0,0,0,0,8,14,57.1,20,1,55.0,39.9,4,75.0,56.8,5,0,0.0,2,24.0,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,307,409,75.1,5899,2175,128,152,84.2,135,163,82.8,42,77,54.5,0,0.9,0.6,10,26,2,1,36,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,409,349,60,17,1,2,22,28,5,2,2,0,307,0,12,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,24,22,1,0,0,1,0,0,0,0,0,0,0,0,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,17,8,7,9,1,5,15,33.3,10,9,1,8,11,28,9,1,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,42,499,41,140,232,133,10,499,9,7,77.8,2,22.2,237,1386,645,16,11,3,16,13,305,36,Match Report,2017-11-05,21:00 (12:00),Ligue 1,Matchweek 12,Sun,Home,L,0,5,Lyon,1,1,0,22,17,0,22,11,8,0,0,0,42,9,13,40.9,Match Report
2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,1,7,2,28.6,0.00,0.00,22.7,0,1,1,1.4,0.6,0.09,-0.4,-0.6,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,5,3,2,40.0,0,1.8,-1.2,0,0,0,0,2,12,16.7,14,3,42.9,35.3,8,75.0,44.5,18,1,5.6,0,6.0,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,203,304,66.8,3523,1703,98,114,86.0,79,106,74.5,20,60,33.3,0,0.6,0.4,6,15,4,1,21,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,304,249,54,9,0,1,17,23,10,10,0,0,203,1,15,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,16,11,1,2,0,1,1,2,0,0,1,0,1,0,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,23,13,12,9,2,7,25,28.0,18,8,5,3,9,32,22,0,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,37,407,54,152,167,92,11,406,11,8,72.7,2,18.2,187,1162,629,15,11,4,16,13,200,21,Match Report,2017-11-17,19:00 (10:00),Ligue 1,Matchweek 13,Fri,Away,L,1,3,Lille,3,0,0,16,9,1,17,9,13,1,0,0,53,6,21,22.2,Match Report
2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,2,12,6,50.0,0.17,0.33,20.6,2,0,0,1.7,1.7,0.14,+0.3,+0.3,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,4,2,2,75.0,0,2.2,+0.2,1,1,0,0,2,6,33.3,25,4,12.0,25.6,4,75.0,48.3,9,0,0.0,0,18.0,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,471,588,80.1,8346,3289,225,256,87.9,184,223,82.5,57,88,64.8,1,1.0,0.9,7,38,7,5,54,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,588,534,52,9,0,6,33,29,7,2,4,0,471,2,8,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,22,11,2,6,1,2,0,3,1,0,2,0,0,0,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,13,8,7,5,1,3,12,25.0,9,11,2,9,11,24,11,1,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,59,693,41,158,377,164,17,693,29,14,48.3,15,51.7,360,2147,1262,24,25,4,16,20,468,54,Match Report,2017-11-24,20:45 (11:45),Ligue 1,Matchweek 14,Fri,Home,D,2,2,Strasbourg,4,0,0,14,10,2,33,11,8,0,1,0,63,20,18,52.6,Match Report
2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,0,12,4,33.3,0.00,0.00,21.5,2,0,0,1.0,1.0,0.08,-1.0,-1.0,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,6,3,3,50.0,0,1.1,-1.9,0,0,0,0,3,10,30.0,27,5,25.9,28.9,5,60.0,35.0,6,0,0.0,2,21.0,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,411,513,80.1,7028,2769,200,227,88.1,166,194,85.6,40,63,63.5,0,0.9,0.6,9,28,7,2,53,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,513,463,47,10,1,2,20,22,6,4,2,0,411,3,12,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,21,17,2,0,0,2,0,0,0,0,0,0,0,0,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,15,9,7,5,3,5,13,38.5,8,13,2,11,9,24,13,1,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,54,611,43,170,304,143,18,611,19,13,68.4,6,31.6,332,2177,1243,27,15,2,13,17,406,53,Match Report,2017-11-28,21:00 (12:00),Ligue 1,Matchweek 15,Tue,Away,L,0,3,Bordeaux,2,0,0,19,11,3,20,9,9,0,0,0,63,19,16,54.3,Match Report
2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,1,14,4,28.6,0.07,0.25,21.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,6,1,5,83.3,0,1.3,+0.3,0,0,0,0,10,26,38.5,44,5,47.7,38.6,8,62.5,55.3,31,3,9.7,1,11.7,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,307,431,71.2,6255,2573,112,142,78.9,140,173,80.9,51,95,53.7,1,0.8,0.5,12,18,3,0,25,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,431,374,55,14,1,3,16,26,5,0,4,0,307,2,13,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,25,18,4,2,0,1,0,2,2,0,0,0,0,0,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,12,9,7,4,1,3,12,25.0,9,14,5,9,8,20,54,0,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,48,564,89,234,223,113,15,564,6,5,83.3,1,16.7,251,1526,788,16,13,2,12,10,305,25,Match Report,2017-12-03,15:00 (06:00),Ligue 1,Matchweek 16,Sun,Home,D,1,1,Nantes,4,0,0,18,10,2,16,8,9,0,0,0,50,22,25,46.8,Match Report
2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,0,5,1,20.0,0.00,0.00,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,7,3,4,57.1,0,3.1,+0.1,0,0,0,0,5,21,23.8,25,3,56.0,42.3,8,87.5,50.3,20,2,10.0,0,9.5,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,207,307,67.4,3636,1503,108,130,83.1,65,86,75.6,30,73,41.1,0,0.2,0.2,4,20,3,0,25,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,307,250,56,15,0,3,8,27,2,0,2,0,207,1,11,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,10,9,0,1,0,0,0,0,0,0,0,0,0,0,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,18,9,7,8,3,6,16,37.5,10,13,4,9,9,27,26,0,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,31,412,70,158,197,59,8,412,21,15,71.4,6,28.6,187,1337,750,12,7,3,14,14,204,25,Match Report,2017-12-10,21:00 (12:00),Ligue 1,Matchweek 17,Sun,Away,L,0,3,Marseille,2,1,0,10,13,1,8,9,9,0,0,0,47,12,18,40.0,Match Report
2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,0,5,2,40.0,0.00,0.00,18.3,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,9,4,5,55.6,0,2.2,-0.4,0,0,0,0,12,25,48.0,34,4,58.8,41.8,7,71.4,47.7,13,0,0.0,1,16.0,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,295,405,72.8,5224,2222,143,165,86.7,108,147,73.5,35,68,51.5,0,0.3,0.4,4,19,6,1,32,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,405,355,48,11,1,3,12,21,4,0,2,0,295,2,10,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,10,8,0,0,1,1,0,0,0,0,0,0,0,0,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,20,13,10,10,0,13,23,56.5,10,15,6,9,18,38,20,3,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,42,514,77,201,233,86,11,514,19,12,63.2,7,36.8,240,1220,575,11,5,2,6,18,294,32,Match Report,2017-12-15,20:45 (11:45),Ligue 1,Matchweek 18,Fri,Home,L,0,4,Monaco,1,1,0,11,11,2,12,18,13,0,0,0,54,19,9,67.9,Match Report
2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,1,3,3,100.0,0.33,0.33,19.7,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,7,2,5,71.4,0,2.0,0.0,0,0,0,0,14,40,35.0,24,0,91.7,62.9,18,100.0,64.6,37,2,5.4,0,7.1,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,90,179,50.3,2219,1384,30,50,60.0,32,55,58.2,23,61,37.7,1,0.3,0.1,2,7,1,0,11,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,179,131,47,14,1,0,3,12,0,0,0,0,90,1,3,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,4,2,1,0,0,1,0,2,2,0,0,0,0,0,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,15,8,7,7,1,6,15,40.0,9,5,2,3,12,27,40,1,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,20,278,89,144,100,35,4,278,7,3,42.9,4,57.1,73,476,217,5,2,0,6,5,86,10,Match Report,2017-12-20,20:50 (11:50),Ligue 1,Matchweek 19,Wed,Away,L,1,2,Guingamp,2,1,0,13,13,1,3,12,8,0,0,0,27,14,17,45.2,Match Report
2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,2,,,,,,,,0,0,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,,,,,,,,,,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,,,,,,,,,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,,,,,,,,,,,,,0,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-07,14:15 (05:15),Coupe de France,Round of 64,Sun,Home,W,2,0,Nîmes,3,0,0,,,,,,,,,0,,,,,Match Report
2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,2,9,4,44.4,0.11,0.25,18.2,1,1,1,2.5,1.8,0.20,-0.5,-0.8,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,8,0,8,100.0,1,1.5,+1.5,0,0,0,0,5,23,21.7,22,1,54.5,44.5,13,84.6,52.5,16,2,12.5,0,7.8,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,294,404,72.8,5020,2027,149,173,86.1,100,129,77.5,32,72,44.4,0,1.1,1.4,6,18,6,0,33,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,404,333,67,23,2,3,12,26,4,2,1,0,294,4,9,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,19,12,2,2,0,2,1,3,1,0,0,0,1,1,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,22,13,10,10,2,7,22,31.8,15,8,1,7,6,28,34,1,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,53,530,69,179,252,105,22,529,15,8,53.3,7,46.7,220,1168,606,17,9,8,8,16,289,31,Match Report,2018-01-14,15:00 (06:00),Ligue 1,Matchweek 20,Sun,Home,W,2,0,Toulouse,2,0,0,14,20,4,12,6,13,1,0,0,47,22,21,51.2,Match Report
2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,0,7,4,57.1,0.00,0.00,21.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,11,3,8,81.8,0,2.9,-0.1,1,1,0,0,10,18,55.6,35,11,22.9,27.6,12,83.3,53.4,11,1,9.1,1,15.7,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,477,612,77.9,7975,3130,229,271,84.5,186,212,87.7,44,82,53.7,0,0.4,0.5,4,18,3,0,30,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,612,530,76,17,0,3,7,40,3,0,0,0,477,6,17,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,9,7,0,1,1,0,0,0,0,0,0,0,0,0,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,11,9,9,2,0,7,24,29.2,17,14,3,11,8,19,24,1,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,60,729,73,264,355,113,12,729,14,6,42.9,8,57.1,389,1758,889,13,9,3,18,14,471,30,Match Report,2018-01-17,19:00 (10:00),Ligue 1,Matchweek 21,Wed,Away,L,0,3,Metz,4,1,1,11,14,6,7,8,9,0,1,0,58,16,15,51.6,Match Report
2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,0,9,2,22.2,0.00,0.00,18.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,3,10,30.0,20,3,25.0,26.1,8,62.5,46.8,8,0,0.0,0,16.0,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,419,504,83.1,7293,2518,212,235,90.2,150,168,89.3,44,75,58.7,0,0.3,0.4,4,27,4,0,37,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,504,446,55,17,0,4,13,24,4,1,1,0,419,3,7,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,10,5,1,1,3,0,0,0,0,0,0,0,0,0,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,23,20,9,9,5,8,22,36.4,14,8,2,6,10,33,12,0,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,45,595,45,151,327,123,15,595,15,10,66.7,5,33.3,339,1579,821,17,14,3,15,9,418,37,Match Report,2018-01-21,15:00 (06:00),Ligue 1,Matchweek 22,Sun,Away,L,0,1,Nice,1,0,0,23,15,3,13,10,20,0,0,0,50,9,11,45.0,Match Report
2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,1,,,,,,,,0,0,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,1,,,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,,,,,,,,,,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,,,,,,,,,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,,,,,,,,,,,,,0,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-01-24,18:30 (09:30),Coupe de France,Round of 32,Wed,Away,D,1 (3),1 (4),Troyes,3,0,0,,,,,,,,,0,,,,,Match Report
