For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,For Saint-Étienne_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Saint-Étienne_Date,For Saint-Étienne_Time,For Saint-Étienne_Comp,For Saint-Étienne_Round,For Saint-Étienne_Day,For Saint-Étienne_Venue,For Saint-Étienne_Result,For Saint-Étienne_GF,For Saint-Étienne_GA,For Saint-Étienne_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,1,8,3,37.5,0.13,0.33,20.9,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,2,0,2,100.0,1,1.0,+1.0,0,0,0,0,3,9,33.3,28,5,17.9,28.1,5,80.0,47.6,14,2,14.3,0,7.3,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,398,487,81.7,6759,2615,202,226,89.4,155,176,88.1,35,63,55.6,1,0.8,0.8,7,29,5,0,39,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,487,439,43,10,0,3,4,25,2,1,0,0,398,5,14,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,16,15,0,0,0,1,0,2,2,0,0,0,0,0,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,23,16,12,8,3,3,18,16.7,15,8,0,8,10,33,30,0,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,41,587,56,200,297,91,15,587,9,5,55.6,4,44.4,408,1915,956,19,15,5,16,10,394,39,Match Report,2017-08-05,20:00 (11:00),Ligue 1,Matchweek 1,Sat,Home,W,1,0,Nice,2,0,0,11,8,5,4,10,16,0,0,0,52,6,12,33.3,Match Report
2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,1,6,4,66.7,0.17,0.25,16.2,0,0,0,1.1,1.1,0.19,-0.1,-0.1,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,4,0,4,100.0,1,0.7,+0.7,0,0,0,0,5,15,33.3,28,3,35.7,35.9,8,62.5,41.4,24,1,4.2,0,10.8,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,340,454,74.9,5993,2606,164,196,83.7,131,157,83.4,38,75,50.7,1,0.5,0.7,4,30,6,3,32,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,454,396,56,15,2,2,12,30,2,1,0,1,340,2,8,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,9,6,0,2,1,0,0,2,1,0,1,0,0,0,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,27,22,16,7,4,5,9,55.6,4,13,1,12,8,35,34,0,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,53,569,62,184,279,113,12,569,16,10,62.5,6,37.5,260,1527,784,16,8,0,16,19,337,31,Match Report,2017-08-12,20:00 (11:00),Ligue 1,Matchweek 2,Sat,Away,W,1,0,Caen,1,0,0,15,12,2,12,8,22,0,0,0,52,19,16,54.3,Match Report
2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,3,11,3,27.3,0.09,0.33,20.0,0,2,2,2.9,1.3,0.12,+0.1,-0.3,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,1,0,1,100.0,1,0.0,0.0,0,0,0,0,7,19,36.8,28,6,46.4,35.6,8,75.0,50.3,21,0,0.0,0,11.0,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,348,459,75.8,6476,2665,146,172,84.9,160,180,88.9,37,87,42.5,0,0.7,0.2,8,21,4,0,35,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,459,407,50,10,1,2,12,28,3,1,2,0,348,2,11,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,22,15,1,1,1,3,1,3,1,0,0,0,2,0,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,26,15,17,9,0,7,25,28.0,18,13,5,8,18,44,28,0,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,47,585,83,209,288,92,12,583,8,3,37.5,5,62.5,371,1748,867,16,12,4,12,11,346,35,Match Report,2017-08-19,20:00 (11:00),Ligue 1,Matchweek 3,Sat,Home,W,3,0,Amiens,2,0,0,11,11,2,12,18,15,2,0,0,57,19,14,57.6,Match Report
2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,0,12,2,16.7,0.00,0.00,22.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,4,3,1,50.0,0,2.4,-0.6,1,1,0,0,3,12,25.0,17,1,35.3,32.2,10,60.0,45.2,13,0,0.0,0,11.3,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,340,413,82.3,5717,1982,164,180,91.1,137,152,90.1,27,56,48.2,0,0.7,0.5,11,23,1,0,29,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,413,361,51,19,2,4,18,15,3,1,2,0,340,1,7,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,21,16,2,1,1,0,1,0,0,0,0,0,0,0,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,24,18,12,11,1,5,20,25.0,15,11,3,8,15,39,23,0,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,39,513,62,189,231,107,13,513,20,16,80.0,4,20.0,311,1857,1070,26,17,5,14,12,337,29,Match Report,2017-08-25,20:45 (11:45),Ligue 1,Matchweek 4,Fri,Away,L,0,3,Paris S-G,3,0,0,12,20,1,18,15,18,0,1,0,59,3,5,37.5,Match Report
2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,1,8,4,50.0,0.13,0.25,18.0,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,6,1,5,100.0,0,2.1,+1.1,1,1,0,0,5,10,50.0,19,8,10.5,26.1,9,88.9,51.8,14,1,7.1,2,16.2,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,448,539,83.1,7646,2911,217,238,91.2,192,211,91.0,34,66,51.5,1,0.7,0.6,8,37,3,0,51,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,539,489,48,20,1,2,17,16,1,1,0,0,448,2,11,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,15,11,1,1,1,1,0,1,1,0,0,0,0,0,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,18,15,11,6,1,7,11,63.6,4,10,2,8,2,20,19,0,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,53,616,54,184,318,121,9,616,19,15,78.9,4,21.1,337,1691,964,20,12,5,10,11,447,50,Match Report,2017-09-10,15:00 (06:00),Ligue 1,Matchweek 5,Sun,Home,D,1,1,Angers,3,1,0,9,18,2,17,2,15,0,1,0,50,11,9,55.0,Match Report
2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,1,15,5,33.3,0.00,0.00,21.7,1,1,1,1.4,0.6,0.04,-0.4,-0.6,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,6,0,6,100.0,1,1.6,+1.6,0,0,0,0,13,26,50.0,16,2,75.0,40.7,14,100.0,50.0,12,1,8.3,4,16.7,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,337,442,76.2,6070,2950,171,195,87.7,114,147,77.6,44,77,57.1,0,0.5,0.5,11,30,6,2,47,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,442,379,61,13,0,3,12,29,4,1,0,0,337,2,8,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,26,19,1,2,2,2,0,2,0,0,1,0,1,0,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,20,14,16,4,0,4,15,26.7,11,8,1,7,9,29,30,0,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,49,554,67,192,238,136,18,553,19,14,73.7,5,26.3,257,1763,992,30,14,7,14,25,334,46,Match Report,2017-09-16,20:00 (11:00),Ligue 1,Matchweek 6,Sat,Away,W,1,0,Dijon,3,0,0,14,13,2,12,9,14,1,0,0,65,20,23,46.5,Match Report
2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,2,8,3,37.5,0.13,0.33,18.4,1,1,1,1.8,1.0,0.13,+0.2,0.0,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,4,2,2,75.0,0,1.8,-0.2,1,1,0,0,4,24,16.7,33,5,57.6,39.0,7,71.4,51.6,8,0,0.0,0,13.7,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,359,494,72.7,6012,2169,153,180,85.0,157,186,84.4,26,84,31.0,1,0.9,2.9,7,20,6,1,24,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,494,414,77,15,3,2,22,43,9,4,1,1,359,3,12,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,16,11,3,0,0,2,0,4,2,1,0,0,1,0,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,24,16,18,4,2,7,12,58.3,5,10,4,6,14,38,11,1,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,57,585,55,208,252,131,15,584,18,9,50.0,9,50.0,296,1534,796,9,8,3,12,14,356,24,Match Report,2017-09-24,15:00 (06:00),Ligue 1,Matchweek 7,Sun,Home,D,2,2,Rennes,2,1,0,11,12,3,22,14,16,1,1,0,44,12,14,46.2,Match Report
2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,1,14,3,21.4,0.07,0.33,19.5,1,0,0,1.2,1.2,0.09,-0.2,-0.2,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,7,2,5,71.4,0,1.1,-0.9,0,0,0,0,3,3,100.0,23,6,4.3,24.1,5,40.0,40.2,9,0,0.0,1,11.8,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,494,608,81.3,9394,2924,187,209,89.5,225,268,84.0,73,97,75.3,1,0.9,1.0,9,41,10,5,64,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,608,551,53,7,1,5,36,30,8,2,4,1,494,4,16,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,25,14,3,1,2,3,2,2,2,0,0,0,0,0,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,15,11,6,5,4,8,15,53.3,7,12,0,12,4,19,17,0,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,71,684,40,160,330,197,22,684,9,5,55.6,4,44.4,413,2647,1650,31,27,5,10,11,492,64,Match Report,2017-10-01,15:00 (06:00),Ligue 1,Matchweek 8,Sun,Away,L,1,2,Troyes,1,1,0,17,7,4,36,4,11,0,0,0,50,15,7,68.2,Match Report
2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,2,19,4,21.1,0.11,0.50,16.6,0,0,1,2.2,1.4,0.08,-0.2,+0.6,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,2,1,1,50.0,0,0.6,-0.4,0,0,0,0,5,8,62.5,25,5,24.0,30.0,14,14.3,32.0,10,0,0.0,1,21.5,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,508,607,83.7,9608,3758,204,226,90.3,220,248,88.7,70,103,68.0,1,1.2,1.6,15,44,13,2,73,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,607,539,67,16,1,4,34,23,12,5,4,1,508,1,10,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,34,20,6,2,3,3,0,3,2,0,0,1,0,0,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,10,7,4,5,1,6,17,35.3,11,7,2,5,8,18,23,0,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,70,714,56,167,343,209,44,713,25,18,72.0,7,28.0,385,2133,1244,26,8,9,14,17,499,72,Match Report,2017-10-14,20:00 (11:00),Ligue 1,Matchweek 9,Sat,Home,W,3,1,Metz,2,0,0,10,16,1,34,8,7,1,0,0,49,27,12,69.2,Match Report
2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,0,21,4,19.0,0.00,0.00,18.4,3,0,0,1.5,1.5,0.07,-1.5,-1.5,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,4,1,3,75.0,0,1.4,+0.4,0,0,0,0,2,7,28.6,10,1,20.0,29.1,8,62.5,43.4,7,0,0.0,0,,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,398,508,78.3,7441,2513,175,203,86.2,164,198,82.8,50,78,64.1,0,1.1,0.9,14,42,11,2,64,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,508,443,62,14,0,5,30,32,6,4,1,0,398,3,14,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,36,21,4,5,2,4,0,0,0,0,0,0,0,0,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,12,8,6,4,2,8,16,50.0,8,12,5,7,5,17,14,0,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,57,605,40,145,281,189,24,605,15,11,73.3,4,26.7,313,2114,1339,21,12,4,15,11,397,64,Match Report,2017-10-20,20:45 (11:45),Ligue 1,Matchweek 10,Fri,Home,L,0,1,Montpellier,2,0,0,25,16,3,30,5,8,0,0,0,46,12,22,35.3,Match Report
