For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,4,12,5,41.7,0.25,0.60,12.6,0,1,1,3.3,2.6,0.22,+0.7,+0.4,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,6,2,4,66.7,0,2.1,+0.1,0,0,0,0,6,10,60.0,42,3,19.0,28.4,9,22.2,24.2,9,0,0.0,0,,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,381,512,74.4,7739,2803,116,149,77.9,192,228,84.2,65,104,62.5,3,2.3,1.5,9,28,7,2,41,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,512,464,47,6,4,3,22,24,5,4,1,0,381,1,17,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,22,14,4,1,2,1,0,7,3,1,1,1,1,0,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,15,10,8,6,1,10,23,43.5,13,11,5,6,15,30,21,1,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,58,622,75,235,250,146,26,621,17,8,47.1,7,41.2,362,1980,1002,24,11,7,12,4,378,40,Match Report,2022-09-15,21:00 (12:00),Conf Lg,Group stage,Thu,Home,W,4,2,cz Slovácko,3,0,0,9,7,1,22,15,10,1,0,0,60,17,16,51.5,Match Report
2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,1,18,3,16.7,0.06,0.33,15.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,0,1,0,,0,0.0,0.0,0,0,0,0,0,0,,31,3,0.0,22.1,7,0.0,24.6,6,0,0.0,0,12.5,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,494,621,79.5,9646,3218,184,212,86.8,241,282,85.5,66,101,65.3,0,1.7,1.6,15,36,14,7,57,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,621,556,62,13,0,4,45,32,8,4,4,0,494,3,13,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,33,22,6,3,0,2,0,1,0,0,1,0,0,0,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,18,11,6,9,3,4,13,30.8,9,9,2,7,4,22,10,0,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,65,726,36,182,360,193,29,726,17,7,41.2,8,47.1,396,2330,1269,13,8,2,17,9,488,56,Match Report,2022-09-18,17:30 (08:30),Bundesliga,Matchweek 7,Sun,Away,D,1,1,Bochum,1,0,0,8,12,3,45,4,11,0,0,1,60,21,16,56.8,Match Report
2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,3,21,10,47.6,0.14,0.30,16.1,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,8,2,7,75.0,0,1.7,+0.7,0,0,0,0,3,8,37.5,33,4,21.2,29.2,7,14.3,27.0,23,0,0.0,0,,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,290,388,74.7,5625,2537,105,120,87.5,141,170,82.9,39,75,52.0,3,1.4,1.0,17,24,6,2,33,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,388,335,44,12,0,0,16,15,7,4,2,0,290,9,4,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,37,29,4,1,3,0,0,6,5,1,0,0,0,0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,19,12,6,12,1,10,22,45.5,12,13,4,9,12,31,27,0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,42,524,86,205,216,106,29,524,15,4,26.7,11,73.3,308,1564,774,22,8,11,23,5,288,33,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Home,W,3,2,Dortmund,4,0,0,14,8,9,16,12,12,0,0,1,63,10,13,43.5,Match Report
2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,0,17,5,29.4,0.00,0.00,15.0,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,5,1,4,80.0,0,1.5,+0.5,0,0,0,0,4,6,66.7,27,4,22.2,27.0,5,0.0,20.6,8,1,12.5,3,16.8,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,595,719,82.8,11324,3756,215,246,87.4,289,326,88.7,75,110,68.2,0,1.8,1.9,15,66,20,8,83,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,719,666,52,6,0,4,55,30,9,4,3,0,595,1,12,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,33,29,2,0,2,0,0,0,0,0,0,0,0,0,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,17,7,7,6,4,5,14,35.7,9,12,1,11,4,21,14,0,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,73,842,48,177,403,272,47,842,20,7,35.0,12,60.0,461,2998,1618,48,24,9,20,9,593,83,Match Report,2022-10-06,21:00 (12:00),Conf Lg,Group stage,Thu,Home,L,0,1,rs Partizan,0,0,0,15,6,1,55,4,7,0,0,0,67,15,19,44.1,Match Report
2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,2,4,2,50.0,0.25,0.50,19.2,0,1,1,1.3,0.5,0.12,+0.7,+0.5,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,6,5,1,33.3,0,3.3,-1.7,1,1,0,0,5,9,55.6,44,3,15.9,30.1,4,50.0,39.0,12,0,0.0,0,,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,255,349,73.1,5306,2100,76,95,80.0,140,167,83.8,37,71,52.1,0,0.2,0.2,3,18,4,2,23,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,349,304,44,10,0,1,16,20,4,1,2,0,255,1,9,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,10,8,0,0,0,2,0,4,2,0,0,0,2,0,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,18,8,13,4,1,9,23,39.1,14,11,3,8,12,30,17,0,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,35,443,60,190,180,80,10,442,9,2,22.2,7,77.8,235,1236,589,10,5,2,8,6,253,23,Match Report,2022-10-09,15:30 (06:30),Bundesliga,Matchweek 9,Sun,Away,L,2,5,Gladbach,3,1,1,14,7,1,16,12,8,1,1,0,48,5,11,31.3,Match Report
2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,0,10,2,20.0,0.00,0.00,15.0,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,2,6,33.3,45,4,8.9,21.2,5,40.0,33.8,8,0,0.0,1,27.5,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,469,611,76.8,8744,2760,169,200,84.5,251,297,84.5,44,89,49.4,0,0.5,1.1,5,36,8,0,58,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,611,542,68,14,0,1,31,35,11,7,4,0,469,1,16,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,13,9,3,0,1,0,0,0,0,0,0,0,0,0,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,14,9,7,5,2,4,11,36.4,7,15,3,12,12,26,13,1,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,68,722,54,217,324,183,24,722,11,4,36.4,7,63.6,398,2147,1088,19,14,0,18,9,468,58,Match Report,2022-10-13,18:45 (09:45),Conf Lg,Group stage,Thu,Away,L,0,2,rs Partizan,3,0,0,13,13,1,31,12,9,0,0,0,62,20,22,47.6,Match Report
2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,3,15,5,33.3,0.20,0.60,15.1,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,2,2,0,0.0,0,1.1,-0.9,0,0,0,0,3,22,13.6,43,3,44.2,35.8,8,37.5,30.6,10,2,20.0,0,7.3,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,398,539,73.8,6530,2312,198,226,87.6,158,197,80.2,28,79,35.4,1,0.7,1.1,8,31,9,4,32,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,539,475,64,16,1,0,32,32,5,2,3,0,398,0,13,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,25,21,1,3,0,0,0,6,4,0,2,0,0,0,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,14,8,9,4,1,8,14,57.1,6,4,1,3,1,15,27,0,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,64,648,54,196,217,241,32,648,14,6,42.9,7,50.0,343,2032,867,18,11,7,17,17,390,32,Match Report,2022-10-16,15:30 (06:30),Bundesliga,Matchweek 10,Sun,Home,W,3,2,Augsburg,2,0,0,11,14,0,32,1,8,0,0,0,41,22,31,41.5,Match Report
2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,0,6,2,33.3,0.00,0.00,19.4,1,0,0,0.7,0.7,0.12,-0.7,-0.7,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,7,5,2,42.9,0,2.7,-2.3,1,1,0,0,6,18,33.3,39,4,28.2,30.9,10,70.0,51.3,22,0,0.0,0,11.0,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,295,399,73.9,5744,2101,114,135,84.4,135,160,84.4,39,80,48.8,0,0.7,0.5,5,13,5,1,21,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,399,347,52,13,1,4,11,19,4,3,1,0,295,0,10,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,11,9,0,1,0,1,0,0,0,0,0,0,0,0,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,23,13,9,12,2,14,20,70.0,6,8,2,6,7,30,16,0,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,45,490,65,219,206,68,5,490,9,4,44.4,5,55.6,257,1137,526,6,6,0,11,7,292,21,Match Report,2022-10-21,20:30 (11:30),Bundesliga,Matchweek 11,Fri,Away,L,0,5,Mainz 05,5,1,1,14,12,0,11,7,13,0,1,0,47,9,8,52.9,Match Report
2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,1,12,4,33.3,0.00,0.00,17.8,0,1,2,3.0,1.4,0.12,-2.0,-1.4,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,2,0,2,100.0,1,0.4,+0.4,0,0,0,0,3,6,50.0,21,1,14.3,22.3,9,33.3,37.6,18,0,0.0,0,,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,355,476,74.6,7078,2691,120,157,76.4,177,210,84.3,48,73,65.8,0,1.4,1.1,11,27,5,3,37,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,476,416,60,14,1,4,23,30,6,2,4,0,355,0,17,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,26,19,4,1,0,2,0,2,0,1,0,0,1,0,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,15,8,7,5,3,8,10,80.0,2,6,2,4,7,22,19,0,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,57,579,53,207,227,149,22,577,13,7,53.8,5,38.5,293,1640,891,21,13,4,20,7,350,36,Match Report,2022-10-28,13:00 (04:00),Conf Lg,Group stage,Fri,Away,W,1,0,cz Slovácko,5,0,0,19,13,0,23,7,8,2,0,0,53,23,19,54.8,Match Report
2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,1,11,3,27.3,0.09,0.33,17.4,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,7,18,38.9,31,4,54.8,42.7,6,16.7,19.0,11,3,27.3,0,6.5,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,231,356,64.9,4554,2211,90,113,79.6,104,138,75.4,36,83,43.4,1,0.9,1.2,7,10,7,3,28,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,356,306,47,11,0,3,23,23,5,1,4,0,231,3,12,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,16,10,3,0,2,0,1,2,2,0,0,0,0,0,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,13,5,7,4,2,7,13,53.8,6,7,1,6,14,27,26,0,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,36,466,62,180,185,105,19,466,10,3,30.0,5,50.0,252,1299,539,14,13,1,12,10,225,28,Match Report,2022-10-30,19:30 (11:30),Bundesliga,Matchweek 12,Sun,Home,D,1,1,Hoffenheim,1,0,0,11,9,3,23,14,5,0,0,0,54,15,8,65.2,Match Report
2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,2,18,7,38.9,0.11,0.29,17.2,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,4,2,2,50.0,0,0.4,-1.6,0,0,0,0,4,6,66.7,39,4,15.4,26.2,5,0.0,19.2,7,0,0.0,1,38.0,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,423,564,75.0,8786,2930,128,159,80.5,216,262,82.4,71,115,61.7,2,1.2,1.0,12,31,13,3,56,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,564,505,56,9,0,3,32,33,6,4,2,0,423,3,11,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,25,22,1,1,1,0,0,4,4,0,0,0,0,0,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,32,13,14,12,6,16,33,48.5,17,11,4,7,15,47,11,1,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,56,695,49,198,334,170,31,695,12,4,33.3,6,50.0,466,2375,1045,16,13,2,15,11,419,56,Match Report,2022-11-03,21:00 (13:00),Conf Lg,Group stage,Thu,Home,D,2,2,fr Nice,2,0,0,13,8,3,32,15,13,0,0,0,70,18,18,50.0,Match Report
2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,0,6,2,33.3,0.00,0.00,14.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,5,2,3,60.0,0,2.0,0.0,0,0,0,0,3,12,25.0,48,4,20.8,28.0,8,25.0,27.4,13,0,0.0,1,9.7,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,325,447,72.7,6349,2038,103,125,82.4,175,216,81.0,42,75,56.0,0,0.4,0.4,5,21,4,0,25,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,447,398,48,10,0,7,13,24,3,0,3,0,325,1,12,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,7,5,2,0,0,0,0,0,0,0,0,0,0,0,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,7,5,5,1,1,3,13,23.1,10,13,4,9,12,19,29,0,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,45,559,90,271,196,96,16,559,9,5,55.6,4,44.4,271,1570,823,14,11,6,15,10,321,25,Match Report,2022-11-06,17:30 (08:30),Bundesliga,Matchweek 13,Sun,Away,L,0,2,Freiburg,1,0,0,10,9,1,13,12,5,0,0,0,53,25,19,56.8,Match Report
2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,1,19,7,36.8,0.05,0.14,17.8,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,3,2,1,33.3,0,0.9,-1.1,0,0,0,0,4,12,33.3,56,4,21.4,30.9,8,0.0,20.5,5,1,20.0,1,18.0,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,493,607,81.2,9032,2941,180,201,89.6,255,289,88.2,43,87,49.4,1,1.0,1.4,12,31,7,1,52,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,607,561,46,8,0,0,22,21,6,4,1,0,493,0,10,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,28,19,3,1,5,0,0,2,2,0,0,0,0,0,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,15,11,6,6,3,8,18,44.4,10,13,3,10,10,25,11,0,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,58,715,56,210,345,166,24,715,16,3,18.8,10,62.5,473,2455,1243,16,15,3,16,6,484,52,Match Report,2022-11-09,18:30 (09:30),Bundesliga,Matchweek 14,Wed,Home,L,1,2,Leverkusen,1,0,0,9,7,0,22,10,11,0,0,0,53,20,15,57.1,Match Report
2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,0,10,3,30.0,0.00,0.00,16.6,2,0,0,1.8,1.8,0.18,-1.8,-1.8,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,8,2,6,75.0,0,1.4,-0.6,0,0,0,0,1,5,20.0,32,4,15.6,29.4,6,0.0,19.7,17,0,0.0,1,12.0,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,328,454,72.2,6377,2330,102,128,79.7,172,209,82.3,44,89,49.4,0,1.1,1.2,4,31,5,1,36,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,454,396,55,15,1,5,25,26,5,3,2,0,328,3,9,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,18,14,1,1,0,2,0,0,0,0,0,0,0,0,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,29,18,15,12,2,17,26,65.4,9,14,6,8,8,37,22,0,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,52,591,78,245,240,114,17,591,17,5,29.4,10,58.8,257,1431,705,16,10,5,20,6,325,36,Match Report,2022-11-12,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Away,L,0,2,Hertha BSC,1,0,0,10,15,3,25,8,18,0,0,0,72,11,23,32.4,Match Report
2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,6,15,7,46.7,0.40,0.86,14.5,0,0,0,3.0,3.0,0.21,+3.0,+3.0,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,2,1,1,50.0,0,0.2,-0.8,0,0,0,0,5,12,41.7,40,6,25.0,30.4,3,66.7,41.7,17,2,11.8,0,7.0,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,420,534,78.7,7569,2722,168,194,86.6,213,237,89.9,35,76,46.1,5,2.5,1.2,11,34,5,0,34,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,534,492,42,16,0,0,8,19,2,2,0,0,420,0,12,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,24,18,0,3,3,0,0,8,6,0,1,1,0,0,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,27,17,12,12,3,15,22,68.2,7,12,3,9,8,35,16,0,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,50,651,65,244,260,155,31,651,14,7,50.0,5,35.7,295,1853,845,25,11,8,12,20,418,34,Match Report,2023-01-21,18:30 (09:30),Bundesliga,Matchweek 16,Sat,Home,W,7,1,Werder Bremen,0,0,0,10,13,0,8,8,17,0,0,0,69,19,15,55.9,Match Report
