For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,For Köln_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Köln_Date,For Köln_Time,For Köln_Comp,For Köln_Round,For Köln_Day,For Köln_Venue,For Köln_Result,For Köln_GF,For Köln_GA,For Köln_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,2,25,4,16.0,0.08,0.50,,,0,0,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,2,2,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,,,,,,,35,,,,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,,,,,,,,,,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,,13,,,,,,,,,,,11,0,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,61,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-07-30,15:30 (06:30),DFB-Pokal,Round of 64,Sat,Away,D,2 (3),2 (4),Jahn R'burg,2,0,0,20,22,2,35,11,13,,,0,,,,,Match Report
2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,3,32,10,31.3,0.09,0.30,15.5,0,0,0,4.1,4.1,0.14,-1.1,-1.1,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,2,1,1,50.0,0,0.3,-0.7,0,0,0,0,1,3,33.3,40,2,7.5,23.5,3,0.0,21.0,7,0,0.0,2,25.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,569,676,84.2,10983,3174,210,230,91.3,280,317,88.3,74,105,70.5,2,3.3,4.7,26,50,17,9,76,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,676,625,49,11,2,6,38,24,9,3,2,0,569,2,11,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,56,44,5,2,4,1,0,5,3,0,1,1,0,0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,20,9,5,10,5,8,12,66.7,4,9,1,8,12,32,17,0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,75,799,51,201,341,262,46,799,19,12,63.2,2,10.5,485,2268,1223,26,14,6,12,7,562,75,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Home,W,3,1,Schalke 04,0,0,0,8,10,2,38,12,9,0,0,0,61,24,10,70.6,Match Report
2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,1,13,4,30.8,0.08,0.25,18.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,5,2,3,60.0,0,1.8,-0.2,0,0,0,0,2,6,33.3,21,3,23.8,31.4,9,11.1,25.6,6,0,0.0,0,8.5,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,338,440,76.8,6397,2489,124,146,84.9,158,189,83.6,46,73,63.0,1,1.4,1.4,12,28,9,2,40,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,440,391,48,9,0,0,20,20,7,1,1,0,338,1,16,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,25,23,1,1,0,0,0,2,2,0,0,0,0,0,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,19,14,9,7,3,12,22,54.5,10,10,1,9,14,33,10,1,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,48,534,40,146,248,144,18,534,14,10,71.4,4,28.6,312,1624,888,23,17,5,8,4,335,39,Match Report,2022-08-13,15:30 (06:30),Bundesliga,Matchweek 2,Sat,Away,D,2,2,RB Leipzig,4,0,0,18,7,1,20,14,14,0,0,0,50,13,13,50.0,Match Report
2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,1,,,,,,,,0,0,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,,,,,,,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,,,,,,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,,,,,,,,,,0,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-08-18,20:30 (11:30),Conf Lg,Play-off round,Thu,Home,L,1,2,hu Vidi,2,1,0,,,,,,,,,0,,,,,Match Report
2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,1,5,2,40.0,0.20,0.50,16.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,7,12,58.3,42,3,23.8,30.3,9,22.2,28.3,12,0,0.0,0,4.0,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,266,403,66.0,5397,2556,72,100,72.0,161,198,81.3,30,76,39.5,0,0.2,0.4,2,21,4,1,33,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,403,342,57,19,0,1,22,18,9,5,4,0,266,4,14,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,7,4,2,0,1,0,0,1,0,0,0,1,0,0,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,25,16,13,11,1,12,25,48.0,13,12,1,11,18,43,24,0,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,46,524,84,232,191,106,15,524,13,5,38.5,7,53.8,269,1441,782,15,5,3,14,7,265,33,Match Report,2022-08-21,15:30 (06:30),Bundesliga,Matchweek 3,Sun,Away,D,1,1,Eint Frankfurt,1,0,0,11,15,4,22,18,16,0,0,0,66,18,13,58.1,Match Report
2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,3,,,,,,,,0,0,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,,,,,,,,,,,3,,,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,,,,,,,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,,,,,,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,,,,,,,,,,0,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-08-25,19:00 (10:00),Conf Lg,Play-off round,Thu,Away,W,3,0,hu Vidi,6,1,1,,,,,,,,,0,,,,,Match Report
2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,0,7,1,14.3,0.00,0.00,19.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,5,0,5,100.0,1,1.3,+1.3,0,0,0,0,4,9,44.4,31,0,22.6,28.3,10,20.0,28.4,18,0,0.0,1,18.0,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,406,516,78.7,7969,2626,126,145,86.9,231,262,88.2,46,82,56.1,0,0.5,0.9,5,32,7,2,56,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,516,454,61,11,0,0,23,33,6,4,1,0,406,1,13,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,13,8,3,0,0,2,0,0,0,0,0,0,0,0,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,20,11,13,5,2,11,20,55.0,9,6,3,3,7,27,23,0,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,63,632,72,206,273,159,17,632,21,7,33.3,14,66.7,405,2116,925,18,17,3,17,3,401,55,Match Report,2022-08-28,15:30 (06:30),Bundesliga,Matchweek 4,Sun,Home,D,0,0,Stuttgart,2,0,0,14,11,1,23,7,11,0,0,0,48,15,14,51.7,Match Report
2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,3,17,4,23.5,0.12,0.50,16.5,0,1,1,2.7,1.9,0.11,+0.3,+0.1,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,3,2,1,33.3,0,1.4,-0.6,0,0,0,0,4,11,36.4,38,4,23.7,29.4,8,37.5,27.3,18,1,5.6,1,13.5,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,327,429,76.2,6328,2636,120,134,89.6,163,186,87.6,42,89,47.2,2,1.9,1.4,15,25,11,2,34,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,429,374,51,14,2,1,15,22,4,1,1,0,327,4,9,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,31,26,2,1,0,2,0,6,5,0,0,0,1,0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,19,13,9,8,2,14,18,77.8,4,11,2,9,10,29,20,0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,49,562,75,240,208,120,25,561,25,12,48.0,13,52.0,251,1196,499,10,5,4,22,5,325,34,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,W,4,2,Wolfsburg,1,0,0,14,12,4,15,10,13,1,0,0,65,15,20,42.9,Match Report
2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,1,9,4,44.4,0.11,0.25,15.9,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,7,1,6,100.0,0,2.0,+1.0,1,1,0,0,4,9,44.4,45,3,11.1,24.0,11,36.4,37.3,24,0,0.0,0,2.0,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,399,505,79.0,8211,2952,108,135,80.0,224,265,84.5,58,86,67.4,1,1.3,1.2,9,24,12,3,37,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,505,440,62,10,1,2,23,35,4,2,2,0,399,3,3,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,16,15,0,0,0,0,1,2,2,0,0,0,0,0,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,16,7,8,5,3,9,20,45.0,11,11,2,9,10,26,24,0,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,53,615,88,265,231,122,23,615,6,3,50.0,3,50.0,419,2522,1145,17,13,4,13,5,397,37,Match Report,2022-09-08,19:40 (10:40),Conf Lg,Group stage,Thu,Away,D,1,1,fr Nice,2,0,0,13,10,3,23,10,7,0,1,0,37,12,19,38.7,Match Report
2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,0,8,3,37.5,0.00,0.00,14.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,3,1,2,66.7,0,1.0,+1.0,1,0,1,0,5,11,45.5,27,5,33.3,32.1,10,20.0,29.4,15,1,6.7,0,4.0,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,373,509,73.3,7178,2748,132,166,79.5,187,225,83.1,45,81,55.6,0,0.6,0.5,8,21,5,1,36,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,509,451,57,13,0,2,23,25,7,5,1,0,373,1,15,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,13,8,3,0,1,0,1,0,0,0,0,0,0,0,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,13,7,5,6,2,4,12,33.3,8,14,2,12,8,21,28,0,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,53,630,64,219,279,133,21,630,13,5,38.5,6,46.2,314,1569,745,10,8,3,22,9,372,36,Match Report,2022-09-11,15:30 (06:30),Bundesliga,Matchweek 6,Sun,Home,L,0,1,Union Berlin,4,1,1,15,12,1,23,8,7,0,1,1,41,39,25,60.9,Match Report
