For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,3,26,9,34.6,0.08,0.22,,,1,1,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,0,0,0,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,,,,,,,15,,,,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,,,,,,,,,,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,,15,,,,,,,,,,,15,0,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,55.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-07-31,18:01 (09:01),DFB-Pokal,Round of 64,Sun,Away,W,3.0,0.0,Erzgebirge Aue,4,0,0,20,18,0,15,15,15,,,0,,,,,Match Report
2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,2,13,6,46.2,0.15,0.33,17.5,1.0,0,0,1.4,1.4,0.11,0.6,0.6,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,7.0,20.0,35.0,19.0,8.0,63.2,46.7,10.0,80.0,59.2,16.0,2.0,12.5,2.0,10.2,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,267.0,405.0,65.9,4719.0,2391.0,143.0,176.0,81.3,78.0,113.0,69.0,36.0,82.0,43.9,2,1.1,0.8,8.0,17.0,6.0,3.0,33.0,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,405.0,349.0,55.0,11.0,1.0,4.0,19,27.0,5.0,2.0,1.0,0.0,267.0,1.0,11.0,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,25.0,20.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,14.0,11,5.0,7.0,2.0,5.0,8.0,62.5,3.0,17.0,3.0,14.0,13,27,20.0,0.0,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,41.0,518.0,58.0,187.0,231.0,103.0,13.0,518.0,11.0,4.0,36.4,5.0,45.5,197.0,1041.0,517.0,10.0,7.0,2.0,13.0,14.0,264.0,33.0,Match Report,2022-08-06,15:30 (06:30),Bundesliga,Matchweek 1,Sat,Away,W,2.0,1.0,Bochum,3,0,0,16,11,1,19,13,11,0.0,0.0,0,61.0,24.0,17.0,58.5,Match Report
2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,0,11,5,45.5,0.0,0.0,16.9,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,2,0,2,100.0,1,0.5,0.5,0,0,0,0,6.0,15.0,40.0,21.0,8.0,28.6,32.0,9.0,100.0,62.0,9.0,1.0,11.1,0.0,8.5,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,322.0,438.0,73.5,6192.0,2495.0,132.0,162.0,81.5,138.0,164.0,84.1,48.0,98.0,49.0,0,0.6,0.7,9.0,25.0,5.0,0.0,42.0,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,438.0,387.0,50.0,14.0,1.0,3.0,14,22.0,4.0,4.0,0.0,0.0,322.0,1.0,4.0,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,17.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,10.0,7,5.0,3.0,2.0,5.0,11.0,45.5,6.0,13.0,4.0,9.0,17,27,19.0,0.0,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,49.0,538.0,47.0,182.0,267.0,93.0,17.0,538.0,15.0,6.0,40.0,5.0,33.3,315.0,1404.0,653.0,10.0,6.0,3.0,15.0,3.0,321.0,42.0,Match Report,2022-08-14,15:30 (06:30),Bundesliga,Matchweek 2,Sun,Home,D,0.0,0.0,Union Berlin,1,0,0,9,14,1,14,17,7,0.0,0.0,0,53.0,23.0,29.0,44.2,Match Report
2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,2,12,5,41.7,0.17,0.4,19.6,1.0,0,1,2.1,1.3,0.11,-0.1,0.7,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,2,1,1,50.0,0,0.7,-0.3,0,0,0,0,6.0,16.0,37.5,24.0,9.0,62.5,45.2,3.0,33.3,33.3,9.0,4.0,44.4,3.0,16.4,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,305.0,421.0,72.4,5339.0,2416.0,153.0,176.0,86.9,104.0,138.0,75.4,37.0,76.0,48.7,2,0.9,0.8,8.0,31.0,9.0,2.0,45.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,421.0,366.0,51.0,12.0,5.0,1.0,18,31.0,3.0,1.0,0.0,0.0,305.0,4.0,7.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,21.0,15.0,2.0,0.0,1.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,9.0,7,4.0,4.0,1.0,7.0,14.0,50.0,7.0,12.0,3.0,9.0,17,26,12.0,0.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,50.0,530.0,38.0,135.0,270.0,134.0,16.0,529.0,16.0,9.0,56.3,6.0,37.5,286.0,1309.0,585.0,9.0,7.0,2.0,23.0,8.0,297.0,45.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,W,2.0,1.0,Augsburg,2,0,0,19,12,4,18,17,7,1.0,0.0,0,50.0,26.0,8.0,76.5,Match Report
2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,0,18,3,16.7,0.0,0.0,18.4,1.0,0,0,1.4,1.4,0.08,-1.4,-1.4,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,5,3,2,40.0,0,2.3,-0.7,0,0,0,0,3.0,3.0,100.0,18.0,4.0,11.1,25.2,2.0,50.0,58.5,6.0,0.0,0.0,2.0,26.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,515.0,631.0,81.6,9087.0,3236.0,233.0,270.0,86.3,242.0,274.0,88.3,39.0,75.0,52.0,0,0.5,1.2,9.0,47.0,9.0,3.0,51.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,631.0,578.0,52.0,14.0,1.0,2.0,20,29.0,3.0,1.0,2.0,0.0,515.0,1.0,11.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,25.0,16.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,15.0,11,7.0,5.0,3.0,8.0,14.0,57.1,6.0,10.0,2.0,8.0,9,24,7.0,1.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,61.0,732.0,29.0,186.0,378.0,175.0,26.0,732.0,21.0,7.0,33.3,12.0,57.1,487.0,2511.0,1189.0,20.0,12.0,1.0,13.0,9.0,511.0,51.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,0.0,3.0,Leverkusen,1,0,0,10,11,1,20,9,11,0.0,0.0,0,54.0,10.0,16.0,38.5,Match Report
2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,1,11,4,36.4,0.09,0.25,17.6,2.0,0,0,0.6,0.6,0.06,0.4,0.4,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,2,0,2,100.0,1,0.3,0.3,0,0,0,0,6.0,17.0,35.3,22.0,7.0,54.5,37.5,7.0,71.4,56.6,12.0,1.0,8.3,3.0,19.6,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,323.0,435.0,74.3,5434.0,2228.0,162.0,183.0,88.5,118.0,150.0,78.7,32.0,72.0,44.4,0,0.3,0.8,4.0,27.0,7.0,0.0,44.0,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,435.0,387.0,43.0,9.0,0.0,3.0,32,18.0,8.0,6.0,2.0,0.0,323.0,5.0,9.0,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,17.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,7.0,3,5.0,1.0,1.0,6.0,19.0,31.6,13.0,16.0,5.0,11.0,17,24,14.0,0.0,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,47.0,532.0,51.0,145.0,246.0,146.0,27.0,532.0,13.0,7.0,53.8,5.0,38.5,336.0,1410.0,766.0,15.0,8.0,7.0,12.0,6.0,320.0,44.0,Match Report,2022-09-04,17:30 (08:30),Bundesliga,Matchweek 5,Sun,Away,W,1.0,0.0,Gladbach,4,0,0,15,7,5,32,17,3,0.0,0.0,0,48.0,15.0,17.0,46.9,Match Report
2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,1,9,2,22.2,0.11,0.5,18.3,0.0,0,0,0.7,0.7,0.08,0.3,0.3,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,9,4,5,55.6,0,3.6,-0.4,1,0,0,1,7.0,26.0,26.9,29.0,5.0,55.2,41.8,11.0,90.9,63.9,17.0,3.0,17.6,5.0,21.9,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,238.0,355.0,67.0,4286.0,2057.0,119.0,145.0,82.1,80.0,117.0,68.4,32.0,73.0,43.8,0,0.4,1.3,5.0,16.0,6.0,2.0,22.0,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,355.0,301.0,53.0,10.0,1.0,1.0,12,22.0,5.0,2.0,2.0,0.0,238.0,1.0,9.0,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,13.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,11.0,8,4.0,7.0,0.0,3.0,10.0,30.0,7.0,13.0,2.0,11.0,8,19,20.0,0.0,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,36.0,448.0,57.0,173.0,208.0,73.0,19.0,448.0,8.0,6.0,75.0,2.0,25.0,249.0,1090.0,490.0,6.0,4.0,3.0,13.0,6.0,233.0,22.0,Match Report,2022-09-10,15:30 (06:30),Bundesliga,Matchweek 6,Sat,Away,L,1.0,4.0,Hoffenheim,2,1,0,13,9,1,12,8,8,0.0,1.0,0,47.0,11.0,14.0,44.0,Match Report
2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,1,11,2,18.2,0.09,0.5,16.6,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,4.0,17.0,23.5,23.0,6.0,60.9,41.7,7.0,42.9,37.7,4.0,2.0,50.0,0.0,9.5,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,353.0,523.0,67.5,6108.0,2402.0,168.0,216.0,77.8,128.0,175.0,73.1,39.0,89.0,43.8,0,0.4,1.4,7.0,34.0,8.0,1.0,37.0,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,523.0,461.0,58.0,12.0,0.0,5.0,16,33.0,4.0,3.0,1.0,0.0,353.0,4.0,8.0,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,18.0,11.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,17.0,14,7.0,9.0,1.0,8.0,12.0,66.7,4.0,7.0,1.0,6.0,15,32,13.0,0.0,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,57.0,640.0,45.0,192.0,297.0,159.0,22.0,640.0,14.0,6.0,42.9,8.0,57.1,237.0,1147.0,574.0,11.0,6.0,1.0,14.0,7.0,347.0,37.0,Match Report,2022-09-16,20:30 (11:30),Bundesliga,Matchweek 7,Fri,Home,D,1.0,1.0,Hertha BSC,3,0,0,12,10,4,16,15,14,0.0,0.0,0,59.0,20.0,21.0,48.8,Match Report
2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,1,15,6,40.0,0.07,0.17,19.1,1.0,0,0,1.6,1.6,0.11,-0.6,-0.6,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,6,2,4,66.7,0,1.7,-0.3,0,0,0,0,5.0,26.0,19.2,37.0,8.0,51.4,41.9,8.0,87.5,64.3,10.0,1.0,10.0,6.0,19.4,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,324.0,460.0,70.4,6025.0,2408.0,132.0,160.0,82.5,140.0,173.0,80.9,39.0,95.0,41.1,1,1.5,2.5,11.0,28.0,9.0,4.0,38.0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,460.0,419.0,39.0,8.0,0.0,5.0,15,15.0,5.0,3.0,2.0,0.0,324.0,2.0,6.0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,22.0,19.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,19.0,10,10.0,8.0,1.0,13.0,20.0,65.0,7.0,8.0,2.0,6.0,18,37,14.0,0.0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,47.0,584.0,59.0,169.0,282.0,139.0,35.0,584.0,17.0,7.0,41.2,9.0,52.9,300.0,1547.0,808.0,18.0,11.0,4.0,19.0,4.0,320.0,38.0,Match Report,2022-10-01,15:30 (06:30),Bundesliga,Matchweek 8,Sat,Away,L,1.0,2.0,Freiburg,4,0,0,15,9,2,15,18,10,0.0,0.0,0,70.0,16.0,28.0,36.4,Match Report
2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,1,9,3,33.3,0.11,0.33,19.7,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,7.0,17.0,41.2,18.0,2.0,66.7,47.7,7.0,71.4,55.1,13.0,4.0,30.8,0.0,9.5,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,252.0,383.0,65.8,5167.0,2196.0,98.0,129.0,76.0,107.0,140.0,76.4,42.0,84.0,50.0,1,0.5,0.4,6.0,31.0,9.0,3.0,36.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,383.0,322.0,57.0,15.0,2.0,5.0,23,29.0,4.0,4.0,0.0,0.0,252.0,4.0,18.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,16.0,12.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,25.0,14,10.0,14.0,1.0,13.0,25.0,52.0,12.0,18.0,4.0,14.0,16,41,9.0,0.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,37.0,515.0,40.0,132.0,252.0,138.0,21.0,515.0,21.0,7.0,33.3,8.0,38.1,209.0,930.0,315.0,9.0,9.0,1.0,17.0,8.0,248.0,36.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Home,D,1.0,1.0,RB Leipzig,1,0,0,12,12,4,23,16,14,0.0,0.0,0,60.0,12.0,24.0,33.3,Match Report
