For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,For Schalke 04_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Schalke 04_Date,For Schalke 04_Time,For Schalke 04_Comp,For Schalke 04_Round,For Schalke 04_Day,For Schalke 04_Venue,For Schalke 04_Result,For Schalke 04_GF,For Schalke 04_GA,For Schalke 04_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,4,29,12,41.4,0.14,0.33,,,0,1,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,2,0,2,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,,,,,,,,,,,,,,,4,,,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,,,,,,,45,,,,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,,,,,,,,,,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,,10,,,,,,,,,,,10,0,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,77.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2022-07-31,13:01 (04:01),DFB-Pokal,Round of 64,Sun,Away,W,5.0,0.0,Bremer SV,0,0,0,9,5,2,45,10,10,,,0,,,,,Match Report
2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,1,5,2,40.0,0.2,0.5,18.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,10,3,7,70.0,0,3.0,0.0,0,0,0,0,10.0,25.0,40.0,18.0,2.0,83.3,54.4,13.0,76.9,56.1,28.0,2.0,7.1,0.0,4.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,137.0,230.0,59.6,2736.0,1457.0,56.0,76.0,73.7,47.0,69.0,68.1,25.0,60.0,41.7,1,0.1,0.2,3.0,12.0,3.0,1.0,11.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,230.0,188.0,41.0,10.0,0.0,1.0,8,13.0,1.0,0.0,1.0,0.0,137.0,1.0,8.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,7.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,9.0,4,6.0,3.0,0.0,2.0,14.0,14.3,12.0,20.0,11.0,9.0,15,24,35.0,0.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,25.0,373.0,79.0,174.0,142.0,61.0,14.0,373.0,13.0,4.0,30.8,9.0,69.2,155.0,616.0,191.0,2.0,3.0,1.0,21.0,12.0,137.0,11.0,Match Report,2022-08-07,17:30 (08:30),Bundesliga,Matchweek 1,Sun,Away,L,1.0,3.0,Köln,1,1,0,10,8,1,8,15,4,0.0,0.0,0,48.0,10.0,24.0,29.4,Match Report
2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,2,11,3,27.3,0.09,0.33,19.7,1.0,1,1,1.4,0.6,0.05,0.6,0.4,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,8,2,6,75.0,0,1.6,-0.4,0,0,0,0,8.0,19.0,42.1,26.0,3.0,57.7,43.8,4.0,100.0,71.5,11.0,1.0,9.1,3.0,15.4,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,207.0,302.0,68.5,3770.0,1966.0,94.0,110.0,85.5,77.0,106.0,72.6,25.0,60.0,41.7,1,0.5,0.7,10.0,16.0,9.0,2.0,28.0,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,302.0,260.0,40.0,10.0,0.0,1.0,22,21.0,2.0,1.0,1.0,0.0,207.0,2.0,6.0,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,23.0,17.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,14.0,6,6.0,8.0,0.0,8.0,14.0,57.1,6.0,13.0,3.0,10.0,13,27,16.0,1.0,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,33.0,416.0,57.0,145.0,159.0,116.0,19.0,415.0,9.0,3.0,33.3,5.0,55.6,193.0,1045.0,464.0,17.0,10.0,2.0,10.0,7.0,206.0,28.0,Match Report,2022-08-13,18:30 (09:30),Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Gladbach,4,0,0,12,6,2,22,13,6,0.0,0.0,0,48.0,5.0,16.0,23.8,Match Report
2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,0,9,1,11.1,0.0,0.0,22.1,0.0,0,1,1.1,0.3,0.03,-1.1,-0.3,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,6,0,6,100.0,1,0.7,0.7,0,0,0,0,9.0,24.0,37.5,22.0,3.0,77.3,50.0,7.0,100.0,68.6,30.0,0.0,0.0,0.0,,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,158.0,266.0,59.4,3192.0,1735.0,67.0,86.0,77.9,48.0,71.0,67.6,31.0,68.0,45.6,0,0.1,0.1,3.0,14.0,1.0,0.0,17.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,266.0,216.0,42.0,12.0,0.0,3.0,11,18.0,4.0,2.0,2.0,0.0,158.0,8.0,8.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,15.0,6.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,23.0,14,12.0,7.0,4.0,15.0,21.0,71.4,6.0,20.0,6.0,14.0,10,33,44.0,0.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,29.0,418.0,84.0,204.0,145.0,76.0,11.0,417.0,10.0,4.0,40.0,5.0,50.0,182.0,735.0,278.0,4.0,3.0,1.0,12.0,6.0,156.0,17.0,Match Report,2022-08-20,15:30 (06:30),Bundesliga,Matchweek 3,Sat,Away,D,0.0,0.0,Wolfsburg,3,0,0,10,13,8,11,10,14,1.0,0.0,0,52.0,17.0,24.0,41.5,Match Report
2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,1,15,6,40.0,0.0,0.0,14.6,0.0,1,1,1.9,1.1,0.08,-0.9,-1.1,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,7,6,1,14.3,0,1.9,-4.1,0,0,0,0,2.0,11.0,18.2,24.0,3.0,29.2,31.1,6.0,66.7,53.5,10.0,0.0,0.0,1.0,31.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,413.0,538.0,76.8,8351.0,2612.0,121.0,155.0,78.1,234.0,263.0,89.0,51.0,100.0,51.0,0,0.8,1.4,10.0,23.0,9.0,5.0,34.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,538.0,485.0,53.0,12.0,0.0,4.0,34,21.0,8.0,6.0,2.0,0.0,413.0,0.0,8.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,28.0,19.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,5.0,3,3.0,2.0,0.0,0.0,2.0,0.0,2.0,12.0,2.0,10.0,13,18,17.0,1.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,59.0,629.0,45.0,182.0,315.0,137.0,26.0,628.0,10.0,3.0,30.0,6.0,60.0,277.0,1405.0,641.0,12.0,11.0,0.0,6.0,5.0,412.0,34.0,Match Report,2022-08-27,15:30 (06:30),Bundesliga,Matchweek 4,Sat,Home,L,1.0,6.0,Union Berlin,1,0,0,9,9,0,34,13,3,0.0,0.0,0,43.0,30.0,21.0,58.8,Match Report
2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,1,12,2,16.7,0.08,0.5,14.7,0.0,0,0,2.3,2.3,0.19,-1.3,-1.3,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,4.0,14.0,28.6,27.0,3.0,37.0,32.7,9.0,44.4,43.1,10.0,0.0,0.0,1.0,14.3,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,383.0,510.0,75.1,6513.0,2633.0,157.0,182.0,86.3,174.0,204.0,85.3,27.0,73.0,37.0,1,1.7,1.3,8.0,36.0,7.0,1.0,48.0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,510.0,458.0,51.0,13.0,0.0,0.0,25,20.0,7.0,2.0,4.0,0.0,383.0,1.0,11.0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,23.0,18.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,15.0,6,7.0,6.0,2.0,8.0,15.0,53.3,7.0,10.0,4.0,6.0,10,25,16.0,1.0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,57.0,617.0,59.0,199.0,269.0,150.0,30.0,617.0,15.0,8.0,53.3,3.0,20.0,322.0,1929.0,894.0,15.0,8.0,4.0,19.0,14.0,378.0,48.0,Match Report,2022-09-03,15:30 (06:30),Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Stuttgart,2,0,0,10,11,1,25,10,6,0.0,0.0,0,62.0,10.0,19.0,34.5,Match Report
2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,2,20,8,40.0,0.1,0.25,19.8,1.0,0,0,1.5,1.5,0.08,0.5,0.5,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,9.0,28.0,32.1,31.0,4.0,61.3,43.6,9.0,100.0,69.8,27.0,1.0,3.7,0.0,5.3,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,250.0,363.0,68.9,4863.0,2169.0,100.0,117.0,85.5,113.0,146.0,77.4,31.0,81.0,38.3,1,0.9,0.9,10.0,21.0,9.0,1.0,28.0,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,363.0,309.0,53.0,17.0,1.0,4.0,15,22.0,3.0,1.0,2.0,0.0,250.0,1.0,7.0,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,31.0,17.0,1.0,3.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,14.0,8,4.0,10.0,0.0,8.0,18.0,44.4,10.0,7.0,2.0,5.0,13,27,35.0,0.0,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,45.0,493.0,68.0,198.0,196.0,105.0,25.0,493.0,18.0,9.0,50.0,6.0,33.3,261.0,1282.0,660.0,11.0,7.0,3.0,20.0,10.0,246.0,28.0,Match Report,2022-09-10,18:30 (09:30),Bundesliga,Matchweek 6,Sat,Home,W,3.0,1.0,Bochum,2,0,0,11,16,1,15,13,8,0.0,0.0,0,66.0,14.0,15.0,48.3,Match Report
2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,0,3,0,0.0,0.0,,19.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,5,1,4,80.0,0,1.8,0.8,0,0,0,0,9.0,22.0,40.9,25.0,2.0,40.0,36.2,13.0,92.3,63.3,28.0,0.0,0.0,0.0,4.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,204.0,327.0,62.4,4107.0,1664.0,72.0,98.0,73.5,94.0,127.0,74.0,29.0,69.0,42.0,0,0.0,0.2,2.0,9.0,2.0,2.0,10.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,327.0,265.0,59.0,14.0,0.0,5.0,11,28.0,2.0,0.0,2.0,0.0,204.0,3.0,10.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,6.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,15.0,8,9.0,6.0,0.0,4.0,19.0,21.1,15.0,14.0,4.0,10.0,9,24,33.0,0.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,35.0,438.0,84.0,227.0,152.0,63.0,9.0,438.0,5.0,3.0,60.0,2.0,40.0,170.0,1018.0,581.0,12.0,8.0,1.0,8.0,11.0,201.0,10.0,Match Report,2022-09-17,15:30 (06:30),Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Dortmund,2,0,0,14,9,3,11,9,8,0.0,0.0,0,39.0,16.0,23.0,41.0,Match Report
2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,2,17,6,35.3,0.12,0.33,14.0,0.0,0,0,1.8,1.8,0.11,0.2,0.2,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,6,3,3,50.0,0,2.3,-0.7,0,0,0,0,11.0,20.0,55.0,30.0,9.0,50.0,42.2,6.0,83.3,63.2,13.0,0.0,0.0,1.0,14.8,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,269.0,428.0,62.9,5973.0,2840.0,77.0,119.0,64.7,144.0,185.0,77.8,44.0,94.0,46.8,2,1.5,1.1,11.0,35.0,9.0,3.0,40.0,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,428.0,371.0,54.0,10.0,3.0,2.0,41,26.0,8.0,3.0,5.0,0.0,269.0,3.0,17.0,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,29.0,19.0,4.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,16.0,10,8.0,7.0,1.0,7.0,15.0,46.7,8.0,16.0,3.0,13.0,7,23,31.0,0.0,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,56.0,549.0,62.0,184.0,219.0,152.0,31.0,549.0,9.0,2.0,22.2,6.0,66.7,249.0,1199.0,615.0,12.0,9.0,2.0,20.0,7.0,264.0,40.0,Match Report,2022-10-02,17:30 (08:30),Bundesliga,Matchweek 8,Sun,Home,L,2.0,3.0,Augsburg,2,0,0,11,9,3,41,7,10,0.0,0.0,0,59.0,31.0,31.0,50.0,Match Report
2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,0,2,1,50.0,0.0,0.0,9.1,0.0,0,0,0.4,0.4,0.2,-0.4,-0.4,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,7,4,3,42.9,0,2.9,-1.1,0,0,0,0,6.0,16.0,37.5,41.0,4.0,34.1,33.0,5.0,40.0,33.4,11.0,0.0,0.0,1.0,41.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,306.0,413.0,74.1,5952.0,2172.0,120.0,135.0,88.9,139.0,165.0,84.2,41.0,84.0,48.8,0,0.4,0.4,2.0,17.0,3.0,2.0,17.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,413.0,375.0,36.0,9.0,0.0,3.0,20,14.0,3.0,3.0,0.0,0.0,306.0,2.0,11.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,22.0,13,3.0,17.0,2.0,7.0,16.0,43.8,9.0,6.0,2.0,4.0,7,29,13.0,0.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,40.0,488.0,64.0,218.0,214.0,62.0,4.0,488.0,11.0,3.0,27.3,5.0,45.5,250.0,1073.0,374.0,4.0,2.0,1.0,9.0,9.0,299.0,17.0,Match Report,2022-10-08,15:30 (06:30),Bundesliga,Matchweek 9,Sat,Away,L,0.0,4.0,Leverkusen,1,0,0,17,8,2,20,7,13,0.0,0.0,0,45.0,12.0,14.0,46.2,Match Report
